zbk,Gazteleraz,Gazteleraz 2,WIKIDATA,Euskaraz,Euskaraz 2,kale mota
3450,"SAN BARTOLOME, ESCALERAS DE",Bartolomé el Apóstol,Q43982,SAN BARTOLOMEKO ESKAILERAK,SAN BARTOLOMEKO ESKAILERAK,ESCALERA
3470,"SAN CRISTOBAL, PLAZA DE",Cristóbal de Licia,Q193507,SAN KRISTOBAL PLAZA,SAN KRISTOBAL PLAZA,PLAZA
3490,SAN FRANCISCO,Francisco Apóstol,Q120936381,SAN FRANTZISKO KALEA,SAN FRANTZISKO KALEA,CALLE
3500,"SAN FRANCISCO JAVIER, CANTON DE",Francisco Javier,Q163900,SAN FRANTZISKO XABIERKOAREN KANTOIA,SAN FRANTZISKO XABIERKOAREN KANTOIA,CANTON
3510,"SAN FRANCISCO, CUESTA DE",Francisco Apóstol,Q120936381,SAN FRANTZISKO ALDAPA,SAN FRANTZISKO ALDAPA,CUESTA
3520,SAN IGNACIO DE LOYOLA,Ignacio de Loyola,Q44281,SAN IGNACIO LOIOLAKOAREN KALEA,SAN IGNACIO LOIOLAKOAREN KALEA,CALLE
3530,SAN ILDEFONSO,Ildefonso de Toledo,Q456069,SAN ILDEFONTSO KALEA,SAN ILDEFONTSO KALEA,CANTON
3540,"SAN JOSE, PLAZA",José de Nazaret,Q128267,SAN JOSE PLAZA,SAN JOSE PLAZA,PLAZA
3550,"SAN JUAN DE ARRIAGA, PARQUE",Juan el Apóstol,Q44015,ARRIAGAKO PARKEA,ARRIAGAKO PARKEA,PARQUE
4502,SAN JUAN EL GRANDE,San Juan el Grande,Q61244152,SAN JUAN HANDIAREN KALEA,SAN JUAN HANDIAREN KALEA,CALLE
4504,SAN JUAN TXIKI,San Joan Txiki,Q12266877,SAN JUAN TXIKIAREN KALEA,SAN JUAN TXIKIAREN KALEA,CALLE
4948,SAN JULIAN,Julián de Antinoópolis,Q16879096,SAN JULIAN KALEA,SAN JULIAN KALEA,CALLE
3560,"SAN MARCOS, CANTON DE",Marcos el Evangelista,Q31966,SAN MARKOS KANTOIA,SAN MARKOS KANTOIA,CANTON
3580,"SAN MARTIN DE ABENDAÃ‘O, PLAZA",Martín de Tours,Q133704,SAN MARTIN ABENDAÃ‘OKOAREN PLAZA,SAN MARTIN ABENDAÃ‘OKOAREN PLAZA,PLAZA
3581,"SAN MARTIN, PARQUE",SAN MARTIN,,SAN MARTIN PARKEA,SAN MARTIN PARKEA,PARQUE
3590,SAN MIGUEL DE ATXA,Atxa,Q8208868,SAN MIGEL ATXAKOAREN KALEA,SAN MIGEL ATXAKOAREN KALEA,CALLE
3591,"SAN MIGUEL, ESCALERAS DE",SAN MIGUEL,,SAN MIGELEKO ESKAILERAK,SAN MIGELEKO ESKAILERAK,ESCALERA
3592,"SAN MIGUEL, SOLAR DE",SAN MIGUEL,,DONE MIKELEN ZOKOA,DONE MIKELEN ZOKOA,PASAJE
4886,SAN MILLAN,San Millán,Q1616072,DONEMILIAGA KALEA,DONEMILIAGA KALEA,CALLE
3595,"SAN PEDRO, PASAJE DE",Pedro,Q33923,SAN PEDROKO PASABIDEA,SAN PEDROKO PASABIDEA,PASAJE
3600,SAN PRUDENCIO,avenida de San Prudencio,Q123505385,SAN PRUDENTZIO KALEA,SAN PRUDENTZIO KALEA,CALLE
3610,"SAN PRUDENCIO, AVENIDA",SAN PRUDENCIO,,SAN PRUDENTZIO HIRIBIDEA,SAN PRUDENTZIO HIRIBIDEA,AVENIDA
3630,"SAN ROQUE, CANTON DE",Roque de Montpellier,Q152457,SAN ROKE KANTOIA,SAN ROKE KANTOIA,CANTON
3640,SAN SATURIO,Saturio,Q3824785,SAN SATURIO KALEA,SAN SATURIO KALEA,CALLE
4656,SAN VALENTIN DE BERRIOTXOA,Valentín de Berriochoa,Q9299178,BALENTIN BERRIOTXOA KALEA,BALENTIN BERRIOTXOA KALEA,CALLE
3780,SAN VIATOR,San Viator ikastetxea,Q25478507,SAN VIATOR KALEA,SAN VIATOR KALEA,CALLE
3800,SAN VICENTE DE PAUL,Vicente de Paúl,Q244413,SAN BIZENTE PAULEKOAREN KALEA,SAN BIZENTE PAULEKOAREN KALEA,CALLE
3790,"SAN VICENTE, CUESTA DE",SAN VICENTE,,SAN BIZENTE ALDAPA,SAN BIZENTE ALDAPA,CUESTA
3460,SANCHO EL SABIO,Sancho VI de Navarra,Q318258,ANTSO JAKITUNAREN KALEA,ANTSO JAKITUNAREN KALEA,CALLE
3645,SANSOMENDI,Sansomendi,Q581343,SANSOMENDI KALEA,SANSOMENDI KALEA,CALLE
3650,"SANTA ANA, CANTON DE",SANTA ANA,,SANTA ANA KANTOIA,SANTA ANA KANTOIA,CANTON
3660,"SANTA BARBARA, PLAZA",SANTA BARBARA,,SANTA BARBARA PLAZA,SANTA BARBARA PLAZA,PLAZA
4610,SANTA CATALINA,SANTA CATALINA,,SANTA KATALINA KALEA,SANTA KATALINA KALEA,CALLE
4505,"SANTA CRUZ, AVENIDA DE",SANTA CRUZ,,GURUTZE SANTUAREN HIRIBIDEA,GURUTZE SANTUAREN HIRIBIDEA,AVENIDA
4932,SANTA ESPINA,Sagrada Espina,Q3944506,ARANTZA SANTUA KALEA,ARANTZA SANTUA KALEA,CALLE
4937,SANTA EULALIA,Eulalia de Barcelona,Q2456500,SANTA EULALIA KALEA,SANTA EULALIA KALEA,CALLE
3670,SANTA ISABEL,SANTA ISABEL,,SANTA ISABEL KALEA,SANTA ISABEL KALEA,CALLE
3680,SANTA LUCIA,Lucía de Siracusa,Q183240,SANTA LUZIA KALEA,SANTA LUZIA KALEA,CALLE
3710,SANTA MARIA,Virgen María,Q345,SANTA MARIA KALEA,SANTA MARIA KALEA,CALLE
4654,SANTA MARIA JOSEFA DEL CORAZON DE JESUS,María Josefa Sancho,Q1896004,JESUSEN BIHOTZEKO SANTA MARIA JOSEFA KALEA,JESUSEN BIHOTZEKO SANTA MARIA JOSEFA KALEA,CALLE
3720,"SANTA MARIA, CANTON DE",Virgen María,Q345,SANTA MARIA KANTOIA,SANTA MARIA KANTOIA,CANTON
3730,"SANTA MARIA, PLAZA",Virgen María,Q345,SANTA MARIA PLAZA,SANTA MARIA PLAZA,PLAZA
4563,SANTA OLAJA DE ACERO,SANTA OLAJA DE ACERO,,SANTA OLAJA DE ACERO KALEA,SANTA OLAJA DE ACERO KALEA,CALLE
3735,"SANTA TERESA, CAMINO DE",Teresa de Jesús,Q174880,SANTA TERESA BIDEA,SANTA TERESA BIDEA,CAMINO
3350,SANTIAGO RAMON Y CAJAL,Santiago Ramón y Cajal,Q150526,SANTIAGO RAMON Y CAJAL KALEA,SANTIAGO RAMON Y CAJAL KALEA,CALLE
3740,"SANTIAGO, AVENIDA DE",Santiago el Justo,Q26925,DONE JAKUE HIRIBIDEA,DONE JAKUE HIRIBIDEA,AVENIDA
3760,SANTO DOMINGO,Domingo de Guzmán,Q44091,SANTO DOMINGO KALEA,SANTO DOMINGO KALEA,CALLE
3770,"SANTO DOMINGO, PLAZA",Domingo de Guzmán,Q44091,SANTO DOMINGO PLAZA,SANTO DOMINGO PLAZA,PLAZA
3810,SARBURUA,SARBURUA,,SARBURUA KALEA,SARBURUA KALEA,CALLE
4939,SARLUZE,SARLUZE,,SARLUZE KALEA,SARLUZE KALEA,CALLE
4981,"SEBASTIÃ�N IRADIER, PLAZA",SEBASTIÃ�N IRADIER,,SEBASTIÃ�N IRADIER PLAZA,SEBASTIÃ�N IRADIER PLAZA,PLAZA
3820,SEBASTIAN FERNANDEZ DE LECETA,Sebastián Fernández de Leceta,Q12267260,SEBASTIAN FERNANDEZ DE LEZETA KALEA,SEBASTIAN FERNANDEZ DE LEZETA KALEA,CALLE
3825,SEBASTIAN HURTADO DE CORCUERA,Sebastián Hurtado de Corcuera,Q3360549,SEBASTIAN HURTADO DE CORCUERA KALEA,SEBASTIAN HURTADO DE CORCUERA KALEA,CALLE
3827,"SEFARAD, PLAZA",Sefarad,Q3305343,SEFARAD PLAZA,SEFARAD PLAZA,PLAZA
3830,"SEMINARIO VIEJO, CANTON DEL",cantón del Seminario Viejo,Q61365238,APAIZGAITEGIKO KANTOIA,APAIZGAITEGIKO KANTOIA,CANTON
3870,SERAFIN AJURIA,Serafín Ajuria Urigoitia,Q9076088,SERAFIN AJURIA KALEA,SERAFIN AJURIA KALEA,CALLE
4549,SIERRA DE ANDIA,sierra de Andía,Q3307550,ANDIA MENDIAREN KALEA,ANDIA MENDIAREN KALEA,CALLE
4537,SIERRA DE ARALAR,sierra de Aralar,Q3111010,ARALAR MENDIAREN KALEA,ARALAR MENDIAREN KALEA,CALLE
4538,SIERRA DE URBASA,sierra de Urbasa,Q3025531,URBASA MENDIAREN KALEA,URBASA MENDIAREN KALEA,CALLE
3880,SIERRAS ALAVESAS,calle de las Sierras Alavesas,Q118662775,SIERRAS ALAVESAS KALEA,SIERRAS ALAVESAS KALEA,CALLE
3898,"SIMON BOLIVAR, PLAZA",Simón Bolívar,Q8605,SIMON BOLIBAR PLAZA,SIMON BOLIBAR PLAZA,PLAZA
3900,SIMON DE ANDA,Simón de Anda y Salazar,Q3544446,SIMON DE ANDA KALEA,SIMON DE ANDA KALEA,CALLE
3910,SOCIEDAD BASCONGADA DE LOS AMIGOS DEL PAIS,calle de la Sociedad Vascongada,Q56650929,EUSKAL HERRIAREN ADISKIDEEN ELKARTEAREN KALEA,EUSKAL HERRIAREN ADISKIDEEN ELKARTEAREN KALEA,CALLE
4742,SOFIA,Sofía,Q472,SOFIA KALEA,SOFIA KALEA,CALLE
4831,"SOR SOFIA, PLAZA",SOR SOFIA,,SOR SOFIA PLAZA,SOR SOFIA PLAZA,PLAZA
3925,SORALUZE,Placencia de las Armas,Q1633869,SORALUZE KALEA,SORALUZE KALEA,CALLE
4652,STUTTGART,Stuttgart,Q1022,STUTTGART KALEA,STUTTGART KALEA,CALLE
6690,SUBIJANA DE ALAVA/SUBILLANA-GASTEIZ,Subijana de Álava,Q630983,SUBILLA GASTEIZ,SUBILLA GASTEIZ,ENTIDAD
4738,TALLINN,Tallin,Q1770,TALLINN KALEA,TALLINN KALEA,CALLE
4543,TANIS AGUIRREBENGOA,TANIS AGUIRREBENGOA,,TANIS AGIRREBENGOA KALEA,TANIS AGIRREBENGOA KALEA,CALLE
3930,TARAZONA,Tarazona,Q639412,TARAZONA KALEA,TARAZONA KALEA,CALLE
4599,TARRAGONA,Tarragona,Q15088,TARRAGONA KALEA,TARRAGONA KALEA,CALLE
3935,TELESFORO DE ARANZADI,Telesforo Aranzadi,Q2077230,TELESFORO  ARANZADI KALEA,TELESFORO  ARANZADI KALEA,CALLE
3940,TENERIAS,calle de las Tenerías,Q115402777,LARRUGILE KALEA,LARRUGILE KALEA,CALLE
3945,TEODORO GONZALEZ DE ZARATE,Teodoro González de Zárate,Q647868,TEODORO GONZALEZ DE ZARATE KALEA,TEODORO GONZALEZ DE ZARATE KALEA,CALLE
4860,TEODORO OLARTE AIZPURU,Teodoro Olarte Aizpuru,Q948072,TEODORO OLARTE AIZPURU KALEA,TEODORO OLARTE AIZPURU KALEA,CALLE
4991,"TERESA SÃ�NCHEZ DE BILBAO, PARQUE",TERESA SÃ�NCHEZ DE BILBAO,,TERESA SÃ�NCHEZ DE BILBAO PARKEA,TERESA SÃ�NCHEZ DE BILBAO PARKEA,PARQUE
