nkcr,wd
ge484298,Q2352048
ge486815,Q2339683
ge506454,Q2350207
ge516114,Q2350651
ge516357,Q2345289
ge538896,Q2362621
ge681557,Q2364735
ge836013,Q2343179
ph410040,Q2377924
ph680273,Q2363999
ge129660,Q2395094
ge173082,Q2392766
ge190625,Q2418456
ge242329,Q2386457
ge272787,Q2396842
ge285733,Q2388955
ge330217,Q2404151
ge332312,Q2426235
ge339823,Q2433712
ge371776,Q2392305
ge377192,Q2427199
ge518941,Q2396342
ge528019,Q2432551
ge756915,Q2407311
ge919094,Q2418971
ge924499,Q2409809
ge960167,Q2404151
ge083128,Q2482605
ge293157,Q2464264
ge372053,Q2462302
ge381397,Q2484801
ge680953,Q2464306
ge1019995,Q2520561
ge1025773,Q2524618
ge1095285,Q2523699
ge128874,Q2540466
ge130601,Q2520846
ge131740,Q2520623
ge137105,Q2499127
ge139327,Q2503857
ge156539,Q2538311
ge188154,Q2538219
ge294289,Q2520063
ge306912,Q2519902
ge326860,Q2524804
ge332697,Q2519520
ge341297,Q2538409
ge345856,Q2521038
ge351110,Q2496944
ge372064,Q2498463
ge438148,Q2510738
ge443550,Q2512478
ge459426,Q2520835
ge603428,Q2521255
ge709417,Q2520710
ge718481,Q2521244
ge788959,Q2520689
ge883254,Q2521315
ge884460,Q2520598
ge942425,Q2520302
ph549702,Q2530804
ge345687,Q2584588
ge345839,Q2566653
ge695213,Q2576385
ge722858,Q2598535
ge875608,Q2586135
ge878924,Q2606609
ge981592,Q2560345
ge990576,Q2567635
ph250090,Q2602629
ph535725,Q2586933
ge1080989,Q2623372
ge129981,Q2656389
ge137118,Q2638290
ge170126,Q2650411
ge334267,Q2639565
ge345715,Q2635329
ge382716,Q2620147
ge514949,Q2649105
ge563559,Q2653616
ge653394,Q2617504
ge686304,Q2649785
ge728899,Q2611322
ge737073,Q2628514
ge761670,Q2608339
ge889958,Q2648558
ph1099271,Q2632885
ge075272,Q2696846
ge075326,Q2696211
ge1018203,Q2661979
ge1020431,Q2702595
ge1071529,Q2704311
ge1071838,Q2657959
ge114514,Q2702170
ge115856,Q2702203
ge117292,Q2704210
ge117319,Q2696502
ge129704,Q2700537
ge129784,Q2694738
ge130017,Q2697759
ge130874,Q2702098
ge131644,Q2704927
ge134192,Q2704913
ge137156,Q2709316
ge137334,Q2704010
ge138957,Q2695628
ge311524,Q2704246
ge325732,Q2703359
ge326846,Q2704055
ge327078,Q2699036
ge351686,Q2696623
ge371602,Q2700152
ge371604,Q2700967
ge371614,Q2700868
ge372051,Q2700815
ge375775,Q2700795
ge375791,Q2700909
ge378769,Q2704932
ge381070,Q2696227
ge382703,Q2666933
ge436164,Q2669840
ge443298,Q2700530
ge485001,Q2696693
ge537266,Q2701211
ge537280,Q2696683
ge564797,Q2704203
ge591495,Q2696182
ge633210,Q2659689
ge739439,Q2696219
ge766142,Q2705407
ge805095,Q2663373
ge1043295,Q2715956
ge128422,Q2717469
ge131152,Q2720398
ge137143,Q2750534
ge272770,Q2778547
ge292502,Q2722762
ge680241,Q2729296
ge756918,Q2722153
ge770866,Q2737144
ge865627,Q2748698
ge899537,Q2784577
ph119288,Q2877653
ge731127,Q2791007
ge130041,Q2861721
ge679338,Q2984153
ge808490,Q2982654
ge953821,Q2977103
ge1049517,Q3077142
ge391726,Q3031104
ge733907,Q3077927
ge777601,Q3021545
ge137230,Q2925830
ph118590,Q3052382
ph196638,Q3044538
ge250320,Q3113323
ge432432,Q3110834
ph705698,Q3112663
ge307741,Q3182216
ge736607,Q3187563
ge793619,Q3219865
ge1022068,Q3280505
ge625417,Q3288073
ph1122699,Q3327819
ge827283,Q3402775
ge1092934,Q3502521
ge129809,Q84499835
ge131678,Q3501763
ge137062,Q3489759
ge137079,Q3489731
ge137134,Q3499395
ge137173,Q3490395
ge192253,Q3487873
ge391520,Q3489602
ge485882,Q3499841
ge659301,Q3503481
ge663587,Q3502406
ge736229,Q3441083
ge775023,Q3477875
ph779435,Q3501395
ge128518,Q3524703
ge130408,Q3509601
ge131409,Q3569306
ge131657,Q3566417
ge136511,Q3564604
ge137074,Q3509519
ge137135,Q3563146
ge137151,Q3566606
ge137234,Q3566096
ge161916,Q3562214
ge171374,Q3564622
ge192280,Q3509008
ge331468,Q3507216
ge593878,Q3507810
ge747173,Q3562692
ge821772,Q3518244
ph563583,Q3565955
ph680190,Q3506821
ge423539,Q3573941
ge769829,Q3709125
ge342412,Q3740308
ge679112,Q3778610
ge1059467,Q3850065
ge581566,Q3858775
ge880127,Q3887575
ge737281,Q3947651
ge910348,Q4093633
ge385644,Q4159530
ph118760,Q4176287
ge1078642,Q4265405
ge231087,Q4249932
ge552483,Q4231436
ge528872,Q4312301
ge688754,Q4286091
ge912093,Q4296220
ge553104,Q4406481
ge603859,Q4391855
ge850723,Q4398975
ge978714,Q4362602
ge503880,Q4864496
ge900603,Q4834559
ge131535,Q4524838
ge312509,Q4939446
ph680166,Q4870788
ge130805,Q4951156
ge919419,Q4986374
ge1041211,Q5024242
ge1077834,Q5191614
ge1123566,Q5191534
ge138876,Q5210826
ge399760,Q5213014
ge384775,Q5362078
ph138309,Q5361890
ge757219,Q5455196
ge1090545,Q5613057
ge658923,Q5788379
ge130399,Q6073313
ge397739,Q6104194
ge258259,Q5907134
ge736881,Q6166209
ge680119,Q6378607
ge306980,Q6430126
ge570887,Q6420591
ge577818,Q6445357
ph323761,Q6452087
ph309608,Q6587194
ge860468,Q6649083
ge736887,Q6850257
ge970799,Q6843688
ge1028741,Q7061201
ge431384,Q7071958
ge625173,Q7126741
ge1007544,Q7353022
ge591893,Q7414238
ge130930,Q7602855
ge852188,Q7943220
ge726498,Q7445176
ge262403,Q7253179
ph516956,Q8099087
ge307162,Q9212132
ge569893,Q9170682
ge593426,Q9208940
ge821273,Q9177531
ge843325,Q9208829
ge129250,Q9291971
ge388369,Q9293851
ge590305,Q9248441
ge192230,Q8310497
ge338473,Q8311066
ge339801,Q8311163
ge688530,Q8311179
ph126953,Q1991596
ge059092,Q8558072
ge241485,Q8558016
ge337722,Q8552017
ge338388,Q8552150
ge339681,Q8553281
ge339802,Q8553331
ge339817,Q8554384
ge339842,Q8555333
ge340614,Q8556468
ge340808,Q8558759
ge369190,Q8545932
ge538397,Q8546656
ge637355,Q8553392
ge796211,Q8553448
ge807129,Q8554666
ge810677,Q8557127
ge820267,Q8557369
ge822151,Q8556340
ge832552,Q8556521
ge844039,Q8553203
ge846998,Q8555994
ge883789,Q8552178
ge965977,Q8547285
ge128687,Q9393811
ge153169,Q9380952
ge192267,Q9360084
ge307073,Q9363826
ge338882,Q9408264
ge342301,Q9347656
ge389908,Q9348558
ge579449,Q9348718
ge976978,Q9339063
ge059767,Q10272219
ge277360,Q10282053
ge277374,Q10296619
ge335675,Q10294232
ge381060,Q10295292
ge381619,Q10269616
ge382705,Q10272281
ge436580,Q10284547
ge773815,Q10281806
ge807185,Q10296631
ge1037140,Q10397045
ge326839,Q10402245
ge340804,Q10396708
ge351070,Q10424779
ge369039,Q10421017
ge713701,Q10413788
ge714478,Q10401969
ge797328,Q10398423
ge803403,Q10397104
ge846788,Q10424076
ge487591,Q10859637
ge515670,Q10857143
ge536553,Q10856453
ge768910,Q10857807
ge768917,Q10857175
ge804338,Q10856796
ge805094,Q10858022
ge807181,Q10861155
ge808123,Q10820770
ge819249,Q10857974
ge883790,Q10861743
ge979879,Q10856448
ge307750,Q10513868
ge833729,Q10505309
ge841842,Q10513878
ge1026842,Q10815744
ge221173,Q10815719
ge059761,Q10860719
ge1014718,Q10856811
ge1062375,Q10857970
ge161918,Q10816588
ge230408,Q10857868
ge307572,Q10853517
ge369184,Q10860457
ge378016,Q10859898
ge413242,Q10817073
ge420001,Q10816653
ge664927,Q10938184
ge772362,Q10937345
ge059520,Q11081176
ge206811,Q11174598
ge337640,Q11173432
ge337643,Q11175346
ge341444,Q11158176
ge346809,Q11169927
ge378025,Q11169400
ge389872,Q11086238
ge390106,Q11170442
ge402588,Q11171448
ge413576,Q11072644
ge423183,Q11084804
ge451597,Q11084904
ge519167,Q11087008
ge519168,Q11087008
ge561928,Q11173504
ge563293,Q11131106
ge564770,Q11090910
ge596970,Q11081445
ge639597,Q11087495
ge662800,Q11172045
ge664919,Q11158817
ge680098,Q11087109
ge710944,Q11081399
ge724262,Q11061285
ge753470,Q11171562
ge768358,Q11086556
ge768911,Q11086148
ge776750,Q11148404
ge776904,Q11158871
ge853487,Q11086483
ge887005,Q11140372
ge893432,Q11130022
ge128783,Q11225445
ge212771,Q11216210
ge292717,Q11221576
ge346367,Q11221453
ge350979,Q11217133
ge472686,Q11229553
ge553036,Q11229388
ge680044,Q11214913
ge730371,Q11240162
ge756166,Q11224536
ge776927,Q11229296
ge782849,Q11231861
ge786160,Q11228327
ge131151,Q11341995
ge131730,Q11386391
ge314773,Q11363051
ge337647,Q11292217
ge338420,Q11380853
ge559558,Q11342951
ge651023,Q11335170
ge776576,Q11363215
ge777580,Q11334423
ge777582,Q11348421
ge779736,Q11380689
ge853116,Q11334134
ge904436,Q11334199
ge327508,Q11451970
ge389726,Q11690422
ge204123,Q11774091
ge256087,Q11706302
ge336779,Q11722971
ge336780,Q11722982
ge337657,Q11774095
ge360015,Q11706316
ge367025,Q11729688
ge369077,Q11774528
ge385300,Q11706623
ge388068,Q11730265
ge389743,Q11706913
ge392680,Q11730739
ge454025,Q11727430
ge459524,Q11722979
ge537261,Q11774507
ge545927,Q11771202
ge564782,Q11706589
ge571161,Q11729682
ge592187,Q11727440
ge594093,Q11727292
ge621902,Q11744316
ge640709,Q11706796
ge663591,Q11774502
ge749467,Q11722985
ge749984,Q11706804
ge752246,Q11741092
ge752248,Q11751496
ge761662,Q11730275
ge778306,Q11707003
ge778540,Q11706639
ge787966,Q11698548
ge789430,Q11706789
ge790401,Q11774441
ge813393,Q11725413
ge834960,Q11724100
ge875865,Q11741202
ge883665,Q11722969
ge930456,Q11710682
ge1008593,Q11794595
ge1063699,Q11821118
ge1079347,Q11878602
ge130720,Q11877507
ge134432,Q11822329
ge192226,Q11878449
ge194882,Q11879116
ge251186,Q11818704
ge261477,Q11863122
ge263022,Q11812859
ge286129,Q11878621
ge289286,Q11879351
ge307733,Q11790439
ge326903,Q11816814
ge336313,Q11826689
ge337676,Q11812855
ge337709,Q11825974
ge338644,Q11812865
ge341133,Q11867789
ge350996,Q11836797
ge356557,Q11878253
ge361034,Q11876414
ge361186,Q11878832
ge361435,Q11826347
ge377197,Q11816023
ge381388,Q11818525
ge383752,Q11834323
ge385398,Q11812718
ge389753,Q11794633
ge392677,Q11812730
ge398802,Q11794941
ge414206,Q11812561
ge414766,Q11832713
ge439061,Q11834820
ge440899,Q11816299
ge442674,Q11815989
ge448055,Q11826945
ge451719,Q11820403
ge469966,Q11815944
ge470675,Q11817819
ge526176,Q11878604
ge537263,Q11817174
ge561956,Q11787944
ge633594,Q11812864
ge718442,Q11878663
ge726881,Q11863094
ge739449,Q11878945
ge761651,Q11812752
ge772652,Q11878081
ge773005,Q11878077
ge781607,Q11815277
ge781811,Q11817457
ge784642,Q11816752
ge791415,Q11831496
ge814230,Q11878607
ge830253,Q11823252
ge831030,Q11832712
ge849600,Q11878360
ge874470,Q11836783
ge883965,Q11798297
ge137416,Q11885440
ge326878,Q11942593
ge381068,Q11917084
ge390030,Q11927187
ge441382,Q11941017
ge524444,Q11919967
ge596964,Q11920331
ge663602,Q11941109
ge772357,Q11916486
ge779067,Q11985306
ge829346,Q11923089
ge862888,Q11916689
ge882170,Q11917058
ge924426,Q11925802
ge058896,Q12041295
ge059106,Q12050487
ge059109,Q12055883
ge075259,Q12034067
ge075264,Q12039315
ge1009734,Q12033450
ge1011875,Q12058014
ge1022680,Q12042512
ge1023568,Q12022259
ge1043385,Q12049644
ge1044704,Q12032307
ge1059491,Q12032810
ge1059538,Q12032346
ge1072298,Q12057161
ge1077116,Q12045912
ge1079330,Q12039213
ge1079740,Q12054490
ge1085235,Q12029774
ge1120881,Q12048071
ge115487,Q12045618
ge116896,Q12057318
ge128543,Q12045304
ge128544,Q12047655
ge128588,Q12046518
ge129145,Q12055872
ge129338,Q12020181
ge129367,Q12020978
ge129433,Q12024223
ge129607,Q12029712
ge129629,Q12030059
ge130033,Q12038287
ge130083,Q12038646
ge130155,Q12040667
ge130210,Q12041193
ge130526,Q12047203
ge130765,Q12051282
ge131385,Q11991764
ge167701,Q12035119
ge204127,Q12048261
ge206798,Q12046597
ge223804,Q12058029
ge243643,Q12029574
ge254552,Q12024376
ge255477,Q12031898
ge257381,Q12033446
ge268060,Q12046159
ge276748,Q12058330
ge277358,Q12019788
ge277370,Q12056140
ge277376,Q12039299
ge277394,Q12021297
ge277402,Q12043690
ge297379,Q12032350
ge298020,Q12019028
ge301461,Q12048239
ge304867,Q12048267
ge305386,Q12045942
ge306537,Q12029923
ge306911,Q12041311
ge306997,Q12034973
ge307148,Q12049921
ge307665,Q12020192
ge307719,Q12055177
ge309999,Q12048240
ge312500,Q12039314
ge325764,Q12038754
ge325766,Q12040490
ge325771,Q12042739
ge325773,Q12042804
ge326781,Q12044487
ge326792,Q12048081
ge326816,Q12054555
ge326833,Q12057404
ge326834,Q12057610
ge326917,Q12045296
ge326935,Q12024596
ge326959,Q12051224
ge326984,Q12029596
ge326988,Q12029771
ge326991,Q12031309
ge327001,Q12031922
ge327009,Q12056625
ge327030,Q12041258
ge327046,Q12024285
ge327049,Q12031785
ge328380,Q12029984
ge334265,Q12021147
ge334647,Q12027525
ge335488,Q12056661
ge338271,Q12019730
ge338273,Q12019751
ge338285,Q12020028
ge338362,Q12020307
ge338365,Q12020313
ge338375,Q12020724
ge338490,Q12029570
ge338879,Q12033590
ge339034,Q12045601
ge339046,Q12034315
ge339058,Q12020834
ge339088,Q12034329
ge339125,Q12041179
ge339316,Q12035594
ge339317,Q12035597
ge339678,Q12038760
ge339819,Q12042291
ge339848,Q12044638
ge339965,Q12047770
ge340008,Q12047624
ge340601,Q12054366
ge340629,Q12055756
ge340791,Q12057197
ge345999,Q12041416
ge346093,Q12046671
ge347142,Q12019527
ge347144,Q12029296
ge351012,Q12024745
ge351022,Q12034325
ge351025,Q12036568
ge351051,Q12048703
ge356568,Q12031720
ge360759,Q12033131
ge360850,Q12054502
ge361036,Q12034460
ge362058,Q12020188
ge362882,Q12054361
ge362884,Q12056618
ge366038,Q12055167
ge366131,Q12019271
ge366245,Q12042477
ge369160,Q12033275
ge371612,Q12020701
ge371613,Q12051382
ge371791,Q12031260
ge371792,Q12032257
ge375507,Q12049593
ge375769,Q12050582
ge375798,Q12056743
ge375998,Q12038347
ge378759,Q12020933
ge381074,Q12032849
ge381608,Q12046565
ge382975,Q12020637
ge382978,Q12051248
ge384772,Q12029840
ge384773,Q12033238
ge385660,Q12045682
ge387276,Q12049942
ge389786,Q12033683
ge390032,Q12034979
ge390087,Q12031408
ge391514,Q12020760
ge391990,Q12037654
ge392678,Q12020266
ge392682,Q12038422
ge392686,Q12045196
ge396023,Q12050033
ge396938,Q12028810
ge406277,Q12019782
ge418128,Q12035560
ge418967,Q12020737
ge420600,Q12045724
ge422722,Q12048644
ge426663,Q12019266
ge431671,Q12056709
ge432647,Q12042731
ge436133,Q12051364
ge436153,Q12033757
ge436327,Q12044626
ge437830,Q12032049
ge441177,Q12047641
ge442380,Q12046606
ge444980,Q12021269
ge445569,Q12037678
ge447907,Q12043727
ge450528,Q12045965
ge451607,Q12020189
ge451804,Q12031242
ge459427,Q12041222
ge460932,Q12041801
ge466420,Q12020725
ge468385,Q12047917
ge470676,Q12020292
ge472657,Q12050633
ge472696,Q12045837
ge473580,Q12034527
ge490820,Q12057169
ge500299,Q12031452
ge503149,Q12016602
ge503816,Q12056772
ge509298,Q12032193
ge524423,Q12029983
ge527889,Q12054684
ge534186,Q12034418
ge536453,Q12027706
ge536455,Q12019733
ge536456,Q12027744
ge537355,Q12031588
ge553951,Q12049856
ge556499,Q12055743
ge558504,Q12034060
ge561673,Q12032205
ge563672,Q12020212
ge564802,Q12032669
ge565429,Q12020214
ge568306,Q12042908
ge571844,Q12046458
ge572633,Q12047185
ge575146,Q12046540
ge583369,Q12056780
ge587495,Q12047558
ge592364,Q12038377
ge593255,Q12033445
ge596904,Q12021282
ge596979,Q12057050
ge596991,Q12033188
ge602574,Q12049872
ge603460,Q12045571
ge611827,Q12041227
ge613278,Q12031570
ge614042,Q12045737
ge618575,Q12046190
ge621919,Q12049893
ge634024,Q12024610
ge634421,Q12048230
ge641671,Q12033768
ge646318,Q12036198
ge658294,Q12045505
ge658300,Q12038349
ge665703,Q12047579
ge666697,Q12020607
ge668203,Q12020302
ge678663,Q12043829
ge679916,Q12034458
ge680049,Q12038254
ge680062,Q12029748
ge680097,Q12047947
ge680099,Q12038931
ge680102,Q12045986
ge680121,Q12043128
ge692861,Q12018862
ge702703,Q12040819
ge707911,Q12055742
ge715483,Q12034752
ge715712,Q12020850
ge716202,Q12043503
ge717420,Q12046247
ge717907,Q12033201
ge717909,Q12031423
ge883769,Q12005904
ge884469,Q12020683
ge931421,Q12054807
ge940290,Q11996980
ge959355,Q12039067
ge963682,Q12038333
ge966130,Q12031306
ge974081,Q12004524
ge974276,Q12032825
ge993064,Q12056712
ge994726,Q12034981
ge735680,Q12029709
ge739441,Q12047228
ge745337,Q12020157
ge745438,Q12045545
ge748576,Q12034058
ge752527,Q12040689
ge752582,Q12030060
ge755159,Q12042506
ge758647,Q12040716
ge761639,Q12029442
ge766676,Q12019732
ge767005,Q12019661
ge768356,Q12020845
ge768916,Q12057615
ge770637,Q12032043
ge772024,Q12020464
ge772838,Q12041264
ge773006,Q12040333
ge773262,Q12041493
ge773438,Q12028728
ge773588,Q12038250
ge773809,Q11990774
ge773811,Q12045865
ge773993,Q12041220
ge776270,Q12020499
ge776569,Q12032909
ge776839,Q12036599
ge777138,Q12024426
ge777613,Q12056931
ge777714,Q12031116
ge777717,Q12046305
ge778843,Q12046394
ge779065,Q12041181
ge780671,Q12039310
ge780673,Q12048061
ge780897,Q12056233
ge781106,Q12040637
ge781822,Q12029646
ge781824,Q12033266
ge782848,Q12017749
ge782851,Q12041214
ge783176,Q12057611
ge783449,Q12041306
ge784084,Q12044476
ge785006,Q12057613
ge785610,Q11999908
ge786947,Q12024658
ge788372,Q12021035
ge789839,Q12029163
ge789841,Q12032682
ge790064,Q12037675
ge796215,Q12019901
ge796687,Q12034463
ge800156,Q12030046
ge805081,Q12054536
ge806623,Q12047661
ge807119,Q12020178
ge807125,Q12020195
ge808639,Q12021185
ge808878,Q12029095
ge810687,Q12036006
ge810863,Q12045190
ge811318,Q12038989
ge813381,Q12021293
ge816934,Q12024990
ge816937,Q12027703
ge820268,Q12029348
ge822140,Q12029751
ge822150,Q12030228
ge826793,Q12031645
ge829978,Q12056163
ge830948,Q12032340
ge831015,Q12033262
ge832568,Q12034767
ge832629,Q12035172
ge832632,Q12035106
ge832789,Q12001206
ge834188,Q12035126
ge834202,Q12037524
ge834410,Q12038505
ge835583,Q12040758
ge835586,Q12041738
ge839047,Q12045518
ge839054,Q12045919
ge839421,Q12046335
ge839426,Q12046393
ge839431,Q12046688
ge841252,Q12048922
ge841847,Q12051263
ge842741,Q12055783
ge842745,Q12056192
ge842936,Q12048259
ge843853,Q12056576
ge843854,Q12056621
ge844053,Q12057287
ge844059,Q12057391
ge851053,Q12033707
ge855643,Q12024989
ge859712,Q12029576
ge883673,Q12054730
ge075333,Q12060279
ge202497,Q12059702
ge272758,Q12060379
ge277404,Q12059875
ge447903,Q12060270
ge496802,Q12060095
ge540147,Q12059987
ge540854,Q12060214
ge758651,Q12060408
ge773592,Q12060191
ge778294,Q12060277
ge847175,Q12060182
ge851032,Q12059703
ge851044,Q12060322
ge307718,Q12270084
ge487592,Q12236559
ge524445,Q12269887
ge847000,Q12200883
ge918005,Q12221257
ge418852,Q12342192
ge667777,Q12304260
ge899359,Q12642582
ge134351,Q12824780
ge627894,Q12774312
ge990864,Q12782007
ge291103,Q12898802
ge327520,Q13218918
ge809100,Q13218314
ge681712,Q13406975
ge766104,Q13403152
ge326823,Q13434895
ge783174,Q13425337
ge492383,Q13561403
ge284994,Q13668729
ge1031192,Q15052593
ge1089244,Q15058319
ge313783,Q15124327
ge339065,Q15304148
ge761815,Q15442674
ge354857,Q15735559
ge689114,Q15729763
ge131542,Q14208861
ge320633,Q625500
ge369114,Q14221288
ge691501,Q14314397
ge940420,Q14602214
ge1083192,Q14906491
ge666718,Q15618277
ge317609,Q16254649
ge1098996,Q16425745
ge734492,Q16956611
ph138532,Q16960707
ge982224,Q17295704
ge327549,Q17326647
ph127697,Q17308314
ge1063482,Q17395679
ge351151,Q17480750
ge381420,Q17593526
ge410507,Q18113868
ge827178,Q18115296
ge821723,Q18193694
ge609591,Q18386023
ge928961,Q18534258
ge406028,Q19249926
ge767755,Q19602611
ph908454,Q19610189
ge579537,Q19824978
ge911709,Q19941912
ph1107630,Q19978379
ph436037,Q20057048
ge600853,Q20860184
ge753473,Q20828734
ge579920,Q20932550
ge862186,Q20949404
ge861905,Q21469113
ge741220,Q21758237
ge953641,Q21669478
ge682295,Q21918943
ge822844,Q22074740
ge1124559,Q22231192
ph390009,Q22272441
ge1076732,Q22532735
ge342269,Q23072017
ge386291,Q23656853
ge932355,Q23720115
ge369068,Q23824257
ge426411,Q23817330
ge786946,Q23824210
ge809820,Q23811942
ge883565,Q23824216
ge891305,Q23821240
ge990947,Q23813263
ge944274,Q26215905
ge117758,Q26260749
ge983451,Q26275470
ge721657,Q24877464
ph362005,Q26789694
ge1038151,Q27914673
ge934768,Q27943319
ge402246,Q27097757
ph317152,Q27032283
ge1001400,Q27479475
ge1006394,Q27463310
ge402249,Q27468417
ph122378,Q28607652
ge472682,Q28728531
ge838285,Q28803753
ge1046897,Q28915211
ge836552,Q28915114
ge691952,Q29055451
ge1009745,Q27645561
ge340447,Q27646045
ge617859,Q27645055
ge756648,Q27654845
ge807307,Q27654791
ge810681,Q27654899
ge816925,Q27645237
ge816926,Q27655275
ge891966,Q27645890
ge900368,Q27645913
ge1059803,Q27674457
ge327087,Q27659739
ge750879,Q27659157
ge786249,Q27659776
ge807306,Q27659319
ge993305,Q27659141
ge058940,Q29842822
ge883546,Q30005213
ge959808,Q30650818
ge117501,Q30910215
ge714479,Q30938704
ge327551,Q31568258
ge390238,Q31843903
ge132317,Q33456378
ge350487,Q35381042
ge664876,Q37818838
ge390095,Q41791809
ge149788,Q42307600
ge526342,Q41557570
ph385064,Q38049680
ge292064,Q47501711
ge908255,Q42996528
ge441456,Q43175992
ge719390,Q43218623
ge1034357,Q43402455
ge395703,Q43402541
ge554089,Q43402326
ge873833,Q43395555
ge995533,Q43386650
ge768528,Q43441846
ge959358,Q43441320
ge339035,Q43481868
ge339071,Q43481651
ge432717,Q43481539
ge471373,Q43482192
ge560231,Q43481919
ge727864,Q43477575
ge817988,Q43482163
ge369036,Q43572416
ge425951,Q43584726
ge429788,Q43583766
ge514723,Q43572365
ge556504,Q43581107
ge726902,Q43584504
ge735706,Q43573144
ge903201,Q43625005
ge994728,Q43621556
ge058580,Q43893329
ge504561,Q44096308
ge130895,Q44482643
ge058571,Q44718293
ge398141,Q44680382
ge427384,Q44816120
ge886014,Q45091401
ge326944,Q45322233
ge413658,Q45322775
ge414338,Q45322796
ge447826,Q45322512
ge490342,Q45322806
ge542260,Q45322986
ge560205,Q45323165
ge560464,Q45322816
ge564100,Q45322093
ge566198,Q45322752
ge578029,Q45322577
ge593050,Q45323110
ge594588,Q45322569
ge602022,Q45322701
ge831686,Q45322777
ge845613,Q45322725
ge845615,Q45322720
ge847179,Q45324645
ge908892,Q45322973
ge924041,Q45322525
ge950804,Q45322758
ge970200,Q45322510
ge841003,Q45340071
ge1062982,Q45937510
ge835660,Q46370471
ge835663,Q46370445
ge765710,Q50420943
ge982528,Q50421218
ge555129,Q50562002
ge205216,Q50794548
ge800260,Q50821247
ge593392,Q54552539
ge826815,Q54552610
ge867215,Q54622776
ge130688,Q54906709
ge1126363,Q55372170
ge632165,Q56598453
ge233065,Q58465310
ge577692,Q60854765
ge272774,Q61052489
ge873501,Q60198654
ge161588,Q60291619
ph1109013,Q61790670
ph1109014,Q61790670
ge208006,Q750137
ge757848,Q66816967
ge429783,Q72006917
ge592118,Q72798691
ge338668,Q83526181
ge351146,Q84511112
ge131642,Q84763814
ge339843,Q84769766
ge341285,Q84770367
ge393405,Q84818922
ge541647,Q84842715
ge593278,Q84842925
ge875151,Q84859970
ge940416,Q84860592
ge128508,Q84922489
ge325684,Q84928079
ge959050,Q84905499
ge470840,Q83145161
ge1022023,Q92906305
ge431862,Q92906204
ge436312,Q92906210
ge763410,Q92906259
ge826818,Q92906284
ge409993,Q93123116
ge1044285,Q93269728
ge1022144,Q93758260
ge1040541,Q93758271
ge1056881,Q93758276
ge130991,Q93758121
ge238231,Q93758151
ge682509,Q93758199
ge790136,Q93758214
ge804684,Q93758219
ge881249,Q93759497
ge238619,Q88057593
ge726515,Q88175307
ge877639,Q88205942
ge978549,Q88209099
ge481995,Q89140135
ge1126368,Q89348559
ge342274,Q90790422
ge471385,Q90826782
ge632178,Q90839601
ge718380,Q90818597
ge906171,Q90788469
ge472615,Q90879932
ge1043488,Q90913857
ge502093,Q90918441
ge336443,Q90966052
ge470679,Q90966496
ge472655,Q91015408
ge713679,Q91018197
ge743747,Q91021789
