wikibase_item,pdf,zot
Q35506,https://www.inguma.eus/fso/fitxategia/203-ikergazte.iii.03.42_48.pdf,QUARABB9
Q35516,https://www.inguma.eus/fso/fitxategia/173-ikergazte.iii.02.103_110.pdf,VNLEHS3M
Q35519,https://www.inguma.eus/fso/fitxategia/170-ikergazte.iii.02.83_90.pdf,TK2A2B5I
Q35520,https://www.inguma.eus/fso/fitxategia/169-ikergazte.iii.02.75_82.pdf,ABKBGSSD
Q35533,https://www.inguma.eus/fso/fitxategia/195-ikergazte.iii.01.121_127.pdf,P2XL9GJJ
Q35539,https://www.inguma.eus/fso/fitxategia/189-ikergazte.iii.01.76_82.pdf,DF25PGZP
Q35545,https://www.inguma.eus/fso/fitxategia/183-ikergazte.iii.01.31_38.pdf,MVADSRG4
Q35554,https://www.inguma.eus/fso/fitxategia/381-ikergazte.ii.05.152_158.pdf,WJTUGXN3
Q35568,https://www.inguma.eus/fso/fitxategia/367-ikergazte.ii.05.53_59.pdf,V4SQ39F4
Q35572,https://www.inguma.eus/fso/fitxategia/363-ikergazte.ii.05.28_33.pdf,ASJKM3J5
Q35574,https://www.inguma.eus/fso/fitxategia/361-ikergazte.ii.05.16_21.pdf,2ITNWJNK
Q35584,https://www.inguma.eus/fso/fitxategia/327-ikergazte.ii.03.103_110.pdf,I39SQINY
Q35591,https://www.inguma.eus/fso/fitxategia/320-ikergazte.ii.03.56_60.pdf,ZMFMSYNJ
Q35592,https://www.inguma.eus/fso/fitxategia/319-ikergazte.ii.03.48_55.pdf,8UTSZGQB
Q35598,https://www.inguma.eus/fso/fitxategia/313-ikergazte.ii.03.10_15.pdf,QS9LPHDE
Q35603,https://www.inguma.eus/fso/fitxategia/285-ikergazte.ii.02.181_190.pdf,BFCR88PX
Q35607,https://www.inguma.eus/fso/fitxategia/281-ikergazte.ii.02.156_165.pdf,B8JRSW9M
Q35608,https://www.inguma.eus/fso/fitxategia/177-ikergazte.iii.02.131_138.pdf,AHWRAGH8
Q35610,https://www.inguma.eus/fso/fitxategia/278-ikergazte.ii.02.131_138.pdf,5YYCMED4
Q35623,https://www.inguma.eus/fso/fitxategia/265-ikergazte.ii.02.26_32.pdf,FTAG9JGS
Q35627,https://www.inguma.eus/fso/fitxategia/357-ikergazte.ii.04.160_167.pdf,U4DFN5DI
Q35632,https://www.inguma.eus/fso/fitxategia/352-ikergazte.ii.04.128_133.pdf,FXQMT9PX
Q35636,https://www.inguma.eus/fso/fitxategia/348-ikergazte.ii.04.102_107.pdf,TS3BNXP5
Q35644,https://www.inguma.eus/fso/fitxategia/340-ikergazte.ii.04.42_49.pdf,XIDYW7HG
Q35651,https://www.inguma.eus/fso/fitxategia/310-ikergazte.ii.01.150_157.pdf,GE7EJE58
Q35655,https://www.inguma.eus/fso/fitxategia/306-ikergazte.ii.01.119_126.pdf,D4LEG9VB
Q35670,https://www.inguma.eus/fso/fitxategia/290-ikergazte.ii.01.10_14.pdf,SVNNJ736
Q35675,https://www.inguma.eus/fso/fitxategia/499-ikergazte.i.801_807.pdf,2E5PFCMC
Q35680,https://www.inguma.eus/fso/fitxategia/494-ikergazte.i.768_775.pdf,DXJMCJWB
Q35681,https://www.inguma.eus/fso/fitxategia/493-ikergazte.i.762_767.pdf,C7BAD8F2
Q35682,https://www.inguma.eus/fso/fitxategia/492-ikergazte.i.757_761.pdf,TQH6XN65
Q35683,https://www.inguma.eus/fso/fitxategia/491-ikergazte.i.751_756.pdf,LWBMU8PK
Q35687,https://www.inguma.eus/fso/fitxategia/487-ikergazte.i.724_729.pdf,HJVNLJ86
Q35692,https://www.inguma.eus/fso/fitxategia/482-ikergazte.i.690_695.pdf,XGMPSG6K
Q35702,https://www.inguma.eus/fso/fitxategia/472-ikergazte.i.620_624.pdf,QD55WIU8
Q35707,https://www.inguma.eus/fso/fitxategia/467-ikergazte.i.581_588.pdf,KNL9MCSD
Q35712,https://www.inguma.eus/fso/fitxategia/462-ikergazte.i.545_550.pdf,ZDNVJAFS
Q35724,https://www.inguma.eus/fso/fitxategia/450-ikergazte.i.458_466.pdf,RPEHYS3Z
Q35732,https://www.inguma.eus/fso/fitxategia/443-ikergazte.i.401_408.pdf,EV463W3C
Q35737,https://www.inguma.eus/fso/fitxategia/438-ikergazte.i.371_375.pdf,YEI4CLSL
Q35758,https://www.inguma.eus/fso/fitxategia/417-ikergazte.i.220_227.pdf,CVIKMKIL
Q35765,https://www.inguma.eus/fso/fitxategia/410-ikergazte.i.168_175.pdf,AKX3GLFL
Q35772,https://www.inguma.eus/fso/fitxategia/402-ikergazte.i.116_120.pdf,A8NFIXRH
Q35773,https://www.inguma.eus/fso/fitxategia/401-ikergazte.i.108_114.pdf,2T8C465C
Q35781,https://www.inguma.eus/fso/fitxategia/393-ikergazte.i.54_62.pdf,8X757PG5
Q35783,https://www.inguma.eus/fso/fitxategia/391-ikergazte.i.39_45.pdf,349QIKP7
Q35498,https://www.inguma.eus/fso/fitxategia/210-ikergazte.iii.03.102_109.pdf,LFY2W5IL
Q35547,https://www.inguma.eus/fso/fitxategia/182-ikergazte.iii.01.25_30.pdf,6D5QU9QM
Q35579,https://www.inguma.eus/fso/fitxategia/332-ikergazte.ii.03.141_148.pdf,769D9VWA
Q35583,https://www.inguma.eus/fso/fitxategia/328-ikergazte.ii.03.111_118.pdf,R45UFCW7
Q35586,https://www.inguma.eus/fso/fitxategia/325-ikergazte.ii.03.91_96.pdf,4PGWL7AP
Q35590,https://www.inguma.eus/fso/fitxategia/321-ikergazte.ii.03.61_66.pdf,ZZ6H8ABH
Q35594,https://www.inguma.eus/fso/fitxategia/317-ikergazte.ii.03.38_41.pdf,VMCQZK6G
Q35595,https://www.inguma.eus/fso/fitxategia/316-ikergazte.ii.03.30_37.pdf,6UNCMSY7
Q35597,https://www.inguma.eus/fso/fitxategia/314-ikergazte.ii.03.16_21.pdf,5PUNZEWK
Q35600,https://www.inguma.eus/fso/fitxategia/288-ikergazte.ii.02.214_224.pdf,ENL8A5RL
Q35601,https://www.inguma.eus/fso/fitxategia/287-ikergazte.ii.02.206_213.pdf,8LU7CGAQ
Q35605,https://www.inguma.eus/fso/fitxategia/283-ikergazte.ii.02.173_180.pdf,ISKQR5NT
Q35606,https://www.inguma.eus/fso/fitxategia/282-ikergazte.ii.02.166_172.pdf,RBIBRYDM
Q35612,https://www.inguma.eus/fso/fitxategia/276-ikergazte.ii.02.118_124.pdf,B4VZ6U24
Q35613,https://www.inguma.eus/fso/fitxategia/275-ikergazte.ii.02.110_117.pdf,VYQD68A5
Q35614,https://www.inguma.eus/fso/fitxategia/274-ikergazte.ii.02.102_109.pdf,37PNQXWI
Q35615,https://www.inguma.eus/fso/fitxategia/273-ikergazte.ii.02.93_101.pdf,MMQR8FR5
Q35620,https://www.inguma.eus/fso/fitxategia/268-ikergazte.ii.02.50_57.pdf,D4852JK4
Q35621,https://www.inguma.eus/fso/fitxategia/267-ikergazte.ii.02.42_49.pdf,83C3ALEQ
Q35624,https://www.inguma.eus/fso/fitxategia/264-ikergazte.ii.02.18_25.pdf,TVQMM8HM
Q35628,https://www.inguma.eus/fso/fitxategia/356-ikergazte.ii.04.153_159.pdf,HH4R5HII
Q35630,https://www.inguma.eus/fso/fitxategia/354-ikergazte.ii.04.139_144.pdf,I6RZMYSD
Q35634,https://www.inguma.eus/fso/fitxategia/350-ikergazte.ii.04.114_119.pdf,JZ2YW7P6
Q35635,https://www.inguma.eus/fso/fitxategia/349-ikergazte.ii.04.108_113.pdf,7JN5WLHM
Q35637,https://www.inguma.eus/fso/fitxategia/347-ikergazte.ii.04.94_101.pdf,6VKFFDV8
Q35639,https://www.inguma.eus/fso/fitxategia/345-ikergazte.ii.04.80_87.pdf,US9AATYK
Q35640,https://www.inguma.eus/fso/fitxategia/344-ikergazte.ii.04.73_79.pdf,BG4UDAFI
Q35642,https://www.inguma.eus/fso/fitxategia/342-ikergazte.ii.04.58_65.pdf,XPPETP8D
Q35645,https://www.inguma.eus/fso/fitxategia/339-ikergazte.ii.04.34_41.pdf,J7VLJ5K5
Q35648,https://www.inguma.eus/fso/fitxategia/336-ikergazte.ii.04.10_17.pdf,HQHFNVB8
Q35649,https://www.inguma.eus/fso/fitxategia/312-ikergazte.ii.01.167_175.pdf,ZBTR5AJC
Q35652,https://www.inguma.eus/fso/fitxategia/309-ikergazte.ii.01.142_149.pdf,4UDQCH2G
Q35653,https://www.inguma.eus/fso/fitxategia/308-ikergazte.ii.01.135_141.pdf,6H2NVWWJ
Q35654,https://www.inguma.eus/fso/fitxategia/307-ikergazte.ii.01.127_134.pdf,867QLRQN
Q35656,https://www.inguma.eus/fso/fitxategia/305-ikergazte.ii.01.111_118.pdf,ZY46D4Y9
Q35659,https://www.inguma.eus/fso/fitxategia/301-ikergazte.ii.01.88_95.pdf,RRFFWBC5
Q35660,https://www.inguma.eus/fso/fitxategia/300-ikergazte.ii.01.80_87.pdf,XJXTUE7L
Q35662,https://www.inguma.eus/fso/fitxategia/298-ikergazte.ii.01.67_71.pdf,ZJ8CDRJ4
Q35664,https://www.inguma.eus/fso/fitxategia/296-ikergazte.ii.01.56_60.pdf,WAM48PZS
Q35669,https://www.inguma.eus/fso/fitxategia/291-ikergazte.ii.01.15_21.pdf,KTFVT6E6
Q35673,https://www.inguma.eus/fso/fitxategia/501-ikergazte.i.816_823.pdf,B4SKRY8X
Q35676,https://www.inguma.eus/fso/fitxategia/498-ikergazte.i.796_800.pdf,DZ4V8XCP
Q35678,https://www.inguma.eus/fso/fitxategia/496-ikergazte.i.784_789.pdf,2IPJ6JM4
Q35684,https://www.inguma.eus/fso/fitxategia/490-ikergazte.i.745_750.pdf,65LITHLZ
Q35690,https://www.inguma.eus/fso/fitxategia/484-ikergazte.i.703_709.pdf,5WSW2ZNS
Q35691,https://www.inguma.eus/fso/fitxategia/483-ikergazte.i.696_701.pdf,CH5CABF7
Q35694,https://www.inguma.eus/fso/fitxategia/480-ikergazte.i.676_684.pdf,K5Z232ID
Q35695,https://www.inguma.eus/fso/fitxategia/479-ikergazte.i.669_675.pdf,YNF2UPK4
Q35696,https://www.inguma.eus/fso/fitxategia/478-ikergazte.i.661_668.pdf,PD33S34A
Q35699,https://www.inguma.eus/fso/fitxategia/475-ikergazte.i.638_645.pdf,H36NN2LQ
Q35700,https://www.inguma.eus/fso/fitxategia/474-ikergazte.i.631_637.pdf,6UXFFGWH
Q35705,https://www.inguma.eus/fso/fitxategia/469-ikergazte.i.599_606.pdf,2PD4D7YS
Q35708,https://www.inguma.eus/fso/fitxategia/466-ikergazte.i.573_579.pdf,9ZFICKY3
Q35709,https://www.inguma.eus/fso/fitxategia/465-ikergazte.i.564_572.pdf,LWKMJND8
Q35710,https://www.inguma.eus/fso/fitxategia/464-ikergazte.i.557_563.pdf,VNQFM22S
Q35711,https://www.inguma.eus/fso/fitxategia/463-ikergazte.i.551_556.pdf,JY8N4SCE
Q35714,https://www.inguma.eus/fso/fitxategia/460-ikergazte.i.530_536.pdf,T4A47XDU
Q35715,https://www.inguma.eus/fso/fitxategia/459-ikergazte.i.522_529.pdf,8CCSLSWS
Q35717,https://www.inguma.eus/fso/fitxategia/457-ikergazte.i.509_515.pdf,V5M89FAB
Q35718,https://www.inguma.eus/fso/fitxategia/456-ikergazte.i.503_508.pdf,97QV64NS
Q35719,https://www.inguma.eus/fso/fitxategia/455-ikergazte.i.495_502.pdf,SMVDY997
Q35720,https://www.inguma.eus/fso/fitxategia/454-ikergazte.i.489_494.pdf,Q2WSXJ79
Q35721,https://www.inguma.eus/fso/fitxategia/453-ikergazte.i.481_488.pdf,2GVIGVN8
Q35723,https://www.inguma.eus/fso/fitxategia/451-ikergazte.i.467_474.pdf,24RJPV83
Q35725,http://ueu.org/download/liburua/IKERGAZTE_0.2015.pdf,8XA4X59J
Q35726,https://www.inguma.eus/fso/fitxategia/449-ikergazte.i.445_450.pdf,2YPJ6G76
Q35727,https://www.inguma.eus/fso/fitxategia/448-ikergazte.i.438_444.pdf,94NJMF5C
Q35729,https://www.inguma.eus/fso/fitxategia/446-ikergazte.i.425_431.pdf,VGPGKXLZ
Q35730,https://www.inguma.eus/fso/fitxategia/445-ikergazte.i.417_424.pdf,5FVSCXH8
Q35731,https://www.inguma.eus/fso/fitxategia/444-ikergazte.i.409_416.pdf,WH336WR4
Q35733,https://www.inguma.eus/fso/fitxategia/442-ikergazte.i.395_400.pdf,V7VVUF6B
Q35734,https://www.inguma.eus/fso/fitxategia/441-ikergazte.i.389_394.pdf,XCZEBAX6
Q35735,https://www.inguma.eus/fso/fitxategia/440-ikergazte.i.382_388.pdf,SKEB9YSX
Q35736,https://www.inguma.eus/fso/fitxategia/439-ikergazte.i.376_381.pdf,VURCT23N
Q35739,https://www.inguma.eus/fso/fitxategia/436-ikergazte.i.356_362.pdf,WJ7L2ZKK
Q35740,https://www.inguma.eus/fso/fitxategia/435-ikergazte.i.350_355.pdf,9U5T7LDQ
Q35741,https://www.inguma.eus/fso/fitxategia/434-ikergazte.i.342_349.pdf,H4M5J8WT
Q35743,https://www.inguma.eus/fso/fitxategia/432-ikergazte.i.328_334.pdf,YN4BGH67
Q35744,https://www.inguma.eus/fso/fitxategia/431-ikergazte.i.321_327.pdf,VUDQKYYE
Q35745,https://www.inguma.eus/fso/fitxategia/430-ikergazte.i.311_320.pdf,29SDTMME
Q35746,https://www.inguma.eus/fso/fitxategia/429-ikergazte.i.304_310.pdf,T6JFZUA7
Q35747,https://www.inguma.eus/fso/fitxategia/428-ikergazte.i.300_303.pdf,NICPIGHR
Q35748,https://www.inguma.eus/fso/fitxategia/427-ikergazte.i.293_299.pdf,3DVWGXC9
Q35749,https://www.inguma.eus/fso/fitxategia/426-ikergazte.i.287_292.pdf,YMLUQLDC
Q35755,https://www.inguma.eus/fso/fitxategia/420-ikergazte.i.243_250.pdf,EJGFQEY2
Q35756,https://www.inguma.eus/fso/fitxategia/419-ikergazte.i.237_242.pdf,T4J6PF3U
Q35757,https://www.inguma.eus/fso/fitxategia/418-ikergazte.i.228_236.pdf,UKIQCBEK
Q35759,https://www.inguma.eus/fso/fitxategia/416-ikergazte.i.212_219.pdf,PDGDN34E
Q35760,https://www.inguma.eus/fso/fitxategia/415-ikergazte.i.206_211.pdf,YLJ8IQRJ
Q35761,https://www.inguma.eus/fso/fitxategia/414-ikergazte.i.198_205.pdf,6G9N7LXG
Q35762,https://www.inguma.eus/fso/fitxategia/413-ikergazte.i.189_196.pdf,APL4G8GX
Q35766,https://www.inguma.eus/fso/fitxategia/409-ikergazte.i.160_167.pdf,N2HE5FKE
Q35767,https://www.inguma.eus/fso/fitxategia/407-ikergazte.i.152_159.pdf,ZZL9JAZU
Q35768,https://www.inguma.eus/fso/fitxategia/406-ikergazte.i.146_151.pdf,CTJMABZN
Q35774,https://www.inguma.eus/fso/fitxategia/400-ikergazte.i.101_107.pdf,7MICVVXS
Q35775,https://www.inguma.eus/fso/fitxategia/399-ikergazte.i.95_100.pdf,W3J4X5HV
Q35779,https://www.inguma.eus/fso/fitxategia/395-ikergazte.i.70_76.pdf,P54T6KDQ
Q35780,https://www.inguma.eus/fso/fitxategia/394-ikergazte.i.63_69.pdf,H7KH9T38
Q35784,https://www.inguma.eus/fso/fitxategia/388-ikergazte.i.32_38.pdf,ZP45Z9I8
Q35785,https://www.inguma.eus/fso/fitxategia/390-ikergazte.i.24-31.pdf,4UNULXMG
Q35786,https://www.inguma.eus/fso/fitxategia/389-ikergazte.i.15_23.pdf,LFRZSUMP
Q35366,https://www.inguma.eus/fso/fitxategia/91-ikergazte.iv.01.127-133.ikerketa-berregingarria.pdf,64UDIV92
Q35368,https://www.inguma.eus/fso/fitxategia/89-ikergazte.iv.01.113-118.ekintzak-kaleak.pdf,CJAPTBFZ
Q35388,https://www.inguma.eus/fso/fitxategia/136-ikergazte.iv.05.229-234.sulfonamida-antibiotikoen.pdf,QCEQGPGT
Q35393,https://www.inguma.eus/fso/fitxategia/53-ikergazte.iv.05.189-196.litioaren-toxikotasuna.pdf,SZXM6MW5
Q35394,https://www.inguma.eus/fso/fitxategia/52-ikergazte.iv.05.181-187.2motako-diabetesari.pdf,7YTFD3P8
Q35396,https://www.inguma.eus/fso/fitxategia/137-ikergazte.iv.05.305-311.PEF-polimeroaren.pdf,DS5Y9JG7
Q35400,https://www.inguma.eus/fso/fitxategia/154-ikergazte.iv.05.175-180.irudi-analisi.pdf,EC8E2BMF
Q35404,https://www.inguma.eus/fso/fitxategia/43-ikergazte.iv.05.145-152.auxinak-induzitutako.pdf,7YAKL8YH
Q35406,https://www.inguma.eus/fso/fitxategia/41-ikergazte.iv.05.131-136.esofagitis-eosinofilikoaren.pdf,BGLSJNM9
Q35407,https://www.inguma.eus/fso/fitxategia/40-ikergazte.iv.05.123-129.arazketa-lohietatik.pdf,RY6CVUMH
Q35411,https://www.inguma.eus/fso/fitxategia/36-ikergazte.iv.05.95-101.behi-esnearen.pdf,BDUBYEJY
Q35422,https://www.inguma.eus/fso/fitxategia/26-ikergazte.iv.05.13-20.ACT-toxina.pdf,K5RC6LTT
Q35427,https://www.inguma.eus/fso/fitxategia/81-ikergazte.iv.03.161-167.data-intensive.pdf,2M5XXJZ3
Q35429,https://www.inguma.eus/fso/fitxategia/79-ikergazte.iv.03.145-152.hidrogeno-tren.pdf,DGZ8C5JZ
Q35435,https://www.inguma.eus/fso/fitxategia/73-ikergazte.iv.03.99-106.fabrikazio-aditibo.pdf,CA7ILAPC
Q35440,https://www.inguma.eus/fso/fitxategia/68-ikergazte.iv.03.57-63.gibeleko-erradioenbolizazioaren.pdf,UI4YFY46
Q35442,https://www.inguma.eus/fso/fitxategia/66-ikergazte.iv.03.41-48.robotaren-itxura.pdf,AXF2YCQE
Q35443,https://www.inguma.eus/fso/fitxategia/65-ikergazte.iv.03.33-39.elementu-pasiboen.pdf,GSK5A9HF
Q35472,https://www.inguma.eus/fso/fitxategia/237-ikergazte.iii.04.149_156.pdf,FDSR9RXE
Q35478,https://www.inguma.eus/fso/fitxategia/231-ikergazte.iii.04.99_105.pdf,N3IJSPYB
Q35484,https://www.inguma.eus/fso/fitxategia/225-ikergazte.iii.04.57_62.pdf,BP26LEG9
Q35491,https://www.inguma.eus/fso/fitxategia/217-ikergazte.iii.03.156_163.pdf,C86D4XY2
Q35504,https://www.inguma.eus/fso/fitxategia/205-ikergazte.iii.03.56_63.pdf,NQZYCPPI
Q35505,https://www.inguma.eus/fso/fitxategia/204-ikergazte.iii.03.49_55.pdf,5TBMSPYB
Q35510,https://www.inguma.eus/fso/fitxategia/199-ikergazte.iii.03.11_17.pdf,LS2XRRUP
Q35511,https://www.inguma.eus/fso/fitxategia/178-ikergazte.iii.02.139_146.pdf,DJCMX98C
Q35514,https://www.inguma.eus/fso/fitxategia/175-ikergazte.iii.02.116_121.pdf,C2XT8DQ8
Q35518,https://www.inguma.eus/fso/fitxategia/171-ikergazte.iii.02.91_96.pdf,TLKVK5JU
Q35522,https://www.inguma.eus/fso/fitxategia/167-ikergazte.iii.02.61_67.pdf,IY9LSDMZ
Q35526,https://www.inguma.eus/fso/fitxategia/160-ikergazte.iii.02.36_43.pdf,63QWRLMG
Q35529,https://www.inguma.eus/fso/fitxategia/157-ikergazte.iii.02.11_18.pdf,4FAX3WWD
Q35534,https://www.inguma.eus/fso/fitxategia/194-ikergazte.iii.01.115_120.pdf,ZE84F4FG
Q35535,https://www.inguma.eus/fso/fitxategia/193-ikergazte.iii.01.107_114.pdf,FVJRB6KC
Q35544,https://www.inguma.eus/fso/fitxategia/184-ikergazte.iii.01.39_46.pdf,BEUDWGJT
Q35549,https://www.inguma.eus/fso/fitxategia/386-ikergazte.ii.05.184_189.pdf,2I643VI6
Q35551,https://www.inguma.eus/fso/fitxategia/384-ikergazte.ii.05.173_176.pdf,PTZYHYHI
Q35552,https://www.inguma.eus/fso/fitxategia/383-ikergazte.ii.05.165_172.pdf,AXCFTDII
Q35558,https://www.inguma.eus/fso/fitxategia/377-ikergazte.ii.05.124_129.pdf,6FJYCCFX
Q35563,https://www.inguma.eus/fso/fitxategia/372-ikergazte.ii.05.88_95.pdf,HPNNKN6U
Q35566,https://www.inguma.eus/fso/fitxategia/369-ikergazte.ii.05.67_73.pdf,8SZCVPBC
Q35571,https://www.inguma.eus/fso/fitxategia/364-ikergazte.ii.05.34_38.pdf,EKT9M84Q
Q35581,https://www.inguma.eus/fso/fitxategia/330-ikergazte.ii.03.126_132.pdf,FZK4R6QS
Q35582,https://www.inguma.eus/fso/fitxategia/329-ikergazte.ii.03.119_125.pdf,RBBR4URZ
Q35587,https://www.inguma.eus/fso/fitxategia/324-ikergazte.ii.03.83_90.pdf,A2AM2YDX
Q35593,https://www.inguma.eus/fso/fitxategia/318-ikergazte.ii.03.42_47.pdf,FWZFJG5W
Q35596,https://www.inguma.eus/fso/fitxategia/315-ikergazte.ii.03.22_29.pdf,CYBH5UP7
Q35599,https://www.inguma.eus/fso/fitxategia/289-ikergazte.ii.02.225_233.pdf,MZM37GWI
Q35604,https://www.inguma.eus/fso/fitxategia/284-ikergazte.ii.02.181_190.pdf,RRT5F85P
Q35616,https://www.inguma.eus/fso/fitxategia/272-ikergazte.ii.02.85_92.pdf,E8GVW3MY
Q35617,https://www.inguma.eus/fso/fitxategia/271-ikergazte.ii.02.77_84.pdf,GZ3H4QV4
Q35619,https://www.inguma.eus/fso/fitxategia/269-ikergazte.ii.02.58_70.pdf,98N26UBK
Q35622,https://www.inguma.eus/fso/fitxategia/266-ikergazte.ii.02.33_41.pdf,D6X6UJ2U
Q35625,https://www.inguma.eus/fso/fitxategia/263-ikergazte.ii.02.10_17.pdf,3L3SQ4CB
Q35631,https://www.inguma.eus/fso/fitxategia/353-ikergazte.ii.04.134_138.pdf,KH5F7XEK
Q35638,https://www.inguma.eus/fso/fitxategia/346-ikergazte.ii.04.88_93.pdf,RZJ98T9Y
Q35641,https://www.inguma.eus/fso/fitxategia/343-ikergazte.ii.04.66_72.pdf,2TUM2VTA
Q35646,https://www.inguma.eus/fso/fitxategia/338-ikergazte.ii.04.26_33.pdf,55WZZHRT
Q35647,https://www.inguma.eus/fso/fitxategia/337-ikergazte.ii.04.18_25.pdf,TNT3LJE6
Q35650,https://www.inguma.eus/fso/fitxategia/311-ikergazte.ii.01.158_166.pdf,GWKTSIMH
Q35658,https://www.inguma.eus/fso/fitxategia/302-ikergazte.ii.01.96_102.pdf,EGUYEY74
Q35661,https://www.inguma.eus/fso/fitxategia/299-ikergazte.ii.01.72_79.pdf,4QZ9IYLT
Q35663,https://www.inguma.eus/fso/fitxategia/504-ikergazte.ii.01.61_66.pdf,IF58FBFG
Q35665,https://www.inguma.eus/fso/fitxategia/295-ikergazte.ii.01.48_55.pdf,Z7GLKP8L
Q35667,https://www.inguma.eus/fso/fitxategia/293-ikergazte.ii.01.30_39.pdf,ZDV633CQ
Q35668,https://www.inguma.eus/fso/fitxategia/292-ikergazte.ii.01.22_29.pdf,9DREHKDU
Q35672,https://www.inguma.eus/fso/fitxategia/502-ikergazte.i.824_831.pdf,ZWAUIYFF
Q35674,https://www.inguma.eus/fso/fitxategia/500-ikergazte.i.808_815.pdf,2KBJ3WZZ
Q35677,https://www.inguma.eus/fso/fitxategia/497-ikergazte.i.790_795.pdf,SP5SGIUW
Q35679,https://www.inguma.eus/fso/fitxategia/495-ikergazte.i.776_783.pdf,CXQHIFA7
Q35686,https://www.inguma.eus/fso/fitxategia/488-ikergazte.i.730_738.pdf,6CDI896D
Q35688,https://www.inguma.eus/fso/fitxategia/486-ikergazte.i.716_723.pdf,Q7WRW667
Q35689,https://www.inguma.eus/fso/fitxategia/485-ikergazte.i.710_715.pdf,YIU8SHGR
Q35693,https://www.inguma.eus/fso/fitxategia/481-ikergazte.i.685_689.pdf,QR3VNCVG
Q35697,https://www.inguma.eus/fso/fitxategia/477-ikergazte.i.656_660.pdf,YKJP8MS7
Q35698,https://www.inguma.eus/fso/fitxategia/476-ikergazte.i.646_654.pdf,SA9NZMPR
Q35701,https://www.inguma.eus/fso/fitxategia/473-ikergazte.i.625_630.pdf,5J83SSWA
Q35703,https://www.inguma.eus/fso/fitxategia/471-ikergazte.i.614_619.pdf,LM3266XM
Q35704,https://www.inguma.eus/fso/fitxategia/470-ikergazte.i.607_613.pdf,JIXK6G8X
Q35706,https://www.inguma.eus/fso/fitxategia/468-ikergazte.i.589_598.pdf,GRD2FDZ8
Q35713,https://www.inguma.eus/fso/fitxategia/461-ikergazte.i.537_544.pdf,CXDTFF5V
Q35716,https://www.inguma.eus/fso/fitxategia/458-ikergazte.i.516_521.pdf,UDICXRZT
Q35722,https://www.inguma.eus/fso/fitxategia/452-ikergazte.i.475_480.pdf,LTHCVUNY
Q35728,https://www.inguma.eus/fso/fitxategia/447-ikergazte.i.432_437.pdf,52LQX7ZV
Q35738,https://www.inguma.eus/fso/fitxategia/437-ikergazte.i.363_370.pdf,KWP8FD58
Q35742,https://www.inguma.eus/fso/fitxategia/433-ikergazte.i.335_341.pdf,J4SQWIRH
Q35750,https://www.inguma.eus/fso/fitxategia/425-ikergazte.i.281_286.pdf,6U3HTVHE
Q35751,https://www.inguma.eus/fso/fitxategia/424-ikergazte.i.272_279.pdf,JMTEJ3M8
Q35752,https://www.inguma.eus/fso/fitxategia/423-ikergazte.i.266_271.pdf,8M4X9MKT
Q35753,https://www.inguma.eus/fso/fitxategia/422-ikergazte.i.258_265.pdf,IUF27W85
Q35754,https://www.inguma.eus/fso/fitxategia/421-ikergazte.i.251_257.pdf,ZCR5STRD
Q35763,https://www.inguma.eus/fso/fitxategia/412-ikergazte.i.183_188.pdf,FCNJW9AX
Q35764,https://www.inguma.eus/fso/fitxategia/411-ikergazte.i.176_182.pdf,Y833D79Y
Q35769,https://www.inguma.eus/fso/fitxategia/405-ikergazte.i.138_145.pdf,2499VHBJ
Q35770,https://www.inguma.eus/fso/fitxategia/404-ikergazte.i.130_137.pdf,6FXVPMIM
Q35771,https://www.inguma.eus/fso/fitxategia/403-ikergazte.i.122_129.pdf,JV8BKQG2
Q35776,https://www.inguma.eus/fso/fitxategia/398-ikergazte.i.90_94.pdf,9HXFXS67
Q35777,https://www.inguma.eus/fso/fitxategia/397-ikergazte.i.83_89.pdf,X343ZCLK
Q35778,https://www.inguma.eus/fso/fitxategia/396-ikergazte.i.77_82.pdf,8LXFMMFK
Q35782,https://www.inguma.eus/fso/fitxategia/392-ikergazte.i.46_53.pdf,J6G24UHZ
Q35580,https://www.inguma.eus/fso/fitxategia/331-ikergazte.ii.03.133_140.pdf,A2Y4HXIM
