entity	label	aipu	oocc_item	oocc_pages	ref_pages	pdf
https://wikibase.inguma.eus/entity/Q45165	Aarsleff H.	https://wikibase.inguma.eus/entity/statement/Q45165-BB6EE39B-22D6-4FE7-8BB3-42DF11AE147F	https://wikibase.inguma.eus/entity/Q44228	47-62	II: 56 n. 22	BLUPHMWI
https://wikibase.inguma.eus/entity/Q45166	Abadal R. d’	https://wikibase.inguma.eus/entity/statement/Q45166-B261729D-9A90-4208-8849-E8B3614C6FAB	https://wikibase.inguma.eus/entity/Q44090	177-195	V: 193	AZ9PLYC8
https://wikibase.inguma.eus/entity/Q45166	Abadal R. d’	https://wikibase.inguma.eus/entity/statement/Q45166-0EBA1A58-FE8C-4725-A0FD-A42851BB5E58	https://wikibase.inguma.eus/entity/Q44092	79-123	IV: 94	Q462GRD4
https://wikibase.inguma.eus/entity/Q45166	Abadal R. d’	https://wikibase.inguma.eus/entity/statement/Q45166-CAB5B0BE-B7BD-4196-803E-CF2BC5FFDF77	https://wikibase.inguma.eus/entity/Q44133	117-132	V: 127	R38HJCII
https://wikibase.inguma.eus/entity/Q45166	Abadal R. d’	https://wikibase.inguma.eus/entity/statement/Q45166-A0A7BE07-1825-42E7-872A-4ECA08869DF3	https://wikibase.inguma.eus/entity/Q44334	343-352	IX: 346	DA3L8RP2
https://wikibase.inguma.eus/entity/Q45167	Abaev V. I.	https://wikibase.inguma.eus/entity/statement/Q45167-57D731B5-E5B1-43C6-895E-AE5F882BB3E7	https://wikibase.inguma.eus/entity/Q44068	263-307	I: 287 n. 73	D7KVSR8U
https://wikibase.inguma.eus/entity/Q45167	Abaev V. I.	https://wikibase.inguma.eus/entity/statement/Q45167-6F5E07A4-985F-4371-AEAE-19A30EC3D6A9	https://wikibase.inguma.eus/entity/Q44401	1-115	V: 109	PBNV3TBD
https://wikibase.inguma.eus/entity/Q45168	Abarca de Bolea P. P. (Conde de Aranda)	https://wikibase.inguma.eus/entity/statement/Q45168-5A932DFC-5034-4383-B8DD-6B65E125EB7A	https://wikibase.inguma.eus/entity/Q44150	211-231	XIII: 228	PPNN6ZRR
https://wikibase.inguma.eus/entity/Q45169	Abásolo J. A.	https://wikibase.inguma.eus/entity/statement/Q45169-BEDDD2CF-65C8-4643-913B-42235952EC45	https://wikibase.inguma.eus/entity/Q44132	403-418	V: 416	6KUKGSGL
https://wikibase.inguma.eus/entity/Q45170	Aboitiz Azterrica J. D.	https://wikibase.inguma.eus/entity/statement/Q45170-1E052B7A-F9AF-4FE2-8C75-8467B6D0934A	https://wikibase.inguma.eus/entity/Q44566	81-205	XIII: 165	EBL26GYI
https://wikibase.inguma.eus/entity/Q45170	Aboitiz Azterrica J. D.	https://wikibase.inguma.eus/entity/statement/Q45170-789E2ED9-F0AE-4034-89C0-BB8EB6C5864E	https://wikibase.inguma.eus/entity/Q44639	3-76	XIII: 54	S2ZK5LCI
https://wikibase.inguma.eus/entity/Q45171	Abrahamson de Holmer V.	https://wikibase.inguma.eus/entity/statement/Q45171-D1B7FBF6-416C-4C1C-88A9-D36E6C7A7534	https://wikibase.inguma.eus/entity/Q44167	213-234	VII: 221	IXRG6HAQ
https://wikibase.inguma.eus/entity/Q45172	Adelung J. Ch.	https://wikibase.inguma.eus/entity/statement/Q45172-A26B7FF5-60E3-4FF7-A892-E0E98318F6DC	https://wikibase.inguma.eus/entity/Q44094	229-250	XI: 233	XNWYAHSH
https://wikibase.inguma.eus/entity/Q45172	Adelung J. Ch.	https://wikibase.inguma.eus/entity/statement/Q45172-06D6080D-7A31-47B2-8EC0-8412B542EA55	https://wikibase.inguma.eus/entity/Q44113	137-160	X: 139	LAEJXR8B
https://wikibase.inguma.eus/entity/Q45172	Adelung J. Ch.	https://wikibase.inguma.eus/entity/statement/Q45172-0EECCFFF-0D13-47B5-8689-DB6C3BFC2908	https://wikibase.inguma.eus/entity/Q44640	202-232	XII: 205 n. 3	UURNRT4V
https://wikibase.inguma.eus/entity/Q45173	Adéma B.	https://wikibase.inguma.eus/entity/statement/Q45173-303407FE-A1BA-4E7E-8386-CD0B322DEF5A	https://wikibase.inguma.eus/entity/Q44566	81-205	XIII: 178	EBL26GYI
https://wikibase.inguma.eus/entity/Q45173	Adéma B.	https://wikibase.inguma.eus/entity/statement/Q45173-E6612CA7-CBCA-4B45-920B-FA5EBCEC3A36	https://wikibase.inguma.eus/entity/Q44639	3-76	XIII: 62	S2ZK5LCI
https://wikibase.inguma.eus/entity/Q45174	Adéma G.	https://wikibase.inguma.eus/entity/statement/Q45174-3211A16B-A761-42E2-9AB9-26525C954267	https://wikibase.inguma.eus/entity/Q44063	403-424	IX: 414 n. r	XTQ7VGKC
https://wikibase.inguma.eus/entity/Q45174	Adéma G.	https://wikibase.inguma.eus/entity/statement/Q45174-33C934C0-D71C-4CBD-AB0A-68D2619D871A	https://wikibase.inguma.eus/entity/Q44111	285-309	VIII: 302	ZCDIJYEN
https://wikibase.inguma.eus/entity/Q45174	Adéma G.	https://wikibase.inguma.eus/entity/statement/Q45174-186F303E-42F2-4F45-A091-4FE4CB7D037E	https://wikibase.inguma.eus/entity/Q44566	81-205	XIII: 173, XIII: 178	EBL26GYI
https://wikibase.inguma.eus/entity/Q45174	Adéma G.	https://wikibase.inguma.eus/entity/statement/Q45174-089B26F9-9D6D-41E8-8A8F-377DE02BAA40	https://wikibase.inguma.eus/entity/Q44639	3-76	XIII: 59, XIII: 62	S2ZK5LCI
https://wikibase.inguma.eus/entity/Q45174	Adéma G.	https://wikibase.inguma.eus/entity/statement/Q45174-8DC86FFC-B2B4-474C-9FD4-0EB643BAFC44	https://wikibase.inguma.eus/entity/Q44685	635-636	X: 636	G3Y8BY7P
https://wikibase.inguma.eus/entity/Q45175	Adorno Th.	https://wikibase.inguma.eus/entity/statement/Q45175-45390B09-7F5F-400D-8D6E-36C0CAEA135D	https://wikibase.inguma.eus/entity/Q44232	169-172	XIV: 170	3E7X4KKS
https://wikibase.inguma.eus/entity/Q45176	Adriano	https://wikibase.inguma.eus/entity/statement/Q45176-6C771187-40BB-498C-9DCA-56F9F6E6041A	https://wikibase.inguma.eus/entity/Q44715	467-492	XIV: 477	ST5SRV4K
https://wikibase.inguma.eus/entity/Q45177	Aebischer P.	https://wikibase.inguma.eus/entity/statement/Q45177-ED21FAB1-72DB-4D30-A65D-09492001359B	https://wikibase.inguma.eus/entity/Q44299	463-538	IX: 484 n. 72	3XC98NY7
https://wikibase.inguma.eus/entity/Q45178	AEF	https://wikibase.inguma.eus/entity/statement/Q45178-5ADB4D7F-0843-42E7-B648-3CFB64E3F474	https://wikibase.inguma.eus/entity/Q44714	237-274	IX: 253, IX: 261, IX: 271	BU3VILJG
https://wikibase.inguma.eus/entity/Q45179	Agamenón	https://wikibase.inguma.eus/entity/statement/Q45179-BFC5C102-87C9-44D7-8A5B-059D12563778	https://wikibase.inguma.eus/entity/Q44094	229-250	XI: 239	XNWYAHSH
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-A80A8800-A13D-4882-BEAD-96C9C96FB7EA	https://wikibase.inguma.eus/entity/Q44086	247-276	XIII: 271	63GRGFLS
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-D5BB9A0C-60C2-412C-8E1C-9C3707034D5B	https://wikibase.inguma.eus/entity/Q44091	571-581	X: 579	CGGN5J23
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-D79BF201-0C96-4C55-AF94-E5B56D5B8052	https://wikibase.inguma.eus/entity/Q44116	271-277	XIV: 277	UF89UKJF
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-508814E2-ACBB-4A20-B1ED-DB6A6F9F31CE	https://wikibase.inguma.eus/entity/Q44148	335-361	VII: 350	AN5XKBXT
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-62719D6D-1606-400E-8EBB-92C246042D43	https://wikibase.inguma.eus/entity/Q44166	680-685	X: 682	EU3Q5AHN
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-B4C59697-6A35-43C3-BE01-CA420DE1D3B3	https://wikibase.inguma.eus/entity/Q44178	329-334	VII: 332	23UF9LRD
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-F75BFCAC-39B1-4CF5-9D1F-A3FA529504AB	https://wikibase.inguma.eus/entity/Q44194	481-499	X: 491-492	FJ49VJ3G
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-AD3F4E8B-AA4B-492D-82BF-693EBD4435DD	https://wikibase.inguma.eus/entity/Q44214	501-521	X: 513-514	B5V58GRL
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-6D2D5C26-8A8C-4490-856A-99AAFCFA2C0E	https://wikibase.inguma.eus/entity/Q44221	527-536	XIV: 530	U7WCARN7
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-AD88B833-343D-486B-BCB5-BEFF9EE13C46	https://wikibase.inguma.eus/entity/Q44239	293-294	XIII: 293-298	Q5KJR476
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-7824AE6D-301A-49B8-8437-717CA91D2ADF	https://wikibase.inguma.eus/entity/Q44255	1-235	IX: 92	BDAW24XE
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-44B5F83D-26C3-4DF7-89D4-AF6167B615DB	https://wikibase.inguma.eus/entity/Q44266	139-152	XIV: 143	FXUXJKI6
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-79FD6F4E-1C5C-4057-9DC3-B5E6DE8E78AF	https://wikibase.inguma.eus/entity/Q44270	7-36	XIV: 20-21	6ZZ9T2NE
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-A413F220-DE0F-400E-86CA-977C6627089A	https://wikibase.inguma.eus/entity/Q44288	121-137	XIV: 136	WES2M5G5
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-2AE41DE6-B582-40CC-9738-03CAABD7E670	https://wikibase.inguma.eus/entity/Q44295	29-191	VIII: 41	DUY7WYGS
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-E985FBD5-0E15-4863-BA60-97662AE5F2AE	https://wikibase.inguma.eus/entity/Q44306	87-95	XI: 91	D6MDPZEN
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-CCFD4C75-5B91-4B09-A61D-E725F8B3E952	https://wikibase.inguma.eus/entity/Q44335	9-26	XI: 13	LYCXS3ET
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-236FFE42-B2AB-4324-9BD6-0D36377FF3AA	https://wikibase.inguma.eus/entity/Q44341	215-231	X: 219	S4D39KVC
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-87C42C9E-15A1-4079-8477-83DEF24478D7	https://wikibase.inguma.eus/entity/Q44369	510-514	XIII: 513	8LDVUH4H
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-FC807E6E-90B2-4FB5-8E30-5C65E4715319	https://wikibase.inguma.eus/entity/Q44398	233-235	X: 234	FK9X3T8B
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-450F0652-B13B-4037-ADB5-F49B7ABC17F5	https://wikibase.inguma.eus/entity/Q44400	1-197	XII: 77	PVQIHUN5
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-BB9D6083-5A6E-4D51-A799-44864DBE303F	https://wikibase.inguma.eus/entity/Q44409	645-646	XI: 645	R8DJEF3W
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-F541BFE6-BE12-4F38-A19A-6CCEF7286A7B	https://wikibase.inguma.eus/entity/Q44442	299-300	X: 299	J674QITK
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-8165CE02-F634-450E-8E32-8387A9FD6224	https://wikibase.inguma.eus/entity/Q44560	515-518	XIV: 517	6ZVI962L
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-1F5FA756-5F9F-4382-8C9F-B49BA69611A4	https://wikibase.inguma.eus/entity/Q44565	97-111	XIV: 108	AI78GWPZ
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-AF0BDF6F-D04B-4035-B86A-A3FB0EFF2BBA	https://wikibase.inguma.eus/entity/Q44566	81-205	XIII: 103, XIII: 179, XIII: 181, XIII: 189-190	EBL26GYI
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-39CD362A-AAFC-41A5-892B-E60B5474C2AE	https://wikibase.inguma.eus/entity/Q44570	643-644	X: 644	HNGE7XM7
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-5D3201E9-41DE-4201-B7FF-03CC2FD88A2D	https://wikibase.inguma.eus/entity/Q44571	480-490	XIII: 485	TDDPBK2W
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-4555A612-8429-41FC-AE0D-340015478D98	https://wikibase.inguma.eus/entity/Q44594	77-79	XIII: 78	X4MVQGSU
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-105BF81C-64CD-4DC3-B5B8-724925EAA40A	https://wikibase.inguma.eus/entity/Q44595	3-11	IV: 11	PM6TPKQF
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-4204C55F-F0D2-460E-9D38-CB83B6DC1A79	https://wikibase.inguma.eus/entity/Q44624	376-378	XIII: 376-377	Z9223QQH
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-9D9DDDA0-C61D-491C-90CF-BEA70D70E8F1	https://wikibase.inguma.eus/entity/Q44639	3-76	XIII: 62, XIII: 64, XIII: 68	S2ZK5LCI
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-9B092033-7629-4C03-A68E-F6A8E1195F07	https://wikibase.inguma.eus/entity/Q44642	75-80	XIV: 76	C4VUN4V3
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-C9272337-F0C0-4309-8297-BDD38ABEB3FC	https://wikibase.inguma.eus/entity/Q44655	427-429	XIII: 429	FLB4HHND
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-A3C83974-E37A-4247-A233-63EE4F39E0E6	https://wikibase.inguma.eus/entity/Q44673	529-536	XIII: 536	54FEWLGX
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-4097B0D7-9878-4870-AB2B-E8DEB242D017	https://wikibase.inguma.eus/entity/Q44684	365-372	XIV: 372	XC9T6RBB
https://wikibase.inguma.eus/entity/Q45180	Agirre D.	https://wikibase.inguma.eus/entity/statement/Q45180-C4E12534-8A0B-4211-833B-AB16B7C95FFC	https://wikibase.inguma.eus/entity/Q44685	635-636	X: 636	G3Y8BY7P
https://wikibase.inguma.eus/entity/Q45181	Agirrebaltzategi P.	https://wikibase.inguma.eus/entity/statement/Q45181-F70BA093-FFF2-4A1D-847B-5AD0F1D2F235	https://wikibase.inguma.eus/entity/Q44138	241-247	XIV: 242	3VD6TT3X
https://wikibase.inguma.eus/entity/Q45182	Agripa	https://wikibase.inguma.eus/entity/statement/Q45182-E30C86EB-9319-4FFD-8AAC-5251405E6D1B	https://wikibase.inguma.eus/entity/Q44715	467-492	XIV: 472	ST5SRV4K
https://wikibase.inguma.eus/entity/Q45183	Aguado Bleye P.	https://wikibase.inguma.eus/entity/statement/Q45183-C1F9B7E7-F383-426C-8781-6DB734EE9A82	https://wikibase.inguma.eus/entity/Q44079	279-288	XIV: 282	XHIFAGZM
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-B8DA6E53-CC72-4C5B-B89E-DFAE1FD15B70	https://wikibase.inguma.eus/entity/Q44072	391-401	IX: 400	9DSMQJF6
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-292550A3-556B-44AC-9254-FED9D3DD1161	https://wikibase.inguma.eus/entity/Q44109	357-360	V: 359	Z7CMIWME
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-BDB8C557-BBE6-4158-AB04-9C1A7E6D139B	https://wikibase.inguma.eus/entity/Q44114	353-366	IX: 358	9C32HJ6B
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-B6BBA807-D78F-4C52-B014-7EF01704C2DE	https://wikibase.inguma.eus/entity/Q44132	403-418	V: 406	6KUKGSGL
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-E11BF1F2-B27D-44CA-8FF9-C83EB9D598C6	https://wikibase.inguma.eus/entity/Q44158	457-460	VIII: 457-460	UPMCNCIJ
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-967C358E-95E2-4250-A3A5-FBDE4E9CE1E4	https://wikibase.inguma.eus/entity/Q44255	1-235	IX: 169, IX: 169 n. e, IX: 170 n. 6	BDAW24XE
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-5A2BDA45-299C-4BCB-9FEC-274B360F251E	https://wikibase.inguma.eus/entity/Q44264	93-108	VII: 98 n. a	5MP4ITQ9
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-0850791B-A9B7-4AEF-82A4-674D3C6BABE2	https://wikibase.inguma.eus/entity/Q44277	259-280	X: 276 n. 35	R9U9SX9Z
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-3E6ECE1D-9B34-4D37-9919-A5AA04EA2CE7	https://wikibase.inguma.eus/entity/Q44286	355-370	VIII: 360 n. 14	2PEMD9NE
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-3375113C-A948-47A4-913D-17D091B39C53	https://wikibase.inguma.eus/entity/Q44298	331-354	VIII: 346 n. 34, VIII: 350, VIII: 354 n. 49	5KQHN9ZF
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-ADF8807E-0A08-4BA3-9733-665E10D0349A	https://wikibase.inguma.eus/entity/Q44305	391-403	VIII: 391 n.	DV4WTJW6
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-92799FA0-BDE8-4F08-ABD3-1A1171D94AA1	https://wikibase.inguma.eus/entity/Q44364	437-446	X: 442	UR6VQ24F
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-860EB8DB-E821-4D7D-A28B-38FB94198961	https://wikibase.inguma.eus/entity/Q44523	505-522	XI: 511 n. 14	4JGN5RXT
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-89AAEE7D-1D8A-42D6-A8BD-53372C313A3C	https://wikibase.inguma.eus/entity/Q44566	81-205	XIII: 111 n. 14	EBL26GYI
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-B0F29C0D-0218-4AAB-8958-3DDA2424FDDB	https://wikibase.inguma.eus/entity/Q44593	113-116	XI: 115	9Z96IIRW
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-276AFAB9-CE1F-47FD-BEBA-9610BE3FBABF	https://wikibase.inguma.eus/entity/Q44630	309-326	IX: 309	48CFPPP2
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-19DE14B4-6A8B-45FB-91C6-7A4A5AA1D7A7	https://wikibase.inguma.eus/entity/Q44639	3-76	XIII: 20 n. 37	S2ZK5LCI
https://wikibase.inguma.eus/entity/Q45184	Agud M.	https://wikibase.inguma.eus/entity/statement/Q45184-6C28D5C8-1BE3-4300-AA38-CE0E366EFF02	https://wikibase.inguma.eus/entity/Q44714	237-274	IX: 238	BU3VILJG
https://wikibase.inguma.eus/entity/Q45185	Aguerre J.	https://wikibase.inguma.eus/entity/statement/Q45185-761AB066-7ACE-468D-90B5-EBF8197FC6C0	https://wikibase.inguma.eus/entity/Q44559	387-391	XIV: 389	C4BC7UIC
https://wikibase.inguma.eus/entity/Q45185	Aguerre J.	https://wikibase.inguma.eus/entity/statement/Q45185-A52168C8-17BF-4F1B-BA75-0B672B260912	https://wikibase.inguma.eus/entity/Q44697	645-658	VIII: 656 n. 12	QJ4YWQJS
https://wikibase.inguma.eus/entity/Q45186	Aguilera V.	https://wikibase.inguma.eus/entity/statement/Q45186-93B12038-89E7-4AC1-AA1F-F156F779E4DF	https://wikibase.inguma.eus/entity/Q44321	299-323	XIV: 322	V7HZ7XJJ
https://wikibase.inguma.eus/entity/Q45187	Aguirre I.	https://wikibase.inguma.eus/entity/statement/Q45187-625008AB-902E-4E0D-8E50-F65F372380BD	https://wikibase.inguma.eus/entity/Q44295	29-191	VIII: 139 n. y	DUY7WYGS
https://wikibase.inguma.eus/entity/Q45188	Aguirre J. A.	https://wikibase.inguma.eus/entity/statement/Q45188-9D4FE100-9FE7-49A0-A4AE-2CB48E0CDFAC	https://wikibase.inguma.eus/entity/Q44168	247-254	X: 247, X: 249, X: 254	PH566NN5
https://wikibase.inguma.eus/entity/Q45188	Aguirre J. A.	https://wikibase.inguma.eus/entity/statement/Q45188-6406425A-EFF4-4DAC-A9B2-5B860A9A3F71	https://wikibase.inguma.eus/entity/Q44176	203-209	XIV: 203-204, XIV: 208	XIHI763W
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-43A183EB-4703-4A29-8AE4-8138B2ED1841	https://wikibase.inguma.eus/entity/Q44077	537-549	XI: 541, XI: 544	2ULSYCYC
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-D58E150F-D0B2-4BA5-ADF3-D84E96B20499	https://wikibase.inguma.eus/entity/Q44083	583-613	X: 586, X: 609	DQNRXZCT
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-94A59E3C-2DEC-422B-9506-AA27240FC345	https://wikibase.inguma.eus/entity/Q44086	247-276	XIII: 263, XIII: 265	63GRGFLS
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-9BD398E6-B94A-43B9-BBDC-8DC839B462DC	https://wikibase.inguma.eus/entity/Q44117	83-99	X: 89-90, X: 95, X: 97	QX8IMMMI
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-202F8C24-55C7-487C-A086-9F9F19BCADB8	https://wikibase.inguma.eus/entity/Q44127	561-570	VII: 568	3I8GC7GW
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-E2084C6B-0631-4901-BB02-308492CC5455	https://wikibase.inguma.eus/entity/Q44131	127-144	IV: 141	6ZLHRES6
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-267078EC-E2BB-4691-83BD-CB1169DD466E	https://wikibase.inguma.eus/entity/Q44134	3-21	X: 12	P8THS8P8
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-7EB306E3-9C33-4346-BF07-CCD99741EEFC	https://wikibase.inguma.eus/entity/Q44138	241-247	XIV: 246	3VD6TT3X
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-102CE09B-8E57-4BC4-BD47-E719F232056D	https://wikibase.inguma.eus/entity/Q44164	424-442	VII: 427	T59I3T5K
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-FC7A1994-906B-4AEC-A0FB-591A764008B0	https://wikibase.inguma.eus/entity/Q44187	321-327	VII: 323-327	LJDNRQJ9
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-88BBDF81-A011-43B6-AB20-38EEB82BAFD2	https://wikibase.inguma.eus/entity/Q44188	403-409	XI: 405, XI: 409	DNJJSF7U
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-152A45FC-5B42-4EC0-9DE7-98CDF8710FAF	https://wikibase.inguma.eus/entity/Q44195	523-524	X: 523	6JNCQYAA
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-BBEED66A-E20F-4C8B-889E-76596A4AD7B3	https://wikibase.inguma.eus/entity/Q44202	412-423	VII: 415-416	B7CAIT72
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-12C31607-9F34-4DED-AF2C-6E8FA6B5A98D	https://wikibase.inguma.eus/entity/Q44270	7-36	XIV: 19	6ZZ9T2NE
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-CBC32B8D-08EE-46F9-899B-934E01DEA590	https://wikibase.inguma.eus/entity/Q44291	235-267	VII: 248	MJSUP3TQ
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-DE2ADCF6-DE81-45DE-8A67-45E2E5E83D86	https://wikibase.inguma.eus/entity/Q44295	29-191	VIII: 53	DUY7WYGS
https://wikibase.inguma.eus/entity/Q45189	Aguirre J. B. (rector de Asteasu)	https://wikibase.inguma.eus/entity/statement/Q45189-2C9A39D4-2FD2-45FA-BBA6-DE40ED86F1D9	https://wikibase.inguma.eus/entity/Q44301	13-66	IV: 62	78T2CJPF
