egilea,egilea_label,wd,ing_wd,wikidata,inguma,ing_wikidata
https://wikibase.inguma.eus/entity/Q6663,Eider Rodriguez Martin,Q12256587,Q12256587,http://www.wikidata.org/entity/Q12256587,eider-rodriguez-martin,http://www.wikidata.org/entity/Q12256587
https://wikibase.inguma.eus/entity/Q6864,Aitziber Olasolo Sogorb,Q85836599,Q85836599,http://www.wikidata.org/entity/Q85836599,aitziber-olasolo-sogorb,http://www.wikidata.org/entity/Q85836599
https://wikibase.inguma.eus/entity/Q6652,Jabier Lertxundi Barañano,Q87111641,Q87111641,http://www.wikidata.org/entity/Q87111641,jabier-lertxundi-baranano,http://www.wikidata.org/entity/Q87111641
https://wikibase.inguma.eus/entity/Q7093,Luis Mari Zulaika Isasti,Q104668731,Q104668731,http://www.wikidata.org/entity/Q104668731,luis-mari-zulaika-isasti,http://www.wikidata.org/entity/Q104668731
https://wikibase.inguma.eus/entity/Q6893,M. Astiz,Q104668631,Q104668631,http://www.wikidata.org/entity/Q104668631,m-astiz,http://www.wikidata.org/entity/Q104668631
https://wikibase.inguma.eus/entity/Q7211,Esther Zarandona De Juan,Q86991480,Q86991480,http://www.wikidata.org/entity/Q86991480,esther-zarandona-de-juan,http://www.wikidata.org/entity/Q86991480
https://wikibase.inguma.eus/entity/Q6890,Juan Olazabal,Q80141682,Q80141682,http://www.wikidata.org/entity/Q80141682,j-olazabal,http://www.wikidata.org/entity/Q80141682
https://wikibase.inguma.eus/entity/Q6393,Oidui Usabiaga Arruabarrena,Q64008021,Q64008021,http://www.wikidata.org/entity/Q64008021,oidui-usabiaga-arruabarrena,http://www.wikidata.org/entity/Q64008021
https://wikibase.inguma.eus/entity/Q6821,Mikel Iruskieta Quintian,Q104668608,Q104668608,http://www.wikidata.org/entity/Q104668608,mikel-iruskieta-quintian,http://www.wikidata.org/entity/Q104668608
https://wikibase.inguma.eus/entity/Q7068,Mikel Zurbano Irizar,Q88303116,Q88303116,http://www.wikidata.org/entity/Q88303116,mikel-zurbano-irizar,http://www.wikidata.org/entity/Q88303116
https://wikibase.inguma.eus/entity/Q6384,Enekoitz Etxezarreta Etxarri,Q81616906,Q81616906,http://www.wikidata.org/entity/Q81616906,enekoitz-etxezarreta-etxarri,http://www.wikidata.org/entity/Q81616906
https://wikibase.inguma.eus/entity/Q6633,Javier Aguirre Santos,Q55997414,,http://www.wikidata.org/entity/Q55997414,javier-aguirre-santos,
https://wikibase.inguma.eus/entity/Q6491,Joxpi Irastortza Madariaga,Q99446423,Q99446423,http://www.wikidata.org/entity/Q99446423,joxpi-irastortza-madariaga,http://www.wikidata.org/entity/Q99446423
https://wikibase.inguma.eus/entity/Q6942,Asier Blas Mendoza,Q86992338,Q86992338,http://www.wikidata.org/entity/Q86992338,asier-blas-mendoza,http://www.wikidata.org/entity/Q86992338
https://wikibase.inguma.eus/entity/Q6957,Maite Garcia Martin,Q104668773,Q104668773,http://www.wikidata.org/entity/Q104668773,maite-garcia-martin,http://www.wikidata.org/entity/Q104668773
https://wikibase.inguma.eus/entity/Q6614,Miguel Gonzalez Simón,Q86992491,Q86992491,http://www.wikidata.org/entity/Q86992491,miguel-gonzalez-simon,http://www.wikidata.org/entity/Q86992491
https://wikibase.inguma.eus/entity/Q7097,Lorentzo Zugazaga Martikorena,Q104668596,Q104668596,http://www.wikidata.org/entity/Q104668596,lorentzo-zugazaga-martikorena,http://www.wikidata.org/entity/Q104668596
https://wikibase.inguma.eus/entity/Q7233,Jesus Mari Zalakain Garaikoetxea,Q12260387,Q12260387,http://www.wikidata.org/entity/Q12260387,jesus-mari-zalakain-garaikoetxea,http://www.wikidata.org/entity/Q12260387
https://wikibase.inguma.eus/entity/Q6850,Manuel Sanchez de Miguel,Q57569357,Q57569357,http://www.wikidata.org/entity/Q57569357,manuel-sanchez-de-miguel,http://www.wikidata.org/entity/Q57569357
https://wikibase.inguma.eus/entity/Q6938,Jurgi San Pedro Gillem,Q104668690,Q104668690,http://www.wikidata.org/entity/Q104668690,jurgi-san-pedro-gillem,http://www.wikidata.org/entity/Q104668690
https://wikibase.inguma.eus/entity/Q6682,Izaro Gorostidi Bidaurratzaga,Q87052701,Q87052701,http://www.wikidata.org/entity/Q87052701,izaro-gorostidi-bidaurratzaga,http://www.wikidata.org/entity/Q87052701
https://wikibase.inguma.eus/entity/Q7346,Jose Mari Velez de Mendizabal Azkarraga,Q12260772,Q12260772,http://www.wikidata.org/entity/Q12260772,jose-mari-velez-de-mendizabal-azkarraga,http://www.wikidata.org/entity/Q12260772
https://wikibase.inguma.eus/entity/Q7654,Ekai Txapartegi Zumeta,Q57659796,Q57659796,http://www.wikidata.org/entity/Q57659796,ekai-txapartegi-zumeta,http://www.wikidata.org/entity/Q57659796
https://wikibase.inguma.eus/entity/Q7614,Ana Isabel Ugalde Gorostiza,Q12253413,Q12253413,http://www.wikidata.org/entity/Q12253413,ana-isabel-ugalde-gorostiza,http://www.wikidata.org/entity/Q12253413
https://wikibase.inguma.eus/entity/Q7564,Iñaki Unzueta Alberdi,Q99527478,Q99527478,http://www.wikidata.org/entity/Q99527478,inaki-unzueta-alberdi,http://www.wikidata.org/entity/Q99527478
https://wikibase.inguma.eus/entity/Q7439,Miren Jasone Urkola Iriarte,Q104668623,Q104668623,http://www.wikidata.org/entity/Q104668623,miren-jasone-urkola-iriarte,http://www.wikidata.org/entity/Q104668623
https://wikibase.inguma.eus/entity/Q7246,Mikel Zabala Montoya,Q78191476,Q78191476,http://www.wikidata.org/entity/Q78191476,mikel-zabala-montoya,http://www.wikidata.org/entity/Q78191476
https://wikibase.inguma.eus/entity/Q7362,Jose Valencia Garate,Q76877047,Q76877047,http://www.wikidata.org/entity/Q76877047,jose-valencia-garate,http://www.wikidata.org/entity/Q76877047
https://wikibase.inguma.eus/entity/Q7556,Erne Unzurrunzaga Erdozia,Q78190871,Q78190871,http://www.wikidata.org/entity/Q78190871,erne-unzurrunzaga-erdozia,http://www.wikidata.org/entity/Q78190871
https://wikibase.inguma.eus/entity/Q7640,Josu Chueca Intxusta,Q12260794,Q12260794,http://www.wikidata.org/entity/Q12260794,josu-chueca-intxusta,http://www.wikidata.org/entity/Q12260794
https://wikibase.inguma.eus/entity/Q7275,Iñaki Zabaleta Imaz,Q12260077,Q12260077,http://www.wikidata.org/entity/Q12260077,inaki-zabaleta-imaz,http://www.wikidata.org/entity/Q12260077
https://wikibase.inguma.eus/entity/Q7275,Iñaki Zabaleta Imaz,Q12260077,Q12260077,http://www.wikidata.org/entity/Q12260077,inaki-zabaleta-urkiola,http://www.wikidata.org/entity/Q12260077
https://wikibase.inguma.eus/entity/Q7304,Isusko Vivas Ziarrusta,Q55948365,Q55948365,http://www.wikidata.org/entity/Q55948365,isusko-vivas-ziarrusta,http://www.wikidata.org/entity/Q55948365
https://wikibase.inguma.eus/entity/Q7418,Andres Urrutia Badiola,Q2846535,Q2846535,http://www.wikidata.org/entity/Q2846535,andres-urrutia-badiola,http://www.wikidata.org/entity/Q2846535
https://wikibase.inguma.eus/entity/Q7538,Belen Uranga Arakistain,Q104668699,Q104668699,http://www.wikidata.org/entity/Q104668699,belen-uranga-arakistain,http://www.wikidata.org/entity/Q104668699
https://wikibase.inguma.eus/entity/Q7606,Felix Ugarte Elorza (1945-1991),Q104668547,Q104668547,http://www.wikidata.org/entity/Q104668547,felix-ugarte-elorza-1945-1991,http://www.wikidata.org/entity/Q104668547
https://wikibase.inguma.eus/entity/Q7400,Eguzki Urteaga Olano,Q16631683,Q16631683,http://www.wikidata.org/entity/Q16631683,eguzki-urteaga-olano,http://www.wikidata.org/entity/Q16631683
https://wikibase.inguma.eus/entity/Q7397,Igone Urtizberea Sein,Q99732987,Q99732987,http://www.wikidata.org/entity/Q99732987,igone-urtizberea-sein,http://www.wikidata.org/entity/Q99732987
https://wikibase.inguma.eus/entity/Q7294,Sagrario Yarnoz Yaben,Q98872462,Q98872462,http://www.wikidata.org/entity/Q98872462,sagrario-yarnoz-yaben,http://www.wikidata.org/entity/Q98872462
https://wikibase.inguma.eus/entity/Q7486,Kirmen Uribe Urbieta,Q605664,Q605664,http://www.wikidata.org/entity/Q605664,kirmen-uribe-urbieta,http://www.wikidata.org/entity/Q605664
https://wikibase.inguma.eus/entity/Q7290,Felix Yenes Conde,Q104668624,Q104668624,http://www.wikidata.org/entity/Q104668624,felix-yenes-conde,http://www.wikidata.org/entity/Q104668624
https://wikibase.inguma.eus/entity/Q7648,Jose Luis Alvarez Enparantza (1929-2012),Q1019186,Q1019186,http://www.wikidata.org/entity/Q1019186,jose-luis-alvarez-enparantza-1929-2012,http://www.wikidata.org/entity/Q1019186
https://wikibase.inguma.eus/entity/Q7386,B. Usabiaga,Q104668564,Q104668564,http://www.wikidata.org/entity/Q104668564,b-usabiaga,http://www.wikidata.org/entity/Q104668564
https://wikibase.inguma.eus/entity/Q7420,Santi Urrutia Izagirre,Q56883032,Q56883032,http://www.wikidata.org/entity/Q56883032,santi-urrutia-izagirre,http://www.wikidata.org/entity/Q56883032
https://wikibase.inguma.eus/entity/Q7487,Ibon Uribarri Zenekorta,Q55999383,Q55999383,http://www.wikidata.org/entity/Q55999383,ibon-uribarri-zenekorta,http://www.wikidata.org/entity/Q55999383
https://wikibase.inguma.eus/entity/Q7259,Beatriz Zabalondo Loidi,Q99448553,Q99448553,http://www.wikidata.org/entity/Q99448553,beatriz-zabalondo-loidi,http://www.wikidata.org/entity/Q99448553
https://wikibase.inguma.eus/entity/Q7585,Luis Miguel Uharte Pozas,Q64008027,Q64008027,http://www.wikidata.org/entity/Q64008027,luis-miguel-uharte-pozas,http://www.wikidata.org/entity/Q64008027
https://wikibase.inguma.eus/entity/Q7470,Ramon Urizar,Q104668590,Q104668590,http://www.wikidata.org/entity/Q104668590,ramon-urizar,http://www.wikidata.org/entity/Q104668590
https://wikibase.inguma.eus/entity/Q7288,Isidro Yoldi Iturbe,Q104668626,Q104668626,http://www.wikidata.org/entity/Q104668626,isidro-yoldi-iturbe,http://www.wikidata.org/entity/Q104668626
https://wikibase.inguma.eus/entity/Q7419,Victor Urruela Rodriguez,Q104668592,Q104668592,http://www.wikidata.org/entity/Q104668592,victor-urruela-rodriguez,http://www.wikidata.org/entity/Q104668592
https://wikibase.inguma.eus/entity/Q7282,Julen Zabalo Bilbao,Q55688828,Q55688828,http://www.wikidata.org/entity/Q55688828,julen-zabalo-bilbao,http://www.wikidata.org/entity/Q55688828
https://wikibase.inguma.eus/entity/Q7299,Nikolas Xamardo Gonzalez,Q87110934,Q87110934,http://www.wikidata.org/entity/Q87110934,nikolas-xamardo-gonzalez,http://www.wikidata.org/entity/Q87110934
https://wikibase.inguma.eus/entity/Q8274,Josu Perales Ugarte,Q85834568,Q85834568,http://www.wikidata.org/entity/Q85834568,josu-perales-ugarte,http://www.wikidata.org/entity/Q85834568
https://wikibase.inguma.eus/entity/Q8273,Zigor Perales Hernandez,Q85826437,Q85826437,http://www.wikidata.org/entity/Q85826437,zigor-perales-hernandez,http://www.wikidata.org/entity/Q85826437
https://wikibase.inguma.eus/entity/Q8031,Jesus Rubio Peña,Q100414503,Q100414503,http://www.wikidata.org/entity/Q100414503,jesus-rubio-pena,http://www.wikidata.org/entity/Q100414503
https://wikibase.inguma.eus/entity/Q7677,Barbara Torres Gómez de Cádiz,Q92691330,Q92691330,http://www.wikidata.org/entity/Q92691330,barbara-torres-gomez-de-cadiz,http://www.wikidata.org/entity/Q92691330
https://wikibase.inguma.eus/entity/Q7956,Karmele Salaberria Irizar,Q81623546,Q81623546,http://www.wikidata.org/entity/Q81623546,karmele-salaberria-irizar,http://www.wikidata.org/entity/Q81623546
https://wikibase.inguma.eus/entity/Q8389,Maitane Ostolaza Esnal,Q104668718,Q104668718,http://www.wikidata.org/entity/Q104668718,maitane-ostolaza-esnal,http://www.wikidata.org/entity/Q104668718
https://wikibase.inguma.eus/entity/Q8448,Jose Luis Ormaetxea Lasaga,Q104668553,Q104668553,http://www.wikidata.org/entity/Q104668553,jose-luis-ormaetxea-lasaga,http://www.wikidata.org/entity/Q104668553
https://wikibase.inguma.eus/entity/Q7769,Aitor Sorreluz Aginaga,Q104668715,Q104668715,http://www.wikidata.org/entity/Q104668715,aitor-sorreluz-aginaga,http://www.wikidata.org/entity/Q104668715
https://wikibase.inguma.eus/entity/Q8293,Feliciano Pelaez,Q104668555,Q104668555,http://www.wikidata.org/entity/Q104668555,feliciano-pelaez,http://www.wikidata.org/entity/Q104668555
https://wikibase.inguma.eus/entity/Q8097,N. Ripalda,Q104668563,Q104668563,http://www.wikidata.org/entity/Q104668563,n-ripalda,http://www.wikidata.org/entity/Q104668563
https://wikibase.inguma.eus/entity/Q7693,Ana M. Toledo Lezeta,Q104668613,Q104668613,http://www.wikidata.org/entity/Q104668613,ana-m-toledo-lezeta,http://www.wikidata.org/entity/Q104668613
https://wikibase.inguma.eus/entity/Q7770,Marian Soroa Udabe,Q96246474,Q96246474,http://www.wikidata.org/entity/Q96246474,marian-soroa-udabe,http://www.wikidata.org/entity/Q96246474
https://wikibase.inguma.eus/entity/Q7685,Elena Torregarai Pagola,Q78199929,Q78199929,http://www.wikidata.org/entity/Q78199929,elena-torregarai-pagola,http://www.wikidata.org/entity/Q78199929
https://wikibase.inguma.eus/entity/Q8303,Unai Pascual Garcia de Azilu,Q56849084,Q56849084,http://www.wikidata.org/entity/Q56849084,unai-pascual-garcia-de-azilu,http://www.wikidata.org/entity/Q56849084
https://wikibase.inguma.eus/entity/Q8115,Xabier Renteria Uriarte,Q104668719,Q104668719,http://www.wikidata.org/entity/Q104668719,xabier-renteria-uriarte,http://www.wikidata.org/entity/Q104668719
https://wikibase.inguma.eus/entity/Q8086,Fito Rodriguez Bornaetxea,Q12257881,Q12257881,http://www.wikidata.org/entity/Q12257881,fito-rodriguez-bornaetxea,http://www.wikidata.org/entity/Q12257881
https://wikibase.inguma.eus/entity/Q8400,Maider Osa Etxebarria,Q104668682,Q104668682,http://www.wikidata.org/entity/Q104668682,maider-osa-etxebarria,http://www.wikidata.org/entity/Q104668682
https://wikibase.inguma.eus/entity/Q7756,Pako Sudupe Elortza,Q12265460,Q12265460,http://www.wikidata.org/entity/Q12265460,pako-sudupe-elortza,http://www.wikidata.org/entity/Q12265460
https://wikibase.inguma.eus/entity/Q8156,Txema Ramirez de la Piscina Martinez,Q77041012,Q77041012,http://www.wikidata.org/entity/Q77041012,txema-ramirez-de-la-piscina-martinez,http://www.wikidata.org/entity/Q77041012
https://wikibase.inguma.eus/entity/Q8239,Gorka Perez,Q91198751,,http://www.wikidata.org/entity/Q91198751,gorka-perez,
https://wikibase.inguma.eus/entity/Q7697,Joseba Tobar Arbulu,Q76876190,Q76876190,http://www.wikidata.org/entity/Q76876190,joseba-tobar-arbulu,http://www.wikidata.org/entity/Q76876190
https://wikibase.inguma.eus/entity/Q8155,Iñigo Ramirez de Okariz Telleria,Q98831864,Q98831864,http://www.wikidata.org/entity/Q98831864,inigo-ramirez-de-okariz-telleria,http://www.wikidata.org/entity/Q98831864
https://wikibase.inguma.eus/entity/Q7698,Edurne Terradillos Ormaetxea,Q104668589,Q104668589,http://www.wikidata.org/entity/Q104668589,edurne-terradillos-ormaetxea,http://www.wikidata.org/entity/Q104668589
https://wikibase.inguma.eus/entity/Q7977,Luis Mari Sainz de Murieta Alvarez,Q99453383,Q99453383,http://www.wikidata.org/entity/Q99453383,luis-mari-sainz-de-murieta-alvarez,http://www.wikidata.org/entity/Q99453383
https://wikibase.inguma.eus/entity/Q7829,Joseba Sarrionandia Uribelarrea,Q237039,Q237039,http://www.wikidata.org/entity/Q237039,joseba-sarrionandia-uribelarrea,http://www.wikidata.org/entity/Q237039
https://wikibase.inguma.eus/entity/Q8220,Alazne Petuya Ituarte,Q104668637,Q104668637,http://www.wikidata.org/entity/Q104668637,alazne-petuya-ituarte,http://www.wikidata.org/entity/Q104668637
https://wikibase.inguma.eus/entity/Q7846,Jose Mari Sarasua Fernandez,Q104668743,Q104668743,http://www.wikidata.org/entity/Q104668743,jose-mari-sarasua-fernandez,http://www.wikidata.org/entity/Q104668743
https://wikibase.inguma.eus/entity/Q8136,Luixa Reizabal Arruabarrena,Q77299712,Q77299712,http://www.wikidata.org/entity/Q77299712,luixa-reizabal-arruabarrena,http://www.wikidata.org/entity/Q77299712
https://wikibase.inguma.eus/entity/Q8271,Pio Perez Aldasoro,Q78192970,Q78192970,http://www.wikidata.org/entity/Q78192970,pio-perez-aldasoro,http://www.wikidata.org/entity/Q78192970
https://wikibase.inguma.eus/entity/Q8457,Leire Orella,Q84561195,Q84561195,http://www.wikidata.org/entity/Q84561195,leire-orella,http://www.wikidata.org/entity/Q84561195
https://wikibase.inguma.eus/entity/Q8196,Mikel Plazaola Rezola,Q104668727,Q104668727,http://www.wikidata.org/entity/Q104668727,mikel-plazaola-rezola,http://www.wikidata.org/entity/Q104668727
https://wikibase.inguma.eus/entity/Q8420,Garbiñe Ortiz Anzola,Q87113700,Q87113700,http://www.wikidata.org/entity/Q87113700,garbine-ortiz-anzola,http://www.wikidata.org/entity/Q87113700
https://wikibase.inguma.eus/entity/Q8276,Oihane Peña,Q104057338,Q104057338,http://www.wikidata.org/entity/Q104057338,oihane-pena,http://www.wikidata.org/entity/Q104057338
https://wikibase.inguma.eus/entity/Q8298,Jose Mari Pastor Gonzalez,Q104668775,Q104668775,http://www.wikidata.org/entity/Q104668775,jose-mari-pastor-gonzalez,http://www.wikidata.org/entity/Q104668775
https://wikibase.inguma.eus/entity/Q8317,Gorka Jakobe Palazio Arko,Q77303994,Q77303994,http://www.wikidata.org/entity/Q77303994,gorka-jakobe-palazio-arko,http://www.wikidata.org/entity/Q77303994
https://wikibase.inguma.eus/entity/Q7899,Eneko Sansinenea Mendez,Q99340952,Q99340952,http://www.wikidata.org/entity/Q99340952,eneko-sansinenea-mendez,http://www.wikidata.org/entity/Q99340952
https://wikibase.inguma.eus/entity/Q7672,Fernando Trebol Unzue,Q86985204,Q86985204,http://www.wikidata.org/entity/Q86985204,fernando-trebol-unzue,http://www.wikidata.org/entity/Q86985204
https://wikibase.inguma.eus/entity/Q7764,Iñaki Soto Nolasko,Q12260071,,http://www.wikidata.org/entity/Q12260071,inaki-soto-nolasko,
https://wikibase.inguma.eus/entity/Q8034,Fermi Rubiralta Casas,Q19290709,Q19290709,http://www.wikidata.org/entity/Q19290709,fermi-rubiralta-casas,http://www.wikidata.org/entity/Q19290709
https://wikibase.inguma.eus/entity/Q8132,Angel Rekalde Goikoetxea,Q64994068,Q64994068,http://www.wikidata.org/entity/Q64994068,angel-rekalde-goikoetxea,http://www.wikidata.org/entity/Q64994068
https://wikibase.inguma.eus/entity/Q7955,Jasone Salaberria Fuldain (1952-2021),Q3163019,Q3163019,http://www.wikidata.org/entity/Q3163019,jasone-salaberria-fuldain,http://www.wikidata.org/entity/Q3163019
https://wikibase.inguma.eus/entity/Q8284,Carmen Peñafiel Saiz,Q89019000,Q89019000,http://www.wikidata.org/entity/Q89019000,carmen-penafiel-saiz,http://www.wikidata.org/entity/Q89019000
https://wikibase.inguma.eus/entity/Q8297,Juan Ignacio Paul Arzak,Q104668685,Q104668685,http://www.wikidata.org/entity/Q104668685,juan-ignacio-paul-arzak,http://www.wikidata.org/entity/Q104668685
https://wikibase.inguma.eus/entity/Q7915,Leire San Jose Ruiz de Agirre,Q58050567,Q58050567,http://www.wikidata.org/entity/Q58050567,leire-san-jose-ruiz-de-agirre,http://www.wikidata.org/entity/Q58050567
https://wikibase.inguma.eus/entity/Q8089,Ana Rivero,Q55187970,Q55187970,http://www.wikidata.org/entity/Q55187970,ana-rivero,http://www.wikidata.org/entity/Q55187970
https://wikibase.inguma.eus/entity/Q8105,Eugenio Riaño Perez,Q104668554,Q104668554,http://www.wikidata.org/entity/Q104668554,eugenio-riano-perez,http://www.wikidata.org/entity/Q104668554
https://wikibase.inguma.eus/entity/Q7969,Ainhoa Saitua Iribar,Q104668725,Q104668725,http://www.wikidata.org/entity/Q104668725,ainhoa-saitua-iribar,http://www.wikidata.org/entity/Q104668725
https://wikibase.inguma.eus/entity/Q7943,Ana Jesus Salaverria Larrarte,Q87064249,Q87064249,http://www.wikidata.org/entity/Q87064249,ana-jesus-salaverria-larrarte,http://www.wikidata.org/entity/Q87064249
https://wikibase.inguma.eus/entity/Q8178,Txema Preciado Saez de Ocariz,Q99731870,Q99731870,http://www.wikidata.org/entity/Q99731870,txema-preciado-saez-de-ocariz,http://www.wikidata.org/entity/Q99731870
https://wikibase.inguma.eus/entity/Q7959,Ainhoa Saiz Jauregui,Q87057121,Q87057121,http://www.wikidata.org/entity/Q87057121,ainhoa-saiz-jauregui,http://www.wikidata.org/entity/Q87057121
https://wikibase.inguma.eus/entity/Q9137,Patxi Abasolo Lopez,Q84557282,Q84557282,http://www.wikidata.org/entity/Q84557282,patxi-abasolo-lopez,http://www.wikidata.org/entity/Q84557282
https://wikibase.inguma.eus/entity/Q8538,Ainhoa Olaizola,Q84560615,Q84560615,http://www.wikidata.org/entity/Q84560615,ainhoa-olaizola,http://www.wikidata.org/entity/Q84560615
https://wikibase.inguma.eus/entity/Q9391,Gema Lasarte Leonet,Q12258341,Q12258341,http://www.wikidata.org/entity/Q12258341,gema-lasarte-leonet,http://www.wikidata.org/entity/Q12258341
https://wikibase.inguma.eus/entity/Q9001,Rosa Martin Sabaris,Q81510603,Q81510603,http://www.wikidata.org/entity/Q81510603,rosa-martin-sabaris,http://www.wikidata.org/entity/Q81510603
https://wikibase.inguma.eus/entity/Q9241,Aitziber Lertxundi Lertxundi,Q85834129,Q85834129,http://www.wikidata.org/entity/Q85834129,aitziber-lertxundi-lertxundi,http://www.wikidata.org/entity/Q85834129
https://wikibase.inguma.eus/entity/Q9000,Elena Martinez Rubio,Q57659862,Q57659862,http://www.wikidata.org/entity/Q57659862,elena-martinez-rubio,http://www.wikidata.org/entity/Q57659862
https://wikibase.inguma.eus/entity/Q8999,Zesar Martinez Garcia,Q104668687,Q104668687,http://www.wikidata.org/entity/Q104668687,zesar-martinez-garcia,http://www.wikidata.org/entity/Q104668687
https://wikibase.inguma.eus/entity/Q9250,Jose Angel Lema Pueyo,Q99731673,Q99731673,http://www.wikidata.org/entity/Q99731673,jose-angel-lema-pueyo,http://www.wikidata.org/entity/Q99731673
https://wikibase.inguma.eus/entity/Q9042,Ainhoa Manzano Fernandez,Q84552043,Q84552043,http://www.wikidata.org/entity/Q84552043,ainhoa-manzano-fernandez,http://www.wikidata.org/entity/Q84552043
https://wikibase.inguma.eus/entity/Q8464,Ixusko Ordeñana Gezuraga,Q109490497,Q109490497,http://www.wikidata.org/entity/Q109490497,ixusko-ordenana-gezuraga,http://www.wikidata.org/entity/Q109490497
https://wikibase.inguma.eus/entity/Q8744,Alexander Muela Aparicio,Q104668636,Q104668636,http://www.wikidata.org/entity/Q104668636,alexander-muela-aparicio,http://www.wikidata.org/entity/Q104668636
https://wikibase.inguma.eus/entity/Q8765,Gorka Moreno Márquez,Q85835859,Q85835859,http://www.wikidata.org/entity/Q85835859,gorka-moreno-marquez,http://www.wikidata.org/entity/Q85835859
https://wikibase.inguma.eus/entity/Q9219,Pili Lizaso Murua,Q104668628,Q104668628,http://www.wikidata.org/entity/Q104668628,pili-lizaso-murua,http://www.wikidata.org/entity/Q104668628
https://wikibase.inguma.eus/entity/Q8504,Mari Jose Olaziregi Alustiza,Q12263039,Q12263039,http://www.wikidata.org/entity/Q12263039,mari-jose-olaziregi-alustiza,http://www.wikidata.org/entity/Q12263039
https://wikibase.inguma.eus/entity/Q9422,Josu Larrinaga Arza,Q104668691,Q104668691,http://www.wikidata.org/entity/Q104668691,josu-larrinaga-arza,http://www.wikidata.org/entity/Q104668691
https://wikibase.inguma.eus/entity/Q8893,Alaitz Mendizabal Zubeldia,Q85835137,Q85835137,http://www.wikidata.org/entity/Q85835137,alaitz-mendizabal-zubeldia,http://www.wikidata.org/entity/Q85835137
https://wikibase.inguma.eus/entity/Q8464,Ixusko Ordeñana Gezuraga,Q109490497,Q64492900,http://www.wikidata.org/entity/Q109490497,ixusko-ordenana-gezuraga,http://www.wikidata.org/entity/Q64492900
https://wikibase.inguma.eus/entity/Q8678,Jon Murelaga Ibarra,Q85827647,Q85827647,http://www.wikidata.org/entity/Q85827647,jon-murelaga-ibarra,http://www.wikidata.org/entity/Q85827647
https://wikibase.inguma.eus/entity/Q9119,Jose Francisco Lukas Mujika,Q104668551,Q104668551,http://www.wikidata.org/entity/Q104668551,jose-francisco-lukas-mujika,http://www.wikidata.org/entity/Q104668551
https://wikibase.inguma.eus/entity/Q8593,Joxe Manuel Odriozola Lizarribar,Q104668625,Q104668625,http://www.wikidata.org/entity/Q104668625,joxe-manuel-odriozola-lizarribar,http://www.wikidata.org/entity/Q104668625
https://wikibase.inguma.eus/entity/Q9175,Ernesto Lopez Losa,Q99541249,Q99541249,http://www.wikidata.org/entity/Q99541249,ernesto-lopez-losa,http://www.wikidata.org/entity/Q99541249
https://wikibase.inguma.eus/entity/Q9368,Ainhoa Latatu Nuñez,Q73260601,Q73260601,http://www.wikidata.org/entity/Q73260601,ainhoa-latatu-nunez,http://www.wikidata.org/entity/Q73260601
https://wikibase.inguma.eus/entity/Q9035,Idoia Marcellan Barace,Q104668779,Q104668779,http://www.wikidata.org/entity/Q104668779,idoia-marcellan-barace,http://www.wikidata.org/entity/Q104668779
https://wikibase.inguma.eus/entity/Q8929,Txoli Mateos Gonzalez,Q87066655,Q87066655,http://www.wikidata.org/entity/Q87066655,txoli-mateos-gonzalez,http://www.wikidata.org/entity/Q87066655
https://wikibase.inguma.eus/entity/Q8745,Alfontso Martinez Lizarduikoa Alvarez,Q104668679,Q104668679,http://www.wikidata.org/entity/Q104668679,alfontso-martinez-lizarduikoa-alvarez,http://www.wikidata.org/entity/Q104668679
https://wikibase.inguma.eus/entity/Q8724,Joxean Mujika Alustiza,Q77318623,Q77318623,http://www.wikidata.org/entity/Q77318623,joxean-mujika-alustiza,http://www.wikidata.org/entity/Q77318623
https://wikibase.inguma.eus/entity/Q8561,Fernando Olabarrieta Artetxe,Q84556667,Q84556667,http://www.wikidata.org/entity/Q84556667,fernando-olabarrieta-artetxe,http://www.wikidata.org/entity/Q84556667
https://wikibase.inguma.eus/entity/Q8940,Juan Luis Martin Ayala,Q84553574,Q84553574,http://www.wikidata.org/entity/Q84553574,juan-luis-martin-ayala,http://www.wikidata.org/entity/Q84553574
https://wikibase.inguma.eus/entity/Q9176,Alicia Lopez Jauregui,Q99540796,Q99540796,http://www.wikidata.org/entity/Q99540796,alicia-lopez-jauregui,http://www.wikidata.org/entity/Q99540796
https://wikibase.inguma.eus/entity/Q8845,Koldo Meso Ayerdi,Q104668724,Q104668724,http://www.wikidata.org/entity/Q104668724,koldo-meso-ayerdi,http://www.wikidata.org/entity/Q104668724
https://wikibase.inguma.eus/entity/Q8907,Ludger Mees,Q11217899,Q11217899,http://www.wikidata.org/entity/Q11217899,ludger-mees,http://www.wikidata.org/entity/Q11217899
https://wikibase.inguma.eus/entity/Q9088,Lorea Maguregi Urionabarretxea,Q104668793,Q104668793,http://www.wikidata.org/entity/Q104668793,lorea-maguregi-urionabarretxea,http://www.wikidata.org/entity/Q104668793
https://wikibase.inguma.eus/entity/Q8776,Ana Isabel Morales Carro,Q55378127,Q55378127,http://www.wikidata.org/entity/Q55378127,ana-isabel-morales-carro,http://www.wikidata.org/entity/Q55378127
https://wikibase.inguma.eus/entity/Q8592,Juan Carlos Odriozola Pereira,Q104668802,Q104668802,http://www.wikidata.org/entity/Q104668802,juan-carlos-odriozola-pereira,http://www.wikidata.org/entity/Q104668802
