egilea,egilea_label,wd,ing_wd,wikidata,inguma,ing_wikidata
https://wikibase.inguma.eus/entity/Q5374,Ander Rico Lozano,Q104668649,Q104668649,http://www.wikidata.org/entity/Q104668649,ander-rico-lozano,http://www.wikidata.org/entity/Q104668649
https://wikibase.inguma.eus/entity/Q4699,Juan Carlos Aldasoro Alustiza,Q104668752,Q104668752,http://www.wikidata.org/entity/Q104668752,juan-carlos-aldasoro-alustiza,http://www.wikidata.org/entity/Q104668752
https://wikibase.inguma.eus/entity/Q5258,Asier Garcia Lupiola,Q98841374,Q98841374,http://www.wikidata.org/entity/Q98841374,asier-garcia-lupiola,http://www.wikidata.org/entity/Q98841374
https://wikibase.inguma.eus/entity/Q5365,Ainhize Gilsanz Lopez,Q104668603,Q104668603,http://www.wikidata.org/entity/Q104668603,ainhize-gilsanz-lopez,http://www.wikidata.org/entity/Q104668603
https://wikibase.inguma.eus/entity/Q4750,Ainhoa Irazu Ibañez,Q104668669,Q104668669,http://www.wikidata.org/entity/Q104668669,ainhoa-irazu-ibanez,http://www.wikidata.org/entity/Q104668669
https://wikibase.inguma.eus/entity/Q4745,Naiara Berasategi Sancho,Q70573954,Q70573954,http://www.wikidata.org/entity/Q70573954,naiara-berasategi-sancho,http://www.wikidata.org/entity/Q70573954
https://wikibase.inguma.eus/entity/Q5376,Ignacio Cea Ugarte,Q104668652,Q104668652,http://www.wikidata.org/entity/Q104668652,ignacio-cea-ugarte,http://www.wikidata.org/entity/Q104668652
https://wikibase.inguma.eus/entity/Q5450,Idoia Astigarraga Agirre,Q104668672,Q104668672,http://www.wikidata.org/entity/Q104668672,idoia-astigarraga-agirre,http://www.wikidata.org/entity/Q104668672
https://wikibase.inguma.eus/entity/Q4825,Ainize Sarrionandia Peña,Q87824192,Q87824192,http://www.wikidata.org/entity/Q87824192,ainize-sarrionandia-pena,http://www.wikidata.org/entity/Q87824192
https://wikibase.inguma.eus/entity/Q4717,Amaia Arroyo Sagasta,Q107851383,Q107851383,http://www.wikidata.org/entity/Q107851383,amaia-arroyo-sagasta,http://www.wikidata.org/entity/Q107851383
https://wikibase.inguma.eus/entity/Q5013,Gumersinda Alonso Martinez,Q52112484,Q52112484,http://www.wikidata.org/entity/Q52112484,gumersinda-alonso-martinez,http://www.wikidata.org/entity/Q52112484
https://wikibase.inguma.eus/entity/Q5038,Eva Diez Paton,Q104668664,Q104668664,http://www.wikidata.org/entity/Q104668664,eva-diez-paton,http://www.wikidata.org/entity/Q104668664
https://wikibase.inguma.eus/entity/Q4916,Amaia Maseda Garcia,Q58065540,Q58065540,http://www.wikidata.org/entity/Q58065540,amaia-maseda-garcia,http://www.wikidata.org/entity/Q58065540
https://wikibase.inguma.eus/entity/Q4667,Aitor Barañano Abasolo,Q104668749,Q104668749,http://www.wikidata.org/entity/Q104668749,aitor-baranano-abasolo,http://www.wikidata.org/entity/Q104668749
https://wikibase.inguma.eus/entity/Q4892,Susana Lopez Perez,Q104668737,Q104668737,http://www.wikidata.org/entity/Q104668737,susana-lopez-perez,http://www.wikidata.org/entity/Q104668737
https://wikibase.inguma.eus/entity/Q5623,Miguel Larrambebere Zabala,Q104668646,Q104668646,http://www.wikidata.org/entity/Q104668646,miguel-larrambebere-zabala,http://www.wikidata.org/entity/Q104668646
https://wikibase.inguma.eus/entity/Q4807,Maider Etxaniz Iriondo,Q104668806,Q104668806,http://www.wikidata.org/entity/Q104668806,maider-etxaniz-iriondo,http://www.wikidata.org/entity/Q104668806
https://wikibase.inguma.eus/entity/Q5375,Pedro Barea Monge,Q104668650,Q104668650,http://www.wikidata.org/entity/Q104668650,pedro-barea-monge,http://www.wikidata.org/entity/Q104668650
https://wikibase.inguma.eus/entity/Q4702,Nerea Herrera Diez,Q104668756,Q104668756,http://www.wikidata.org/entity/Q104668756,nerea-herrera-diez,http://www.wikidata.org/entity/Q104668756
https://wikibase.inguma.eus/entity/Q4666,Melania Moscoso Perez,Q104668744,Q104668744,http://www.wikidata.org/entity/Q104668744,melania-moscoso-perez,http://www.wikidata.org/entity/Q104668744
https://wikibase.inguma.eus/entity/Q4700,Maria Luisa Cantonnet Jordi,Q104668751,Q104668751,http://www.wikidata.org/entity/Q104668751,maria-luisa-cantonnet-jordi,http://www.wikidata.org/entity/Q104668751
https://wikibase.inguma.eus/entity/Q5601,Nuria Galende Perez,Q104668653,Q104668653,http://www.wikidata.org/entity/Q104668653,nuria-galende-perez,http://www.wikidata.org/entity/Q104668653
https://wikibase.inguma.eus/entity/Q5627,Iker Iraola Arretxe,Q104668772,Q104668772,http://www.wikidata.org/entity/Q104668772,iker-iraola-arretxe,http://www.wikidata.org/entity/Q104668772
https://wikibase.inguma.eus/entity/Q5029,Ekaitz Santazilia Salvador,Q64008070,Q64008070,http://www.wikidata.org/entity/Q64008070,ekaitz-santazilia-salvador,http://www.wikidata.org/entity/Q64008070
https://wikibase.inguma.eus/entity/Q4749,Maitane Arnoso Martinez,Q81517287,Q81517287,http://www.wikidata.org/entity/Q81517287,maitane-arnoso-martinez,http://www.wikidata.org/entity/Q81517287
https://wikibase.inguma.eus/entity/Q5459,Iker Etxano Gandariasbeitia,Q99163628,Q99163628,http://www.wikidata.org/entity/Q99163628,iker-etxano-gandariasbeitia,http://www.wikidata.org/entity/Q99163628
https://wikibase.inguma.eus/entity/Q4777,Koldo Diaz Bizkarguenaga,Q104668782,Q104668782,http://www.wikidata.org/entity/Q104668782,koldo-diaz-bizkarguenaga,http://www.wikidata.org/entity/Q104668782
https://wikibase.inguma.eus/entity/Q5161,Iñaki Larrea Hermida,Q108042469,,http://www.wikidata.org/entity/Q108042469,inaki-larrea-hermida,
https://wikibase.inguma.eus/entity/Q4725,Ekain Rojo Labaien,Q99172606,Q99172606,http://www.wikidata.org/entity/Q99172606,ekain-rojo-labaien,http://www.wikidata.org/entity/Q99172606
https://wikibase.inguma.eus/entity/Q5015,Naiara Arriola Garikano,Q99540762,Q99540762,http://www.wikidata.org/entity/Q99540762,naiara-arriola-garikano,http://www.wikidata.org/entity/Q99540762
https://wikibase.inguma.eus/entity/Q5626,Asier Irizar Mezo,Q104668800,Q104668800,http://www.wikidata.org/entity/Q104668800,asier-irizar-mezo,http://www.wikidata.org/entity/Q104668800
https://wikibase.inguma.eus/entity/Q4746,Alba Sistiaga Poveda,Q104668666,Q104668666,http://www.wikidata.org/entity/Q104668666,alba-sistiaga-poveda,http://www.wikidata.org/entity/Q104668666
https://wikibase.inguma.eus/entity/Q5157,Borja Ariztimuño Lopez,Q104668703,Q104668703,http://www.wikidata.org/entity/Q104668703,borja-ariztimuno-lopez,http://www.wikidata.org/entity/Q104668703
https://wikibase.inguma.eus/entity/Q4658,Josebe Alonso Olea,Q129109485,,http://www.wikidata.org/entity/Q129109485,maria-jose-alonso-olea,
https://wikibase.inguma.eus/entity/Q4800,David Lindemann,Q57694630,Q57694630,http://www.wikidata.org/entity/Q57694630,david-lindemann,http://www.wikidata.org/entity/Q57694630
https://wikibase.inguma.eus/entity/Q4811,Jean-Jöel Ferrand,Q104668673,Q104668673,http://www.wikidata.org/entity/Q104668673,jean-joel-ferrand,http://www.wikidata.org/entity/Q104668673
https://wikibase.inguma.eus/entity/Q4810,Uxoa Anduaga Berrotaran,Q99338085,Q99338085,http://www.wikidata.org/entity/Q99338085,uxoa-anduaga-berrotaran,http://www.wikidata.org/entity/Q99338085
https://wikibase.inguma.eus/entity/Q5034,Elvira Garcia-Bajos,Q57910120,Q57910120,http://www.wikidata.org/entity/Q57910120,elvira-garcia-bajos,http://www.wikidata.org/entity/Q57910120
https://wikibase.inguma.eus/entity/Q4647,Jon Altuna Urdin,Q6270286,Q6270286,http://www.wikidata.org/entity/Q6270286,jon-altuna-urdin,http://www.wikidata.org/entity/Q6270286
https://wikibase.inguma.eus/entity/Q4891,Daniel Escribano Riera,Q99447766,Q99447766,http://www.wikidata.org/entity/Q99447766,daniel-escribano-riera,http://www.wikidata.org/entity/Q99447766
https://wikibase.inguma.eus/entity/Q4701,Goizalde Hernando Saratxaga,Q99447500,Q99447500,http://www.wikidata.org/entity/Q99447500,goizalde-hernando-saratxaga,http://www.wikidata.org/entity/Q99447500
https://wikibase.inguma.eus/entity/Q5212,Luzio Uriarte Gonzalez,Q104668645,Q104668645,http://www.wikidata.org/entity/Q104668645,luzio-uriarte-gonzalez,http://www.wikidata.org/entity/Q104668645
https://wikibase.inguma.eus/entity/Q5036,Maialen Costa,Q104668663,Q104668663,http://www.wikidata.org/entity/Q104668663,maialen-costa,http://www.wikidata.org/entity/Q104668663
https://wikibase.inguma.eus/entity/Q5167,Onintza Belategi Unzueta,Q104668605,Q104668605,http://www.wikidata.org/entity/Q104668605,onintza-belategi-unzueta,http://www.wikidata.org/entity/Q104668605
https://wikibase.inguma.eus/entity/Q4813,Daniel Rementeria Arruza,Q104668677,Q104668677,http://www.wikidata.org/entity/Q104668677,daniel-rementeria-arruza,http://www.wikidata.org/entity/Q104668677
https://wikibase.inguma.eus/entity/Q5377,Amaia Lekerikabeaskoa Gaztañaga,Q98831174,Q98831174,http://www.wikidata.org/entity/Q98831174,amaia-lekerikabeaskoa-gaztanaga,http://www.wikidata.org/entity/Q98831174
https://wikibase.inguma.eus/entity/Q5128,Julen Manterola Agirre,Q105756926,Q105756926,http://www.wikidata.org/entity/Q105756926,julen-manterola-agirre,http://www.wikidata.org/entity/Q105756926
https://wikibase.inguma.eus/entity/Q4899,Erlantz Allur Aranburu,Q64008010,Q64008010,http://www.wikidata.org/entity/Q64008010,erlantz-allur-aranburu,http://www.wikidata.org/entity/Q64008010
https://wikibase.inguma.eus/entity/Q4918,Haizea Barcenilla Garcia,Q87345966,Q87345966,http://www.wikidata.org/entity/Q87345966,haizea-barcenilla-garcia,http://www.wikidata.org/entity/Q87345966
https://wikibase.inguma.eus/entity/Q5434,Galder Gonzalez Larrañaga,Q93437466,Q93437466,http://www.wikidata.org/entity/Q93437466,galder-gonzalez-larranaga,http://www.wikidata.org/entity/Q93437466
https://wikibase.inguma.eus/entity/Q4668,Amancio Betzuen Zalbidegoitia,Q104668748,Q104668748,http://www.wikidata.org/entity/Q104668748,amancio-betzuen-zalbidegoitia,http://www.wikidata.org/entity/Q104668748
https://wikibase.inguma.eus/entity/Q5448,Amaia Pavon Arrizabalaga,Q104668671,Q104668671,http://www.wikidata.org/entity/Q104668671,amaia-pavon-arrizabalaga,http://www.wikidata.org/entity/Q104668671
https://wikibase.inguma.eus/entity/Q4812,Miren Estensoro Garcia,Q104668675,Q104668675,http://www.wikidata.org/entity/Q104668675,miren-estensoro-garcia,http://www.wikidata.org/entity/Q104668675
https://wikibase.inguma.eus/entity/Q5024,Txema Egaña Osa,Q98831659,Q98831659,http://www.wikidata.org/entity/Q98831659,txema-egana-osa,http://www.wikidata.org/entity/Q98831659
https://wikibase.inguma.eus/entity/Q5032,Amaia Agirre Miguelez,Q88210040,Q88210040,http://www.wikidata.org/entity/Q88210040,amaia-agirre-miguelez,http://www.wikidata.org/entity/Q88210040
https://wikibase.inguma.eus/entity/Q4897,Agurtzane Azpeitia Eizagirre,Q99541286,Q99541286,http://www.wikidata.org/entity/Q99541286,agurtzane-azpeitia-eizagirre,http://www.wikidata.org/entity/Q99541286
https://wikibase.inguma.eus/entity/Q5014,Joana Perez Tejada,Q104668657,Q104668657,http://www.wikidata.org/entity/Q104668657,joana-perez-tejada,http://www.wikidata.org/entity/Q104668657
https://wikibase.inguma.eus/entity/Q4901,Mitxelko Uranga Alvarez,Q35238089,Q35238089,http://www.wikidata.org/entity/Q35238089,mitxelko-uranga-alvarez,http://www.wikidata.org/entity/Q35238089
https://wikibase.inguma.eus/entity/Q5035,Maite Isasa,Q104668662,Q104668662,http://www.wikidata.org/entity/Q104668662,maite-isasa,http://www.wikidata.org/entity/Q104668662
https://wikibase.inguma.eus/entity/Q4747,Asier Romero Andonegi,Q104668667,Q104668667,http://www.wikidata.org/entity/Q104668667,asier-romero-andonegi,http://www.wikidata.org/entity/Q104668667
https://wikibase.inguma.eus/entity/Q5461,Joseba Koldobika Arbaiza Alvarez,Q104668738,Q104668738,http://www.wikidata.org/entity/Q104668738,joseba-koldobika-arbaiza-alvarez,http://www.wikidata.org/entity/Q104668738
https://wikibase.inguma.eus/entity/Q6120,Gorka Lekaroz Mazizior,Q104668776,Q104668776,http://www.wikidata.org/entity/Q104668776,gorka-lekaroz-mazizior,http://www.wikidata.org/entity/Q104668776
https://wikibase.inguma.eus/entity/Q5649,Amaia Ezenarro Arrate,Q104668701,Q104668701,http://www.wikidata.org/entity/Q104668701,amaia-ezenarro-arrate,http://www.wikidata.org/entity/Q104668701
https://wikibase.inguma.eus/entity/Q6112,Jone Martinez Palacios,Q87333958,Q87333958,http://www.wikidata.org/entity/Q87333958,jone-martinez-palacios,http://www.wikidata.org/entity/Q87333958
https://wikibase.inguma.eus/entity/Q6229,Ernesto Cilleruelo Carrasco,Q104668542,Q104668542,http://www.wikidata.org/entity/Q104668542,ernesto-cilleruelo-carrasco,http://www.wikidata.org/entity/Q104668542
https://wikibase.inguma.eus/entity/Q5975,Alfredo Retortillo Paniagua,Q27918419,,http://www.wikidata.org/entity/Q27918419,alfredo-retortillo-paniagua,
https://wikibase.inguma.eus/entity/Q6342,Idurre Alonso Amezua,Q98831568,Q98831568,http://www.wikidata.org/entity/Q98831568,idurre-alonso-amezua,http://www.wikidata.org/entity/Q98831568
https://wikibase.inguma.eus/entity/Q5977,Juan Aldaz Arregi,Q104668778,Q104668778,http://www.wikidata.org/entity/Q104668778,juan-aldaz-arregi,http://www.wikidata.org/entity/Q104668778
https://wikibase.inguma.eus/entity/Q6008,Iñigo Arteatx Uriarte,Q104668634,Q104668634,http://www.wikidata.org/entity/Q104668634,inigo-arteatx-uriarte,http://www.wikidata.org/entity/Q104668634
https://wikibase.inguma.eus/entity/Q6007,Gotzon Toral Madariaga,Q99162179,Q99162179,http://www.wikidata.org/entity/Q99162179,gotzon-toral-madariaga,http://www.wikidata.org/entity/Q99162179
https://wikibase.inguma.eus/entity/Q5645,Julia Barnes Mason,Q99446797,Q99446797,http://www.wikidata.org/entity/Q99446797,julia-barnes-mason,http://www.wikidata.org/entity/Q99446797
https://wikibase.inguma.eus/entity/Q6251,Maider Larrañaga Egilegor,Q98841172,Q98841172,http://www.wikidata.org/entity/Q98841172,maider-larranaga-egilegor,http://www.wikidata.org/entity/Q98841172
https://wikibase.inguma.eus/entity/Q6006,Unai Villalba Egiluz,Q99448204,Q99448204,http://www.wikidata.org/entity/Q99448204,unai-villalba-egiluz,http://www.wikidata.org/entity/Q99448204
https://wikibase.inguma.eus/entity/Q6233,Aintzane Etxebarria Lejarreta,Q99165233,Q99165233,http://www.wikidata.org/entity/Q99165233,aintzane-etxebarria-lejarreta,http://www.wikidata.org/entity/Q99165233
https://wikibase.inguma.eus/entity/Q6009,Maria Ruiz Torrado,Q87761582,Q87761582,http://www.wikidata.org/entity/Q87761582,maria-ruiz-torrado,http://www.wikidata.org/entity/Q87761582
https://wikibase.inguma.eus/entity/Q6217,Itziar Etxebarria Bilbao,Q85332497,Q85332497,http://www.wikidata.org/entity/Q85332497,itziar-etxebarria-bilbao,http://www.wikidata.org/entity/Q85332497
https://wikibase.inguma.eus/entity/Q5680,Urko Lopez Odriozola,Q104668704,Q104668704,http://www.wikidata.org/entity/Q104668704,urko-lopez-odriozola,http://www.wikidata.org/entity/Q104668704
https://wikibase.inguma.eus/entity/Q6383,Edurne Perez Landa,Q81525078,Q81525078,http://www.wikidata.org/entity/Q81525078,edurne-perez-landa,http://www.wikidata.org/entity/Q81525078
https://wikibase.inguma.eus/entity/Q6375,Oihana Lujanbio Begiristain,Q104668754,Q104668754,http://www.wikidata.org/entity/Q104668754,oihana-lujanbio-begiristain,http://www.wikidata.org/entity/Q104668754
https://wikibase.inguma.eus/entity/Q6216,Susana Conejero Lopez,Q90120881,Q90120881,http://www.wikidata.org/entity/Q90120881,susana-conejero-lopez,http://www.wikidata.org/entity/Q90120881
https://wikibase.inguma.eus/entity/Q5743,Artitzar Erauskin Tolosa,Q99450085,Q99450085,http://www.wikidata.org/entity/Q99450085,artitzar-erauskin-tolosa,http://www.wikidata.org/entity/Q99450085
https://wikibase.inguma.eus/entity/Q5966,Ibai Iztueta Azurmendi,Q57654990,Q57654990,http://www.wikidata.org/entity/Q57654990,ibai-iztueta-azurmendi,http://www.wikidata.org/entity/Q57654990
https://wikibase.inguma.eus/entity/Q5799,Pilar Aristizabal Llorente,Q64008009,Q64008009,http://www.wikidata.org/entity/Q64008009,pilar-aristizabal-llorente,http://www.wikidata.org/entity/Q64008009
https://wikibase.inguma.eus/entity/Q5765,Ainara Arnoso Martinez,Q81520407,Q81520407,http://www.wikidata.org/entity/Q81520407,ainara-arnoso-martinez,http://www.wikidata.org/entity/Q81520407
https://wikibase.inguma.eus/entity/Q5634,Eneko Compains Silva,Q50384745,Q50384745,http://www.wikidata.org/entity/Q50384745,eneko-compains-silva,http://www.wikidata.org/entity/Q50384745
https://wikibase.inguma.eus/entity/Q6129,Aitziber Etxezarreta Etxarri,Q104668702,Q104668702,http://www.wikidata.org/entity/Q104668702,aitziber-etxezarreta-etxarri,http://www.wikidata.org/entity/Q104668702
https://wikibase.inguma.eus/entity/Q6381,Elena Martinez Tola,Q81517322,Q81517322,http://www.wikidata.org/entity/Q81517322,elena-martinez-tola,http://www.wikidata.org/entity/Q81517322
https://wikibase.inguma.eus/entity/Q6114,Naroa Argoitia Iñurrita,Q104668635,Q104668635,http://www.wikidata.org/entity/Q104668635,naroa-argoitia-inurrita,http://www.wikidata.org/entity/Q104668635
https://wikibase.inguma.eus/entity/Q5760,Aitor Aritzeta Galan,Q88267322,Q88267322,http://www.wikidata.org/entity/Q88267322,aitor-aritzeta-galan,http://www.wikidata.org/entity/Q88267322
https://wikibase.inguma.eus/entity/Q5741,Itziar Barinaga-Rementeria Zabaleta,Q104668810,Q104668810,http://www.wikidata.org/entity/Q104668810,itziar-barinaga-rementeria-zabaleta,http://www.wikidata.org/entity/Q104668810
https://wikibase.inguma.eus/entity/Q5692,Jexux Larrañaga Arriola,Q98815429,Q98815429,http://www.wikidata.org/entity/Q98815429,jexux-larranaga-arriola,http://www.wikidata.org/entity/Q98815429
https://wikibase.inguma.eus/entity/Q6218,Aitziber Pascual Jimeno,Q85273370,Q85273370,http://www.wikidata.org/entity/Q85273370,aitziber-pascual-jimeno,http://www.wikidata.org/entity/Q85273370
https://wikibase.inguma.eus/entity/Q6382,Maite Azanza Azanza,Q81520869,Q81520869,http://www.wikidata.org/entity/Q81520869,maite-azanza-azanza,http://www.wikidata.org/entity/Q81520869
https://wikibase.inguma.eus/entity/Q5959,Larraitz Uria Garin,Q57400846,Q57400846,http://www.wikidata.org/entity/Q57400846,larraitz-uria-garin,http://www.wikidata.org/entity/Q57400846
https://wikibase.inguma.eus/entity/Q5628,Amaia Inza Bartolomé,Q99450297,Q99450297,http://www.wikidata.org/entity/Q99450297,amaia-inza-bartolome,http://www.wikidata.org/entity/Q99450297
https://wikibase.inguma.eus/entity/Q6329,Aitziber Azurmendi Imaz,Q81723604,Q81723604,http://www.wikidata.org/entity/Q81723604,aitziber-azurmendi-imaz,http://www.wikidata.org/entity/Q81723604
https://wikibase.inguma.eus/entity/Q5868,Eneko Sanz Goikoetxea,Q104668654,Q104668654,http://www.wikidata.org/entity/Q104668654,eneko-sanz-goikoetxea,http://www.wikidata.org/entity/Q104668654
https://wikibase.inguma.eus/entity/Q5704,Tania Martinez Portugal,Q109769636,,http://www.wikidata.org/entity/Q109769636,tania-martinez-portugal,
https://wikibase.inguma.eus/entity/Q6137,Edurne Elgorriaga Astondoa,Q96065050,Q96065050,http://www.wikidata.org/entity/Q96065050,edurne-elgorriaga-astondoa,http://www.wikidata.org/entity/Q96065050
https://wikibase.inguma.eus/entity/Q5668,Urtza Garay Ruiz,Q99164367,Q99164367,http://www.wikidata.org/entity/Q99164367,urtza-garay-ruiz,http://www.wikidata.org/entity/Q99164367
https://wikibase.inguma.eus/entity/Q6235,Amaia Colina,Q107907195,,http://www.wikidata.org/entity/Q107907195,amaia-colina,
https://wikibase.inguma.eus/entity/Q6303,Kepa Erdozia Uriarte,Q57657279,Q57657279,http://www.wikidata.org/entity/Q57657279,kepa-erdozia-uriarte,http://www.wikidata.org/entity/Q57657279
https://wikibase.inguma.eus/entity/Q5648,Cristina Martinez-Taboada Kutz,Q98829593,Q98829593,http://www.wikidata.org/entity/Q98829593,cristina-martinez-taboada-kutz,http://www.wikidata.org/entity/Q98829593
https://wikibase.inguma.eus/entity/Q6288,Joana Jauregizar Albonigamayor,Q87114516,Q87114516,http://www.wikidata.org/entity/Q87114516,joana-jauregizar-albonigamayor,http://www.wikidata.org/entity/Q87114516
https://wikibase.inguma.eus/entity/Q6113,Enara Artetxe Sanchez,Q87763672,Q87763672,http://www.wikidata.org/entity/Q87763672,enara-artetxe-sanchez,http://www.wikidata.org/entity/Q87763672
https://wikibase.inguma.eus/entity/Q6362,Alaitz Aizpurua Sanz,Q59698198,Q59698198,http://www.wikidata.org/entity/Q59698198,alaitz-aizpurua-sanz,http://www.wikidata.org/entity/Q59698198
https://wikibase.inguma.eus/entity/Q5940,Katixa Dolhare Çaldumbide,Q25473817,Q25473817,http://www.wikidata.org/entity/Q25473817,katixa-dolhare-caldumbide,http://www.wikidata.org/entity/Q25473817
https://wikibase.inguma.eus/entity/Q6289,Ainhoa Berasaluze Correa,Q87115687,Q87115687,http://www.wikidata.org/entity/Q87115687,ainhoa-berasaluze-correa,http://www.wikidata.org/entity/Q87115687
https://wikibase.inguma.eus/entity/Q6115,Eva Martinez Hernandez,Q88364084,Q88364084,http://www.wikidata.org/entity/Q88364084,eva-martinez-hernandez,http://www.wikidata.org/entity/Q88364084
https://wikibase.inguma.eus/entity/Q5964,Ainara Ondarra Artieda,Q104668803,Q104668803,http://www.wikidata.org/entity/Q104668803,ainara-ondarra-artieda,http://www.wikidata.org/entity/Q104668803
https://wikibase.inguma.eus/entity/Q5867,Aiora Jaka Irizar,Q89584516,Q89584516,http://www.wikidata.org/entity/Q89584516,aiora-jaka-irizar,http://www.wikidata.org/entity/Q89584516
https://wikibase.inguma.eus/entity/Q6005,Jon Echeverria Plazaola,Q104668644,Q104668644,http://www.wikidata.org/entity/Q104668644,jon-echeverria-plazaola,http://www.wikidata.org/entity/Q104668644
https://wikibase.inguma.eus/entity/Q6054,José Domingo Villarroel Villamor,Q57452591,Q57452591,http://www.wikidata.org/entity/Q57452591,jose-domingo-villarroel-villamor,http://www.wikidata.org/entity/Q57452591
https://wikibase.inguma.eus/entity/Q6647,Maider Cilveti Perez,Q88351921,Q88351921,http://www.wikidata.org/entity/Q88351921,maider-cilveti-perez,http://www.wikidata.org/entity/Q88351921
https://wikibase.inguma.eus/entity/Q6665,Paul Bilbao Sarria,Q12265627,Q12265627,http://www.wikidata.org/entity/Q12265627,paul-bilbao-sarria,http://www.wikidata.org/entity/Q12265627
https://wikibase.inguma.eus/entity/Q6937,Elisabeth Arrieta Aranguren,Q104668697,Q104668697,http://www.wikidata.org/entity/Q104668697,elisabeth-arrieta-aranguren,http://www.wikidata.org/entity/Q104668697
https://wikibase.inguma.eus/entity/Q7193,Jose Mari Zendoia Sainz,Q104668681,Q104668681,http://www.wikidata.org/entity/Q104668681,jose-mari-zendoia-sainz,http://www.wikidata.org/entity/Q104668681
https://wikibase.inguma.eus/entity/Q7163,Koldo Zuazo Zelaieta,Q3138338,Q3138338,http://www.wikidata.org/entity/Q3138338,koldo-zuazo-zelaieta,http://www.wikidata.org/entity/Q3138338
https://wikibase.inguma.eus/entity/Q6635,Oier Imaz Alias,Q104668656,Q104668656,http://www.wikidata.org/entity/Q104668656,oier-imaz-alias,http://www.wikidata.org/entity/Q104668656
https://wikibase.inguma.eus/entity/Q6851,Irune Payros Agirre,Q85833585,Q85833585,http://www.wikidata.org/entity/Q85833585,irune-payros-agirre,http://www.wikidata.org/entity/Q85833585
https://wikibase.inguma.eus/entity/Q7144,Gaizka Zubiaur Etcheverry,Q99452759,Q99452759,http://www.wikidata.org/entity/Q99452759,gaizka-zubiaur-etcheverry,http://www.wikidata.org/entity/Q99452759
https://wikibase.inguma.eus/entity/Q6709,Iñaxio Azkoaga Lasheras,Q104668647,Q104668647,http://www.wikidata.org/entity/Q104668647,inaxio-azkoaga-lasheras,http://www.wikidata.org/entity/Q104668647
https://wikibase.inguma.eus/entity/Q6894,Alazne Aiestaran Yarza,Q86985917,Q86985917,http://www.wikidata.org/entity/Q86985917,alazne-aiestaran-yarza,http://www.wikidata.org/entity/Q86985917
https://wikibase.inguma.eus/entity/Q6483,Harkaitz Zubiri Esnaola,Q12258895,Q12258895,http://www.wikidata.org/entity/Q12258895,harkaitz-zubiri-esnaola,http://www.wikidata.org/entity/Q12258895
https://wikibase.inguma.eus/entity/Q6839,Iñaki Iurrebaso Biteri,Q104668648,Q104668648,http://www.wikidata.org/entity/Q104668648,inaki-iurrebaso-biteri,http://www.wikidata.org/entity/Q104668648
https://wikibase.inguma.eus/entity/Q6895,Sonia Garcia Delgado,Q86990867,Q86990867,http://www.wikidata.org/entity/Q86990867,sonia-garcia-delgado,http://www.wikidata.org/entity/Q86990867
https://wikibase.inguma.eus/entity/Q6940,Alvaro Marcos Gonzalez,Q104668689,Q104668689,http://www.wikidata.org/entity/Q104668689,alvaro-marcos-gonzalez,http://www.wikidata.org/entity/Q104668689
https://wikibase.inguma.eus/entity/Q6816,Amaia Alvarez Uria,Q75842626,Q75842626,http://www.wikidata.org/entity/Q75842626,amaia-alvarez-uria,http://www.wikidata.org/entity/Q75842626
https://wikibase.inguma.eus/entity/Q6470,Maria Gonzalez Gorosarri,Q81507972,Q81507972,http://www.wikidata.org/entity/Q81507972,maria-gonzalez-gorosarri,http://www.wikidata.org/entity/Q81507972
https://wikibase.inguma.eus/entity/Q7227,Iban Zaldua Gonzalez,Q3147387,Q3147387,http://www.wikidata.org/entity/Q3147387,iban-zaldua-gonzalez,http://www.wikidata.org/entity/Q3147387
https://wikibase.inguma.eus/entity/Q6891,J. Etxabarri,Q104668632,Q104668632,http://www.wikidata.org/entity/Q104668632,j-etxabarri,http://www.wikidata.org/entity/Q104668632
https://wikibase.inguma.eus/entity/Q6892,S. Bildarratz,Q104668630,Q104668630,http://www.wikidata.org/entity/Q104668630,s-bildarratz,http://www.wikidata.org/entity/Q104668630
https://wikibase.inguma.eus/entity/Q6397,Irune Allika Azpeitia,Q87760977,Q87760977,http://www.wikidata.org/entity/Q87760977,irune-allika-azpeitia,http://www.wikidata.org/entity/Q87760977
https://wikibase.inguma.eus/entity/Q6941,Igor Ahedo Gurrutxaga,Q90264864,Q90264864,http://www.wikidata.org/entity/Q90264864,igor-ahedo-gurrutxaga,http://www.wikidata.org/entity/Q90264864
https://wikibase.inguma.eus/entity/Q7152,Aitor Zuberogoitia Espilla,Q12252964,Q12252964,http://www.wikidata.org/entity/Q12252964,aitor-zuberogoitia-espilla,http://www.wikidata.org/entity/Q12252964
https://wikibase.inguma.eus/entity/Q6711,Jose Mari Esparza Zabalegi,Q16646163,Q16646163,http://www.wikidata.org/entity/Q16646163,jose-mari-esparza-zabalegi,http://www.wikidata.org/entity/Q16646163
https://wikibase.inguma.eus/entity/Q6669,Nerea Irakulis Arregi,Q87116033,Q87116033,http://www.wikidata.org/entity/Q87116033,nerea-irakulis-arregi,http://www.wikidata.org/entity/Q87116033
https://wikibase.inguma.eus/entity/Q7148,Mario Zubiaga Garate,Q56507700,Q56507700,http://www.wikidata.org/entity/Q56507700,mario-zubiaga-garate,http://www.wikidata.org/entity/Q56507700
