artikulua	wd	p1guid	inguma	title	data	wd_egileak	issue	sp	ep	doi	ojs_landing	pdf	wd_upload
https://wikibase.inguma.eus/entity/Q23468	Q76506841	https://wikibase.inguma.eus/entity/statement/Q23468-0EA6881B-A340-4BF9-A783-F354CA2C0089	euskal-sektore-aeronautikoa-eraketa-egoera-eta-berrikuntza-sistema-sektorialeko-eragileak	Euskal sektore aeronautikoa. Eraketa, egoera eta berrikuntza-sistema sektorialeko eragileak	2010-01-01T00:00:00Z	"""1"": ""Q104668704"""	72	23	56	10.26876/uztaro.72.2010.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4412	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4412/4521	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q27145	Q77312578	https://wikibase.inguma.eus/entity/statement/Q27145-A5FFCC30-DB48-4CF2-B90F-C38C679E2F47	galdegai-lekua-testu-hastapenetan-eta-ii-gipuzkoako-dantza-gogoangarrien-kondaira-liburuan	Galdegai-lekua-testu-hastapenetan (eta II) (Gipuzkoako dantza gogoangarrien kondaira liburuan)	2003-01-01T00:00:00Z	"""1"": ""Q77044007"""	46	41	59		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4122	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4122/4231	
https://wikibase.inguma.eus/entity/Q28333	Q76507286	https://wikibase.inguma.eus/entity/statement/Q28333-0D43C889-17E7-48EB-8DFF-684B88D36410	talde-identifikazioa-barne-taldearekiko-faboritismoa-eta-hautemandako-homogeneotasun-maila-testuinguru-soziopolitiko-desberdinetan-garatzen-ari-diren-haur-eta-nerabeengan	Talde-identifikazioa, barne-taldearekiko faboritismoa eta hautemandako homogeneotasun-maila testuinguru soziopolitiko desberdinetan garatzen ari diren haur eta nerabeengan	2002-01-01T00:00:00Z	"""2"": ""Q77299712"", ""3"": ""Q99340993"", ""1"": ""Q76877047"""	43	105	122		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4103	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4103/4212	
https://wikibase.inguma.eus/entity/Q15631	Q64007854	https://wikibase.inguma.eus/entity/statement/Q15631-2F0D352B-CBEB-4C19-A623-C09316FA3D70	nitrogenoa-iragana-eta-orainaldia-konektaturik	Nitrogenoa: iragana eta orainaldia konektaturik	2018-01-01T00:00:00Z	"""1"": ""Q58522151"", ""2"": ""Q42906923"", ""4"": ""Q99527595"", ""3"": ""Q59548652"", ""5"": ""Q64008023"""	107	25	34	10.26876/uztaro.107.2018.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4735	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4735/4844	
https://wikibase.inguma.eus/entity/Q35212	Q77312160	https://wikibase.inguma.eus/entity/statement/Q35212-F620686B-AB6A-4F8B-9313-6340FF098322	esanahiak-indizeak-eta-performatibitatea-gabonetako-erritu-baten-harira	Esanahiak, indizeak eta performatibitatea Gabonetako erritu baten harira	2011-01-01T00:00:00Z	"""1"": ""Q104668677"""	77	5	20	10.26876/uztaro.77.2011.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4454	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4454/4563	
https://wikibase.inguma.eus/entity/Q18762	Q77312012	https://wikibase.inguma.eus/entity/statement/Q18762-849F0921-AC9C-408D-9139-F0A7BDF43EB5	kategoria-aleen-tipikotasunaren-efektua-berreskuratzeak-eragindako-ahanztean	Kategoria-aleen tipikotasunaren efektua berreskuratzeak eragindako ahanztean	2014-01-01T00:00:00Z	"""2"": ""Q57910120"", ""3"": ""Q57910124"", ""1"": ""Q59698198"""	89	67	77	10.26876/uztaro.89.2014.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4545	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4545/4654	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q37442	Q130763300	https://wikibase.inguma.eus/entity/statement/Q37442-C8164A6D-1B0F-4F78-8452-01BE170742C1	hezkuntzaren-historia-jakintza-arloaren-ekarpena-hezkuntzako-profesionalen-unibertsitateko-prestakuntzan	Hezkuntzaren Historia jakintza-arloaren ekarpena hezkuntzako profesionalen unibertsitateko prestakuntzan	2022-01-01T00:00:00Z	"""1"": ""Q12261318"""	123	59	79	10.26876/uztaro.123.2022.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/5019	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/5019/5128	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q15416	Q64007845	https://wikibase.inguma.eus/entity/statement/Q15416-7F78FE4A-3524-4259-AFC0-8580E77A7D45	lehen-hezkuntzan-interneten-erabilera-arduratsua-lantzeko-formazio-ekintza	Lehen Hezkuntzan Interneten erabilera arduratsua lantzeko formazio-ekintza	2019-01-01T00:00:00Z	"""3"": ""Q64008015"", ""1"": ""Q58103058"", ""2"": ""Q64008009"""	108	5	26	10.26876/uztaro.108.2019.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4750	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4750/4859	
https://wikibase.inguma.eus/entity/Q36466	Q130761248	https://wikibase.inguma.eus/entity/statement/Q36466-C5EBD0B1-ECD6-450C-A463-8F1F4D7E3785	zaintza-lehenetsiko-bagenu-errenteriako-zaintza-sare-komunitarioaren-azterketa	Zaintza lehenetsiko bagenu: Errenteriako Zaintza Sare Komunitarioaren azterketa	2024-01-01T00:00:00Z	"""1"": ""Q130759759"""	128	73	92	10.26876/uztaro.5064	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/5064	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/5064/5171	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q23256	Q77312191	https://wikibase.inguma.eus/entity/statement/Q23256-E0B4408A-6781-4F1D-97CB-050B13794F8C	estiloaren-adierazpena-bizkaiko-eliz-arkitekturan-1850-1930	Estiloaren adierazpena Bizkaiko eliz arkitekturan (1850-1930)	2010-01-01T00:00:00Z	"""1"": ""Q104668664"""	73	5	20	10.26876/uztaro.73.2010.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4417	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4417/4526	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q14336	Q130763699	https://wikibase.inguma.eus/entity/statement/Q14336-AF673A14-E224-4BA0-9CFA-89D0B22D2EB8	hezkuntza-mugimendu-alternatiboa-euskal-autonomia-erkidegoan	Hezkuntza Mugimendu Alternatiboa Euskal Autonomia Erkidegoan	2020-01-01T00:00:00Z	"""1"": ""Q130759780"", ""2"": ""Q129109485"", ""3"": ""Q104668537"", ""4"": ""Q125848421"""	115	77	97	10.26876/uztaro.115.2020.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4917	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4917/5026	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q25802	Q77312430	https://wikibase.inguma.eus/entity/statement/Q25802-1970187B-734C-441F-A503-5446467A36DA	kreditu-europarrerantz-hurbiltzeko-eredu-estatistikoa-psikologiako-ikasketak-aztergai	Kreditu europarrerantz hurbiltzeko eredu estatistikoa. Psikologiako ikasketak aztergai	2005-01-01T00:00:00Z	"""1"": ""Q12269025"", ""2"": ""Q27916536"""	52	77	89		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4167	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4167/4276	
https://wikibase.inguma.eus/entity/Q34599	Q76507609	https://wikibase.inguma.eus/entity/statement/Q34599-5D154A7E-953D-4DDB-9A63-BE22340137B3	nortasuna-memoria-eta-botere-jokoak	Nortasuna, memoria eta botere-jokoak	1996-01-01T00:00:00Z	"""1"": ""Q12267904"""	17	47	57		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3848	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3848/3957	
https://wikibase.inguma.eus/entity/Q34497	Q76507356	https://wikibase.inguma.eus/entity/statement/Q34497-47F4808F-4316-4389-8216-17A494B3B923	prozesu-psikolinguistikoak-eta-eskizofrenia	Prozesu psikolinguistikoak eta eskizofrenia	2000-01-01T00:00:00Z	"""3"": ""Q84558284"", ""2"": ""Q99160083"", ""1"": ""Q84560181"""	34	97	112		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4047	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4047/4156	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q35150	Q130762982	https://wikibase.inguma.eus/entity/statement/Q35150-D4D9F0AB-B0A3-4312-BE8D-EF55180EF8C9	eskola-txiki-bateko-irakasle-talde-baten-harreman-pedagogikoen-analisia	Eskola Txiki bateko irakasle talde baten harreman pedagogikoen analisia	2022-01-01T00:00:00Z	"""2"": ""Q130759746"", ""1"": ""Q130759744"", ""3"": ""Q130759863"""	121	87	110	10.26876/uztaro.121.2022.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4995	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4995/5104	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q27450	Q77312558	https://wikibase.inguma.eus/entity/statement/Q27450-10A3CE57-BF7C-4A99-AEC0-C975D440708E	galdegai-lekua-testu-hastapenetan-i-horrela-bizi-bagina-beti-liburuan	"Galdegai-lekua testu-hastapenetan (I) (""Horrela bizi bagina beti"" liburuan)"	2003-01-01T00:00:00Z	"""1"": ""Q77044007"""	45	71	89		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4118	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4118/4227	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q35151			ikasleen-begirada-heriotzaren-aurrean-gizarte-hezkuntzako-ikasleen-ahotsak-jasotzen	Ikasleen begirada heriotzaren aurrean: Gizarte Hezkuntzako ikasleen ahotsak jasotzen	2022-01-01T00:00:00Z	"""2"": ""Q91962059"", ""1"": ""Q130759747"", ""3"": ""Q70573478"", ""4"": ""Q130759836"""	121	75	84	10.26876/uztaro.121.2022.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4994	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4994/5103	
https://wikibase.inguma.eus/entity/Q19721	Q77312088	https://wikibase.inguma.eus/entity/statement/Q19721-8980D5CE-F226-4865-B895-0EA5634F2DD7	garapenaren-psikologiaren-ikuspegi-historikoa-diziplinaren-sorrera-eta-finkapena	Garapenaren psikologiaren ikuspegi historikoa: diziplinaren sorrera eta finkapena	2013-01-01T00:00:00Z	"""4"": ""Q88149943"", ""2"": ""Q57569357"", ""3"": ""Q77299712"", ""1"": ""Q59698198"""	87	71	90	10.26876/uztaro.87.2013.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4527	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4527/4636	
https://wikibase.inguma.eus/entity/Q22979	Q77312222	https://wikibase.inguma.eus/entity/statement/Q22979-6708D7A7-43C8-445C-85DB-AA64FCCFC020	generoaren-eragina-komunikazioaren-garapenean-8-30-hilabete-bitarteko-haur-euskaldunetan	Generoaren eragina komunikazioaren garapenean 8-30 hilabete bitarteko haur euskaldunetan	2010-01-01T00:00:00Z	"""4"": ""Q87760967"", ""2"": ""Q57436919"", ""1"": ""Q83419347"", ""3"": ""Q77039105"""	75	69	86	10.26876/uztaro.75.2010.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4434	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4434/4543	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34581	Q130763031	https://wikibase.inguma.eus/entity/statement/Q34581-74EB68B6-66B0-4835-8704-B3BCBD248C8A	santamariaren-pentsamendu-atarikoa	Santamariaren pentsamendu atarikoa	1997-01-01T00:00:00Z	"""1"": ""Q3090538"""	20	61	76		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3870	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3870/3979	
https://wikibase.inguma.eus/entity/Q18771	Q77311985	https://wikibase.inguma.eus/entity/statement/Q18771-F19EE386-AA10-41EC-8A7D-96DA25EF6232	txapelketaren-gertaera-errituala-euskal-kulturaren-sinbolo-giltzarria	Txapelketaren gertaera errituala: euskal kulturaren sinbolo giltzarria	2014-01-01T00:00:00Z	"""1"": ""Q98815429"""	88	5	15	10.26876/uztaro.88.2014.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4533	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4533/4642	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q16523	Q77311833	https://wikibase.inguma.eus/entity/statement/Q16523-DB0F07AC-68C8-4A6A-B4A4-DD44A07FF714	ekonomia-eta-enpresaren-arloko-euskarazko-produkzio-zientifikoa-uztaron	"Ekonomia eta Enpresaren arloko euskarazko produkzio zientifikoa ""Uztaro""n"	2017-01-01T00:00:00Z	"""2"": ""Q86991807"", ""1"": ""Q88303116"""	100	59	61	10.26876/uztaro.100.berezia.2017.10	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4660	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4660/4769	
https://wikibase.inguma.eus/entity/Q23253	Q77312197	https://wikibase.inguma.eus/entity/statement/Q23253-A033942D-BF3E-4C93-8F56-7CEE329D3FC2	emakumeen-aurkako-indarkeria-eta-gizarte-hezkuntzako-unibertsitate-sinesmenak-prebentziorako-eta-heziketarako-bide-parte-hartzailea	Emakumeen aurkako indarkeria eta Gizarte Hezkuntzako unibertsitate-sinesmenak: prebentziorako eta heziketarako bide parte-hartzailea	2010-01-01T00:00:00Z	"""1"": ""Q104668662"", ""4"": ""Q81520407"", ""3"": ""Q104668661"", ""2"": ""Q104668663"""	73	71	91	10.26876/uztaro.73.2010.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4422	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4422/4531	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34571	Q76507544	https://wikibase.inguma.eus/entity/statement/Q34571-41ED511C-9915-4725-863B-FB4A5468F1FF	estatu-frantsesa-eta-iparraldeko-mugimendu-antimilitarista	Estatu frantsesa eta Iparraldeko mugimendu antimilitarista	1997-01-01T00:00:00Z	"""1"": ""Q16631683"""	21	113	128		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3950	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3950/4059	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34700	Q76507855	https://wikibase.inguma.eus/entity/statement/Q34700-5ACDD441-0B40-4F47-BC71-3BB43DAA9B3B	plangintza-eta-merkatua-kalecki-eta-kornai-ren-ikuspegiak	Plangintza eta merkatua: Kalecki eta Kornai-ren ikuspegiak	1992-01-01T00:00:00Z	"""1"": ""Q76876190"""	5	9	16		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3718	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3718/3827	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q35035			erresilientzia-prozesuak-irakaslegaien-prestakuntzan	Erresilientzia-prozesuak irakaslegaien prestakuntzan	2022-01-01T00:00:00Z	"""3"": ""Q130759866"", ""1"": ""Q130759881"", ""4"": ""Q130759801"", ""2"": ""Q130759845"""	122	59	76	10.26876/uztaro.122.2022.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/5008	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/5008/5117	
https://wikibase.inguma.eus/entity/Q34496	Q76507359	https://wikibase.inguma.eus/entity/statement/Q34496-CE4A4877-A71E-47C0-8A3D-9E5D3AF0A665	munstrokeria-desbideratze-gisa-herri-gogamenean-mustrokeriari-buruz	Munstrokeria desbideratze gisa herri-gogamenean. Mustrokeriari buruz	2000-01-01T00:00:00Z	"""1"": ""Q104668736"""	35	3	17		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4053	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4053/4162	
https://wikibase.inguma.eus/entity/Q14936	Q130763046	https://wikibase.inguma.eus/entity/statement/Q14936-95967B37-AFD7-4302-A88C-24B842346E7A	herri-ekimenen-erronkak-feminismotik-indartzen	Herri-ekimenen erronkak feminismotik indartzen	2019-01-01T00:00:00Z	"""1"": ""Q130759805"""	111	5	24	10.26876/uztaro.111.2019.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4771	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4771/4880	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34693	Q76507867	https://wikibase.inguma.eus/entity/statement/Q34693-9364454B-4262-4182-AD0C-6D5BA266F14C	nire-poesigintzaz	Nire poesigintzaz	1992-01-01T00:00:00Z	"""1"": ""Q12260896"""	5	133	138		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3730	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3730/3839	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q26498	Q77312519	https://wikibase.inguma.eus/entity/statement/Q26498-CD70855B-3542-4597-B995-48720AC74084	lana-eta-osasun-mentala-generoaren-ikuspegitik-azterturiko-etxeko-lanen-eta-langintzaren-estresa	Lana eta osasun mentala: generoaren ikuspegitik azterturiko etxeko lanen eta langintzaren estresa	2004-01-01T00:00:00Z	"""1"": ""Q57569357"""	51	99	108		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4156	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4156/4265	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34696	Q76507862	https://wikibase.inguma.eus/entity/statement/Q34696-D49F8962-1D62-4338-BACF-74A078159929	nafarroako-euskara-azterketa-dialektometrikoa	Nafarroako euskara: azterketa dialektometrikoa	1992-01-01T00:00:00Z	"""1"": ""Q45781758"""	5	59	109		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3721	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3721/3830	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q13839	Q130763094	https://wikibase.inguma.eus/entity/statement/Q13839-DC4FB504-64A8-4F46-8469-F884DA88A7DA	harrotasun-morala-oinarrizko-ikerketa-eta-hezkuntz-inplikazioak	Harrotasun morala: oinarrizko ikerketa eta hezkuntz-inplikazioak	2021-01-01T00:00:00Z	"""2"": ""Q130759795"", ""5"": ""Q90120881"", ""3"": ""Q130759794"", ""1"": ""Q85332497"", ""4"": ""Q85273370"""	118	129	145	10.26876/uztaro.118.2021.7	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4961	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4961/5070	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22170	Q77312130	https://wikibase.inguma.eus/entity/statement/Q22170-2154A184-7E4D-4FC9-A450-17E57E35E8D8	goiena-komunikazio-taldea-tokiko-talde-multimedia-baten-kasu-azterketa	Goiena Komunikazio Taldea: tokiko talde multimedia baten kasu-azterketa	2012-01-01T00:00:00Z	"""2"": ""Q104668740"", ""1"": ""Q12252964"""	83	71	89	10.26876/uztaro.83.2012.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4496	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4496/4605	
https://wikibase.inguma.eus/entity/Q16524	Q77311830	https://wikibase.inguma.eus/entity/statement/Q16524-7CA102A2-A671-409F-B6DB-BA4DA76FEEB6	hizkuntzaren-eremuko-jakintza-alorrak-eta-uztaro-aldizkariaren-ekarpenak-euskarazko-aldizkari-zientifikoen-langintzan	"Hizkuntzaren eremuko jakintza-alorrak eta ""Uztaro"" aldizkariaren ekarpenak euskarazko aldizkari zientifikoen langintzan"	2017-01-01T00:00:00Z	"""1"": ""Q12258485"""	100	53	57	10.26876/uztaro.100.berezia.2017.9	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4656	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4656/4765	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34666	Q76507804	https://wikibase.inguma.eus/entity/statement/Q34666-802F7564-8534-4B79-A627-DFA37B1E706A	pravda-eta-izvestia-sobietar-egunkariak	PRAVDA eta IZVESTIA sobietar egunkariak	1993-01-01T00:00:00Z	"""1"": ""Q12260635"""	8	63	91		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3759	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3759/3868	
https://wikibase.inguma.eus/entity/Q25804	Q77312427	https://wikibase.inguma.eus/entity/statement/Q25804-51557AA4-FBB2-4076-9243-DE12A5A07564	aro-berriko-euskal-herriko-itsas-ekonomiaren-historiaren-egoera	Aro Berriko Euskal Herriko itsas ekonomiaren historiaren egoera	2005-01-01T00:00:00Z	"""1"": ""Q87111593"""	52	9	32		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4162	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4162/4271	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q18391	Q77312026	https://wikibase.inguma.eus/entity/statement/Q18391-6769EB02-8B42-4F35-96F9-BD3E3E3D29E9	nazio-identitatea-eta-erreferentzialtasuna-eitbn-gaur-egun-albistegiaren-kasua	Nazio-identitatea eta erreferentzialtasuna EiTBn: Gaur Egun albistegiaren kasua	2014-01-01T00:00:00Z	"""1"": ""Q104668775"""	90	59	74	10.26876/uztaro.90.2014.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4559	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4559/4668	
https://wikibase.inguma.eus/entity/Q25801	Q77312434	https://wikibase.inguma.eus/entity/statement/Q25801-28C15179-8ED3-4CCE-86AA-B73B0FE2ED35	hezkuntzaren-helburu-zibikoak-eta-nazionalak-euskal-herriko-erakunde-abertzaleen-esanean	Hezkuntzaren helburu zibikoak eta nazionalak Euskal Herriko erakunde abertzaleen esanean	2005-01-01T00:00:00Z	"""1"": ""Q55688828"", ""2"": ""Q87066655"""	52	91	109		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4164	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4164/4273	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34682	Q76507882	https://wikibase.inguma.eus/entity/statement/Q34682-8831DFB7-4438-4A8E-8D69-74168297CA09	atzerritarrak-lan-zuzenbideko-ikuspegitik	Atzerritarrak lan-zuzenbideko ikuspegitik	1992-01-01T00:00:00Z	"""1"": ""Q99527975"""	6	125	141		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3739	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3739/3848	
https://wikibase.inguma.eus/entity/Q23251	Q77312201	https://wikibase.inguma.eus/entity/statement/Q23251-199751AF-EB1F-4592-91C1-9E4448C5B100	unibertsitate-ikasketetako-sexu-segregaziora-hurbilketa	Unibertsitate-ikasketetako sexu-segregaziora hurbilketa	2010-01-01T00:00:00Z	"""1"": ""Q88210040"""	73	93	111	10.26876/uztaro.73.2010.6	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4418	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4418/4527	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34479	Q76507427	https://wikibase.inguma.eus/entity/statement/Q34479-18DCF856-C5DE-41D9-87F0-CB8B00C52AE3	bila-ren-erabil-eremua	Bila-ren erabil-eremua	1999-01-01T00:00:00Z	"""1"": ""Q77044007"""	29	51	59		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4007	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4007/4116	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34466	Q76507459	https://wikibase.inguma.eus/entity/statement/Q34466-B655986F-5A5F-4C4D-A2F3-AA37A96C5D78	erlijioa-eta-herri-nortasuna-euskal-herrian-eta-quebec-en	Erlijioa eta herri-nortasuna Euskal Herrian eta Quebec-en	1999-01-01T00:00:00Z	"""1"": ""Q57078113"""	31	129	150		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4027	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4027/4136	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q26497	Q77312517	https://wikibase.inguma.eus/entity/statement/Q26497-07D3113F-F670-4CC2-8E26-52B7233795A2	basho-ren-basora-bazoaz-renkuaz-eta-haikuaz	Basho-ren basora bazoaz... (renkuaz eta haikuaz)	2004-01-01T00:00:00Z	"""2"": ""Q5698020"", ""1"": ""Q85826437"""	51	83	97		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4157	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4157/4266	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q34569	Q130763435	https://wikibase.inguma.eus/entity/statement/Q34569-671D0A72-DA68-4979-84A1-328C5E95CA8A	finantza-aukeren-analisia	Finantza-aukeren analisia	1997-01-01T00:00:00Z	"""1"": ""Q104668717"""	22	13	39		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3959	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3959/4068	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q17807	Q77311945	https://wikibase.inguma.eus/entity/statement/Q17807-470FC357-560A-4F0E-BEDD-EEAB339B3C3C	katzetaritzaren-garabideak-kalitatea-berrikuntza-eta-prestakuntza	Kazetaritzaren garabideak: Kalitatea, berrikuntza eta prestakuntza	2015-01-01T00:00:00Z	"""2"": ""Q99448553"", ""3"": ""Q86985917"", ""1"": ""Q99527609"", ""4"": ""Q77041012"""	93	19	42		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4582	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4582/4691	
https://wikibase.inguma.eus/entity/Q25001	Q77312346	https://wikibase.inguma.eus/entity/statement/Q25001-8B35C3CB-5BB6-409A-BFCC-F20CAAB04F7B	xix-mendeko-paper-gaineko-argazki-koloreztatuak	XIX. mendeko paper gaineko argazki koloreztatuak	2007-01-01T00:00:00Z	"""1"": ""Q87763672"""	62	11	31		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4319	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4319/4428	
https://wikibase.inguma.eus/entity/Q14691			rockaren-bilakaera-nazioarteko-testuinguru-ekonomikoan	Rockaren bilakaera nazioarteko testuinguru ekonomikoan	2020-01-01T00:00:00Z	"""1"": ""Q98841374"""	113	25	49	10.26876/uztaro.113.2020.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4897	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4897/5006	
https://wikibase.inguma.eus/entity/Q34553	Q76507479	https://wikibase.inguma.eus/entity/statement/Q34553-EAD53B79-BBAB-43E0-895A-C9D02601D013	balantzeen-eguneratzea-eta-bere-eragina-urteko-kontuetan	Balantzeen eguneratzea eta bere eragina urteko kontuetan	1998-01-01T00:00:00Z	"""1"": ""Q104668725"", ""2"": ""Q99340920"""	25	3	12		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3990	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3990/4099	2024-11-03T00:00:00Z
