artikulua	wd	p1guid	inguma	title	data	wd_egileak	issue	sp	ep	doi	ojs_landing	pdf	wd_upload
https://wikibase.inguma.eus/entity/Q34627	Q76507663	https://wikibase.inguma.eus/entity/statement/Q34627-D5582483-4B23-4043-B28A-7612604DEC49	pobrezia-eta-gizarte-laguntza-xvii-mendean-bizkaian	Pobrezia eta gizarte-laguntza XVII. mendean Bizkaian	1995-01-01T00:00:00Z	"""1"": ""Q98842868"""	14	3	9		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3814	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3814/3923	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q36720	Q130763079	https://wikibase.inguma.eus/entity/statement/Q36720-6130B8DF-F643-480F-B37D-F52774C9A1F6	gatazkak-ebazteko-bestelako-bideak-alternative-dispute-resolution-araudi-prozesal-zibilean-jurisdikzioaren-galga-ala-akuilu	Gatazkak ebazteko bestelako bideak (Alternative Dispute Resolution) araudi prozesal zibilean, jurisdikzioaren galga ala akuilu?	2023-01-01T00:00:00Z	"""1"": ""Q109490497"""	126	91	119	10.26876/uztaro.126.2023.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/5047	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/5047/5156	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q25534	Q77312455	https://wikibase.inguma.eus/entity/statement/Q25534-CCBBB4B3-75EB-4C3C-AE35-4C70E7290780	hizkuntza-orokorra-xede-berezietarako-hizkerak-hiztegi-batuaren-zeregina	Hizkuntza orokorra-xede berezietarako hizkerak Hiztegi Batuaren zeregina	2005-01-01T00:00:00Z	"""1"": ""Q2846535"""	55	49	60		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4190	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4190/4299	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q28380	Q76507276	https://wikibase.inguma.eus/entity/statement/Q28380-AB971F24-8E61-4C6A-9EBC-E045797B0D13	euskal-gatazka-prentsaren-portaera-eta-herritarren-iritzia-1998-2001	Euskal gatazka, prentsaren portaera eta herritarren iritzia (1998-2001)	2002-01-01T00:00:00Z	"""2"": ""Q86987645"", ""1"": ""Q77041012"""	42	85	101		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4102	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4102/4211	
https://wikibase.inguma.eus/entity/Q25004	Q77312338	https://wikibase.inguma.eus/entity/statement/Q25004-D2EE54B8-F75B-4646-8313-31F35C94277D	euskal-gizaki-autoalternatiboa-sozioekonomian-ii-atala	Euskal gizaki autoalternatiboa sozioekonomian (II. atala)	2007-01-01T00:00:00Z	"""1"": ""Q87111641"""	61	47	61		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4311	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4311/4420	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34667	Q76507802	https://wikibase.inguma.eus/entity/statement/Q34667-FBFC2A89-9AEE-4D72-87FB-5D12F94A69CF	perpaus-adjetibalak-albisteetako-testuetan	Perpaus adjetibalak albisteetako testuetan	1993-01-01T00:00:00Z	"""1"": ""Q98842230"""	8	53	61		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3760	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3760/3869	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34483	Q130763234	https://wikibase.inguma.eus/entity/statement/Q34483-B6872769-101C-4477-9A38-C364C255E1AA	komunitatea-eta-genero-harremanak-jj-rousseau-ren-pentsamenduan	Komunitatea eta genero-harremanak J.J. Rousseau-ren pentsamenduan	1999-01-01T00:00:00Z	"""1"": ""Q81509356"""	28	113	118		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3934	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3934/4043	
https://wikibase.inguma.eus/entity/Q34676	Q76507781	https://wikibase.inguma.eus/entity/statement/Q34676-0ADCA9D8-E3AE-4C20-BD27-4B9C4D526B07	europako-langile-mugimenduaren-protohistoria-inglaterrako-eta-frantziako	Europako langile-mugimenduaren protohistoria: Inglaterrako eta Frantziako...	1993-01-01T00:00:00Z	"""1"": ""Q98842868"""	7	55	75		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3747	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3747/3856	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q13724	Q130763846	https://wikibase.inguma.eus/entity/statement/Q13724-88BB04A4-321F-4720-BEB0-001822F913FD	herri-ipuingintza-euskal-eta-europar-tradizio-literarioetan-mari-xor-en-kasua	Herri-ipuingintza euskal eta europar tradizio literarioetan. Mari Xor-en kasua	2021-01-01T00:00:00Z	"""1"": ""Q130759837"""	119	121	142	10.26876/uztaro.119.2021.7	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4975	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4975/5084	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q36723	Q130762956	https://wikibase.inguma.eus/entity/statement/Q36723-F28B37A0-3464-4DB7-AF09-EE0C8196E423	esperientzia-gogor-goiztiarrak-bizi-izan-dituzten-haurren-eskolaratze-prozesuak-ikastetxe-baten-kasu-azterketa	Esperientzia gogor goiztiarrak bizi izan dituzten haurren eskolaratze-prozesuak. Ikastetxe baten kasu-azterketa	2023-01-01T00:00:00Z	"""2"": ""Q64008037"", ""1"": ""Q104668614"", ""4"": ""Q130759770"", ""3"": ""Q12258341"""	126	5	33	10.26876/uztaro.126.2023.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/5050	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/5050/5159	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34710	Q76507832	https://wikibase.inguma.eus/entity/statement/Q34710-D1566133-BA74-4F89-BC8E-D46AB21996B8	estatu-modernoaren-sorrera-thomas-hobbes-1588-1679	Estatu modernoaren sorrera: Thomas Hobbes (1588-1679)	1992-01-01T00:00:00Z	"""1"": ""Q104668548"""	4	3	23		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3710	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3710/3819	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22981	Q77312217	https://wikibase.inguma.eus/entity/statement/Q22981-58A8C7FC-E41C-44AE-A500-FBF021BCB4AF	errepresentazio-kolektiboen-kontzeptua-gizarte-multi-kulturalen-eta-plurinazionalen-erronka-instituzionala	Errepresentazio kolektiboen kontzeptua: gizarte multi-kulturalen eta plurinazionalen erronka instituzionala	2010-01-01T00:00:00Z	"""1"": ""Q104668656"""	75	35	46	10.26876/uztaro.75.2010.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4435	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4435/4544	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q14523			demokrazia-erradikala-euskal-nazio-askapenerako-mugimenduan	Demokrazia erradikala Euskal Nazio Askapenerako Mugimenduan	2020-01-01T00:00:00Z	"""1"": ""Q130759788"""	114	107	130	10.26876/uztaro.114.2020.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4909	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4909/5018	
https://wikibase.inguma.eus/entity/Q25187	Q77312325	https://wikibase.inguma.eus/entity/statement/Q25187-08C80A07-C268-4A3F-B134-666796B05CBA	erretiratuen-soslai-berria-konstruktu-teoriko-gisa	Erretiratuen soslai berria konstruktu teoriko gisa	2007-01-01T00:00:00Z	"""2"": ""Q88149943"", ""1"": ""Q57569357"""	60	89	105		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4305	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4305/4414	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q13838	Q130763609	https://wikibase.inguma.eus/entity/statement/Q13838-2BE49953-062D-4312-88CB-E1FC8A4E068D	herritartasuna-aztergai-zer-diote-hego-euskal-herriko-gizarte-mugimenduek	Herritartasuna aztergai: zer diote Hego Euskal Herriko gizarte-mugimenduek?	2021-01-01T00:00:00Z	"""4"": ""Q55688828"", ""5"": ""Q130759853"", ""3"": ""Q104668772"", ""1"": ""Q130759854"", ""2"": ""Q130759825"""	118	147	169	10.26876/uztaro.118.2021.8	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4955	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4955/5064	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q19734	Q130762713	https://wikibase.inguma.eus/entity/statement/Q19734-0236B662-5B1B-4E16-9729-C4643C7DF36A	hezkuntza-erakundeen-kudeaketa-orekatua-efqm-ereduna-oinarritutako-balanced-scorecard-akademikoa	"Hezkuntza-erakundeen kudeaketa orekatua: EFQM ereduna oinarritutako Balanced Scorecard ""akademikoa"""	2013-01-01T00:00:00Z	"""1"": ""Q104016657"", ""2"": ""Q104668770"""	85	5	29	10.26876/uztaro.85.2013.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4509	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4509/4618	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34638	Q76507764	https://wikibase.inguma.eus/entity/statement/Q34638-C769F7EF-5E28-47BC-8E53-EC7841299E32	euskararen-egoera-arrasaten	Euskararen egoera Arrasaten	1994-01-01T00:00:00Z	"""1"": ""Q12260772"""	12	121	134		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3799	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3799/3908	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q18150	Q76506704	https://wikibase.inguma.eus/entity/statement/Q18150-325B9CB4-0D99-4356-9845-FFF481E97045	euskararen-garrantzia-diskurtso-abertzalean-ardatz-ala-osagarri	Euskararen garrantzia diskurtso abertzalean: ardatz ala osagarri	2014-01-01T00:00:00Z	"""1"": ""Q104668706"", ""2"": ""Q55688828"""	91	67	82	10.26876/uztaro.91.2014.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4569	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4569/4678	
https://wikibase.inguma.eus/entity/Q34596	Q76507617	https://wikibase.inguma.eus/entity/statement/Q34596-62AEDE90-B0DA-497C-98E7-64842BBFEED1	kartel-politiko-sobietarra-propaganda-eredu-baten-azterketa-eskripto-ikonikoa	Kartel politiko sobietarra: propaganda eredu baten azterketa eskripto-ikonikoa	1996-01-01T00:00:00Z	"""1"": ""Q12260635"""	17	85	107		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3851	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3851/3960	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q28427	Q77312612	https://wikibase.inguma.eus/entity/statement/Q28427-8A72534A-BF4B-44E2-829B-101AD2617A55	euskal-federalismo-foruzalea-seiurteko-demokratikoan-1868-1873	Euskal federalismo foruzalea Seiurteko Demokratikoan (1868-1873)	2002-01-01T00:00:00Z	"""2"": ""Q81613879"", ""1"": ""Q57659657"""	40	37	62		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4087	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4087/4196	
https://wikibase.inguma.eus/entity/Q28334	Q76507284	https://wikibase.inguma.eus/entity/statement/Q28334-BF25EAA1-ECE5-439A-AA3B-582A68708858	euskarazko-herri-aldizkarien-funtzioak-hirugarren-milurtekoaren-atarian	Euskarazko herri-aldizkarien funtzioak hirugarren milurtekoaren atarian	2002-01-01T00:00:00Z	"""1"": ""Q99451998"""	43	67	83		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4105	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4105/4214	
https://wikibase.inguma.eus/entity/Q22412	Q76506834	https://wikibase.inguma.eus/entity/statement/Q22412-B4082249-CAF5-44BE-BE2E-4DA561F3775C	macarthur-bates-communicatives-development-inventories-tresnaren-bertsio-laburren-egokitzapena-euskarara	MacArthur-Bates Communicatives Development Inventories tresnaren bertsio laburren egokitzapena euskarara	2011-01-01T00:00:00Z	"""4"": ""Q77039105"", ""6"": ""Q98800182"", ""2"": ""Q83419347"", ""5"": ""Q87760967"", ""1"": ""Q99446797"", ""3"": ""Q57436919"""	79	49	73	10.26876/uztaro.79.2011.3	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4464	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4464/4573	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q24101	Q130762722	https://wikibase.inguma.eus/entity/statement/Q24101-7BB52399-57AE-490B-BE5E-48EF39BAA393	sozialdemokraziaren-eraberritzearen-bideez	Sozialdemokraziaren eraberritzearen bideez	2009-01-01T00:00:00Z	"""1"": ""Q99450297"""	68	57	68		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4293	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4293/4402	
https://wikibase.inguma.eus/entity/Q16527	Q77311814	https://wikibase.inguma.eus/entity/statement/Q16527-07A01CE5-6063-487A-A221-64198BFC0481	uztaro-aldizkariaren-ehungarren-zenbakiaren-testuinguru-akademikoaren-gaineko-gogoeta-bat	"""Uztaro"" aldizkariaren ehungarren zenbakiaren testuinguru akademikoaren gaineko gogoeta bat"	2017-01-01T00:00:00Z	"""1"": ""Q12261318"""	100	37	40	10.26876/uztaro.100.berezia.2017.6	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4659	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4659/4768	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34564	Q76507563	https://wikibase.inguma.eus/entity/statement/Q34564-98E60EFB-C176-4FDB-8C24-8598DAA97607	joanes-etxeberri-sarakoa-okzitaniako-tolosan-ikasle	Joanes Etxeberri Sarakoa Okzitaniako Tolosan ikasle	1997-01-01T00:00:00Z	"""1"": ""Q12258485"""	23	25	30		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3973	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3973/4082	
https://wikibase.inguma.eus/entity/Q34728	Q76507898	https://wikibase.inguma.eus/entity/statement/Q34728-B47BCE2C-ED54-4CE1-8819-2D211757C862	sexu-arteko-desberdinketa-haurren-irudietan	Sexu arteko desberdinketa haurren irudietan	1991-01-01T00:00:00Z	"""1"": ""Q12262586"""	1	131	137		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3681	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3681/3790	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q23666	Q77312272	https://wikibase.inguma.eus/entity/statement/Q23666-AB58703E-D725-4D24-9267-97661113D6E7	nafarroako-erlijio-eraikinen-jabetza-ikuspegi-historiko-juridiko-bat	Nafarroako erlijio-eraikinen jabetza: ikuspegi historiko-juridiko bat	2009-01-01T00:00:00Z	"""1"": ""Q27946710"""	71	71	85		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4405	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4405/4514	
https://wikibase.inguma.eus/entity/Q27075	Q77312591	https://wikibase.inguma.eus/entity/statement/Q27075-585E2467-6B74-4639-93F6-0910AB88F03E	irratiak-eta-internet-bat-eginda-hedabide-erraldoien-aurrean	Irratiak eta internet bat eginda, hedabide erraldoien aurrean	2003-01-01T00:00:00Z	"""1"": ""Q78201577"""	47	55	66		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4133	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4133/4242	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q31015	Q76507302	https://wikibase.inguma.eus/entity/statement/Q31015-77F93716-DA1E-4779-9956-7220FE560D9E	europar-kultura-egia-ala-gezurra	Europar kultura: egia ala gezurra?	2001-01-01T00:00:00Z	"""1"": ""Q12257391"""	37	3	17		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4060	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4060/4169	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34668	Q76507799	https://wikibase.inguma.eus/entity/statement/Q34668-C41A5805-5548-4D7F-994B-E80618E75FAD	hamarrenak-euskal-herrian-calahorrako-eliz-barrutia-xi-xiii-mendeetan	Hamarrenak Euskal Herrian: Calahorrako eliz barrutia XI-XIII. mendeetan	1993-01-01T00:00:00Z	"""1"": ""Q104668554"""	8	35	52		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3756	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3756/3865	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34681	Q76507884	https://wikibase.inguma.eus/entity/statement/Q34681-82CCA6CC-DFEE-4DC8-9EC1-527F17977743	nahitaezko-eskurapena-landa-akurapenetan-jabetza-eskuratzeko-eskubidea	Nahitaezko eskurapena landa-akurapenetan jabetza eskuratzeko eskubidea	1992-01-01T00:00:00Z	"""1"": ""Q98831590"""	6	143	164		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3740	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3740/3849	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34713	Q76507916	https://wikibase.inguma.eus/entity/statement/Q34713-B58B1704-78A4-4B5B-91D7-792E25619323	tonuarekin-lotutako-ulermen-mailako-testa	Tonuarekin lotutako ulermen mailako testa	1991-01-01T00:00:00Z	"""1"": ""Q12260040"""	3	97	108		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3703	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3703/3812	
https://wikibase.inguma.eus/entity/Q26546	Q77312497	https://wikibase.inguma.eus/entity/statement/Q26546-9B5BC343-C27E-4270-8EA9-65FABF641FB5	estandar-eta-dialektoen-arteko-bateratze-joerak-ikuspuntu-teorikotik-begirada-bat	Estandar eta dialektoen arteko bateratze-joerak (ikuspuntu teorikotik begirada bat)	2004-01-01T00:00:00Z	"""1"": ""Q45781758"""	50	45	57		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4148	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4148/4257	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q25536	Q77312450	https://wikibase.inguma.eus/entity/statement/Q25536-6E9D7FE9-5794-4160-8BA1-2DEEEFEF536A	ikuskaritza-jardueran-kalitate-kontrolak-europako-eremuaren-ikuspegitik	Ikuskaritza-jardueran kalitate-kontrolak Europako eremuaren ikuspegitik	2005-01-01T00:00:00Z	"""1"": ""Q86990867"""	55	9	28		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4192	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4192/4301	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34636	Q76507769	https://wikibase.inguma.eus/entity/statement/Q34636-D72E7FF5-F465-4C63-A2DF-DE3314744DE9	komunikabideak-nazioa-eta-boterea	Komunikabideak, nazioa eta boterea	1994-01-01T00:00:00Z	"""1"": ""Q56883032"""	12	143	153		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3801	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3801/3910	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q25387	Q77312403	https://wikibase.inguma.eus/entity/statement/Q25387-D440DDAA-D927-4BDA-A05B-EF8AC70E812B	ezagutzaren-dinamikak-eta-kultura-politikoak	Ezagutzaren dinamikak eta kultura politikoak	2006-01-01T00:00:00Z	"""1"": ""Q81507317"""	58	55	86		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4207	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4207/4316	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q19720	Q77312090	https://wikibase.inguma.eus/entity/statement/Q19720-AA0B8DF6-4E9B-46E8-941A-481803161DF7	gerra-iraultzailetik-nazionalismo-iraultzailera-nazio-arazoaren-eta-biolentziaren-inguruko-hausnarketaren-garapena-etan-1958-1970	Gerra iraultzailetik nazionalismo iraultzailera. Nazio-arazoaren eta biolentziaren inguruko hausnarketaren garapena ETAn (1958-1970)	2013-01-01T00:00:00Z	"""1"": ""Q104668757"""	87	93	110	10.26876/uztaro.87.2013.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4532	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4532/4641	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22322	Q77312116	https://wikibase.inguma.eus/entity/statement/Q22322-5C187828-EF87-40F0-9907-A6ECBB75CB1A	people-first-language-hizkuntza-politikoki-zuzena-elbarritasunaren-aurrean	People first language: hizkuntza politikoki zuzena elbarritasunaren aurrean	2012-01-01T00:00:00Z	"""1"": ""Q104668744"""	81	79	88	10.26876/uztaro.81.2012.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4482	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4482/4591	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34566	Q76507559	https://wikibase.inguma.eus/entity/statement/Q34566-6EC7A623-E990-4F25-8F2B-41F540196E1D	zaporearekiko-abertsioa-arratoietan-adiskide-pozoituaren-efektuan-hainbat	Zaporearekiko abertsioa arratoietan: adiskide pozoituaren efektuan hainbat...	1997-01-01T00:00:00Z	"""2"": ""Q47343738"", ""1"": ""Q99452364"", ""3"": ""Q27916536"""	22	69	80		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3961	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3961/4070	
https://wikibase.inguma.eus/entity/Q25185	Q77312331	https://wikibase.inguma.eus/entity/statement/Q25185-F9574ACF-BB93-490A-98E8-29CE2F61548C	globalizazioaren-bost-aurpegiak-gizarte-interkonektatua	Globalizazioaren bost aurpegiak. Gizarte interkonektatua	2007-01-01T00:00:00Z	"""1"": ""Q85827647"""	60	125	137		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4303	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4303/4412	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22413	Q130762774	https://wikibase.inguma.eus/entity/statement/Q22413-8A109425-DB1D-4BF9-BB26-13F9547021FD	julio-medem-eta-haren-unibertsoa-caotica-ana-eta-habitacion-en-roma-filmen-kasua	"Julio Medem eta haren unibertsoa: ""Catica Ana"" eta ""Habitacin en Roma"" filmen kasua"	2011-01-01T00:00:00Z	"""1"": ""Q104668666"""	79	25	47	10.26876/uztaro.79.2011.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4463	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4463/4572	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34711	Q76507918	https://wikibase.inguma.eus/entity/statement/Q34711-15AABF52-670C-485E-9698-24D48E233785	atzerritarren-eskubideak-konstituzio-espainiarraren-argitan	Atzerritarren eskubideak konstituzio espainiarraren argitan	1991-01-01T00:00:00Z	"""1"": ""Q104668623"""	3	123	145		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3708	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3708/3817	
https://wikibase.inguma.eus/entity/Q34649	Q76507736	https://wikibase.inguma.eus/entity/statement/Q34649-93810E76-AC9A-420E-B82D-DE68EA75E804	gatika-eta-urdulizko-azentu-ereduaz-i	Gatika eta Urdulizko azentu-ereduaz (I)	1994-01-01T00:00:00Z	"""1"": ""Q12260040"""	11	55	88		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3791	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3791/3900	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q16000	Q64007863	https://wikibase.inguma.eus/entity/statement/Q16000-C0A00649-E269-491C-B1EF-4A6852051235	gazteen-lonjen-fenomenoa-bermeon-eginiko-kasu-azterketa	Gazteen lonjen fenomenoa. Bermeon eginiko kasu-azterketa	2018-01-01T00:00:00Z	"""1"": ""Q64008019"", ""2"": ""Q78189893"""	104	47	59	10.26876/uztaro.104.2018.3	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4703	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4703/4812	
https://wikibase.inguma.eus/entity/Q27147	Q77312572	https://wikibase.inguma.eus/entity/statement/Q27147-2D3FB92C-DA3B-41A2-9DDB-82988F4F727C	joanes-uharte-donibanekoaren-zientzietarako-argimenen-azterketa-n-ikasleria-ikertzeko-eskainitako-bide-berriak	Joanes Uharte Donibanekoaren Zientzietarako Argimenen Azterketa-n ikasleria ikertzeko eskainitako bide berriak	2003-01-01T00:00:00Z	"""1"": ""Q12257881"""	46	3	10		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4126	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4126/4235	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34712	Q76507917	https://wikibase.inguma.eus/entity/statement/Q34712-6A6FB0AB-368F-4281-A1F3-EB18C4B11887	komunikabideen-eraginari-buruzko-ikerketa-ikuspegi-historiko-bat	Komunikabideen eraginari buruzko ikerketa: ikuspegi historiko bat	1991-01-01T00:00:00Z	"""1"": ""Q12253473"""	3	109	122		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3706	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3706/3815	
https://wikibase.inguma.eus/entity/Q34662	Q76507815	https://wikibase.inguma.eus/entity/statement/Q34662-6D576B19-5589-440F-9A8D-7E7C3FC370C0	langabezia-langabetuen-psikosoziologia	Langabezia: langabetuen psikosoziologia	1993-01-01T00:00:00Z	"""1"": ""Q12260477"""	8	133	163		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3761	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3761/3870	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q25390	Q77312395	https://wikibase.inguma.eus/entity/statement/Q25390-1824382B-C217-4E26-897B-03B8698C8872	publizitate-zuzenbidearen-egungo-egoera	Publizitate Zuzenbidearen egungo egoera	2006-01-01T00:00:00Z	"""2"": ""Q87115348"", ""1"": ""Q87116033"""	57	93	104		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4200	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4200/4309	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34625	Q76507668	https://wikibase.inguma.eus/entity/statement/Q34625-4A82AC02-1565-4200-874E-5CC99B95BEC3	hurbiltasun-zatidura-irrati-telebistetako-kazetaritzan-praktika-desegokia	Hurbiltasun-zatidura irrati-telebistetako kazetaritzan: praktika desegokia	1995-01-01T00:00:00Z	"""1"": ""Q12260077"""	14	49	60		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3817	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3817/3926	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34494	Q76507365	https://wikibase.inguma.eus/entity/statement/Q34494-D936DCEA-CD1C-4A7D-BC91-0AC207E624E7	latinetik-hizkuntza-erromanikoetara-euskararen-hurbileko-erromantzeak	Latinetik hizkuntza erromanikoetara: euskararen hurbileko erromantzeak	2000-01-01T00:00:00Z	"""1"": ""Q47089546"""	35	33	70		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4051	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4051/4160	2024-11-02T00:00:00Z
