145	Q2
1	Q13234
10	Q13225
100	Q13135
101	Q13134
102	Q13133
103	Q13132
104	Q13131
105	Q13130
106	Q13129
107	Q13128
108	Q13127
109	Q13126
11	Q13224
110	Q13125
111	Q13124
112	Q13123
113	Q13122
114	Q13121
115	Q13120
116	Q8640
117	Q13118
118	Q13117
119	Q13116
12	Q13223
120	Q13114
121	Q13114
122	Q13113
123	Q13112
124	Q13111
125	Q13110
126	Q13109
127	Q13108
128	Q13107
129	Q13106
13	Q11152
130	Q13105
131	Q13104
132	Q13103
133	Q13102
134	Q13101
135	Q13100
136	Q13099
137	Q7749
138	Q13097
139	Q13096
14	Q11152
140	Q13095
141	Q13094
142	Q13093
143	Q13092
144	Q13091
146	Q13089
147	Q2
148	Q13087
149	Q13086
15	Q13220
150	Q13085
151	Q13084
152	Q13083
153	Q13082
154	Q13081
155	Q13080
156	Q13079
157	Q34761
158	Q13077
159	Q13029
16	Q13219
160	Q13074
161	Q13073
162	Q13072
163	Q13071
164	Q13070
165	Q13069
166	Q13068
167	Q13067
168	Q13066
169	Q13065
17	Q13218
170	Q13064
171	Q13063
172	Q13062
173	Q13061
174	Q13060
175	Q13059
176	Q13058
177	Q8640
178	Q13056
179	Q13055
18	Q13217
180	Q13054
181	Q13053
182	Q13052
183	Q13051
184	Q13050
185	Q13049
186	Q13048
187	Q13047
188	Q13046
189	Q13045
19	Q13216
190	Q13044
191	Q13042
191	Q13043
192	Q13041
193	Q13040
194	Q13039
195	Q13038
196	Q13037
197	Q13036
198	Q13035
199	Q13034
2	Q13233
20	Q13215
200	Q13033
201	Q13032
202	Q13031
203	Q13030
204	Q13029
205	Q13028
206	Q13027
207	Q13026
208	Q13025
21	Q13214
210	Q13024
22	Q13213
23	Q13212
24	Q13211
25	Q13210
26	Q13209
27	Q13208
28	Q13207
29	Q13206
3	Q13229
30	Q13205
31	Q13204
32	Q13093
33	Q13202
34	Q13201
35	Q13086
36	Q13199
37	Q13198
38	Q13197
39	Q13196
4	Q13231
40	Q13195
41	Q13194
42	Q13193
43	Q7371
44	Q13191
45	Q13190
46	Q11035
47	Q13188
48	Q13187
49	Q13186
5	Q13230
50	Q13185
51	Q13184
52	Q13183
53	Q13182
54	Q13181
55	Q13180
56	Q13179
57	Q13177
58	Q13177
59	Q13176
6	Q13229
60	Q13175
61	Q13174
62	Q13173
63	Q13172
64	Q13171
65	Q13170
66	Q13169
67	Q13168
68	Q13167
69	Q13166
7	Q13228
70	Q13165
71	Q13164
72	Q13163
73	Q13162
74	Q13161
75	Q13160
76	Q13159
77	Q13158
78	Q13157
79	Q13156
8	Q13227
80	Q13155
81	Q13154
82	Q13153
83	Q13152
84	Q13151
85	Q13150
86	Q13149
87	Q13148
88	Q13147
89	Q13146
9	Q13226
90	Q13145
91	Q9639
92	Q13143
93	Q13142
94	Q13141
95	Q13140
96	Q13139
97	Q13138
98	Q13137
99	Q13136
215	Q34756
216	Q34755
217	Q34754
211	Q34760
212	Q34759
213	Q34758
214	Q34757
