izena	bdb_id
Ignazio Larramendi	https://bdb.bertsozale.eus/web/haitzondo/view/1198-ignazio-larramendi
Andoni Larrañaga	https://bdb.bertsozale.eus/web/haitzondo/view/1200-andoni-larranaga
Patxi Barbero	https://bdb.bertsozale.eus/web/haitzondo/view/1203-patxi-barbero
Gregorio  Larrañaga "Mañukorta"	https://bdb.bertsozale.eus/web/haitzondo/view/1204-gregorio-larranaga-manukorta
Anjel Larrañaga	https://bdb.bertsozale.eus/web/haitzondo/view/1206-anjel-larranaga
Antonio Larrarte	https://bdb.bertsozale.eus/web/haitzondo/view/1208-antonio-larrarte
Martzel Larrosa	https://bdb.bertsozale.eus/web/haitzondo/view/1218-martzel-larrosa
Manuel Lasarte	https://bdb.bertsozale.eus/web/haitzondo/view/1229-manuel-lasarte
Eusebio  Lasarte "Lasarte II"	https://bdb.bertsozale.eus/web/haitzondo/view/1230-eusebio-lasarte-lasarte-ii
Orlando Arreitunandia	https://bdb.bertsozale.eus/web/haitzondo/view/2111-orlando-arreitunandia
Iñigo Arzelus	https://bdb.bertsozale.eus/web/haitzondo/view/2141-inigo-arzelus
Ekaitz Astiz	https://bdb.bertsozale.eus/web/haitzondo/view/2146-ekaitz-astiz
Asier Azpiroz Iztueta	https://bdb.bertsozale.eus/web/haitzondo/view/2162-asier-azpiroz-iztueta
Eneko Beretxinaga	https://bdb.bertsozale.eus/web/haitzondo/view/2172-eneko-beretxinaga
German Urteaga Garmendia	https://bdb.bertsozale.eus/web/haitzondo/view/3186-german-urteaga-garmendia
Haritz Casabal	https://bdb.bertsozale.eus/web/haitzondo/view/2189-haritz-casabal
Ximun Cazaubon	https://bdb.bertsozale.eus/web/haitzondo/view/2192-ximun-cazaubon
Egoitz Eizagirre Aduriz	https://bdb.bertsozale.eus/web/haitzondo/view/2217-egoitz-eizagirre-aduriz
Amaia Elizagoien	https://bdb.bertsozale.eus/web/haitzondo/view/2222-amaia-elizagoien
Haritz Mujika	https://bdb.bertsozale.eus/web/haitzondo/view/3183-haritz-mujika
Mixel Etxekopar	https://bdb.bertsozale.eus/web/haitzondo/view/2280-mixel-etxekopar
Amaia Lasaga	https://bdb.bertsozale.eus/web/haitzondo/view/3181-amaia-lasaga
Aritz Garin	https://bdb.bertsozale.eus/web/haitzondo/view/2313-aritz-garin
Unai Gaztelumendi Arandia	https://bdb.bertsozale.eus/web/haitzondo/view/2321-unai-gaztelumendi-arandia
Nerea Ibarzabal	https://bdb.bertsozale.eus/web/haitzondo/view/3391-nerea-ibarzabal
Manu Goiogana	https://bdb.bertsozale.eus/web/haitzondo/view/2333-manu-goiogana
Iker Gorosterrazu	https://bdb.bertsozale.eus/web/haitzondo/view/2344-iker-gorosterrazu
Mikel Herran	https://bdb.bertsozale.eus/web/haitzondo/view/2355-mikel-herran
Bixente Hirigarai	https://bdb.bertsozale.eus/web/haitzondo/view/2358-bixente-hirigarai
Jon  Aiestaran "Txesta"	https://bdb.bertsozale.eus/web/haitzondo/view/90-jon-aiestaran-txesta
Leon Ainziart	https://bdb.bertsozale.eus/web/haitzondo/view/93-leon-ainziart
Fernando  Aire "Xalbador"	https://bdb.bertsozale.eus/web/haitzondo/view/94-fernando-aire-xalbador
Mixel  Aire "Xalbador II"	https://bdb.bertsozale.eus/web/haitzondo/view/95-mixel-aire-xalbador-ii
Joan Ignazio  Odriozola "Aizarna"	https://bdb.bertsozale.eus/web/haitzondo/view/100-joan-ignazio-odriozola-aizarna
Pedro  Aizpurua "Lilibe"	https://bdb.bertsozale.eus/web/haitzondo/view/108-pedro-aizpurua-lilibe
Karlos Aizpurua	https://bdb.bertsozale.eus/web/haitzondo/view/109-karlos-aizpurua
Patxi Aizpurua	https://bdb.bertsozale.eus/web/haitzondo/view/110-patxi-aizpurua
Oier Aizpurua Olaizola	https://bdb.bertsozale.eus/web/haitzondo/view/113-oier-aizpurua-olaizola
Ireneo Ajuria	https://bdb.bertsozale.eus/web/haitzondo/view/119-ireneo-ajuria
Ibon Ajuriagojeaskoa	https://bdb.bertsozale.eus/web/haitzondo/view/120-ibon-ajuriagojeaskoa
Justo Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/124-justo-alberdi
Jose  Alberdi "Txo"	https://bdb.bertsozale.eus/web/haitzondo/view/125-jose-alberdi-txo
Jesus  Alberdi "Egileor"	https://bdb.bertsozale.eus/web/haitzondo/view/127-jesus-alberdi-egileor
Koldo  Alberdi "Egileor II"	https://bdb.bertsozale.eus/web/haitzondo/view/128-koldo-alberdi-egileor-ii
Martin Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/129-martin-alberdi
Uxue Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/130-uxue-alberdi
Bernardo Alberro	https://bdb.bertsozale.eus/web/haitzondo/view/136-bernardo-alberro
Jesus Alberro	https://bdb.bertsozale.eus/web/haitzondo/view/137-jesus-alberro
Joakin Aldabe	https://bdb.bertsozale.eus/web/haitzondo/view/143-joakin-aldabe
Aitor Urbieta Aizpurua	https://bdb.bertsozale.eus/web/haitzondo/view/2642-aitor-urbieta-aizpurua
Imanol Uria	https://bdb.bertsozale.eus/web/haitzondo/view/2647-imanol-uria
Jone Uria Albizuri	https://bdb.bertsozale.eus/web/haitzondo/view/2648-jone-uria-albizuri
Jon Ander Urkiaga	https://bdb.bertsozale.eus/web/haitzondo/view/3602-jon-ander-urkiaga
Maialen Velarde	https://bdb.bertsozale.eus/web/haitzondo/view/2661-maialen-velarde
Peru Vidal	https://bdb.bertsozale.eus/web/haitzondo/view/2664-peru-vidal
Ane Zelaia	https://bdb.bertsozale.eus/web/haitzondo/view/2679-ane-zelaia
Izarne Zelaia	https://bdb.bertsozale.eus/web/haitzondo/view/2681-izarne-zelaia
Felipe Zelaieta	https://bdb.bertsozale.eus/web/haitzondo/view/2685-felipe-zelaieta
Leire Akizu	https://bdb.bertsozale.eus/web/haitzondo/view/2709-leire-akizu
Maialen Akizu	https://bdb.bertsozale.eus/web/haitzondo/view/2710-maialen-akizu
Xan Alkhat	https://bdb.bertsozale.eus/web/haitzondo/view/2712-xan-alkhat
Oier Aranzabal	https://bdb.bertsozale.eus/web/haitzondo/view/2716-oier-aranzabal
Ainhoa Mujika	https://bdb.bertsozale.eus/web/haitzondo/view/2728-ainhoa-mujika
Ramuntxo Christy	https://bdb.bertsozale.eus/web/haitzondo/view/2746-ramuntxo-christy
Mikel Olaizola	https://bdb.bertsozale.eus/web/haitzondo/view/2750-mikel-olaizola
Beñat Torres	https://bdb.bertsozale.eus/web/haitzondo/view/2761-benat-torres
Guillermo  Vegas "Txelmo"	https://bdb.bertsozale.eus/web/haitzondo/view/2762-guillermo-vegas-txelmo
Maria Luisa Petriarena	https://bdb.bertsozale.eus/web/haitzondo/view/3661-maria-luisa-petriarena
Ibai Lekuona	https://bdb.bertsozale.eus/web/haitzondo/view/4795-ibai-lekuona
Basilio Pujana	https://bdb.bertsozale.eus/web/haitzondo/view/1654-basilio-pujana
Ainara Razkin	https://bdb.bertsozale.eus/web/haitzondo/view/1658-ainara-razkin
Inazio Regillaga	https://bdb.bertsozale.eus/web/haitzondo/view/1660-inazio-regillaga
Migel Rekalde	https://bdb.bertsozale.eus/web/haitzondo/view/1662-migel-rekalde
Inazio Rekondo	https://bdb.bertsozale.eus/web/haitzondo/view/1664-inazio-rekondo
Jon Rementeria	https://bdb.bertsozale.eus/web/haitzondo/view/1665-jon-rementeria
Txato Renteria	https://bdb.bertsozale.eus/web/haitzondo/view/1666-txato-renteria
Juanjo Respaldiza	https://bdb.bertsozale.eus/web/haitzondo/view/1667-juanjo-respaldiza
Bizente  Retegi "Musarro"	https://bdb.bertsozale.eus/web/haitzondo/view/1670-bizente-retegi-musarro
Martin  Rezabal "Olaso"	https://bdb.bertsozale.eus/web/haitzondo/view/1671-martin-rezabal-olaso
Agin Laburu	https://bdb.bertsozale.eus/web/haitzondo/view/1672-agin-laburu
Jose Maria Roteta	https://bdb.bertsozale.eus/web/haitzondo/view/1679-jose-maria-roteta
Beltran Sahargun	https://bdb.bertsozale.eus/web/haitzondo/view/1691-beltran-sahargun
Jon Unai Aspe	https://bdb.bertsozale.eus/web/haitzondo/view/3117-jon-unai-aspe
Jesus Saizar	https://bdb.bertsozale.eus/web/haitzondo/view/1694-jesus-saizar
Leandro Salaberria	https://bdb.bertsozale.eus/web/haitzondo/view/1696-leandro-salaberria
Jose Migel  Salaberria Iraola "Panderi"	https://bdb.bertsozale.eus/web/haitzondo/view/1698-jose-migel-salaberria-iraola-panderi
Joxe Angel  Salegi "Lizarreta"	https://bdb.bertsozale.eus/web/haitzondo/view/1701-lizarreta
Jose Antonio  Salegi "Kortatxo"	https://bdb.bertsozale.eus/web/haitzondo/view/1702-jose-antonio-salegi-kortatxo
Kortatxo	https://bdb.bertsozale.eus/web/haitzondo/view/1703-kortatxo
Aitziber Bengoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/3088-aitziber-bengoetxea
Arkaitz Gomez	https://bdb.bertsozale.eus/web/haitzondo/view/3090-arkaitz-gomez
Arrate Illaro Etxebarria	https://bdb.bertsozale.eus/web/haitzondo/view/3091-arrate-illaro-etxebarria
Beñat Vidal	https://bdb.bertsozale.eus/web/haitzondo/view/3094-benat-vidal
Eneko Piedra	https://bdb.bertsozale.eus/web/haitzondo/view/3097-eneko-piedra
Eñaut Uruburu	https://bdb.bertsozale.eus/web/haitzondo/view/3098-eaut-uruburu
Gaizka Urtaran	https://bdb.bertsozale.eus/web/haitzondo/view/3109-gaizka-urtaran
Arrate Gaztelu	https://bdb.bertsozale.eus/web/haitzondo/view/3368-arrate-gaztelu
Ander Gerrikaetxebarria	https://bdb.bertsozale.eus/web/haitzondo/view/3371-ander-gerrikaetxebarria
Koldo Gezuraga	https://bdb.bertsozale.eus/web/haitzondo/view/3375-koldo-gezuraga
Maddalen Arzallus	https://bdb.bertsozale.eus/web/haitzondo/view/365-maddalen-arzallus
Jexus Arzallus	https://bdb.bertsozale.eus/web/haitzondo/view/366-jexus-arzallus
Luis Asea	https://bdb.bertsozale.eus/web/haitzondo/view/369-luis-asea
Jose Antonio  Astigarraga "Torretxiki"	https://bdb.bertsozale.eus/web/haitzondo/view/376-jose-antonio-astigarraga-torretxiki
Jose Antonio  Astigarraga "Mugarrita"	https://bdb.bertsozale.eus/web/haitzondo/view/377-jose-antonio-astigarraga-mugarrita
Xabi Astigarraga	https://bdb.bertsozale.eus/web/haitzondo/view/378-xabi-astigarraga
Andres Astiz Oderiz	https://bdb.bertsozale.eus/web/haitzondo/view/379-andres-astiz-oderiz
Jon Aurre	https://bdb.bertsozale.eus/web/haitzondo/view/387-jon-aurre
Iñaki Azarola	https://bdb.bertsozale.eus/web/haitzondo/view/394-inaki-azarola
Ximon Azarola	https://bdb.bertsozale.eus/web/haitzondo/view/397-simon-azarola
Joxe Joakin  Urbieta "Kaskazuri"	https://bdb.bertsozale.eus/web/haitzondo/view/1847-joxe-joakin-urbieta-kaskazuri
Mikel Urdangarin	https://bdb.bertsozale.eus/web/haitzondo/view/1849-mikel-urdangarin
Jose Luis Urdangarin	https://bdb.bertsozale.eus/web/haitzondo/view/1850-jose-luis-urdangarin
Iban Urdangarin	https://bdb.bertsozale.eus/web/haitzondo/view/1851-iban-urdangarin
Battit Crouspeyre	https://bdb.bertsozale.eus/web/haitzondo/view/3842-battit-crouspeyre
Xiber Uriarte	https://bdb.bertsozale.eus/web/haitzondo/view/1856-xiber-uriarte
Esteban  Uriarte "Utarre"	https://bdb.bertsozale.eus/web/haitzondo/view/1857-esteban-uriarte-utarre
Jesus Uriarte	https://bdb.bertsozale.eus/web/haitzondo/view/1859-jesus-uriarte
Juan Jose Uriarte	https://bdb.bertsozale.eus/web/haitzondo/view/1860-juan-jose-uriarte
Meltxor Uribe	https://bdb.bertsozale.eus/web/haitzondo/view/1864-meltxor-uribe
Mikel Retolaza	https://bdb.bertsozale.eus/web/haitzondo/view/3815-mikel-retolaza
Jose  Urkia Portu "Jose Gaztelu"	https://bdb.bertsozale.eus/web/haitzondo/view/1870-jose-urkia-portu-jose-gaztelu
Juan Bautista  Urkia "Gaztelu"	https://bdb.bertsozale.eus/web/haitzondo/view/1871-juan-bautista-urkia-gaztelu
Gazteluko Gorri	https://bdb.bertsozale.eus/web/haitzondo/view/1872-gazteluko-gorri
Inazio Urkidi	https://bdb.bertsozale.eus/web/haitzondo/view/1873-inazio-urkidi
Eneko Murgiondo	https://bdb.bertsozale.eus/web/haitzondo/view/3115-eneko-murgiondo
Eusebio Urresti	https://bdb.bertsozale.eus/web/haitzondo/view/1879-eusebio-urresti
Manuel Urretabizkaia	https://bdb.bertsozale.eus/web/haitzondo/view/1881-manuel-urretabizkaia
Tiburtzio Urrosolo	https://bdb.bertsozale.eus/web/haitzondo/view/1884-tiburtzio-urrosolo
Jesus Urrutia	https://bdb.bertsozale.eus/web/haitzondo/view/1888-jesus-urrutia
Eñaut Ibarra	https://bdb.bertsozale.eus/web/haitzondo/view/982-eaut-ibarra
Iratxe Ibarra	https://bdb.bertsozale.eus/web/haitzondo/view/983-iratxe-ibarra
Ximun  Ibarra "Zubikoa"	https://bdb.bertsozale.eus/web/haitzondo/view/984-ximun-ibarra-zubikoa
Joanes Ibarra	https://bdb.bertsozale.eus/web/haitzondo/view/985-joanes-ibarra
Pedro Ibarra	https://bdb.bertsozale.eus/web/haitzondo/view/987-pedro-ibarra
Piarres  Ibarrart "Bettiri"	https://bdb.bertsozale.eus/web/haitzondo/view/988-piarres-ibarrart-bettiri
Juan  Ibarzabal "Buztarri"	https://bdb.bertsozale.eus/web/haitzondo/view/990-juan-ibarzabal-buztarri
Karlos Ibarzabal	https://bdb.bertsozale.eus/web/haitzondo/view/992-karlos-ibarzabal
Ortzi Idoate	https://bdb.bertsozale.eus/web/haitzondo/view/995-ortzi-idoate
Iosu Igartua	https://bdb.bertsozale.eus/web/haitzondo/view/996-iosu-igartua
Euxebio Igartzabal	https://bdb.bertsozale.eus/web/haitzondo/view/997-euxebio-igartzabal
Jesus Mari Imaz	https://bdb.bertsozale.eus/web/haitzondo/view/1006-jesus-mari-imaz
Pedro Intxaurraga	https://bdb.bertsozale.eus/web/haitzondo/view/1016-pedro-intxaurraga
Eñaut Intxaurraga	https://bdb.bertsozale.eus/web/haitzondo/view/1017-eaut-intxaurraga
Inazio Intxausti	https://bdb.bertsozale.eus/web/haitzondo/view/1019-inazio-intxausti
Joxe Intxausti	https://bdb.bertsozale.eus/web/haitzondo/view/1021-joxe-intxausti
Jan Battit Inzabi Etxegarai	https://bdb.bertsozale.eus/web/haitzondo/view/1023-jan-battit-inzabi-etxegarai
Jose Inazio  Iñarra "Txintxua"	https://bdb.bertsozale.eus/web/haitzondo/view/1026-jose-inazio-iarra-txintxua
Agurtzane Iñurrategi	https://bdb.bertsozale.eus/web/haitzondo/view/1027-agurtzane-inurrategi
Felix Iñurrategi	https://bdb.bertsozale.eus/web/haitzondo/view/1029-felix-inurrategi
Ion Ansa	https://bdb.bertsozale.eus/web/haitzondo/view/209-ion-ansa
Iñaki Apalategi Astigarraga	https://bdb.bertsozale.eus/web/haitzondo/view/216-inaki-apalategi-astigarraga
Jagoba Apaolaza	https://bdb.bertsozale.eus/web/haitzondo/view/217-jagoba-apaolaza
Manex Apezena	https://bdb.bertsozale.eus/web/haitzondo/view/220-manex-apezena
Auspizio  Arakistain "Etxeberri"	https://bdb.bertsozale.eus/web/haitzondo/view/223-auspizio-arakistain-etxeberri
Antonio Aranbarri	https://bdb.bertsozale.eus/web/haitzondo/view/228-antonio-aranbarri
Jose Aranbarri	https://bdb.bertsozale.eus/web/haitzondo/view/230-jose-migel-aranbarri
Joxepa Antoni  Aranberri "Xenpelar"	https://bdb.bertsozale.eus/web/haitzondo/view/232-joxepa-antoni-aranberri-xenpelar
Peru Aranburu	https://bdb.bertsozale.eus/web/haitzondo/view/240-peru-aranburu
Jose Mari  Aranburu "Gabika"	https://bdb.bertsozale.eus/web/haitzondo/view/242-jose-mari-aranburu-gabika
Joxe Anjel Aranburu	https://bdb.bertsozale.eus/web/haitzondo/view/243-joxe-anjel-aranburu
Pello  Aranburu "Saikola"	https://bdb.bertsozale.eus/web/haitzondo/view/246-pello-aranburu-saikola
Patxi Arteagabeitia	https://bdb.bertsozale.eus/web/haitzondo/view/3645-patxi-arteagabeitia
Sabin Aranburu	https://bdb.bertsozale.eus/web/haitzondo/view/3229-sabin-aranburu
Saioa Arando	https://bdb.bertsozale.eus/web/haitzondo/view/248-saioa-arando
Ezkio Txiki	https://bdb.bertsozale.eus/web/haitzondo/view/253-ezkio-txiki
Irati Astondoa	https://bdb.bertsozale.eus/web/haitzondo/view/3260-irati-astondoa
Alaitz Areitio	https://bdb.bertsozale.eus/web/haitzondo/view/260-alaitz-areitio
Juan Mari Areitio	https://bdb.bertsozale.eus/web/haitzondo/view/261-juan-mari-areitio-ziarda
Joxe Fermin Argiñarena	https://bdb.bertsozale.eus/web/haitzondo/view/267-joxe-fermin-arginarena
Josu Telleria Uriarte	https://bdb.bertsozale.eus/web/haitzondo/view/1795-josu-telleria-uriarte
Izaskun Tellitu	https://bdb.bertsozale.eus/web/haitzondo/view/1801-izaskun-tellitu
Xabier  Terreros Gartzia "Terre"	https://bdb.bertsozale.eus/web/haitzondo/view/1802-xabier-terreros-gartzia-terre
Gorka Tolosa	https://bdb.bertsozale.eus/web/haitzondo/view/1805-gorka-tolosa
Piarres  Topet "Etxahun"	https://bdb.bertsozale.eus/web/haitzondo/view/1806-piarres-topet-etxahun
Mattin  Treku "Mattin"	https://bdb.bertsozale.eus/web/haitzondo/view/1807-mattin
Piarres Trounday	https://bdb.bertsozale.eus/web/haitzondo/view/1809-piarres-trounday
Piarres Trounday	https://bdb.bertsozale.eus/web/haitzondo/view/1810-piarres-trounday
Juana Manuela Irusta	https://bdb.bertsozale.eus/web/haitzondo/view/4572-juana-manuela-irusta-egia
Juan Jose  Ugartemendia "Sorondo"	https://bdb.bertsozale.eus/web/haitzondo/view/1822-juan-jose-ugartemendia-sorondo
Arkaitz Ugartetxea	https://bdb.bertsozale.eus/web/haitzondo/view/1823-arkaitz-ugartetxea
Beñat Ugartetxea	https://bdb.bertsozale.eus/web/haitzondo/view/1824-beat-ugartetxea
Inazio Unamuno	https://bdb.bertsozale.eus/web/haitzondo/view/1825-inazio-unamuno
Egoitz Unamuno	https://bdb.bertsozale.eus/web/haitzondo/view/1826-egoitz-unamuno
Jon Unanue	https://bdb.bertsozale.eus/web/haitzondo/view/1827-jon-unanue
Agustin Unsain	https://bdb.bertsozale.eus/web/haitzondo/view/1830-agustin-unsain
Bittor Uraga	https://bdb.bertsozale.eus/web/haitzondo/view/1833-bittor-uraga
Kepa Urain	https://bdb.bertsozale.eus/web/haitzondo/view/1834-kepa-urain
Jokin Uranga	https://bdb.bertsozale.eus/web/haitzondo/view/1837-jokin-uranga
Manuel  Uranga "Azkonar"	https://bdb.bertsozale.eus/web/haitzondo/view/1839-manuel-uranga-azkonar
Juan Mari Fernandez	https://bdb.bertsozale.eus/web/haitzondo/view/820-juan-mari-fernandez
Estitxu Fernandez	https://bdb.bertsozale.eus/web/haitzondo/view/821-estitxu-fernandez
Uxue Fernandez Lasa	https://bdb.bertsozale.eus/web/haitzondo/view/823-uxue-fernandez-lasa
Jose Mari Gabilondo	https://bdb.bertsozale.eus/web/haitzondo/view/827-jose-mari-gabilondo
Nahikari Gabilondo	https://bdb.bertsozale.eus/web/haitzondo/view/828-nahikari-gabilondo
Bautista Galarregi	https://bdb.bertsozale.eus/web/haitzondo/view/833-bautista-galarregi
Mikel Galarza	https://bdb.bertsozale.eus/web/haitzondo/view/835-mikel-galarza
Xabat Galletebeitia	https://bdb.bertsozale.eus/web/haitzondo/view/839-xabat-galletebeitia
Jose Garaikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/845-jose-garaikoetxea
Jose  Garate "Bentatxuri"	https://bdb.bertsozale.eus/web/haitzondo/view/851-jose-garate-bentatxuri
Jurgi Garitagoitia	https://bdb.bertsozale.eus/web/haitzondo/view/863-jurgi-garitagoitia
Ortzi Garitano	https://bdb.bertsozale.eus/web/haitzondo/view/864-ortzi-garitano
Patxi  Garmendia "Patxi Laja"	https://bdb.bertsozale.eus/web/haitzondo/view/866-patxi-garmendia-patxi-laja
Txomin Garmendia	https://bdb.bertsozale.eus/web/haitzondo/view/867-txomin-garmendia
Iban Garro	https://bdb.bertsozale.eus/web/haitzondo/view/3367-iban-garro
Beñat Gaztelurrutia	https://bdb.bertsozale.eus/web/haitzondo/view/879-beat-gaztelurrutia
Beñat Gaztelumendi	https://bdb.bertsozale.eus/web/haitzondo/view/880-benat-gaztelumendi
Naroa Geresta	https://bdb.bertsozale.eus/web/haitzondo/view/883-naroa-geresta
Jon Gerrero	https://bdb.bertsozale.eus/web/haitzondo/view/884-jon-gerrero
Juan Ramon Gerriko	https://bdb.bertsozale.eus/web/haitzondo/view/886-juan-ramon-gerriko
Sebastian Salegi	https://bdb.bertsozale.eus/web/haitzondo/view/1704-sebastian-salegi
Lander San Martin	https://bdb.bertsozale.eus/web/haitzondo/view/1706-lander-san-martin
Anjel San Migel	https://bdb.bertsozale.eus/web/haitzondo/view/1707-anjel-san-migel
Isidro San Migel	https://bdb.bertsozale.eus/web/haitzondo/view/1708-isidro-san-migel
Xabier San Migel	https://bdb.bertsozale.eus/web/haitzondo/view/1710-xabier-san-migel
Ruben Sanchez	https://bdb.bertsozale.eus/web/haitzondo/view/1714-ruben-sanchez
Juan Sansiñena	https://bdb.bertsozale.eus/web/haitzondo/view/1715-juan-sansinena
Pedro Santa Kruz	https://bdb.bertsozale.eus/web/haitzondo/view/1716-pedro-santa-kruz
Jesus Anjel Santa Kruz	https://bdb.bertsozale.eus/web/haitzondo/view/1717-jesus-anjel-santa-kruz
Juan Jose  Sarasola "Lexo"	https://bdb.bertsozale.eus/web/haitzondo/view/1728-juan-jose-sarasola-lexo
Alaitz Sarasola	https://bdb.bertsozale.eus/web/haitzondo/view/1731-alaitz-sarasola
Patrizio Sarasola	https://bdb.bertsozale.eus/web/haitzondo/view/1732-patrizio-sarasola
Aitor Sarasua	https://bdb.bertsozale.eus/web/haitzondo/view/1734-aitor-sarasua
Iñaki Sarasua	https://bdb.bertsozale.eus/web/haitzondo/view/1735-inaki-sarasua
Jon Sarasua	https://bdb.bertsozale.eus/web/haitzondo/view/1736-jon-sarasua
Deunoro Sardui	https://bdb.bertsozale.eus/web/haitzondo/view/1741-deunoro-sardui
Aitor Sarriegi	https://bdb.bertsozale.eus/web/haitzondo/view/1744-aitor-sarriegi
Manuel Sarrionandia	https://bdb.bertsozale.eus/web/haitzondo/view/1745-manuel-sarrionandia
Garikoitz Sarriugarte	https://bdb.bertsozale.eus/web/haitzondo/view/1748-garikoitz-sarriugarte
Maiteder Sasieta	https://bdb.bertsozale.eus/web/haitzondo/view/1751-maiteder-sasieta
Aetz Etxart	https://bdb.bertsozale.eus/web/haitzondo/view/4597-aetz-etxart
Joxepa Lekuona Aranburu	https://bdb.bertsozale.eus/web/haitzondo/view/4786-joxepa-lekuona-aranburu
Jokin Ansotegi	https://bdb.bertsozale.eus/web/haitzondo/view/4611-jokin-ansotegi
Peio Lago	https://bdb.bertsozale.eus/web/haitzondo/view/4612-peio-lago
Bittori Elizalde	https://bdb.bertsozale.eus/web/haitzondo/view/4620-bittori-elizalde
Ander Elorriaga	https://bdb.bertsozale.eus/web/haitzondo/view/4626-ander-elorriaga
Irune Basagoiti	https://bdb.bertsozale.eus/web/haitzondo/view/4629-irune-basagoiti
Joxepa Mitxelena	https://bdb.bertsozale.eus/web/haitzondo/view/4634-joxepa-mitxelena
Maria Asunzion Azeo Ezkerra	https://bdb.bertsozale.eus/web/haitzondo/view/4637-maria-azeo-ezkerra
Araitz Katarain	https://bdb.bertsozale.eus/web/haitzondo/view/4694-araitz-katarain
Irati Agesta	https://bdb.bertsozale.eus/web/haitzondo/view/4702-irati-agesta
Eki Mateorena	https://bdb.bertsozale.eus/web/haitzondo/view/4744-eki-mateorena
Batixta Borthiry-Sala	https://bdb.bertsozale.eus/web/haitzondo/view/4749-batixta-borthiry-sala
Bittor Salterain	https://bdb.bertsozale.eus/web/haitzondo/view/4865-bittor-salterain
Pedro  Ortuzar "Iturri"	https://bdb.bertsozale.eus/web/haitzondo/view/1574-pedro-ortuzar-iturri
Iker Osa	https://bdb.bertsozale.eus/web/haitzondo/view/1579-iker-osa
Leire Ostolaza	https://bdb.bertsozale.eus/web/haitzondo/view/1581-leire-ostolaza
Gorka  Ostolaza "Potxis"	https://bdb.bertsozale.eus/web/haitzondo/view/1582-gorka-ostolaza-potxis
Joseba Ostolaza	https://bdb.bertsozale.eus/web/haitzondo/view/1584-joseba-ostolaza
Asier Otamendi	https://bdb.bertsozale.eus/web/haitzondo/view/1587-asier-otamendi
Andoni Otamendi	https://bdb.bertsozale.eus/web/haitzondo/view/1588-andoni-otamendi
Luis Otamendi	https://bdb.bertsozale.eus/web/haitzondo/view/1589-luis-otamendi
Eneritz Otamendi	https://bdb.bertsozale.eus/web/haitzondo/view/1590-eneritz-otamendi
Meltxor Otamendi	https://bdb.bertsozale.eus/web/haitzondo/view/1593-meltxor-otamendi
Migel Antonio  Otamendi "Larraburu"	https://bdb.bertsozale.eus/web/haitzondo/view/1594-migel-antonio-otamendi-larraburu
Iñaki Otaño	https://bdb.bertsozale.eus/web/haitzondo/view/1596-inaki-otano
Joxe Bernardo  Otaño "Baria"	https://bdb.bertsozale.eus/web/haitzondo/view/1597-jose-bernardo-otao-baria
Pedro Mari  Otaño Tapia "Errekalde Zaharra"	https://bdb.bertsozale.eus/web/haitzondo/view/1598-pedro-mari-otano-tapia-errekalde-zaharra
Bartolo  Otegi "Apakintza"	https://bdb.bertsozale.eus/web/haitzondo/view/1599-bartolo-otegi-apakintza
Joanes  Oxalde	https://bdb.bertsozale.eus/web/haitzondo/view/1601-joanes-oxalde
Maider Otxandorena Zubeltzu	https://bdb.bertsozale.eus/web/haitzondo/view/1603-maider-otxandorena-zubeltzu
Balentin Otxoteko Porto	https://bdb.bertsozale.eus/web/haitzondo/view/1605-balentin-otxoteko-porto
Juan Mari  Otxotorena "Altzeako Itsua"	https://bdb.bertsozale.eus/web/haitzondo/view/1607-juan-mari-otxotorena-altzeako-itsua
Peli Pagazaortundua	https://bdb.bertsozale.eus/web/haitzondo/view/1609-peli-pagazaortundua
Josu Aldama	https://bdb.bertsozale.eus/web/haitzondo/view/149-josu-aldama
Aitor Aldasoro	https://bdb.bertsozale.eus/web/haitzondo/view/153-aitor-aldasoro
Anjel Aldaz	https://bdb.bertsozale.eus/web/haitzondo/view/157-anjel-aldaz
Juan Jose  Alkain "Udarregi"	https://bdb.bertsozale.eus/web/haitzondo/view/165-juan-jose-alkain-udarregi
Txaber Altube	https://bdb.bertsozale.eus/web/haitzondo/view/3209-txaber-altube
Fernando  Alkain "Alkain Zaharra"	https://bdb.bertsozale.eus/web/haitzondo/view/167-fernando-alkain
Ernest Alkhat	https://bdb.bertsozale.eus/web/haitzondo/view/169-ernest-alkhat
Louis Alkhat	https://bdb.bertsozale.eus/web/haitzondo/view/170-louis-alkhat
Egoitz Alkorta	https://bdb.bertsozale.eus/web/haitzondo/view/172-egoitz-alkorta
Joxe Mari Altuna Etxabe	https://bdb.bertsozale.eus/web/haitzondo/view/176-joxe-mari-altuna-etxabe
Lierni Altuna	https://bdb.bertsozale.eus/web/haitzondo/view/178-lierni-altuna
Enaitz Alustiza	https://bdb.bertsozale.eus/web/haitzondo/view/179-enaitz-alustiza
Iker Alustiza	https://bdb.bertsozale.eus/web/haitzondo/view/180-iker-alustiza
