izena	bdb_id
Mikel Altzuart	https://bdb.bertsozale.eus/web/haitzondo/view/186-mikel-altzuart
Txomin Amorena	https://bdb.bertsozale.eus/web/haitzondo/view/191-txomin-amorena
Gaizka Amondarain	https://bdb.bertsozale.eus/web/haitzondo/view/192-gaizka-amondarain
Xabier Amuriza	https://bdb.bertsozale.eus/web/haitzondo/view/194-xabier-amuriza
Saioa Amuriza	https://bdb.bertsozale.eus/web/haitzondo/view/197-saioa-amuriza
Jose Luis Anakabe	https://bdb.bertsozale.eus/web/haitzondo/view/199-jose-luis-anakabe
Irati Anda	https://bdb.bertsozale.eus/web/haitzondo/view/200-irati-anda
Jose Antonio  Gonzalez "Urrusti"	https://bdb.bertsozale.eus/web/haitzondo/view/927-jose-antonio-gonzalez-urrusti
Jesus Goñi	https://bdb.bertsozale.eus/web/haitzondo/view/930-jesus-goni
Luzia Goñi Olias	https://bdb.bertsozale.eus/web/haitzondo/view/931-luzia-goni-olias
Iker Goñi	https://bdb.bertsozale.eus/web/haitzondo/view/934-iker-goni
Bixente Gorostidi	https://bdb.bertsozale.eus/web/haitzondo/view/937-bixente-gorostidi
Jose Luis Gorrotxategi	https://bdb.bertsozale.eus/web/haitzondo/view/941-jose-luis-gorrotxategi
Iñaki Gurrutxaga	https://bdb.bertsozale.eus/web/haitzondo/view/947-iaki-gurrutxaga
Jose Mari Gurtubai	https://bdb.bertsozale.eus/web/haitzondo/view/948-jose-mari-gurtubai
Iskandar  Hamaway "Iski"	https://bdb.bertsozale.eus/web/haitzondo/view/949-iskandar-hamaway-iski
Jean Louis  Harinordoki "Laka"	https://bdb.bertsozale.eus/web/haitzondo/view/951-jean-louis-harinordoki-laka
Joanes  Harriet "Premundo"	https://bdb.bertsozale.eus/web/haitzondo/view/952-joanes-harriet-premundo
Manex Hiriart	https://bdb.bertsozale.eus/web/haitzondo/view/955-manex-hiriart
Josetxo Iantzi	https://bdb.bertsozale.eus/web/haitzondo/view/963-josetxo-iantzi
Paulo Iantzi	https://bdb.bertsozale.eus/web/haitzondo/view/967-paulo-iantzi
Bittor Ibarbia	https://bdb.bertsozale.eus/web/haitzondo/view/970-bittor-ibarbia
Nikolas Ibarguengoitia	https://bdb.bertsozale.eus/web/haitzondo/view/971-nikolas-ibarguengoitia
Kaxiano Ibarguren	https://bdb.bertsozale.eus/web/haitzondo/view/973-kaxiano-ibarguren
Miren Ibarluzea	https://bdb.bertsozale.eus/web/haitzondo/view/978-miren-ibarluzea
Lander  Ibarluzea "Aitxulua"	https://bdb.bertsozale.eus/web/haitzondo/view/979-lander-ibarluzea-aitxulua
Iñigo Ibarra	https://bdb.bertsozale.eus/web/haitzondo/view/980-inigo-ibarra
Josu Campo	https://bdb.bertsozale.eus/web/haitzondo/view/3116-josu-campo
Jose Mari  Segurola "Uztarri"	https://bdb.bertsozale.eus/web/haitzondo/view/1757-jose-mari-segurola-uztarri
Manuel  Sein "Xanpun"	https://bdb.bertsozale.eus/web/haitzondo/view/1759-manuel-sein-xanpun
Xabier Silveira	https://bdb.bertsozale.eus/web/haitzondo/view/1762-xabier-silveira
Soraluze Azkarate  "Koxkola"	https://bdb.bertsozale.eus/web/haitzondo/view/1766-soraluze-azkarate-koxkola
Diego  Soraluze "Otsolarre"	https://bdb.bertsozale.eus/web/haitzondo/view/1767-diego-soraluze-otsolarre
Jose Manuel  Soraluze Azkarate "Muno"	https://bdb.bertsozale.eus/web/haitzondo/view/1768-jose-manuel-soraluze-azkarate-muno
Joxe Antonio  Soraso "Zubeltzu"	https://bdb.bertsozale.eus/web/haitzondo/view/1769-joxe-antonio-soraso-zubeltzu
Joxe Mari  Sorozabal "Asteasu"	https://bdb.bertsozale.eus/web/haitzondo/view/1772-joxe-mari-sorozabal-asteasu
Jokin Sorozabal	https://bdb.bertsozale.eus/web/haitzondo/view/1773-jokin-sorozabal
Jean Pierre  Soudre "Larreko"	https://bdb.bertsozale.eus/web/haitzondo/view/1775-jean-pierre-soudre-larreko
Pablo Suberbiola	https://bdb.bertsozale.eus/web/haitzondo/view/1777-pablo-suberbiola
Jose Suinaga	https://bdb.bertsozale.eus/web/haitzondo/view/1779-jose-suinaga
Xabier Sukia	https://bdb.bertsozale.eus/web/haitzondo/view/1780-xabier-sukia
Garazi Taberna	https://bdb.bertsozale.eus/web/haitzondo/view/1784-garazi-taberna
Mikel Taberna	https://bdb.bertsozale.eus/web/haitzondo/view/1785-mikel-taberna
Argiñe Tejada	https://bdb.bertsozale.eus/web/haitzondo/view/1790-argie-tejada
Francisco  Tejado "Patxi Tellatu"	https://bdb.bertsozale.eus/web/haitzondo/view/1791-francisco-tejado-patxi-tellatu
Jose Telleria	https://bdb.bertsozale.eus/web/haitzondo/view/1792-jose-telleria
Millan Telleria	https://bdb.bertsozale.eus/web/haitzondo/view/1794-millan-telleria
Olatz Ibarluzea	https://bdb.bertsozale.eus/web/haitzondo/view/2366-olatz-ibarluzea
Mintxo Astiz Goñi	https://bdb.bertsozale.eus/web/haitzondo/view/3852-mintxo-astiz-goni
Iker Ibarrola	https://bdb.bertsozale.eus/web/haitzondo/view/2370-iker-ibarrola
Joanes Igeregi	https://bdb.bertsozale.eus/web/haitzondo/view/2373-joanes-igeregi
Xabi Igoa	https://bdb.bertsozale.eus/web/haitzondo/view/2374-xabi-igoa
Jose Luis  Barberia "Zili"	https://bdb.bertsozale.eus/web/haitzondo/view/3176-jose-luis-barberia-zili
Aissa Intxausti	https://bdb.bertsozale.eus/web/haitzondo/view/3402-aissa-intxausti
Ioar Tainta	https://bdb.bertsozale.eus/web/haitzondo/view/2386-ioar-tainta
Elyem Chej	https://bdb.bertsozale.eus/web/haitzondo/view/3173-elyem-chej
Javi Isasi Flores	https://bdb.bertsozale.eus/web/haitzondo/view/2415-javi-isasi-flores
Xabier Iturraspe	https://bdb.bertsozale.eus/web/haitzondo/view/2420-xabier-iturraspe
Amaia Iturriotz Etxaniz	https://bdb.bertsozale.eus/web/haitzondo/view/2422-amaia-iturriotz-etxaniz
Aimar Karrika	https://bdb.bertsozale.eus/web/haitzondo/view/2443-aimar-karrika
Jokin Labayen	https://bdb.bertsozale.eus/web/haitzondo/view/2448-jokin-labayen
Sahats Aleman	https://bdb.bertsozale.eus/web/haitzondo/view/3850-sahats-aleman
Oier Lakuntza	https://bdb.bertsozale.eus/web/haitzondo/view/2456-oier-lakuntza
Arnaitz Lasarte	https://bdb.bertsozale.eus/web/haitzondo/view/2465-arnaitz-lasarte
Xabi Lasa Arrizabalaga	https://bdb.bertsozale.eus/web/haitzondo/view/2467-xabi-lasa-arrizabalaga
Bixente Luku	https://bdb.bertsozale.eus/web/haitzondo/view/2488-bixente-luku
Manex Mantxola	https://bdb.bertsozale.eus/web/haitzondo/view/2496-manex-mantxola
Unai  Agirre Erezuma "Pako"	https://bdb.bertsozale.eus/web/haitzondo/view/4298-unai-agirre-erezuma-pako
Naroa Torralba	https://bdb.bertsozale.eus/web/haitzondo/view/4299-naroa-torralba
Gorka Pagonabarraga	https://bdb.bertsozale.eus/web/haitzondo/view/4300-gorka-pagonabarraga
Beñat Molina	https://bdb.bertsozale.eus/web/haitzondo/view/4303-benat-molina
Eneko Barruetabeña	https://bdb.bertsozale.eus/web/haitzondo/view/4305-eneko-barruetabena
Ander Sarriugarte	https://bdb.bertsozale.eus/web/haitzondo/view/4306-ander-sarriugarte
Maider Barañano	https://bdb.bertsozale.eus/web/haitzondo/view/4327-maider-baraano
Iker Apraiz	https://bdb.bertsozale.eus/web/haitzondo/view/4335-iker-apraiz
Mikel Aiartzaguena	https://bdb.bertsozale.eus/web/haitzondo/view/4340-mikel-aiartzaguena
Iker  Ormazabal "Tturko"	https://bdb.bertsozale.eus/web/haitzondo/view/4342-iker-ormazabal-tturko
Unai Izagirre	https://bdb.bertsozale.eus/web/haitzondo/view/4352-unai-izagirre
Aitor Irastortza Arrizurieta	https://bdb.bertsozale.eus/web/haitzondo/view/4354-aitor-irastortza-arrizurieta
Asier Urkiza	https://bdb.bertsozale.eus/web/haitzondo/view/4370-asier-urkiza
Garazi Navarro Ugarteburu	https://bdb.bertsozale.eus/web/haitzondo/view/4371-garazi-navarro-ugarteburu
Nahia Ibarzabal	https://bdb.bertsozale.eus/web/haitzondo/view/4372-nahia-ibarzabal
Peru Irastortza	https://bdb.bertsozale.eus/web/haitzondo/view/4376-peru-irastortza
Peru Astigarraga	https://bdb.bertsozale.eus/web/haitzondo/view/4380-peru-astigarraga
Maddalen Ruesgas	https://bdb.bertsozale.eus/web/haitzondo/view/4439-maddalen-ruesgas
Peru Aiartza	https://bdb.bertsozale.eus/web/haitzondo/view/4401-peru-aiartza
Aner  "Euzkitze"	https://bdb.bertsozale.eus/web/haitzondo/view/4414-aner-euzkitze
Markel Arriolabengoa	https://bdb.bertsozale.eus/web/haitzondo/view/315-markel-arriolabengoa
Iñigo Arrizabalaga	https://bdb.bertsozale.eus/web/haitzondo/view/316-inigo-arrizabalaga
Jon Ugutz  Arrizabalaga Bazterretxea "Arri"	https://bdb.bertsozale.eus/web/haitzondo/view/317-jon-ugutz-arrizabalaga-bazterretxea
Xabier  Arrizabalaga "Ziarda"	https://bdb.bertsozale.eus/web/haitzondo/view/319-xabier-arrizabalaga-ziarda
Gratien Alfaro	https://bdb.bertsozale.eus/web/haitzondo/view/3174-gratien-alfaro
Aritz Arrizabalaga	https://bdb.bertsozale.eus/web/haitzondo/view/320-aritz-arrizabalaga
Joanes  Arrosagarai	https://bdb.bertsozale.eus/web/haitzondo/view/323-joanes-arrosagarai
Frantzisko Arruti	https://bdb.bertsozale.eus/web/haitzondo/view/329-frantzisko-arruti
Agustin  Arruti "Izuela"	https://bdb.bertsozale.eus/web/haitzondo/view/332-agustin-arruti-izuela
Juan Bautista Artano	https://bdb.bertsozale.eus/web/haitzondo/view/336-juan-bautista-artano
Eneritz Artetxe Eizagirre	https://bdb.bertsozale.eus/web/haitzondo/view/340-eneritz-artetxe-eizagirre
Inazio Artetxe	https://bdb.bertsozale.eus/web/haitzondo/view/341-inazio-artetxe
Jose Maria Artetxe	https://bdb.bertsozale.eus/web/haitzondo/view/342-jose-maria-artetxe
Miren Artetxe	https://bdb.bertsozale.eus/web/haitzondo/view/345-miren-artetxe
Juan Artola	https://bdb.bertsozale.eus/web/haitzondo/view/352-juan-artola
Joseba Artza	https://bdb.bertsozale.eus/web/haitzondo/view/358-joseba-artza
Imanol Epelde	https://bdb.bertsozale.eus/web/haitzondo/view/701-imanol-epelde
Patxi  Erauskin "Patxi Errota"	https://bdb.bertsozale.eus/web/haitzondo/view/703-patxi-erauskin-patxi-errota
Xaturnino  Erauskin "Altzako Gaxtelu"	https://bdb.bertsozale.eus/web/haitzondo/view/704-xaturnino-erauskin-altzako-gaxtelu
Damian  Erdaide "Okana"	https://bdb.bertsozale.eus/web/haitzondo/view/705-damian-erdaide-okana
Abel Muniategi	https://bdb.bertsozale.eus/web/haitzondo/view/1475-abel-muniategi
Erramun Muniozguren	https://bdb.bertsozale.eus/web/haitzondo/view/1477-erramun-muniozguren
Unai Muñoa	https://bdb.bertsozale.eus/web/haitzondo/view/1480-unai-muoa
Fermin Muñoa	https://bdb.bertsozale.eus/web/haitzondo/view/1481-fermin-munoa
Maindi Murua	https://bdb.bertsozale.eus/web/haitzondo/view/1484-maindi-murua
Xumai Murua	https://bdb.bertsozale.eus/web/haitzondo/view/1485-xumai-murua
Iñaki Murua	https://bdb.bertsozale.eus/web/haitzondo/view/1488-inaki-murua
Martzelino Murua	https://bdb.bertsozale.eus/web/haitzondo/view/1490-martzelino-murua
Jose Mari Mutuberria	https://bdb.bertsozale.eus/web/haitzondo/view/1493-jose-mari-mutuberria
Juan Mari Narbaiza	https://bdb.bertsozale.eus/web/haitzondo/view/1496-juan-mari-narbaiza
Xabier Narbarte	https://bdb.bertsozale.eus/web/haitzondo/view/1497-xabier-narbarte
Andres  Narbarte "Xalto"	https://bdb.bertsozale.eus/web/haitzondo/view/1498-andres-narbarte-xalto
Xabier Nazabal	https://bdb.bertsozale.eus/web/haitzondo/view/1500-xabier-nazabal
Beñat Oribe	https://bdb.bertsozale.eus/web/haitzondo/view/3119-beat-oribe
Iñaki Odriozola	https://bdb.bertsozale.eus/web/haitzondo/view/1505-inaki-odriozola
Jose Inazio  Odriozola "Sokin"	https://bdb.bertsozale.eus/web/haitzondo/view/1506-jose-inazio-odriozola-sokin
Josu  Oiartzabal "Xamoa"	https://bdb.bertsozale.eus/web/haitzondo/view/1511-josu-oiartzabal-xamoa
Joxe Manuel Oiartzabal	https://bdb.bertsozale.eus/web/haitzondo/view/1512-joxe-manuel-oiartzabal
Andoni Rekondo Izagirre	https://bdb.bertsozale.eus/web/haitzondo/view/4817-andoni-rekondo-izagirre
Gorka Ojanguren	https://bdb.bertsozale.eus/web/haitzondo/view/1516-gorka-ojanguren
Iñigo Olabarri	https://bdb.bertsozale.eus/web/haitzondo/view/1517-inigo-olabarri
Iñigo Olaetxea	https://bdb.bertsozale.eus/web/haitzondo/view/1520-inigo-olaetxea
Luis Olaetxea Ubiria	https://bdb.bertsozale.eus/web/haitzondo/view/1522-luis-olaetxea-ubiria
Martin  Halsouet "Ttipi Urruñarra"	https://bdb.bertsozale.eus/web/haitzondo/view/3700-martin-halsouet-ttipi-urrunarra
Manuel  Olaizola Olaizola "Uztapide II"	https://bdb.bertsozale.eus/web/haitzondo/view/1525-manuel-olaizola-olaizola-uztapide-ii
Irati Majuelo	https://bdb.bertsozale.eus/web/haitzondo/view/3479-irati-majuelo
Manuel  Olaizola "Uztapide"	https://bdb.bertsozale.eus/web/haitzondo/view/1526-manuel-olaizola-uztapide
Eusebio  Olalde "Giputxe"	https://bdb.bertsozale.eus/web/haitzondo/view/1528-eusebio-olalde-giputxe
Antonio Olano	https://bdb.bertsozale.eus/web/haitzondo/view/1531-antonio-olano
Santiago Olasagasti	https://bdb.bertsozale.eus/web/haitzondo/view/1536-santiago-olasagasti
Bixente Olazar	https://bdb.bertsozale.eus/web/haitzondo/view/1543-bixente-olazar
Manuel Mari  Olaziregi "Bekoetxia"	https://bdb.bertsozale.eus/web/haitzondo/view/1546-manuel-mari-olaziregi-bekoetxia
Ander Oleaga	https://bdb.bertsozale.eus/web/haitzondo/view/1549-ander-oleaga
Javi Olibares	https://bdb.bertsozale.eus/web/haitzondo/view/1550-javi-olibares
Martin Oreja	https://bdb.bertsozale.eus/web/haitzondo/view/1559-martin-oreja
Juan  Ormaetxea "Taket"	https://bdb.bertsozale.eus/web/haitzondo/view/1560-juan-ormaetxea-taket
Unai Ormaetxea Zenikazelaia	https://bdb.bertsozale.eus/web/haitzondo/view/1564-unai-ormaetxea-zenikazelaia
Jon Ormazabal	https://bdb.bertsozale.eus/web/haitzondo/view/1566-jon-ormazabal
Jose  Ormazabal "Labanitza"	https://bdb.bertsozale.eus/web/haitzondo/view/1567-jose-ormazabal-labanitza
Felix  Ortuzar "Iturria II"	https://bdb.bertsozale.eus/web/haitzondo/view/1573-felix-ortuzar-iturria-ii
Joserra Etxebarria	https://bdb.bertsozale.eus/web/haitzondo/view/767-joserra-etxebarria
Faustino Etxebarria	https://bdb.bertsozale.eus/web/haitzondo/view/768-faustino-etxebarria
Alexandro Etxeberri Goienetxe	https://bdb.bertsozale.eus/web/haitzondo/view/774-alexandro-etxeberri-goienetxe
Haritz  Etxeberria "Ministro"	https://bdb.bertsozale.eus/web/haitzondo/view/776-haritz-etxeberria-ministro
Frantzisko  Etxeberria "Benta"	https://bdb.bertsozale.eus/web/haitzondo/view/777-frantzisko-etxeberria-benta
Gregorio Etxeberria	https://bdb.bertsozale.eus/web/haitzondo/view/780-gregorio-etxeberria
Inaxio  Etxeberria "Amanene"	https://bdb.bertsozale.eus/web/haitzondo/view/781-inaxio-etxeberria-amanene
Jose Inazio  Etxeberria "Merdillegi"	https://bdb.bertsozale.eus/web/haitzondo/view/783-jose-inazio-etxeberria-merdillegi
Ramon Etxeberria	https://bdb.bertsozale.eus/web/haitzondo/view/784-ramon-etxeberria
Segundo Etxeberria	https://bdb.bertsozale.eus/web/haitzondo/view/786-segundo-etxeberria
Patxi Etxeberria	https://bdb.bertsozale.eus/web/haitzondo/view/787-patxi-etxeberria
Joxe Inazio  Etxaburua "Asteasuko Itsua"	https://bdb.bertsozale.eus/web/haitzondo/view/790-joxe-inazio-etxaburua-asteasuko-itsua
Pedro Etxezarreta	https://bdb.bertsozale.eus/web/haitzondo/view/801-pedro-etxezarreta
Eusebio Ezeiza	https://bdb.bertsozale.eus/web/haitzondo/view/807-eusebio-ezeiza
Klemente  Ezkurdia "Gorriti"	https://bdb.bertsozale.eus/web/haitzondo/view/811-klemente-ezkurdia-gorriti
Txomin Ezponda	https://bdb.bertsozale.eus/web/haitzondo/view/813-txomin-ezponda
Euxebio  Fagoaga "Fagoaga I"	https://bdb.bertsozale.eus/web/haitzondo/view/815-euxebio-fagoaga-fagoaga-i
Joxemari  Fagoaga "Fagoaga II"	https://bdb.bertsozale.eus/web/haitzondo/view/816-joxemari-fagoaga-fagoaga-ii
Antton Fernandez	https://bdb.bertsozale.eus/web/haitzondo/view/817-antton-fernandez
Arantzazu Fernandez De Arroiabe	https://bdb.bertsozale.eus/web/haitzondo/view/818-arantzazu-fernandez-de-arroiabe
Jose Mari Zubinaga	https://bdb.bertsozale.eus/web/haitzondo/view/1995-jose-mari-zubinaga
Jose Zubizarreta	https://bdb.bertsozale.eus/web/haitzondo/view/2003-jose-zubizarreta
Juan Mari  Zubizarreta "Etxeberritxo"	https://bdb.bertsozale.eus/web/haitzondo/view/2004-juan-mari-zubizarreta-etxeberritxo
Luis  Zubizarreta "Otsolarre"	https://bdb.bertsozale.eus/web/haitzondo/view/2005-luis-zubizarreta-otsolarre
Rafael  Zubizarreta "Zendoia"	https://bdb.bertsozale.eus/web/haitzondo/view/2007-rafael-zubizarreta-zendoia
Tiburzio Zubizarreta	https://bdb.bertsozale.eus/web/haitzondo/view/2008-tiburzio-zubizarreta
Inazio Mari  Zubizarreta "Errementeri"	https://bdb.bertsozale.eus/web/haitzondo/view/2009-inazio-mari-zubizarreta-errementeri
Julen Zulaika	https://bdb.bertsozale.eus/web/haitzondo/view/2012-julen-zulaika
Manuel Andres  Zulaika "Untzon"	https://bdb.bertsozale.eus/web/haitzondo/view/2013-manuel-andres-zulaika-untzon
Jose Antonio Zulaika	https://bdb.bertsozale.eus/web/haitzondo/view/2015-jose-antonio-zulaika
Galder  Bilbao "Txapi"	https://bdb.bertsozale.eus/web/haitzondo/view/2026-galder-bilbao-txapi
German  Uriguen "Etxegiña"	https://bdb.bertsozale.eus/web/haitzondo/view/2030-german-uriguen-etxegia
Arkaitz  Oiartzabal "Xamoa"	https://bdb.bertsozale.eus/web/haitzondo/view/2031-arkaitz-oiartzabal-xamoa
Miel Mari  Elosegi "Luze"	https://bdb.bertsozale.eus/web/haitzondo/view/2034-miel-mari-elosegi-luze
Jon Ruiz de Pinedo	https://bdb.bertsozale.eus/web/haitzondo/view/3110-jon-ruiz-de-pinedo
Oskar Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/2054-oskar-alberdi
Iñaki Aleman	https://bdb.bertsozale.eus/web/haitzondo/view/2061-inaki-aleman
Amaia Altube	https://bdb.bertsozale.eus/web/haitzondo/view/2066-amaia-altube
Miren Amuriza	https://bdb.bertsozale.eus/web/haitzondo/view/2078-miren-amuriza
Josune Aramendi	https://bdb.bertsozale.eus/web/haitzondo/view/3191-josune-aramendi
Jose Antonio  Gesalaga "Zaldubi II"	https://bdb.bertsozale.eus/web/haitzondo/view/887-jose-antonio-gesalaga-zaldubi-ii
Xiomara Gezuraga	https://bdb.bertsozale.eus/web/haitzondo/view/891-xiomara-gezuraga
Unai Gijarro	https://bdb.bertsozale.eus/web/haitzondo/view/893-unai-guijarro
Ñarro	https://bdb.bertsozale.eus/web/haitzondo/view/895-arro
Jose Inazio  Goenaga "Gorri"	https://bdb.bertsozale.eus/web/haitzondo/view/896-jose-inazio-goenaga-gorri
Florentino Goiburu	https://bdb.bertsozale.eus/web/haitzondo/view/899-florentino-goiburu
Arkaitz Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/900-arkaitz-goikoetxea
Ekaitz Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/901-ekaitz-goikoetxea
Irati Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/902-irati-goikoetxea
Martin Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/903-martin-goikoetxea
Pello Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/905-pello-goikoetxea
Ibon Goikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/907-ibon-goikoetxea
Juanito  Goikoetxea "Akotei"	https://bdb.bertsozale.eus/web/haitzondo/view/911-juanito-goikoetxea-akotei
Danel Goikolea	https://bdb.bertsozale.eus/web/haitzondo/view/913-danel-goikolea
Mikel Goiriena	https://bdb.bertsozale.eus/web/haitzondo/view/915-mikel-goiriena
Andoni Goitia	https://bdb.bertsozale.eus/web/haitzondo/view/916-andoni-goitia
Iñigo Goienola	https://bdb.bertsozale.eus/web/haitzondo/view/918-inigo-goienola
Joseba Goienola	https://bdb.bertsozale.eus/web/haitzondo/view/919-joseba-goienola
Manu Gomez	https://bdb.bertsozale.eus/web/haitzondo/view/921-manu-gomez
Rikardo Gonzalez de Durana	https://bdb.bertsozale.eus/web/haitzondo/view/925-rikardo-gonzalez-de-durana
Nagore Lopez De Luzuriaga	https://bdb.bertsozale.eus/web/haitzondo/view/1327-nagore-lopez-de-luzuriaga
Serapio Lopez	https://bdb.bertsozale.eus/web/haitzondo/view/1330-serapio-lopez
Manuel  Lujanbio "Txirrita"	https://bdb.bertsozale.eus/web/haitzondo/view/1334-txirrita
Anjel Lujanbio	https://bdb.bertsozale.eus/web/haitzondo/view/1335-anjel-lujanbio
Juan Jose  Lujanbio "Saiburu"	https://bdb.bertsozale.eus/web/haitzondo/view/1336-juan-jose-lujanbio-saiburu
Maialen Lujanbio	https://bdb.bertsozale.eus/web/haitzondo/view/1338-maialen-lujanbio
Jose Antonio  Luluaga "Pello Kirten"	https://bdb.bertsozale.eus/web/haitzondo/view/1339-jose-antonio-luluaga-pello-kirten
Joakin  Luzuriaga "Segurako Itsua"	https://bdb.bertsozale.eus/web/haitzondo/view/1340-joakin-luzuriaga-segurako-itsua
Bautista Madariaga	https://bdb.bertsozale.eus/web/haitzondo/view/1341-bautista-madariaga
Xalbador Madariaga	https://bdb.bertsozale.eus/web/haitzondo/view/1342-xalbador-madariaga
Peru Magdalena	https://bdb.bertsozale.eus/web/haitzondo/view/1346-peru-magdalena
Txomin Magdalena	https://bdb.bertsozale.eus/web/haitzondo/view/1347-txomin-magdalena
Jon Maia	https://bdb.bertsozale.eus/web/haitzondo/view/1349-jon-maia
Modesto  Maiz "Okelar II"	https://bdb.bertsozale.eus/web/haitzondo/view/1351-modesto-maiz-okelar-ii
Roman  Maiz "Okelar"	https://bdb.bertsozale.eus/web/haitzondo/view/1352-roman-maiz-okelar
Franzisko Mandiola	https://bdb.bertsozale.eus/web/haitzondo/view/1359-franzisko-mandiola
Jose Antonio  Manterola "Zatain"	https://bdb.bertsozale.eus/web/haitzondo/view/1360-jose-antonio-manterola-zatain
Jaime Manterola	https://bdb.bertsozale.eus/web/haitzondo/view/1362-jaime-manterola
Markos Manterola	https://bdb.bertsozale.eus/web/haitzondo/view/1366-markos-manterola
Manuela Zubiaurre	https://bdb.bertsozale.eus/web/haitzondo/view/1367-manuela-zubiaurre
Olegario	https://bdb.bertsozale.eus/web/haitzondo/view/23-olegario
Itziartxo	https://bdb.bertsozale.eus/web/haitzondo/view/25-itziartxo
Prudentzio  Abarrategi "Besamotza"	https://bdb.bertsozale.eus/web/haitzondo/view/29-prudentzio-abarrategi-besamotza
Eneko  Abasolo "Abarkas"	https://bdb.bertsozale.eus/web/haitzondo/view/30-eneko-abasolo-abarkas
Lontxo Aburuza	https://bdb.bertsozale.eus/web/haitzondo/view/32-lontxo-aburuza
Amaia Agiriano	https://bdb.bertsozale.eus/web/haitzondo/view/41-amaia-agiriano
Amaia Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/43-amaia-agirre
Manex Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/44-manex-agirre
Joxe Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/49-joxe-agirre
Jon Agirre Garmendia	https://bdb.bertsozale.eus/web/haitzondo/view/50-jon-agirre-garmendia
Gillen Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/51-gillen-agirre
Unai Agirre Goia	https://bdb.bertsozale.eus/web/haitzondo/view/53-unai-agirre-goia
Jon Agirre Ojanguren	https://bdb.bertsozale.eus/web/haitzondo/view/61-jon-agirre-ojanguren
Bittor  Agirre "Bitti"	https://bdb.bertsozale.eus/web/haitzondo/view/62-bittor-agirre-bitti
Julen Eizagirre	https://bdb.bertsozale.eus/web/haitzondo/view/3324-julen-eizagirre
Iker Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/63-iker-agirre
Zeferino Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/69-zeferino-agirre
Ainhoa Agirreazaldegi	https://bdb.bertsozale.eus/web/haitzondo/view/72-ainhoa-agirreazaldegi
Julen Agirreburualde	https://bdb.bertsozale.eus/web/haitzondo/view/75-julen-agirreburualde
Mikel Aiertza	https://bdb.bertsozale.eus/web/haitzondo/view/89-mikel-aiertza
Fredi Paia	https://bdb.bertsozale.eus/web/haitzondo/view/1614-fredi-paia
Itxaso Paia	https://bdb.bertsozale.eus/web/haitzondo/view/1615-itxaso-paia
Xabi Paya	https://bdb.bertsozale.eus/web/haitzondo/view/1616-xabi-paya
Frantses Txikia	https://bdb.bertsozale.eus/web/haitzondo/view/1619-frantses-txikia
Pello Mari  Etxaburua "Asteasuko Itsua"	https://bdb.bertsozale.eus/web/haitzondo/view/1620-pello-mari-etxaburua-asteasuko-itsua
Jazinta Arruti	https://bdb.bertsozale.eus/web/haitzondo/view/4573-jazinta-arruti
Anjel Mari Peñagarikano	https://bdb.bertsozale.eus/web/haitzondo/view/1624-anjel-mari-penagarikano
Oihane Perea	https://bdb.bertsozale.eus/web/haitzondo/view/1625-oihane-perea
Olatz Perea	https://bdb.bertsozale.eus/web/haitzondo/view/1626-olatz-perea
Aitziber Perez De Karkamo	https://bdb.bertsozale.eus/web/haitzondo/view/1627-aitziber-perez-de-karkamo
Xabier  "Euzkitze"	https://bdb.bertsozale.eus/web/haitzondo/view/1628-xabier-euzkitze
Bautista Perurena	https://bdb.bertsozale.eus/web/haitzondo/view/1631-bautista-perurena
Estanis Perurena	https://bdb.bertsozale.eus/web/haitzondo/view/1632-estanis-perurena
Juan Perurena	https://bdb.bertsozale.eus/web/haitzondo/view/1634-juan-perurena
Pello Perurena	https://bdb.bertsozale.eus/web/haitzondo/view/1636-pello-perurena
Bingen Sainz	https://bdb.bertsozale.eus/web/haitzondo/view/3118-bingen-sainz
Juan Frantzisko  Petriarena "Xenpelar"	https://bdb.bertsozale.eus/web/haitzondo/view/1640-juan-frantzisko-petriarena-xenpelar
Iñaki Petxarroman	https://bdb.bertsozale.eus/web/haitzondo/view/1643-inaki-petxarroman
Iñaki Plazaola	https://bdb.bertsozale.eus/web/haitzondo/view/1647-inaki-plazaola
Pudent	https://bdb.bertsozale.eus/web/haitzondo/view/1653-pudent
Manuel Basabe	https://bdb.bertsozale.eus/web/haitzondo/view/448-manuel-basabe
Juanjo Basterra	https://bdb.bertsozale.eus/web/haitzondo/view/454-juanjo-basterra
Iñaki Basterretxea	https://bdb.bertsozale.eus/web/haitzondo/view/458-inaki-basterretxea
