"wikidata"	"wikidatalink"	"source_page"	"instance_of"	"part_of"	"subclass_of"	"eu"	"eu_wikipedia"	"es"	"es_wikipedia"	"en"	"en_wikipedia"	"fr"	"fr_wikipedia"	"it"	"it_wikipedia"	"de"	"de_wikipedia"	"pt"	"pt_wikipedia"	"ca"	"ca_wikipedia"	"cs"	"cs_wikipedia"
"Q372973"	"https://wikidata.org/wiki/Q372973"	"Aquamarine (color)"	"https://wikidata.org/wiki/Q1075
https://wikidata.org/wiki/Q376431"	"https://wikidata.org/wiki/Q7915816
https://wikidata.org/wiki/Q3858954"	"https://wikidata.org/wiki/Q180778
https://wikidata.org/wiki/Q3133"			"aguamarina"	"https://es.wikipedia.org/wiki/Aguamarina_(color)"	"aquamarine"	"https://en.wikipedia.org/wiki/Aquamarine_(color)"	"aigue-marine"	"https://fr.wikipedia.org/wiki/Aigue-marine_(couleur)"	"acquamarina"	"https://it.wikipedia.org/wiki/Acquamarina_(colore)"	"Aquamarin"		"água-marinha"	"https://pt.wikipedia.org/wiki/Água-marinha_(cor)"	"aiguamarina"	"https://ca.wikipedia.org/wiki/Aiguamarina_(color)"	"akvamarínová"		
"Q6568034"	"https://wikidata.org/wiki/Q6568034"	"List of Crayola crayon colors"	"https://wikidata.org/wiki/Q13406463"	""	""			"lista de colores de crayones Crayola"	"https://es.wikipedia.org/wiki/Anexo:Colores_de_crayones_Crayola"	"list of Crayola crayon colors"	"https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors"	"liste des couleurs des crayons Crayola"		"lista dei colori e pastelli Crayola"	"https://it.wikipedia.org/wiki/Colori_e_pastelli_Crayola"									
"Q906936"	"https://wikidata.org/wiki/Q906936"	"Lime (color)"	"https://wikidata.org/wiki/Q1075
https://wikidata.org/wiki/Q56053097"	""	"https://wikidata.org/wiki/Q21864306
https://wikidata.org/wiki/Q3133"			"lima"	"https://es.wikipedia.org/wiki/Lima_(color)"	"lime"	"https://en.wikipedia.org/wiki/Lime_(color)"	"lime"	"https://fr.wikipedia.org/wiki/Lime_(couleur)"	"lime"	"https://it.wikipedia.org/wiki/Lime_(colore)"	"Limette"		"lima"	"https://pt.wikipedia.org/wiki/Lima_(cor)"	"llima"	"https://ca.wikipedia.org/wiki/Llima_(color)"			
"Q19847180"	"https://wikidata.org/wiki/Q19847180"	"Shades of green"	""	""	"https://wikidata.org/wiki/Q3133
https://wikidata.org/wiki/Q372948"			"variedades de verde"		"shade of green"	"https://en.wikipedia.org/wiki/Shades_of_green"	"nuances de vert"		"tonalità di verde"		"Grüntöne"				"tonalitat de verd"		"odstín zelené"		
"Q4802709"	"https://wikidata.org/wiki/Q4802709"	"Arylide yellow"	"https://wikidata.org/wiki/Q408115"	""	""			"amarillo monoazo"	"https://es.wikipedia.org/wiki/Amarillo_monoazo"	"Arylide yellow"	"https://en.wikipedia.org/wiki/Arylide_yellow"					"Arylidgelb"	"https://de.wikipedia.org/wiki/Arylidgelb"							
"Q3958716"	"https://wikidata.org/wiki/Q3958716"	"Shades of gray"	"https://wikidata.org/wiki/Q97380911"	""	"https://wikidata.org/wiki/Q372948"			"variedades de gris"		"shade of grey"	"https://en.wikipedia.org/wiki/Shades_of_gray"	"nuance de gris"		"sfumature di grigio"	"https://it.wikipedia.org/wiki/Sfumature_di_grigio"	"Grauton"						"odstíny šedé"		
"Q6568034"	"https://wikidata.org/wiki/Q6568034"	"List of Crayola crayon colors"	"https://wikidata.org/wiki/Q13406463"	""	""			"lista de colores de crayones Crayola"	"https://es.wikipedia.org/wiki/Anexo:Colores_de_crayones_Crayola"	"list of Crayola crayon colors"	"https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors"	"liste des couleurs des crayons Crayola"		"lista dei colori e pastelli Crayola"	"https://it.wikipedia.org/wiki/Colori_e_pastelli_Crayola"									
"Q19847194"	"https://wikidata.org/wiki/Q19847194"	"Shades of orange"	"https://wikidata.org/wiki/Q97380911"	""	"https://wikidata.org/wiki/Q372948"			"variedades de naranja"	"https://es.wikipedia.org/wiki/Melón_(color)"	"shade of orange"	"https://en.wikipedia.org/wiki/Shades_of_orange"	"nuance d'orange"				"Orangeton"				"tonalitats de taronja"				
"Q410217"	"https://wikidata.org/wiki/Q410217"	"Aureolin"	"https://wikidata.org/wiki/Q376431"	""	""			"aureolina"	"https://es.wikipedia.org/wiki/Aureolina"	"aureolin"	"https://en.wikipedia.org/wiki/Aureolin"	"auréoline"				"Aureolin"								
"Q6568034"	"https://wikidata.org/wiki/Q6568034"	"List of Crayola crayon colors"	"https://wikidata.org/wiki/Q13406463"	""	""			"lista de colores de crayones Crayola"	"https://es.wikipedia.org/wiki/Anexo:Colores_de_crayones_Crayola"	"list of Crayola crayon colors"	"https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors"	"liste des couleurs des crayons Crayola"		"lista dei colori e pastelli Crayola"	"https://it.wikipedia.org/wiki/Colori_e_pastelli_Crayola"									
