"wikidata"	"wikidatalink"	"source_page"	"instance_of"	"part_of"	"subclass_of"	"eu"	"eu_wikipedia"	"es"	"es_wikipedia"	"en"	"en_wikipedia"	"fr"	"fr_wikipedia"	"it"	"it_wikipedia"	"de"	"de_wikipedia"	"pt"	"pt_wikipedia"	"ca"	"ca_wikipedia"	"cs"	"cs_wikipedia"
"Q3093436"	"https://wikidata.org/wiki/Q3093436"	"Grand Theft Auto clone"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q867123
https://wikidata.org/wiki/Q343568"			"Clon de GTA"	"https://es.wikipedia.org/wiki/Clon_de_GTA"	"Grand Theft Auto clone"	"https://en.wikipedia.org/wiki/Grand_Theft_Auto_clone"	"GTA-like"	"https://fr.wikipedia.org/wiki/GTA-like"					"clone de Grand Theft Auto"	"https://pt.wikipedia.org/wiki/Clone_de_Grand_Theft_Auto"	"clon de GTA"	"https://ca.wikipedia.org/wiki/Clon_de_GTA"			
"Q132730"	"https://wikidata.org/wiki/Q132730"	"Grand Theft Auto"	"https://wikidata.org/wiki/Q7058673"	""	""	"Grand Theft Auto"	"https://eu.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://es.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://en.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://fr.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://it.wikipedia.org/wiki/Grand_Theft_Auto_(serie)"	"Grand Theft Auto"	"https://de.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://pt.wikipedia.org/wiki/Grand_Theft_Auto"	"Grand Theft Auto"	"https://ca.wikipedia.org/wiki/Grand_Theft_Auto_(saga)"	"Grand Theft Auto"	"https://cs.wikipedia.org/wiki/Grand_Theft_Auto"	
"Q19643088"	"https://wikidata.org/wiki/Q19643088"	"Metroidvania"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q343568
https://wikidata.org/wiki/Q828322"	"Metroidvania"		"metroidvania"	"https://es.wikipedia.org/wiki/Metroidvania"	"Metroidvania"	"https://en.wikipedia.org/wiki/Metroidvania"	"metroidvania"	"https://fr.wikipedia.org/wiki/Metroidvania"	"metroidvania"	"https://it.wikipedia.org/wiki/Metroidvania"	"Metroidvania"	"https://de.wikipedia.org/wiki/Metroidvania"	"metroidvania"	"https://pt.wikipedia.org/wiki/Metroidvania"	"metroidvania"		"metroidvania"	"https://cs.wikipedia.org/wiki/Metroidvania"	
"Q858523"	"https://wikidata.org/wiki/Q858523"	"Stealth game"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q7889"			"videojuego de sigilo"	"https://es.wikipedia.org/wiki/Videojuego_de_sigilo"	"stealth game"	"https://en.wikipedia.org/wiki/Stealth_game"	"jeu d'infiltration"	"https://fr.wikipedia.org/wiki/Jeu_d'infiltration"	"videogioco stealth"	"https://it.wikipedia.org/wiki/Videogioco_stealth"	"Stealth-Computerspiel"	"https://de.wikipedia.org/wiki/Stealth-Computerspiel"	"jogo eletrônico de stealth"	"https://pt.wikipedia.org/wiki/Jogo_eletrônico_de_furtividade"	"videojoc de sigil"	"https://ca.wikipedia.org/wiki/Videojoc_de_sigil"	"stealthovka"	"https://cs.wikipedia.org/wiki/Stealth_videohra"	
"Q333967"	"https://wikidata.org/wiki/Q333967"	"Survival horror"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q343568
https://wikidata.org/wiki/Q11338014"	"survival horror"	"https://eu.wikipedia.org/wiki/Survival_horror"	"survival horror"	"https://es.wikipedia.org/wiki/Videojuego_survival_horror"	"survival horror"	"https://en.wikipedia.org/wiki/Survival_horror"	"survival horror"	"https://fr.wikipedia.org/wiki/Survival_horror"	"survival horror"	"https://it.wikipedia.org/wiki/Survival_horror"	"Survival Horror"	"https://de.wikipedia.org/wiki/Survival_Horror"	"survival horror"	"https://pt.wikipedia.org/wiki/Survival_horror"	"survival horror"	"https://ca.wikipedia.org/wiki/Survival_horror"	"survival horor"	"https://cs.wikipedia.org/wiki/Survival_horor"	
"Q23916"	"https://wikidata.org/wiki/Q23916"	"Adventure game"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q7889"			"videojuego de aventura"	"https://es.wikipedia.org/wiki/Videojuego_de_aventura"	"adventure game"	"https://en.wikipedia.org/wiki/Adventure_game"	"jeu d'aventure"	"https://fr.wikipedia.org/wiki/Jeu_d'aventure"	"videogioco d'avventura"	"https://it.wikipedia.org/wiki/Videogioco_d'avventura"	"Adventure"	"https://de.wikipedia.org/wiki/Adventure"	"jogo eletrônico de aventura"	"https://pt.wikipedia.org/wiki/Jogo_eletrônico_de_aventura"	"videojoc d'aventures"	"https://ca.wikipedia.org/wiki/Videojoc_d'aventures"	"adventura"	"https://cs.wikipedia.org/wiki/Adventura"	
"Q1201679"	"https://wikidata.org/wiki/Q1201679"	"Escape the room"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q11590806"					"escape the room"	"https://en.wikipedia.org/wiki/Escape_the_room"	"escape the room"	"https://fr.wikipedia.org/wiki/Escape_the_room"	"scappa dalla stanza"	"https://it.wikipedia.org/wiki/Scappa_dalla_stanza"	"Escape Game"	"https://de.wikipedia.org/wiki/Escape_Game"	"escape the room"	"https://pt.wikipedia.org/wiki/Escape_the_room"			"escape the room"	"https://cs.wikipedia.org/wiki/Escape_the_room"	
"Q1143118"	"https://wikidata.org/wiki/Q1143118"	"Interactive fiction"	"https://wikidata.org/wiki/Q659563"	""	"https://wikidata.org/wiki/Q23916
https://wikidata.org/wiki/Q1823737"			"aventura conversacional"	"https://es.wikipedia.org/wiki/Aventura_conversacional"	"interactive fiction"	"https://en.wikipedia.org/wiki/Interactive_fiction"	"fiction interactive"	"https://fr.wikipedia.org/wiki/Fiction_interactive"	"avventura testuale"	"https://it.wikipedia.org/wiki/Avventura_testuale"	"Interactive Fiction"	"https://de.wikipedia.org/wiki/Interactive_Fiction"	"ficção interativa"	"https://pt.wikipedia.org/wiki/Ficção_interativa"	"aventura conversacional"	"https://ca.wikipedia.org/wiki/Aventura_conversacional"	"interaktivní fikce"		
"Q689445"	"https://wikidata.org/wiki/Q689445"	"Visual novel"	"https://wikidata.org/wiki/Q659563
https://wikidata.org/wiki/Q1437361
https://wikidata.org/wiki/Q108317211"	""	"https://wikidata.org/wiki/Q1143118"	"eleberri bisual"		"novela visual"	"https://es.wikipedia.org/wiki/Novela_visual"	"visual novel"	"https://en.wikipedia.org/wiki/Visual_novel"	"visual novel"	"https://fr.wikipedia.org/wiki/Visual_novel"	"visual novel"	"https://it.wikipedia.org/wiki/Visual_novel"	"Visual Novel"	"https://de.wikipedia.org/wiki/Visual_Novel"	"visual novel"	"https://pt.wikipedia.org/wiki/Romance_visual"	"novel·la visual"	"https://ca.wikipedia.org/wiki/Novel·la_visual"	"vizuální román"	"https://cs.wikipedia.org/wiki/Vizuální_román"	
"Q1107"	"https://wikidata.org/wiki/Q1107"	"Anime"	"https://wikidata.org/wiki/Q201658"	""	"https://wikidata.org/wiki/Q2431196"	"anime"	"https://eu.wikipedia.org/wiki/Anime"	"anime"	"https://es.wikipedia.org/wiki/Anime"	"anime"	"https://en.wikipedia.org/wiki/Anime"	"anime"	"https://fr.wikipedia.org/wiki/Anime"	"anime"	"https://it.wikipedia.org/wiki/Anime"	"Anime"	"https://de.wikipedia.org/wiki/Anime"	"anime"	"https://pt.wikipedia.org/wiki/Anime"	"anime"	"https://ca.wikipedia.org/wiki/Anime"	"anime"	"https://cs.wikipedia.org/wiki/Anime"	
