wiki_id,lila_id
L276529,lemma/107970
L276534,lemma/59621
L276544,hypolemma/22594
L276563,lemma/108012
L276564,lemma/108016
L276576,hypolemma/19850
L276582,lemma/106523
L276583,lemma/106528
L276594,lemma/106656
L276596,lemma/106674
L276609,lemma/106710
L276619,hypolemma/20273
L276621,lemma/108042
L276624,lemma/108041
L276636,lemma/108975
L276650,lemma/109027
L276653,lemma/109031
L276657,lemma/109036
L276659,lemma/109040
L269478,lemma/97889
L269485,lemma/97894
L269486,lemma/97895
L270333,lemma/46000
L270336,hypolemma/10509
L270338,lemma/97898
L270347,lemma/97903
L270352,lemma/97906
L270364,lemma/136357
L270365,lemma/97919
L270375,lemma/97926
L270380,lemma/97929
L270390,lemma/97939
L270405,lemma/97953
L270407,lemma/97954
L270414,lemma/97962
L270416,lemma/97964
L270421,lemma/97970
L270422,lemma/97971
L270442,lemma/46171
L270446,lemma/97986
L270460,lemma/136359
L270466,lemma/98006
L270470,lemma/98009
L270487,lemma/136360
L270493,lemma/46207
L270501,hypolemma/111633
L270521,lemma/98021
L270530,lemma/99120
L270531,lemma/99139
L270543,lemma/98077
L270564,lemma/98093
L270572,lemma/98116
L270587,lemma/98111
L270593,lemma/98116
L270597,lemma/46265
L270609,lemma/98133
L270617,lemma/98138
L270618,lemma/46283
L270657,hypolemma/10833
L270676,lemma/98185
L270680,lemma/98188
L270699,lemma/98202
L270704,lemma/98207
L270706,lemma/100380
L270720,lemma/98221
L270727,lemma/98229
L270760,hypolemma/10952
L270779,lemma/98263
L270791,lemma/98270
L270803,lemma/98277
L270804,lemma/98278
L270808,lemma/98282
L270827,lemma/98297
L270833,hypolemma/112911
L270841,lemma/98310
L270846,lemma/98316
L270847,lemma/98317
L270855,lemma/98322
L270858,lemma/100400
L270863,lemma/98328
L270866,lemma/98331
L270872,lemma/98338
L270893,lemma/100381
L270914,lemma/98386
L270916,lemma/98384
L270918,lemma/136371
L270919,lemma/98387
L270923,lemma/98393
L270924,hypolemma/114029
L270925,lemma/98374
L270954,lemma/98410
L270967,lemma/100388
L270972,lemma/98417
L270975,lemma/100404
L270992,lemma/98434
L271007,lemma/98446
L271018,lemma/98458
L271026,lemma/98466
L271029,lemma/98469
L271071,lemma/98495
L271082,lemma/98507
L271105,lemma/98529
L271122,lemma/99494
L271138,hypolemma/11353
L271139,lemma/98551
L285854,lemma/126938
L285857,lemma/126956
L285879,lemma/127004
L285889,lemma/127028
L285893,lemma/138626
L285896,lemma/127036
L285915,lemma/138729
L285918,lemma/138747
L285920,lemma/126422
L285924,hypolemma/42737
L285928,lemma/127092
L285933,lemma/124731
L285939,lemma/126311
L285945,lemma/127106
L285946,lemma/127109
L285957,lemma/127131
L285961,lemma/127498
L285968,lemma/127147
L285969,lemma/127148
L285983,lemma/127160
L285984,lemma/127162
L286039,hypolemma/43813
L286043,lemma/127519
L286048,lemma/127526
L286050,lemma/127528
L286055,lemma/127536
L286060,lemma/127549
L286077,lemma/127578
L286082,lemma/127587
L286126,lemma/127681
L286139,lemma/132231
L286140,hypolemma/44019
L286142,lemma/127730
L286148,lemma/127730
L286160,lemma/127752
L286162,lemma/127755
L286175,lemma/127773
L286183,lemma/132371
L286188,lemma/127793
L286204,lemma/127821
L286207,lemma/127825
L286210,lemma/127833
L286217,lemma/127795
L286220,lemma/127852
L286221,lemma/129381
L286224,lemma/129387
L286227,lemma/127856
L286231,lemma/127866
L286283,hypolemma/111482
L286297,lemma/127975
L286302,lemma/127981
L286317,lemma/128015
L286324,lemma/128044
L286337,lemma/128077
L286339,lemma/128089
L286348,lemma/128113
L286357,lemma/23424
L286402,lemma/128249
L286420,lemma/128279
L286430,lemma/128297
L286446,lemma/23818
L286473,lemma/129135
L286476,lemma/128373
L286482,lemma/128392
L286492,lemma/128402
L286495,lemma/129139
L286500,lemma/128413
L286508,lemma/133846
L286509,lemma/133847
L286510,lemma/128429
L286511,lemma/133854
L286537,lemma/128460
L286538,lemma/129406
L286543,lemma/128472
L286544,lemma/128474
L286557,lemma/128492
L286575,lemma/128528
L286576,lemma/128528
L286587,lemma/134232
L286596,lemma/128562
L286597,lemma/128563
L286602,lemma/128569
L286605,lemma/128573
L286618,lemma/128607
L286634,lemma/128630
L286651,lemma/128654
L286671,lemma/128711
L283665,hypolemma/38808
L283666,hypolemma/38808
L283667,lemma/122011
L283669,lemma/122795
L283671,lemma/121989
L283684,lemma/122808
L283689,lemma/122821
L283694,lemma/122824
L283727,lemma/122090
L283734,lemma/122095
L283748,lemma/122119
L283758,lemma/122140
L283765,lemma/77136
L283793,lemma/122174
L283794,lemma/122175
L283798,lemma/122857
L283806,lemma/122207
L283813,lemma/122136
L283817,hypolemma/38957
L283821,lemma/122229
L283834,lemma/122870
L283856,lemma/122295
L283863,lemma/122311
L283866,lemma/122890
L283869,lemma/122318
L283875,lemma/122892
L283878,lemma/122331
L283894,lemma/77698
L283908,lemma/123082
L283911,lemma/123087
L283919,lemma/123098
L283921,lemma/77809
L283933,lemma/137732
L283934,lemma/123108
L283940,lemma/123121
L283942,lemma/123124
L283944,lemma/123128
L283953,lemma/123152
L283960,lemma/123166
L283970,lemma/123189
L283974,lemma/123201
L283983,lemma/123217
L283992,lemma/127414
L284000,lemma/123254
L284001,lemma/123255
L284002,lemma/123260
L284006,hypolemma/39281
L284023,lemma/20685
L284034,lemma/123312
L284035,lemma/123314
L284038,lemma/123325
L284070,lemma/123431
L284087,lemma/123456
L284089,lemma/123480
L284127,lemma/123542
L284139,lemma/127307
L284141,lemma/123588
L284144,lemma/123594
L284145,lemma/123592
L284157,lemma/78833
L284172,lemma/123667
L284196,lemma/123709
L284198,lemma/123677
L284200,lemma/127415
L284202,lemma/123724
L284212,lemma/123736
L284218,lemma/124878
L284224,lemma/123750
L284228,lemma/123755
L284235,lemma/123763
L284255,lemma/123821
L284263,lemma/123840
L284266,lemma/123850
L284267,lemma/123851
L284269,lemma/127458
L284274,lemma/123861
L284277,lemma/123866
L284293,lemma/79469
L284297,lemma/123886
L284299,lemma/123891
L284301,lemma/123895
L284304,hypolemma/39784
L284311,lemma/123910
L284322,lemma/123925
L284329,lemma/127460
L284340,hypolemma/39817
L284342,lemma/123964
L284352,lemma/123105
L258413,lemma/89589
L258440,lemma/89603
L258441,lemma/89610
L258442,lemma/89462
L258485,lemma/89641
L258492,lemma/91047
L258495,lemma/89650
L258508,lemma/89661
L258509,lemma/89663
L258510,lemma/89664
L258511,lemma/89665
L258515,lemma/89668
L258545,lemma/89671
L258566,lemma/87022
L258571,lemma/87027
L258581,lemma/87035
L258582,lemma/87036
L258604,lemma/89425
L258611,lemma/89690
L258630,lemma/31327
L258642,lemma/88285
L258646,lemma/88507
L258650,lemma/89719
L258655,lemma/89722
L258656,lemma/21486
L258661,lemma/89725
L258676,lemma/91163
L258677,lemma/21675
L258688,lemma/89754
L258713,lemma/89771
L258723,lemma/89778
L258744,hypolemma/113074
L258755,lemma/89805
L258771,lemma/22311
L258791,lemma/31580
L258814,lemma/31665
L258824,lemma/89862
L258834,lemma/89874
L258838,lemma/31707
L258841,lemma/90170
L258863,lemma/31721
L258879,lemma/89901
L258909,lemma/89915
L258923,lemma/89923
L258925,lemma/89925
L258931,lemma/89928
L258934,lemma/89932
L258938,lemma/89936
L258939,lemma/89937
L258948,lemma/89942
L258954,lemma/89948
L258960,lemma/89953
L258993,lemma/89975
L258996,lemma/89977
L259005,lemma/89983
L259006,lemma/89984
L259021,lemma/90000
L259026,hypolemma/3251
L259032,lemma/90015
L259041,lemma/90018
L259048,lemma/90029
L259074,lemma/90048
L259103,lemma/90059
L259119,lemma/90081
L259123,lemma/90085
L259126,lemma/87641
L259135,lemma/90095
L259163,hypolemma/3314
L259168,lemma/90130
L259184,lemma/88910
L259189,lemma/90154
L259196,lemma/90168
L259201,lemma/90149
L259213,lemma/90176
L259220,lemma/90183
L259242,lemma/137584
L259249,lemma/90202
L259253,lemma/90208
L286682,lemma/128716
L286687,lemma/128721
L286697,hypolemma/113520
L286698,lemma/128381
L286700,lemma/128754
L286701,lemma/128755
L286703,hypolemma/45088
L286705,lemma/128757
L286706,hypolemma/45093
L286714,lemma/128771
L286747,lemma/128839
L286776,lemma/128895
L286785,lemma/128916
L286797,lemma/128940
L286803,lemma/128970
L286827,lemma/127952
L286838,lemma/129051
L286842,lemma/129072
L286845,lemma/129072
L286849,lemma/129078
L286861,lemma/129099
L286873,lemma/24166
L286882,lemma/129192
L286887,lemma/24203
L286894,lemma/129208
L286906,lemma/129224
L286930,lemma/128526
L286934,lemma/129269
L286952,lemma/129295
L286963,lemma/129320
L286967,lemma/129334
L286977,lemma/129347
L286988,lemma/131038
L287007,lemma/24387
L287010,lemma/130497
L287016,hypolemma/46916
L287022,lemma/130515
L287065,lemma/130603
L287068,lemma/131024
L287081,lemma/130641
L287107,lemma/130681
L287110,lemma/130693
L287111,lemma/85622
L287113,hypolemma/47156
L287132,lemma/130815
L287148,lemma/130840
L287150,lemma/130850
L287153,lemma/130860
L287156,lemma/130868
L287163,lemma/130884
L287186,lemma/130918
L287188,lemma/130919
L287200,lemma/130932
L287213,lemma/130947
L287215,lemma/130984
L287219,lemma/129459
L287228,lemma/129472
L287231,lemma/83911
L287250,lemma/129505
L287304,lemma/129598
L287307,lemma/129610
L287310,lemma/129616
L287334,lemma/129679
L287335,lemma/129680
L287353,lemma/129719
L287367,lemma/129734
L287371,lemma/129741
L287384,lemma/129759
L287385,lemma/129760
L287395,lemma/129778
L287404,lemma/129786
L287417,lemma/141118
L287419,lemma/131052
L287461,lemma/129891
L287467,lemma/129907
L287478,lemma/130254
L287495,lemma/129945
L287501,lemma/129966
L287507,lemma/130254
L287508,lemma/130237
L287517,lemma/129994
L287527,lemma/130005
L287553,lemma/130067
L287579,lemma/130113
L287580,lemma/130113
L271161,lemma/98573
L271168,hypolemma/11393
L271181,lemma/98587
L271185,lemma/99422
L271186,lemma/98065
L271192,lemma/98597
L271193,lemma/98598
L271196,lemma/98601
L271206,lemma/98613
L271252,lemma/98651
L271265,lemma/98666
L271284,hypolemma/96795
L271286,lemma/98681
L271295,lemma/46728
L271300,lemma/98695
L271308,hypolemma/11579
L271311,lemma/98709
L271325,hypolemma/11620
L271330,lemma/98730
L271334,lemma/98734
L271335,lemma/98735
L271341,lemma/98738
L271346,lemma/98744
L271349,lemma/98746
L271353,lemma/98751
L271368,hypolemma/114030
L271373,lemma/136381
L271375,lemma/98773
L271381,lemma/98786
L271385,lemma/98783
L271387,lemma/100457
L271394,hypolemma/11705
L271395,lemma/98788
L271403,lemma/98799
L271408,lemma/98803
L271417,hypolemma/96864
L271432,lemma/99564
L271434,hypolemma/12568
L271442,lemma/98825
L271445,lemma/98828
L271457,lemma/98841
L271465,hypolemma/11786
L271473,lemma/98857
L271474,lemma/98858
L271475,hypolemma/11819
L271505,lemma/98888
L271508,lemma/98889
L271515,lemma/98897
L271530,lemma/99801
L271558,lemma/98929
L271560,lemma/98931
L271563,lemma/98932
L271573,lemma/98939
L271586,lemma/98945
L271593,lemma/98949
L271595,lemma/100365
L271596,lemma/98950
L271598,lemma/98952
L271616,lemma/98961
L271620,hypolemma/11953
L271621,lemma/98963
L271633,lemma/136390
L271638,lemma/98976
L271645,lemma/98983
L271647,lemma/98986
L271650,hypolemma/11988
L271651,lemma/98989
L271654,lemma/98993
L271656,lemma/98992
L271658,lemma/100463
L271665,lemma/141776
L271671,lemma/99006
L271677,lemma/99015
L271683,lemma/99024
L271694,lemma/99037
L271719,lemma/99058
L271721,lemma/99064
L271726,lemma/99135
L271730,lemma/99071
L271737,lemma/99149
L271738,lemma/99088
L271740,lemma/99094
L271743,lemma/99102
L271754,lemma/99122
L271763,lemma/99137
L276664,lemma/109056
L276679,lemma/108063
L276689,lemma/108085
L276692,lemma/108091
L276693,lemma/109457
L276699,lemma/108099
L276711,lemma/108132
L276740,lemma/108177
L276747,lemma/108184
L276750,lemma/108189
L276781,lemma/108262
L276790,lemma/109379
L276809,lemma/108158
L276819,lemma/108332
L276826,lemma/108349
L276827,lemma/108350
L276829,lemma/108351
L276838,lemma/109547
L276850,hypolemma/23272
L276854,lemma/108378
L276873,lemma/108427
L276874,lemma/108428
L276911,lemma/59996
L276933,lemma/108561
L276960,hypolemma/23629
L276964,hypolemma/23657
L276969,lemma/109436
L276973,lemma/108688
L276984,lemma/108713
L276991,lemma/108723
L276996,lemma/108730
L276997,lemma/108731
L277011,lemma/108764
L277025,lemma/108876
L277030,lemma/108889
L277032,lemma/108904
L277039,lemma/109590
L277055,lemma/108832
L277068,lemma/108843
L277069,lemma/108844
L277070,lemma/108845
L277084,lemma/108873
L277087,lemma/108895
L277093,lemma/109398
L277097,lemma/106018
L277099,lemma/108950
L277102,lemma/109399
L277105,lemma/108960
L277119,lemma/108994
L277122,lemma/109007
L277127,lemma/109030
L277129,lemma/109033
L277157,lemma/109083
L277175,lemma/109124
L277179,lemma/109126
L277207,lemma/106017
L277208,lemma/106020
L277211,lemma/106025
L277213,lemma/106025
L277214,lemma/58167
L277222,lemma/109463
L277226,lemma/106121
L277234,lemma/136855
L277279,lemma/109171
L277291,lemma/109200
L277292,lemma/109199
L277297,lemma/109411
L277299,lemma/109207
L277307,lemma/60512
L277314,lemma/109253
L277315,hypolemma/24462
L277319,lemma/109418
L277320,lemma/109238
L277335,lemma/109425
L277343,lemma/109275
L277348,lemma/109283
L277351,lemma/109290
L277353,lemma/109291
L277357,lemma/109295
L277367,lemma/109593
L277385,lemma/109600
L277397,lemma/60887
L277404,lemma/109630
L277405,lemma/109631
L277417,lemma/109669
L277422,lemma/109665
L277426,lemma/109671
L277428,lemma/109674
L265878,lemma/95456
L265892,lemma/95471
L265895,lemma/97709
L265901,lemma/95478
L265905,lemma/95482
L265910,hypolemma/8201
L265924,lemma/95498
L265941,lemma/97711
L265991,lemma/95537
L265995,lemma/95539
L266000,lemma/95544
L266014,lemma/95551
L266038,lemma/95564
L266041,lemma/95567
L266044,lemma/95569
L266046,lemma/95570
L266048,lemma/95572
L266091,lemma/97793
L266100,lemma/95607
L266102,lemma/43276
L266111,lemma/95617
L266114,lemma/95620
L266124,lemma/43291
L266126,lemma/95629
L266130,lemma/95634
L266135,lemma/95638
L266138,lemma/97526
L266156,hypolemma/8447
L266177,lemma/95671
L266178,lemma/95670
L266213,lemma/95696
L266226,lemma/95704
L266232,lemma/94749
L266237,lemma/97726
L266264,hypolemma/8519
L266285,hypolemma/8536
L266291,lemma/95746
L266299,lemma/95751
L266301,lemma/95752
L266305,lemma/95757
L266319,lemma/95762
L266320,lemma/95763
L266330,lemma/95771
L266340,lemma/95780
L266342,lemma/95781
L266349,lemma/95787
L266355,lemma/95791
L266356,lemma/95792
L266395,lemma/95820
L266396,lemma/43468
L266397,lemma/95821
L266413,lemma/95831
L266424,lemma/95841
L266434,lemma/95849
L266443,lemma/95856
L266445,lemma/95857
L266463,lemma/95871
L266477,lemma/95879
L266495,lemma/95896
L266496,lemma/95897
L266501,lemma/95901
L266504,lemma/95904
L266508,lemma/95908
L266512,lemma/95911
L266522,lemma/43530
L266524,lemma/95917
L266527,lemma/95930
L266550,lemma/95927
L266559,lemma/95936
L266574,lemma/95946
L266575,lemma/95947
L266597,hypolemma/7393
L266626,lemma/97777
L266640,lemma/94828
L266651,lemma/97093
L266657,lemma/94850
L266659,lemma/94853
L266693,lemma/43586
L266694,lemma/94884
L266697,lemma/94891
L266727,lemma/95183
L287600,lemma/130143
L287601,lemma/130144
L287603,lemma/130148
L287605,lemma/130149
L287611,lemma/130157
L287623,hypolemma/46567
L287634,hypolemma/113202
L287638,lemma/130184
L287643,lemma/130191
L287644,lemma/130192
L287651,lemma/130199
L287666,lemma/130225
L287673,lemma/130245
L287675,lemma/130243
L287676,lemma/130244
L287683,lemma/130260
L287691,lemma/130277
L287716,lemma/130315
L287728,lemma/130334
L287731,lemma/130343
L287743,lemma/85364
L287764,lemma/131137
L287784,lemma/130433
L287806,lemma/130464
L287813,lemma/130714
L287814,lemma/130716
L287843,lemma/130749
L287845,lemma/130976
L287858,lemma/130768
L287863,lemma/130777
L287865,lemma/130780
L287869,lemma/131017
L287870,lemma/130787
L287873,lemma/130791
L287876,lemma/130797
L287887,lemma/130065
L287904,lemma/130966
L287907,lemma/130973
L287909,lemma/130976
L287928,lemma/131194
L287937,lemma/86755
L288343,lemma/66238
L288353,lemma/112737
L288354,lemma/112740
L288412,lemma/115550
L288417,lemma/114796
L289251,lemma/115903
L289259,lemma/140996
L289383,lemma/117372
L289402,lemma/72160
L289404,lemma/118240
L289408,lemma/118260
L289416,lemma/120798
L289417,lemma/115624
L289426,lemma/118275
L289466,hypolemma/35410
L289475,lemma/119574
L289512,lemma/121034
L289517,lemma/121042
L289576,lemma/123333
L289828,lemma/101579
L289831,lemma/104246
L289836,lemma/104525
L289840,lemma/105928
L289850,lemma/110874
L289875,lemma/70075
L289877,lemma/17871
L289879,lemma/116545
L289881,lemma/131386
L289889,lemma/18241
L289893,lemma/18581
L289894,lemma/117698
L289934,lemma/123736
L38174,lemma/108681
L716,lemma/111048
L254598,lemma/86866
L257783,lemma/89018
L258356,lemma/89543
L260110,lemma/91191
L261503,lemma/92276
L261839,lemma/92383
L262320,lemma/92754
L264871,lemma/94723
L265944,lemma/95513
L268926,lemma/97154
L269235,lemma/97390
L270752,lemma/98243
L270781,lemma/98265
L277438,lemma/109637
L277477,lemma/109770
L277481,lemma/109777
L277489,lemma/109788
L277503,lemma/111160
L277512,lemma/109863
L277515,lemma/109874
L277522,lemma/109888
L277552,lemma/109944
L277557,lemma/109956
L277561,lemma/109973
L277584,lemma/110013
L277590,lemma/110026
L277593,lemma/135962
L277639,lemma/110118
L277662,lemma/110179
L277676,lemma/110180
L277688,lemma/110197
L277721,lemma/110268
L277727,lemma/110287
L277743,lemma/110345
L277762,lemma/110382
L277771,lemma/110394
L277779,lemma/110406
L277786,lemma/110413
L277795,lemma/110424
L277805,hypolemma/25615
L277810,lemma/110433
L277813,lemma/110432
L277839,lemma/110483
L277841,lemma/110210
L277843,lemma/110488
L277875,lemma/110586
L277877,lemma/110592
L277881,lemma/110578
L277890,lemma/110622
L277913,lemma/110686
L277931,lemma/110721
L277935,lemma/110039
L277938,lemma/110019
L277956,lemma/110771
L277960,lemma/110779
L277980,lemma/110810
L278000,lemma/110834
L278022,lemma/110900
L278063,lemma/110967
L278066,lemma/110970
L278081,lemma/111006
L278092,lemma/111145
L278129,lemma/12754
L278146,lemma/111217
L278159,lemma/111230
L278169,lemma/111244
L278180,lemma/111265
L278181,lemma/111271
L278190,lemma/111295
L278194,lemma/111302
L278200,lemma/111306
L278211,lemma/111319
L278212,lemma/111321
L278235,lemma/111354
L278254,lemma/111381
L278263,hypolemma/26536
L278266,hypolemma/26512
L278291,lemma/63545
L278303,lemma/111474
L278307,lemma/111480
L278308,hypolemma/26696
L278318,lemma/111498
L278332,lemma/111516
L278341,lemma/111531
L278344,hypolemma/26661
L278348,lemma/111556
L278350,lemma/111569
L278360,lemma/111589
L278394,lemma/111637
L278399,lemma/111646
L278402,lemma/64328
L271800,lemma/99215
L271803,lemma/99225
L271804,lemma/99226
L271816,lemma/99263
L271822,lemma/99276
L271824,lemma/99282
L271827,hypolemma/12273
L271850,lemma/99327
L271862,lemma/47324
L271893,hypolemma/12359
L271903,lemma/99405
L271907,lemma/99407
L271910,lemma/100421
L271912,lemma/99410
L271919,lemma/99440
L271924,lemma/99450
L271935,lemma/100469
L271941,lemma/99472
L271947,lemma/99476
L271949,lemma/99480
L271954,lemma/99493
L271968,lemma/99507
L271979,lemma/5011
L272002,lemma/99571
L272023,lemma/99603
L272028,lemma/99607
L272037,lemma/99619
L272048,lemma/99639
L272050,lemma/99644
L272054,lemma/99651
L272059,lemma/99659
L272060,lemma/100454
L272074,lemma/99684
L272083,hypolemma/12721
L272101,lemma/99723
L272108,lemma/99734
L272116,lemma/99744
L272120,lemma/131313
L272128,lemma/99773
L272143,lemma/99690
L272146,lemma/99797
L272165,lemma/99822
L272176,lemma/99838
L272183,lemma/99850
L272188,lemma/99859
L272191,lemma/99861
L272209,lemma/99882
L272211,lemma/99889
L272258,lemma/99941
L272261,lemma/99086
L272265,lemma/99948
L272267,lemma/99906
L272272,lemma/99966
L272273,lemma/99968
L272287,lemma/99988
L272298,lemma/100005
L272300,lemma/100009
L272317,lemma/100050
L272336,lemma/100060
L272374,hypolemma/13209
L272408,lemma/100200
L272412,lemma/100206
L272416,lemma/48413
L272420,lemma/100214
L272421,lemma/100215
L272423,lemma/100227
L272431,lemma/48452
L272439,lemma/100243
L272449,lemma/100278
L272465,lemma/99419
L272468,lemma/99418
L272471,lemma/100308
L272472,lemma/100312
L272474,lemma/100317
L272484,lemma/100331
L272492,lemma/100341
L272499,lemma/105997
L272519,lemma/100510
L259295,lemma/90248
L259303,lemma/90254
L259310,lemma/137658
L259314,lemma/90267
L259322,lemma/90273
L259331,lemma/90287
L259342,lemma/90297
L259348,lemma/90332
L259349,lemma/90305
L259355,lemma/90311
L259356,lemma/90313
L259358,lemma/90315
L259364,lemma/90322
L259367,lemma/91071
L259376,lemma/90326
L259378,lemma/90333
L259380,lemma/32633
L259384,lemma/90337
L259387,lemma/90340
L259396,lemma/90347
L259406,lemma/90357
L259432,lemma/90373
L259433,lemma/90374
L259436,lemma/90377
L259447,lemma/90384
L259449,lemma/90388
L259459,lemma/90400
L259469,lemma/137709
L259470,lemma/90409
L259476,lemma/90417
L259502,lemma/90393
L259511,lemma/90457
L259522,lemma/90470
L259544,lemma/90489
L259552,lemma/25774
L259567,lemma/90962
L259575,lemma/87620
L259576,lemma/90490
L259578,lemma/90491
L259579,lemma/90492
L259600,lemma/90516
L259601,lemma/90517
L259609,lemma/90522
L259611,lemma/90524
L259629,lemma/90535
L259653,lemma/90558
L259661,lemma/90566
L259663,lemma/90571
L259665,hypolemma/3755
L259681,lemma/90546
L259687,lemma/90586
L259698,lemma/90601
L259710,lemma/90616
L259732,lemma/90707
L259733,lemma/90624
L259740,lemma/90631
L259743,hypolemma/3827
L259749,lemma/90599
L259753,lemma/90641
L259774,lemma/90678
L259788,lemma/90692
L259789,lemma/88335
L259790,lemma/90694
L259797,hypolemma/3899
L259810,lemma/90721
L259815,lemma/90719
L259818,lemma/90728
L259839,lemma/33303
L259850,lemma/90758
L259854,lemma/90762
L259855,lemma/90752
L259874,lemma/90781
L259875,lemma/90780
L259886,lemma/115250
L259908,lemma/90808
L259918,lemma/90813
L259935,lemma/90827
L259943,hypolemma/4038
L259977,lemma/90848
L259980,lemma/90848
L259988,lemma/90899
L266745,hypolemma/90768
L266760,hypolemma/113258
L266788,lemma/95301
L266791,lemma/95266
L266796,lemma/95274
L266797,lemma/95277
L266799,lemma/95281
L266822,lemma/95301
L266829,lemma/95312
L266830,lemma/95313
L266834,hypolemma/8012
L266841,lemma/95329
L266842,lemma/95963
L266850,lemma/95326
L266896,lemma/95396
L266898,lemma/97595
L266910,lemma/95382
L266912,lemma/95385
L266918,lemma/95389
L266919,hypolemma/8125
L266921,hypolemma/8126
L266947,lemma/95968
L266955,lemma/95972
L266971,lemma/96677
L266979,lemma/96684
L266990,lemma/96696
L266992,lemma/96699
L266994,lemma/96701
L267034,lemma/95981
L267038,lemma/95986
L39625,lemma/90089
L39826,lemma/87743
L184557,lemma/99316
L267042,lemma/95988
L267044,lemma/141731
L267073,lemma/96004
L267086,lemma/96014
L267089,hypolemma/8928
L267090,lemma/96017
L267140,lemma/96047
L267148,hypolemma/113109
L267159,lemma/97537
L267161,lemma/97538
L267180,lemma/96065
L267189,lemma/97285
L267199,lemma/96073
L267202,lemma/96084
L267208,lemma/96092
L267209,lemma/96093
L267213,lemma/96096
L267221,lemma/97804
L267224,lemma/96101
L267226,lemma/96104
L267240,lemma/96112
L267261,lemma/96125
L267263,lemma/96127
L267277,lemma/96134
L267282,lemma/3795
L267289,hypolemma/9085
L267304,lemma/97744
L267306,lemma/96150
L267307,hypolemma/9082
L267308,lemma/96153
L267314,lemma/97807
L267320,lemma/96162
L267334,lemma/96174
L267346,lemma/96182
L267348,hypolemma/9148
L267353,lemma/96189
L267355,lemma/138932
L267364,hypolemma/9152
L267369,lemma/97548
L267382,lemma/3804
L267395,lemma/96214
L267400,hypolemma/9189
L267416,lemma/96227
L267426,lemma/96217
L278419,hypolemma/112088
L278434,lemma/111697
L278446,lemma/64581
L278461,lemma/111740
L278467,lemma/111747
L278469,lemma/111749
L278494,lemma/111795
L278499,lemma/111807
L278505,lemma/111818
L278506,lemma/111817
L278515,lemma/111830
L278530,lemma/111855
L278540,lemma/111911
L278552,lemma/111968
L278564,lemma/135857
L278567,lemma/112000
L278608,lemma/112081
L278611,lemma/65153
L278615,lemma/112098
L278618,lemma/112031
L278626,lemma/113312
L278627,hypolemma/27150
L278647,lemma/112092
L278649,lemma/112145
L278651,lemma/112150
L278659,lemma/112189
L278661,lemma/112194
L278667,lemma/112232
L278698,lemma/112330
L278723,lemma/131373
L278724,lemma/65674
L278732,lemma/112382
L278734,lemma/112394
L278735,lemma/112397
L278751,lemma/112413
L278762,lemma/112434
L278784,lemma/112456
L278793,lemma/113326
L278796,lemma/112474
L278806,hypolemma/79420
L278813,lemma/112511
L278814,lemma/139197
L278833,lemma/112533
L278834,lemma/112532
L278837,lemma/112537
L278839,lemma/113289
L278844,lemma/112548
L278847,lemma/112553
L278849,lemma/112560
L278871,lemma/112608
L278876,lemma/112909
L278881,lemma/112635
L278887,lemma/112642
L278889,lemma/112643
L278899,lemma/112669
L278915,hypolemma/27815
L278922,lemma/112793
L278923,lemma/112794
L278924,lemma/112796
L278929,lemma/112807
L278930,lemma/113301
L278947,lemma/66540
L278982,lemma/112897
L278984,lemma/112899
L278985,lemma/112900
L278991,lemma/112916
L278993,lemma/112918
L278995,lemma/112932
L279005,lemma/112956
L279006,hypolemma/113086
L279043,lemma/113053
L279062,lemma/113083
L279074,lemma/113114
L279075,lemma/113115
L279077,lemma/113119
L279085,lemma/113290
L279093,lemma/113153
L279094,lemma/113161
L279096,lemma/113169
L279102,lemma/113175
L279107,lemma/113180
L279122,lemma/140967
L279126,lemma/113242
L279144,lemma/113364
L279149,lemma/113374
L279169,lemma/113415
L272539,lemma/102678
L272554,lemma/100537
L272564,lemma/100552
L272582,lemma/100582
L272588,lemma/100587
L272601,lemma/102590
L272622,hypolemma/13664
L272639,lemma/100650
L272640,lemma/100653
L272657,lemma/100679
L272661,lemma/100688
L272686,lemma/100738
L272705,lemma/100751
L272712,lemma/100761
L272715,lemma/100770
L272737,lemma/100812
L272741,lemma/100819
L272755,lemma/100851
L272781,lemma/100895
L272782,lemma/100902
L272783,lemma/100905
L272785,hypolemma/14034
L272794,lemma/100933
L272821,lemma/100978
L272831,lemma/100998
L272834,lemma/101000
L272839,lemma/101009
L272844,lemma/101019
L272848,lemma/101021
L272872,lemma/101070
L272881,lemma/49148
L272887,lemma/101110
L272892,hypolemma/14263
L272894,lemma/101112
L272912,lemma/101138
L272914,lemma/101141
L272928,lemma/101174
L272935,lemma/101183
L272949,lemma/6087
L272966,lemma/49369
L273007,lemma/101322
L273016,lemma/6207
L273031,lemma/101362
L273046,lemma/101392
L273057,lemma/101425
L273077,lemma/101470
L273078,lemma/101471
L273082,hypolemma/14555
L273089,lemma/136508
L273127,lemma/101543
L273145,lemma/101555
L273148,lemma/101591
L273160,lemma/102545
L273180,lemma/6846
L273186,lemma/101575
L273195,lemma/101581
L273199,lemma/101586
L273210,lemma/101606
L273212,lemma/101613
L273213,lemma/101614
L273232,lemma/101682
L273254,lemma/101733
L273257,lemma/101740
L273271,lemma/101781
L273274,lemma/101188
L273284,lemma/101803
L273293,lemma/101821
L273317,hypolemma/15024
L273321,lemma/102524
L273350,lemma/101909
L273357,lemma/101931
