wiki_id,lila_id
L277241,hypolemma/24055
L277242,lemma/108925
L277246,lemma/135742
L277312,lemma/10964
L277330,lemma/109570
L277333,lemma/109260
L277347,lemma/109282
L277377,lemma/93054
L277406,lemma/109633
L277423,lemma/109667
L277465,lemma/109748
L277467,lemma/109750
L277469,lemma/109756
L277482,lemma/109779
L277485,lemma/109784
L277496,lemma/109813
L277509,lemma/109852
L277513,lemma/109870
L277534,lemma/109922
L277539,lemma/109931
L277548,lemma/109942
L277553,lemma/109945
L277556,lemma/109950
L277564,lemma/109981
L277594,lemma/110034
L277602,lemma/110043
L277607,lemma/110056
L277624,lemma/110108
L277647,lemma/110129
L277658,lemma/110149
L277660,lemma/110156
L277665,lemma/110166
L277668,lemma/110171
L277673,lemma/110175
L277677,lemma/110182
L277678,lemma/111115
L277693,lemma/110201
L277700,lemma/110214
L277702,lemma/110225
L277703,lemma/110224
L277704,lemma/110228
L277705,lemma/110229
L277708,lemma/110233
L277714,lemma/110251
L277724,lemma/110278
L262154,lemma/92629
L262160,lemma/92624
L262174,lemma/92641
L262178,lemma/92644
L262183,lemma/38854
L262190,lemma/92651
L262202,lemma/92659
L262207,lemma/92661
L262211,hypolemma/5593
L262212,lemma/92666
L262250,lemma/92701
L262257,lemma/92707
L262269,lemma/92717
L262291,lemma/92731
L262302,lemma/92742
L262318,lemma/92753
L262322,lemma/92760
L262326,lemma/92763
L262327,lemma/92765
L262346,lemma/92779
L262369,lemma/39178
L262373,lemma/93704
L262411,lemma/92906
L262421,lemma/92813
L262439,lemma/92827
L262463,lemma/39314
L262467,lemma/92899
L262478,lemma/92854
L262486,lemma/92861
L262493,lemma/92867
L262497,lemma/2424
L262502,lemma/92871
L262506,lemma/92874
L262511,lemma/92879
L262516,lemma/92885
L262518,lemma/92888
L262528,lemma/92888
L262535,hypolemma/113549
L262540,lemma/92900
L262561,lemma/97645
L262575,lemma/92929
L262580,lemma/2481
L262603,lemma/92971
L262627,lemma/92974
L262634,lemma/92981
L262644,lemma/92987
L262664,lemma/93008
L262666,lemma/93012
L262668,lemma/93014
L262687,lemma/93029
L262692,lemma/93034
L262703,lemma/93042
L262741,lemma/95724
L262742,lemma/93054
L262770,lemma/97681
L262771,lemma/93093
L262785,lemma/93106
L262797,lemma/93112
L262801,lemma/93117
L262802,lemma/93118
L262806,lemma/93124
L262808,lemma/93126
L262809,lemma/93127
L262834,lemma/93144
L262855,lemma/93173
L262861,lemma/93172
L262862,lemma/93174
L262873,lemma/93187
L262875,lemma/93189
L262884,lemma/93228
L262893,lemma/93244
L262904,lemma/93256
L262915,lemma/93263
L262929,hypolemma/84616
L262943,lemma/93288
L262951,lemma/93180
L262955,lemma/93254
L262978,lemma/93213
L262988,lemma/93301
L262999,lemma/93310
L263011,lemma/93313
L263021,lemma/93327
L263027,lemma/40469
L263028,lemma/92214
L263029,lemma/92214
L263035,lemma/92215
L263060,lemma/93361
L277729,lemma/110290
L277736,lemma/110298
L277738,lemma/110336
L277749,lemma/110350
L277753,lemma/110361
L277773,lemma/110397
L277775,lemma/62103
L277787,lemma/110414
L277797,lemma/110426
L277806,hypolemma/112946
L277818,lemma/110447
L277825,lemma/110461
L277829,lemma/12007
L277832,lemma/110470
L277846,lemma/110493
L277857,lemma/110529
L277871,lemma/110552
L277879,lemma/110595
L277885,lemma/110612
L277888,lemma/111119
L277897,lemma/110639
L277904,lemma/110663
L277908,lemma/110674
L277916,lemma/110687
L277917,hypolemma/25877
L277932,lemma/110723
L277950,lemma/110762
L277962,lemma/110780
L277979,lemma/110808
L277994,lemma/110402
L278032,lemma/110733
L278033,lemma/110937
L278035,lemma/110924
L278061,lemma/110965
L278073,lemma/110989
L278077,lemma/110971
L278083,lemma/111009
L278100,lemma/111049
L278101,lemma/111130
L278107,lemma/111055
L278116,hypolemma/26280
L278134,lemma/111179
L278140,lemma/111193
L278151,lemma/111221
L278164,lemma/12874
L278223,lemma/111335
L278236,lemma/111353
L278242,lemma/111360
L278252,lemma/111380
L278264,lemma/111397
L278273,lemma/111277
L278276,lemma/111411
L278278,lemma/113280
L278296,lemma/111460
L278304,lemma/111475
L278324,lemma/111510
L278338,lemma/111527
L278340,lemma/111530
L278346,lemma/111539
L278375,lemma/111604
L278383,lemma/111624
L278388,lemma/111296
L278397,lemma/111643
L278405,lemma/113263
L278407,lemma/111657
L278424,lemma/111677
L278425,lemma/111682
L278431,hypolemma/26786
L278433,lemma/111696
L278453,lemma/111723
L278459,lemma/111738
L278470,lemma/111750
L278485,lemma/111779
L278490,lemma/111788
L278495,lemma/111800
L278500,lemma/111806
L278519,lemma/111842
L285075,lemma/125178
L285080,lemma/125184
L285082,lemma/125195
L285092,lemma/125216
L285123,lemma/125288
L285125,lemma/125289
L285128,lemma/125295
L285134,lemma/125304
L285164,lemma/81714
L285165,lemma/125383
L285185,lemma/123543
L285213,hypolemma/41526
L285214,lemma/125475
L285223,lemma/125488
L285230,lemma/125500
L285233,lemma/125506
L285237,lemma/125507
L285255,lemma/125548
L285256,lemma/125549
L285258,lemma/125551
L285261,lemma/125565
L285275,lemma/125597
L285280,lemma/125602
L285281,lemma/125604
L285287,lemma/125610
L285294,hypolemma/41690
L285301,lemma/125637
L285317,lemma/125664
L285318,lemma/125665
L285325,lemma/125671
L285327,lemma/125673
L285329,lemma/125677
L285332,lemma/22244
L285336,lemma/22250
L285343,lemma/125703
L285345,lemma/125710
L285347,lemma/125716
L285351,lemma/126079
L285357,lemma/125734
L285375,lemma/125776
L285377,lemma/125781
L285390,lemma/127474
L285395,lemma/125825
L285397,lemma/125827
L285421,hypolemma/41881
L285450,lemma/125927
L285454,lemma/125938
L285484,lemma/126076
L285485,lemma/126078
L285493,lemma/126109
L285498,lemma/126128
L285499,lemma/126137
L285500,lemma/126234
L285502,lemma/126146
L285504,lemma/126148
L285505,lemma/126149
L285510,lemma/126117
L285527,lemma/126177
L285535,lemma/126188
L285554,lemma/126238
L285574,hypolemma/43525
L285580,lemma/126301
L285586,lemma/126316
L285590,lemma/126334
L285594,lemma/126343
L285601,lemma/126364
L285624,lemma/126406
L285627,lemma/126409
L285638,lemma/126447
L285640,lemma/126459
L285646,lemma/126474
L285658,lemma/126482
L285660,lemma/127328
L285662,lemma/127333
L285667,lemma/137947
L285668,lemma/126507
L285674,lemma/126522
L285691,lemma/127487
L285709,lemma/126589
L285713,lemma/126589
L285714,hypolemma/42914
L285716,lemma/126601
L285730,lemma/126625
L285745,lemma/127491
L285746,lemma/126656
L285748,lemma/126658
L285758,lemma/126686
L285764,lemma/127195
L285767,lemma/126697
L287665,lemma/130226
L287674,lemma/130242
L287689,lemma/130273
L287695,lemma/130283
L287760,lemma/130388
L287762,lemma/130388
L287776,lemma/130414
L287796,lemma/130453
L287803,lemma/130468
L287811,lemma/130479
L287827,lemma/130736
L287848,lemma/130753
L287852,lemma/135866
L287854,hypolemma/47234
L287859,lemma/130768
L287862,lemma/130775
L287880,lemma/129944
L287884,lemma/129951
L287894,lemma/130952
L287905,lemma/130967
L287926,lemma/131178
L288346,lemma/112709
L288404,lemma/114774
L288405,lemma/114780
L288413,hypolemma/29992
L289369,lemma/117310
L289377,lemma/117337
L289379,lemma/117341
L289384,lemma/117346
L289405,lemma/118243
L289406,lemma/118245
L289411,lemma/118263
L289420,lemma/115625
L289467,lemma/119526
L289468,lemma/119527
L289474,lemma/119546
L289487,lemma/119570
L289515,lemma/121040
L289528,lemma/121056
L289531,lemma/121059
L289572,lemma/123330
L289573,lemma/123331
L289829,lemma/101579
L289887,lemma/137434
L289900,lemma/117949
L289908,lemma/19048
L289910,lemma/19119
L289920,lemma/120520
L289922,lemma/74279
L289927,lemma/19734
L289932,lemma/121690
L289946,lemma/129915
L293457,hypolemma/24310
L29830,lemma/125889
L312014,lemma/118098
L5028,lemma/63288
L254559,lemma/86829
L256471,lemma/87873
L275376,lemma/57795
L279886,lemma/115529
L286260,lemma/127912
L261206,lemma/92072
L271811,lemma/99245
L272432,lemma/100236
L278520,lemma/111841
L15836,lemma/30737
L1733,lemma/129639
L19617,lemma/88684
L258363,lemma/89550
L261797,lemma/109593
L263048,lemma/93351
L264438,lemma/94472
L265702,lemma/95340
L273050,lemma/101395
L273962,lemma/103087
L274327,lemma/103701
L275181,lemma/105374
L278614,lemma/113292
L279474,lemma/113882
L263066,lemma/92232
L263068,lemma/135695
L263069,lemma/92233
L263074,lemma/93163
L263079,lemma/93370
L263084,lemma/93375
L263092,lemma/93381
L263094,lemma/93384
L263095,lemma/93392
L263098,lemma/93396
L263114,lemma/93406
L263119,lemma/93410
L263125,lemma/93418
L263129,lemma/93422
L263133,lemma/93426
L263134,lemma/93427
L263153,lemma/93447
L263168,lemma/97610
L263183,lemma/92467
L263210,lemma/93485
L263214,lemma/93484
L263237,lemma/93511
L263245,lemma/2791
L263253,lemma/93517
L263264,lemma/93524
L263289,lemma/93536
L263292,lemma/93538
L263298,lemma/97765
L263322,lemma/93569
L263336,lemma/93582
L263337,lemma/93581
L263339,lemma/93598
L263361,lemma/93599
L263376,lemma/93611
L263386,lemma/93619
L263393,lemma/93623
L263399,lemma/92275
L263404,lemma/93633
L263412,lemma/93640
L263416,lemma/93644
L263418,lemma/93646
L263419,lemma/93646
L263428,lemma/2902
L263430,lemma/93653
L263431,lemma/93653
L263435,lemma/93654
L263437,lemma/93655
L263451,lemma/93664
L263459,lemma/93680
L263468,lemma/93690
L263483,lemma/142145
L263496,lemma/93710
L263499,lemma/93711
L263503,lemma/41030
L263508,lemma/93715
L263513,lemma/93722
L263521,lemma/2984
L263526,lemma/93735
L263533,lemma/93744
L263535,lemma/93745
L263539,lemma/93749
L263553,lemma/93758
L263558,lemma/3017
L263576,lemma/96714
L263587,lemma/93781
L263597,lemma/93790
L263610,lemma/93801
L263616,lemma/93805
L263620,lemma/93810
L263622,lemma/93813
L263631,lemma/93820
L263638,lemma/93823
L263645,lemma/93829
L263652,lemma/93836
L263658,lemma/41351
L263662,lemma/93844
L263667,lemma/94753
L263705,lemma/93866
L263708,lemma/93869
L263709,lemma/93870
L263717,lemma/93876
L263745,lemma/93900
L263752,lemma/93902
L263755,lemma/138477
L263756,lemma/93907
L263757,lemma/93908
L269044,lemma/97240
L269066,lemma/97255
L269076,lemma/97266
L269089,lemma/97276
L269110,lemma/140851
L269153,lemma/97312
L269167,lemma/97318
L269176,lemma/97336
L269184,lemma/97344
L269189,lemma/97348
L269208,lemma/97363
L269215,lemma/97378
L269236,lemma/97392
L269238,lemma/97393
L269244,lemma/97398
L269245,lemma/97399
L269252,lemma/45853
L269278,lemma/136334
L269281,lemma/136335
L269302,lemma/97437
L269315,lemma/97445
L269320,lemma/97326
L269355,lemma/97473
L269373,lemma/97483
L269384,lemma/97492
L269441,lemma/109669
L269455,lemma/97871
L269463,lemma/97878
L269464,lemma/4461
L270337,lemma/97897
L270340,lemma/4509
L270346,hypolemma/10521
L270353,lemma/97908
L270356,lemma/97910
L270373,lemma/97924
L270376,lemma/97927
L270377,lemma/99953
L270378,lemma/99954
L270391,lemma/97940
L270397,lemma/97945
L270401,lemma/97949
L270409,lemma/97956
L270418,lemma/97968
L270436,lemma/97980
L270443,lemma/97984
L270464,lemma/98003
L270473,lemma/98013
L270474,lemma/98014
L270490,lemma/136361
L270506,lemma/98044
L270547,hypolemma/10720
L270551,hypolemma/10721
L270565,lemma/98094
L270570,hypolemma/10743
L270576,lemma/98120
L270581,lemma/98105
L270586,lemma/98109
L270592,lemma/98114
L270599,lemma/98124
L270611,lemma/98125
L270621,lemma/98140
L270623,lemma/98141
L270654,lemma/98162
L270661,lemma/98169
L270684,hypolemma/10862
L270691,lemma/98198
L270700,hypolemma/10876
L270710,lemma/98213
L270726,lemma/98227
L270728,lemma/98230
L270738,lemma/98235
L270749,lemma/98241
L270753,lemma/98247
L270756,lemma/98251
L270759,lemma/98253
L270771,lemma/98222
L270784,lemma/98267
L270795,lemma/98272
L278528,lemma/111855
L278539,lemma/111910
L278601,lemma/112067
L278603,lemma/112071
L278613,lemma/112139
L278616,lemma/112031
L278620,lemma/112100
L278633,lemma/112117
L278646,lemma/112141
L278653,lemma/112155
L278663,lemma/112209
L278675,lemma/112255
L278689,lemma/112316
L278720,lemma/112370
L278726,lemma/65682
L278746,hypolemma/111496
L278756,hypolemma/27385
L278763,hypolemma/27429
L278775,lemma/112452
L278785,lemma/112456
L278787,lemma/141953
L278791,lemma/112466
L278841,lemma/112545
L278846,lemma/112552
L278851,lemma/141956
L278860,lemma/112581
L278865,lemma/112596
L278866,lemma/112600
L278873,lemma/112611
L278875,lemma/14841
L278878,lemma/112996
L278894,lemma/112661
L278908,lemma/112765
L278941,lemma/112828
L278942,lemma/113318
L278948,lemma/112839
L278963,lemma/112879
L278974,lemma/112883
L278976,lemma/112888
L278986,lemma/112905
L278994,lemma/112923
L279001,lemma/112951
L279008,lemma/112969
L279009,lemma/112970
L279026,lemma/113009
L279033,lemma/113032
L279040,lemma/113050
L279049,lemma/113061
L279069,lemma/113105
L279088,lemma/113149
L279095,lemma/113162
L279105,lemma/113169
L279110,lemma/113201
L279163,lemma/113407
L279165,lemma/113403
L279171,lemma/113417
L279175,lemma/113423
L279178,lemma/67172
L279182,lemma/114090
L279192,lemma/113349
L279194,lemma/113471
L279196,lemma/113477
L279209,lemma/113453
L279210,lemma/113455
L279211,lemma/113458
L279215,hypolemma/113087
L279218,lemma/113465
L279221,lemma/15488
L279223,lemma/15489
L279226,lemma/15490
L279236,lemma/113512
L279264,lemma/135721
L279265,lemma/113520
L279267,lemma/113523
L279272,lemma/113528
L279276,hypolemma/28619
L279293,lemma/113562
L279307,lemma/113585
L279318,lemma/114119
L279329,lemma/113611
L279340,lemma/67389
L279343,hypolemma/113068
L279346,lemma/113643
L279359,lemma/113661
L279365,lemma/113675
L279375,lemma/114071
L279376,lemma/114071
L279385,hypolemma/28778
L285029,lemma/125109
L286026,lemma/127275
L286390,lemma/128229
L287363,lemma/129731
L30639,lemma/104979
L6809,lemma/96076
L8629,lemma/13546
L287729,lemma/130341
L36313,lemma/121112
L37023,lemma/87654
L38546,lemma/114215
L39818,lemma/99347
L40213,lemma/102770
L184555,lemma/109424
L273764,lemma/102738
L254555,lemma/86828
L254573,lemma/86852
L254589,lemma/86859
L254594,lemma/86862
L254596,hypolemma/30
L254602,lemma/86871
L254608,lemma/86873
L254620,hypolemma/50
L254629,lemma/86890
L254630,lemma/86891
L254631,lemma/86892
L254640,hypolemma/113098
L254648,lemma/86901
L254658,lemma/86910
L254669,lemma/91082
L254670,lemma/86925
L254673,lemma/86929
L254678,lemma/86934
L254690,lemma/86948
L254693,lemma/88756
L254701,lemma/91141
L254703,lemma/86958
L254705,lemma/86959
L254709,hypolemma/144
L254712,lemma/86964
L254719,lemma/86970
L254721,lemma/86971
L254724,lemma/86977
L254727,lemma/86979
L254730,lemma/136555
L254739,lemma/86985
L254740,lemma/86999
L254745,lemma/86990
L254764,lemma/87002
L254770,lemma/88231
L254774,lemma/89674
L254781,lemma/87017
L254788,lemma/87020
L254808,hypolemma/256
L254856,lemma/87068
L254857,lemma/87069
L254870,lemma/87077
L254880,lemma/87087
L254894,lemma/87099
L254906,hypolemma/343
L254913,lemma/89811
L254936,lemma/87122
L254940,lemma/87126
L254947,lemma/87135
L254956,lemma/87140
L254968,lemma/87148
L254975,lemma/91172
L254995,lemma/87171
L255014,lemma/87189
L255021,lemma/87193
L255028,lemma/87197
L255059,lemma/87226
L255073,lemma/87239
L255086,lemma/87248
L255098,lemma/139914
L255122,hypolemma/427
L255132,lemma/87289
L255135,lemma/87290
L285784,lemma/127302
L285787,lemma/126707
L285803,lemma/126734
L285805,lemma/126746
L285806,hypolemma/43102
L285817,lemma/126794
L285822,lemma/126816
L285826,hypolemma/43216
L285828,lemma/126842
L285874,lemma/126991
L285875,lemma/126995
L285876,lemma/126996
L285902,lemma/127045
L285922,lemma/126459
L285932,lemma/22560
L285934,lemma/124878
L285944,lemma/127103
L285948,lemma/127115
L285954,lemma/127125
L285956,lemma/127129
L285960,lemma/127134
L285963,lemma/127139
L285965,lemma/126408
L285966,lemma/127499
L285993,lemma/127173
L286057,lemma/127546
L286079,lemma/127581
L286096,lemma/127617
L286106,lemma/140001
L286108,lemma/127630
L286118,lemma/127658
L286122,lemma/22903
L286127,lemma/127690
L286136,lemma/127718
L286154,lemma/127746
L286158,lemma/127747
L286164,lemma/127760
L286168,hypolemma/44041
L286172,hypolemma/44040
L286181,lemma/127787
L286189,lemma/127795
L286194,lemma/127802
L286214,lemma/127791
L286247,lemma/127889
L286255,lemma/127901
L286286,lemma/23179
L286289,lemma/127959
L286294,lemma/127971
L286315,lemma/127998
L286327,lemma/132971
L286338,lemma/128082
L286349,lemma/128114
L286379,lemma/128199
L286393,lemma/128230
L286421,lemma/128280
L286422,lemma/128282
L286427,lemma/128294
L286448,lemma/138144
L286450,lemma/128343
L286451,lemma/139500
L286464,lemma/128357
L286480,lemma/128389
L286481,lemma/128390
L286496,lemma/129139
L286497,lemma/128342
L286512,lemma/128433
L286515,lemma/128436
L286528,lemma/128450
L286536,lemma/129408
L286545,lemma/128477
L286552,lemma/128487
L286560,lemma/128503
L286568,lemma/128519
L286609,lemma/128583
L286617,lemma/128599
L286623,lemma/128615
L286627,lemma/128623
L286633,lemma/128553
L286655,lemma/128660
L286661,lemma/128678
L286670,lemma/128693
L286679,lemma/128707
L286713,lemma/128768
L270799,lemma/98275
L270811,lemma/98285
L270821,hypolemma/11016
L270829,lemma/98299
L270830,lemma/98300
L270836,lemma/98305
L270844,lemma/98312
L270850,lemma/98319
L270881,lemma/98345
L270891,lemma/98355
L270899,lemma/98363
L270901,lemma/98356
L270912,lemma/98382
L270948,lemma/98404
L270958,lemma/98413
L270964,lemma/100386
L270970,lemma/98418
L270971,lemma/98419
L270981,lemma/98426
L270988,lemma/98487
L270996,lemma/98437
L271000,lemma/98440
L271005,lemma/98445
L271034,lemma/98472
L271037,lemma/98474
L271050,lemma/98482
L271058,lemma/98468
L271070,lemma/98494
L271098,lemma/98523
L271100,lemma/98525
L271108,lemma/98530
L271110,lemma/98532
L271111,lemma/98533
L271113,lemma/98534
L271156,lemma/98568
L271182,lemma/98588
L271184,lemma/98590
L271199,lemma/98603
L271208,lemma/98614
L271217,lemma/98622
L271223,lemma/98625
L271224,lemma/98627
L271226,lemma/98629
L271243,lemma/98643
L271253,lemma/98652
L271259,lemma/98658
L271262,lemma/98662
L271280,lemma/98678
L271282,lemma/141773
L271285,lemma/46721
L271287,lemma/98682
L271313,lemma/98711
L271329,lemma/98730
L271333,lemma/98733
L271345,lemma/98742
L271356,lemma/98755
L271370,lemma/98769
L271376,lemma/98774
L271377,lemma/98776
L271383,lemma/98779
L271407,lemma/98802
L271411,lemma/98804
L271420,lemma/46792
L271427,lemma/98819
L271428,hypolemma/11751
L271435,lemma/98823
L271443,lemma/98827
L271446,lemma/98830
L271451,lemma/98835
L271455,lemma/98839
L271461,lemma/98848
L271490,hypolemma/11830
L271492,lemma/98875
L271497,lemma/98881
L271502,lemma/140864
L271503,lemma/98885
L271518,lemma/98899
L271527,lemma/98906
L271532,lemma/98908
L271539,lemma/98911
L271540,hypolemma/11888
L271542,lemma/98912
L271551,lemma/98922
L271557,lemma/98928
L271584,lemma/98944
L271588,lemma/98945
L271589,lemma/98946
L271608,lemma/98955
L271619,lemma/98849
L271629,hypolemma/113120
L263761,lemma/138478
L263767,lemma/93915
L263772,lemma/97838
L263773,lemma/138479
L263790,lemma/93938
L263792,lemma/41455
L263804,lemma/93947
L263806,lemma/93949
L263811,lemma/93953
L263841,lemma/93982
L263869,lemma/94001
L263887,lemma/94018
L263901,lemma/94028
L263912,lemma/94037
L263919,lemma/94041
L263923,lemma/94044
L263934,lemma/94055
L263935,lemma/94069
L263940,lemma/94056
L263958,hypolemma/6592
L263959,lemma/94074
L263960,lemma/94075
L263974,lemma/94086
L263981,lemma/94099
L263984,lemma/94100
L263994,lemma/94107
L263998,lemma/97842
L264007,lemma/94117
L264029,lemma/94133
L264033,lemma/97606
L264040,lemma/94141
L264061,lemma/94148
L264065,lemma/97846
L264074,lemma/94163
L264090,lemma/94181
L264099,lemma/94192
L264100,hypolemma/114016
L264109,lemma/94200
L264111,lemma/94202
L264113,lemma/94205
L264116,lemma/94172
L264120,lemma/94211
L264129,lemma/94218
L264145,lemma/94233
L264151,lemma/94238
L264152,lemma/94225
L264154,lemma/94239
L264155,lemma/94240
L264166,lemma/94250
L264169,lemma/94252
L264175,lemma/94255
L264196,lemma/94278
L264197,lemma/94280
L264209,lemma/94318
L264211,lemma/94290
L264228,lemma/94307
L264229,lemma/94308
L264234,lemma/94314
L264241,lemma/94320
L264249,lemma/94331
L264265,lemma/94350
L264285,hypolemma/113105
L264286,lemma/94365
L264301,lemma/41786
L264310,lemma/94387
L264313,lemma/138905
L264319,lemma/94389
L264338,lemma/94402
L264356,hypolemma/7016
L264358,lemma/93795
L264368,lemma/94420
L264374,lemma/94424
L264378,lemma/94430
L264383,lemma/94435
L264405,lemma/41950
L264416,lemma/97772
L264424,lemma/42006
L264430,hypolemma/7083
L264446,lemma/94482
L264453,lemma/94487
L264461,lemma/94494
L264466,lemma/94497
L264467,lemma/96789
L264488,lemma/94517
L264492,lemma/94519
L264513,lemma/94535
L264514,lemma/94534
L286721,lemma/128787
L286733,lemma/128798
L286771,lemma/127878
L286779,lemma/128905
L286793,lemma/128933
L286810,lemma/128993
L286814,lemma/128998
L286826,lemma/129039
L286831,lemma/129052
L286848,lemma/129078
L286858,lemma/129096
L286865,lemma/129116
L286886,lemma/24201
L286892,lemma/129202
L286896,lemma/129210
L286902,lemma/129218
L286918,lemma/129251
L286920,lemma/129241
L286925,lemma/129250
L286928,lemma/129263
L286939,lemma/129280
L286940,lemma/129282
L286945,lemma/129287
L286946,lemma/129288
L286970,lemma/129341
L286981,lemma/129351
L286987,lemma/131037
L286995,lemma/129646
L287000,lemma/129652
L287013,lemma/130504
L287021,lemma/130512
L287030,lemma/130528
L287046,lemma/130562
L287051,lemma/130991
L287052,lemma/130574
L287055,lemma/130578
L287057,hypolemma/104081
L287062,lemma/130597
L287076,lemma/130633
L287079,lemma/130638
L287093,lemma/130663
L287098,lemma/130668
L287100,lemma/130669
L287139,lemma/131021
L287152,lemma/130857
L287174,lemma/130906
L287175,lemma/131025
L287204,lemma/139791
L287220,lemma/129459
L287225,lemma/129468
L287229,lemma/129511
L287230,lemma/129474
L287238,lemma/129482
L287248,lemma/129504
L287256,lemma/129509
L287274,lemma/84044
L287284,lemma/129551
L287293,lemma/131119
L287311,lemma/129621
L287318,lemma/129632
L287340,lemma/129695
L287379,lemma/129753
L287393,lemma/129773
L287394,lemma/129776
L287398,lemma/129780
L287410,lemma/129799
L287422,hypolemma/46181
L287423,lemma/129826
L287431,lemma/129841
L287445,lemma/139801
L287452,lemma/24881
L287460,lemma/129883
L287468,hypolemma/111474
L287472,lemma/129915
L287473,lemma/129917
L287477,lemma/129923
L287486,lemma/129936
L287496,lemma/129947
L287497,lemma/129951
L287506,lemma/129978
L287526,lemma/130004
L287530,lemma/130009
L287537,lemma/130028
L287544,lemma/130048
L287545,hypolemma/46432
L287546,lemma/130049
L287551,lemma/130065
L287552,lemma/130065
L287571,lemma/130097
L287578,lemma/130111
L287588,lemma/130181
L287591,lemma/130131
L287593,lemma/130134
L287595,lemma/130137
L271634,lemma/98972
L271648,lemma/98987
L271657,lemma/98995
L271685,lemma/99027
L271696,lemma/99038
L271698,lemma/99043
L271717,lemma/100414
L271729,lemma/99069
L271752,lemma/99117
L271760,hypolemma/12166
L271783,lemma/99168
L271785,lemma/99170
L271788,lemma/141584
L271798,lemma/99206
L271801,lemma/99224
L271834,lemma/47289
L271841,lemma/99314
L271844,lemma/99320
L271845,lemma/99322
L271846,lemma/100416
L271857,lemma/4906
L271876,hypolemma/113502
L271883,lemma/99350
L271886,lemma/99360
L271888,lemma/99364
L271892,lemma/99372
L271894,lemma/99383
L271899,hypolemma/12397
L271901,lemma/99401
L271905,lemma/99512
L271911,lemma/141786
L271921,lemma/99445
L271925,lemma/99452
L271931,lemma/100404
L271945,lemma/99475
L271957,lemma/99497
L271982,lemma/5042
L271990,lemma/99564
L271997,hypolemma/12568
L271999,lemma/99567
L272012,lemma/99555
L272024,lemma/100425
L272026,lemma/99606
L272031,hypolemma/110722
L272045,hypolemma/12656
L272051,lemma/99647
L272053,hypolemma/12599
L272055,lemma/99652
L272061,lemma/99661
L272064,hypolemma/12685
L272070,lemma/99677
L272080,lemma/99690
L272094,lemma/99736
L272104,lemma/99730
L272114,lemma/99742
L272119,lemma/99749
L272150,lemma/99803
L272175,lemma/98987
L272177,lemma/99839
L272189,lemma/98957
L272190,lemma/98958
L272193,hypolemma/12957
L272195,lemma/99865
L272213,lemma/99895
L272217,lemma/99299
L272231,lemma/99424
L272238,lemma/99909
L272239,lemma/99912
L272290,lemma/99990
L272294,lemma/99998
L272295,lemma/100002
L272306,lemma/100034
L272332,lemma/100057
L272341,lemma/100063
L272349,lemma/100076
L272352,lemma/100080
L272378,lemma/100115
L272402,lemma/98250
L272425,hypolemma/13308
L272437,lemma/100243
L272438,lemma/100244
L272443,lemma/100258
L272458,hypolemma/13391
L272461,lemma/100291
L272491,lemma/100340
L272502,lemma/105452
L272517,lemma/100509
L264522,lemma/94539
L264545,lemma/94551
L264561,lemma/94533
L264569,lemma/94559
L264576,lemma/97556
L264594,lemma/94572
L264596,lemma/94573
L264597,lemma/94575
L264599,lemma/94576
L264612,lemma/94586
L264633,lemma/94603
L264650,lemma/135744
L264654,lemma/94625
L264660,lemma/97852
L264662,lemma/94633
L264692,lemma/94656
L264701,lemma/94665
L264728,lemma/94677
L264740,lemma/97005
L264771,lemma/97574
L264779,lemma/97577
L264794,lemma/92222
L264798,lemma/92226
L264800,lemma/92231
L264806,lemma/94683
L264816,lemma/42362
L264820,lemma/93382
L264830,lemma/92238
L264840,lemma/97579
L264869,lemma/94720
L264877,lemma/97775
L264888,hypolemma/7323
L264897,lemma/97580
L264900,hypolemma/7330
L264906,lemma/93878
L264917,lemma/94748
L264919,lemma/94749
L264959,lemma/94834
L264980,lemma/94788
L264987,lemma/94793
L264997,lemma/97003
L265001,lemma/94805
L265012,lemma/94810
L265019,lemma/94817
L265020,lemma/94818
L265022,lemma/94819
L265037,lemma/97778
L265047,hypolemma/86603
L265068,lemma/94853
L265081,lemma/94862
L265083,lemma/97583
L265086,lemma/94867
L265091,hypolemma/7442
L265098,lemma/42649
L265110,lemma/94884
L265117,lemma/94888
L265157,lemma/94931
L265175,lemma/94940
L265176,lemma/94948
L265189,lemma/94956
L265190,lemma/94959
L265196,lemma/94964
L265198,lemma/94966
L265207,lemma/94975
L265208,lemma/94977
L265217,lemma/94984
L265223,lemma/94991
L265232,lemma/95000
L265255,lemma/95017
L265258,lemma/95019
L265268,lemma/95034
L265275,lemma/42804
L265294,lemma/95037
L265297,lemma/95034
L265306,hypolemma/7610
L265317,lemma/95050
L265328,lemma/95057
L265364,lemma/95087
L265367,lemma/95090
L265374,lemma/42879
L265380,lemma/95103
L265399,lemma/95117
L287606,lemma/130153
L287620,lemma/130168
L287621,lemma/130170
L287629,lemma/130174
L287631,lemma/130177
L287635,lemma/130197
L287648,lemma/130951
L287658,lemma/130208
L287670,lemma/130232
L287685,lemma/130824
L287692,lemma/130278
L287701,lemma/130287
L287704,lemma/130295
L287711,lemma/130307
L287727,lemma/130333
L287730,lemma/130342
L287734,hypolemma/46744
L287737,lemma/130353
L287742,lemma/130360
L287773,lemma/130403
L287793,lemma/130907
L287797,lemma/130456
L287810,lemma/130478
L287812,lemma/130713
L287819,lemma/130722
L287820,lemma/130724
L287826,hypolemma/47220
L287857,lemma/130763
L287877,lemma/130800
