lexeme,lila
L259018,lemma/89999
L259031,lemma/23940
L259036,lemma/90012
L259042,lemma/90022
L259043,lemma/90023
L259045,lemma/90024
L259053,lemma/90034
L259055,lemma/90036
L259067,lemma/90040
L259071,lemma/90046
L259073,lemma/90049
L259076,lemma/90050
L259117,hypolemma/113166
L259132,lemma/90091
L259186,lemma/90144
L259192,lemma/32311
L259214,lemma/90177
L259216,lemma/90179
L259226,lemma/90129
L259241,lemma/90196
L259265,lemma/90224
L259271,lemma/90229
L259283,lemma/90235
L259287,lemma/90239
L259290,lemma/90242
L259299,lemma/90251
L259305,lemma/90255
L259325,lemma/90277
L259329,lemma/90281
L259343,lemma/90298
L259359,lemma/90316
L259374,lemma/90331
L259375,lemma/90330
L259418,lemma/32695
L259456,lemma/90397
L259471,lemma/90410
L259531,lemma/32813
L259533,lemma/90479
L259584,lemma/90501
L270889,lemma/98352
L270424,lemma/97931
L270747,lemma/98237
L270495,lemma/98031
L263643,lemma/138472
L263647,lemma/93830
L263672,lemma/93850
L263686,lemma/41387
L263699,lemma/41395
L263704,lemma/93863
L263732,lemma/93889
L263759,lemma/93909
L269049,lemma/97245
L269097,hypolemma/10224
L269098,lemma/97279
L269113,lemma/45598
L269129,lemma/97296
L269148,lemma/97307
L269155,hypolemma/10266
L269156,lemma/97313
L269172,lemma/97319
L269179,lemma/45676
L269181,lemma/97339
L269190,lemma/97350
L269202,lemma/94077
L269203,lemma/93675
L269232,lemma/97388
L269234,lemma/97389
L269257,lemma/97408
L269261,lemma/97411
L269271,lemma/97417
L269274,lemma/97419
L269277,lemma/97422
L269357,lemma/97474
L269367,lemma/97479
L269383,lemma/97489
L269408,lemma/97502
L269409,lemma/4364
L269451,lemma/97868
L269453,lemma/97870
L269476,lemma/97887
L269481,lemma/97891
L270342,lemma/97901
L270381,lemma/97930
L270388,lemma/97937
L270411,lemma/141762
L270420,lemma/97969
L270426,lemma/97973
L270428,lemma/97977
L270451,lemma/97992
L270461,lemma/97999
L270468,lemma/98007
L270475,lemma/98016
L270492,lemma/136362
L270508,lemma/100393
L270517,lemma/98053
L270532,lemma/98066
L270538,hypolemma/77235
L270553,lemma/98085
L270577,hypolemma/10770
L270582,lemma/98106
L270595,lemma/98118
L270606,lemma/98117
L270613,lemma/46280
L270615,lemma/136191
L270619,lemma/98139
L270624,lemma/98142
L270637,lemma/98147
L270650,lemma/46306
L270653,lemma/98161
L270656,lemma/98164
L270668,lemma/98176
L270675,lemma/98184
L270692,lemma/98200
L270697,lemma/98204
L270701,lemma/98205
L270707,lemma/98210
L270713,lemma/98214
L270724,lemma/98225
L270750,lemma/98242
L270757,lemma/46367
L270761,lemma/100452
L270765,lemma/98231
L270774,lemma/98260
L270793,lemma/98271
L270800,lemma/100397
L270813,lemma/100398
L270814,lemma/98287
L270820,lemma/98293
L270828,lemma/98298
L270843,lemma/98313
L270845,lemma/98314
L270854,hypolemma/11049
L270871,lemma/98337
L270886,lemma/98350
L270904,lemma/98368
L270913,lemma/98383
L270915,lemma/98385
L270929,hypolemma/11123
L270930,lemma/100402
L271872,lemma/100466
L271524,lemma/98904
L281987,lemma/118962
L271777,lemma/99157
L272041,lemma/99627
L282019,lemma/119085
L281887,lemma/118701
L281903,lemma/118752
L281915,lemma/72968
L281920,lemma/118800
L281937,lemma/118838
L281945,lemma/118857
L281946,lemma/118861
L281947,lemma/118863
L281958,lemma/118890
L281978,lemma/118946
L282007,lemma/119045
L282008,lemma/120883
L282014,lemma/119070
L282032,lemma/119120
L282041,lemma/119141
L271977,lemma/99521
L271164,lemma/4720
L271258,lemma/98657
L271261,lemma/98661
L271263,lemma/98663
L271305,lemma/98700
L271309,lemma/98706
L271310,lemma/98708
L271328,lemma/98729
L271331,lemma/98731
L271347,lemma/98743
L271354,lemma/98752
L271355,lemma/98753
L271360,lemma/98758
L271367,lemma/98766
L271369,lemma/98767
L271372,lemma/98771
L271382,lemma/98780
L271390,hypolemma/11702
L271404,lemma/98800
L271418,lemma/98812
L271421,lemma/98815
L271429,lemma/98820
L271441,hypolemma/113097
L271459,lemma/98844
L271476,lemma/98862
L271495,lemma/98878
L271516,lemma/98898
L271521,lemma/98903
L271529,lemma/98907
L271556,lemma/98927
L271571,lemma/98938
L271579,lemma/136389
L271597,lemma/98951
L271599,lemma/98920
L271618,lemma/98962
L271622,lemma/98964
L271623,lemma/98965
L271625,lemma/98967
L271627,lemma/98969
L271632,lemma/98971
L271636,lemma/98974
L271641,lemma/98980
L271646,lemma/98985
L271662,lemma/98998
L271675,lemma/99012
L271680,lemma/99022
L271692,lemma/99034
L271703,lemma/99045
L271718,lemma/99056
L271739,lemma/99089
L271742,lemma/99099
L271745,lemma/99107
L271753,lemma/99119
L271757,lemma/99089
L271768,lemma/100367
L271772,lemma/99148
L271773,lemma/99148
L271791,hypolemma/80236
L271795,lemma/99205
L271843,lemma/99318
L271874,lemma/99342
L271889,lemma/99365
L271908,lemma/99408
L271909,lemma/99409
L271918,lemma/99439
L271920,lemma/99442
L271933,hypolemma/12447
L271940,lemma/99470
L271943,lemma/99474
L271958,lemma/99498
L271978,lemma/99522
L271981,lemma/99529
L272003,lemma/99572
L272016,lemma/99589
L272021,lemma/99597
L272043,lemma/99631
L272049,lemma/100473
L272056,lemma/138983
L254838,lemma/91168
L254992,lemma/87168
L254694,lemma/86952
L254744,lemma/86989
L276860,lemma/108389
L254646,lemma/86899
L254649,lemma/86902
L254661,lemma/86913
L254671,lemma/86927
L254676,lemma/86932
L254679,lemma/86935
L254680,lemma/86936
L254683,lemma/86940
L254698,lemma/86956
L254710,lemma/86962
L254725,lemma/86978
L254732,lemma/105060
L254735,lemma/86984
L254760,lemma/26390
L254762,lemma/87001
L254775,lemma/87008
L254795,lemma/87026
L254853,lemma/87065
L254871,lemma/87078
L254882,lemma/87090
L254902,lemma/87103
L254924,lemma/87111
L254954,lemma/87139
L254967,lemma/87146
L254993,lemma/87169
L255056,lemma/87222
L255067,lemma/87237
L255069,lemma/87233
L255120,lemma/87276
L255121,lemma/87278
L255138,lemma/87293
L255155,hypolemma/527
L255159,lemma/87310
L255178,lemma/87318
L255188,lemma/138384
L255193,lemma/86823
L255203,hypolemma/113099
L255226,lemma/87353
L255251,lemma/87371
L255259,lemma/87376
L255260,lemma/87342
L255267,lemma/87385
L255297,lemma/87139
L255303,lemma/87146
L255333,lemma/87406
L255334,lemma/87396
L255348,lemma/87412
L271145,lemma/98557
L271154,lemma/98565
L271155,lemma/98564
L276445,lemma/106219
L276463,lemma/106257
L276466,lemma/106268
L276512,lemma/107937
L276527,lemma/107967
L276536,lemma/59622
L276549,lemma/107979
L276554,lemma/107990
L276608,lemma/106709
L276618,lemma/106745
L276622,lemma/108039
L276625,lemma/108043
L276629,lemma/108050
L276680,lemma/59734
L276698,lemma/108100
L276736,lemma/108172
L276737,lemma/108174
L276741,hypolemma/22872
L276743,lemma/108180
L276745,hypolemma/22963
L276758,hypolemma/105383
L276772,lemma/108244
L276774,lemma/108248
L276779,hypolemma/23093
L276782,lemma/108263
L276785,lemma/108266
L276795,hypolemma/23122
L276800,hypolemma/23154
L276816,lemma/108329
L276830,lemma/108352
L276849,lemma/108372
L276919,hypolemma/79775
L276930,lemma/108554
L276932,lemma/108554
L276936,lemma/108567
L276941,lemma/108591
L276951,lemma/108617
L276954,lemma/108627
L276976,hypolemma/80558
L276979,lemma/108707
L276982,hypolemma/23722
L276985,lemma/108715
L276986,lemma/108715
L275799,lemma/106709
L275823,lemma/106745
L279024,lemma/113002
L279022,lemma/112998
L254830,lemma/87053
L274535,lemma/104032
L277845,lemma/110492
L254554,lemma/86827
L254560,lemma/136419
L254568,lemma/86845
L254597,lemma/86865
L254600,lemma/91076
L254601,lemma/86869
L254611,lemma/86875
L254612,lemma/86876
L254633,lemma/86894
L254643,hypolemma/54
L254645,lemma/138531
L254656,lemma/86908
L254677,lemma/86933
L254681,lemma/86937
L254684,lemma/86945
L254687,lemma/86946
L254695,lemma/86953
L254700,hypolemma/112881
L254716,lemma/86968
L254736,lemma/138794
L254754,lemma/86995
L254756,lemma/86998
L254778,lemma/87010
L254779,hypolemma/113033
L254793,hypolemma/235
L254807,lemma/87034
L254814,lemma/87039
L254821,lemma/87044
L254826,hypolemma/111646
L254861,lemma/26516
L262718,lemma/93053
L262737,lemma/93070
L262749,lemma/93076
L262760,lemma/93087
L262776,lemma/93099
L278822,lemma/112517
L278838,lemma/112542
L278869,lemma/112607
L278872,lemma/112609
L278880,lemma/112634
L278882,lemma/112636
L278891,lemma/112653
L278901,lemma/112671
L278921,lemma/112791
L278926,lemma/112801
L278936,lemma/112819
L278953,lemma/112854
L278955,lemma/112859
L278981,lemma/112893
L278992,lemma/112917
L279002,lemma/112950
L279025,lemma/113003
L279030,lemma/113019
L279031,lemma/113021
L279035,lemma/113036
L279046,lemma/113058
L279053,hypolemma/28245
L279058,lemma/113072
L279076,lemma/113117
L279080,lemma/113124
L279092,hypolemma/28317
L279106,lemma/113181
L279108,lemma/113182
L279148,lemma/113369
L279153,lemma/114129
L279155,lemma/113383
L279193,lemma/113462
L279212,lemma/113459
L279217,lemma/113464
L279242,lemma/113502
L279248,lemma/113511
L279277,lemma/113541
L279291,lemma/113557
L279314,lemma/67349
L279317,lemma/114118
L279320,lemma/114141
L279321,lemma/113607
L279352,lemma/113651
L279366,lemma/113677
L279381,lemma/113695
L279418,lemma/113751
L279447,lemma/113809
L279464,lemma/114154
L279498,lemma/67650
L279507,lemma/113890
L279525,lemma/113903
L279540,lemma/113941
L279622,lemma/114035
L279641,lemma/114187
L279646,lemma/114201
L279649,lemma/114208
L279658,lemma/114216
L279668,hypolemma/29277
L279673,lemma/114242
L279710,lemma/114331
L283128,lemma/121357
L283164,lemma/121411
L283604,lemma/121904
L283624,lemma/121926
L283376,lemma/121650
L283774,lemma/20302
L283286,lemma/121575
L282982,lemma/121161
L283906,lemma/123071
L282688,lemma/120394
L282693,lemma/120402
L282696,lemma/120406
L282697,lemma/120407
L282700,lemma/120414
L282719,lemma/120455
L282720,lemma/120456
L282722,lemma/120460
L282731,lemma/120487
L282781,lemma/120533
L282787,lemma/120547
L282804,lemma/120580
L282831,lemma/120635
L282845,lemma/120659
L282891,lemma/120977
L282895,lemma/120993
L282897,lemma/120997
L282912,lemma/74487
L282927,lemma/139995
L282934,lemma/121085
L282947,lemma/121327
L282971,lemma/121128
L282976,lemma/121136
L282993,lemma/121163
L282997,lemma/121180
L283001,lemma/121352
L283004,hypolemma/36946
L283006,lemma/121181
L283016,lemma/121197
L283032,lemma/121242
L283034,lemma/121244
L283038,lemma/121257
L283051,lemma/74825
L283072,lemma/121346
L283126,lemma/131419
L283139,hypolemma/37900
L283143,lemma/121448
L283166,lemma/121417
L283192,lemma/121460
L283195,lemma/121463
L283198,hypolemma/37192
L283208,lemma/121478
L283228,lemma/121504
L283259,lemma/122988
L283299,lemma/122443
L283323,lemma/122473
L283361,lemma/137694
L283373,lemma/122524
L283374,lemma/122525
L283381,lemma/122929
L283387,lemma/121668
L283399,lemma/121687
L283408,lemma/122554
L283449,lemma/122598
L283455,lemma/122602
L283460,lemma/122607
L283468,lemma/121763
L283472,lemma/121766
L283488,lemma/122639
L283521,lemma/122671
L283537,lemma/122681
L283562,lemma/121865
L283573,lemma/122710
L283585,lemma/122723
L283586,lemma/122724
L283610,lemma/121909
L283614,lemma/122743
L283627,lemma/121597
L283632,lemma/121937
L283644,lemma/121956
L283676,lemma/139998
L283688,lemma/122820
L283696,lemma/122009
L283715,lemma/122078
L283717,lemma/122081
L283729,hypolemma/38902
L283731,lemma/122836
L283739,lemma/76914
L283742,lemma/122104
L283747,lemma/122117
L283770,lemma/122853
L283781,lemma/122160
L283792,lemma/122173
L283820,lemma/122864
L283835,lemma/122252
L283848,lemma/122883
L283870,lemma/138697
L283892,hypolemma/58766
L283910,lemma/123086
L283949,lemma/123141
L282933,lemma/121085
L275266,lemma/105515
L286599,lemma/128564
L287103,lemma/130673
L275308,lemma/105621
L275180,lemma/105373
L275276,lemma/105550
L286757,lemma/128856
L286877,lemma/129181
L275491,lemma/106081
L286567,lemma/128517
L286649,lemma/128649
L275163,lemma/105310
L275234,lemma/105459
L275237,lemma/57489
L275256,lemma/105492
L275262,lemma/105497
L275279,lemma/105557
L275284,lemma/105559
L275321,lemma/105649
L275328,lemma/105658
L275340,lemma/105676
L275343,lemma/105685
L275346,lemma/57771
L275365,hypolemma/18932
L275372,lemma/105733
L275384,lemma/105744
L275397,lemma/105382
L275402,lemma/105763
L275404,lemma/139070
L275414,lemma/105768
L275418,hypolemma/18979
L275439,lemma/105849
L275457,lemma/105909
L275479,lemma/106055
L275520,lemma/106129
L275538,lemma/106172
L275540,lemma/106175
L275541,hypolemma/19319
L275602,lemma/106316
L275615,lemma/106356
L275626,lemma/106384
L275634,lemma/106400
L286412,lemma/128264
L286419,lemma/129413
L286433,lemma/128304
L286452,lemma/128345
L286494,lemma/128401
L286505,lemma/128423
L286551,lemma/128486
L286563,lemma/128510
L286586,lemma/128554
L286589,hypolemma/44781
L286598,lemma/128565
L286601,lemma/128568
L286607,hypolemma/44813
L286622,lemma/128613
L286630,lemma/128627
L286648,lemma/128648
L286656,lemma/128665
L286657,lemma/128666
L286659,lemma/128673
L286660,lemma/128674
L286672,lemma/128715
L286683,lemma/128717
L286715,lemma/128769
L286716,lemma/134702
L286745,lemma/128833
L286759,lemma/128858
L286760,lemma/138171
L286790,lemma/128834
L286801,lemma/128965
L286806,lemma/128976
L286807,hypolemma/45360
L286808,lemma/128981
L286828,lemma/129046
L286839,lemma/129066
L286856,lemma/129090
L286878,lemma/129186
L286899,lemma/129214
L286905,lemma/129223
L286910,lemma/129227
L286911,lemma/129231
L286935,lemma/129270
L286937,lemma/129277
L286957,lemma/129310
L286959,hypolemma/112841
L286961,hypolemma/112843
L286971,lemma/129342
L286975,lemma/129346
L286979,lemma/129349
L286999,lemma/129644
L287058,lemma/130583
L287059,lemma/130587
L287085,lemma/130649
L287097,hypolemma/47123
L287104,hypolemma/47126
L287121,lemma/130702
L287137,lemma/131003
L287140,lemma/130827
L287160,lemma/130871
L267316,lemma/96157
L267342,lemma/96179
L277683,lemma/110190
L287319,lemma/129634
L287325,lemma/129662
L287328,lemma/129668
L287356,lemma/129724
L287382,lemma/129757
L287392,lemma/129771
L287414,lemma/129819
L287421,lemma/129825
L287428,lemma/129835
L287453,lemma/129867
L287454,lemma/129868
L287470,lemma/129912
L287485,lemma/129934
L287511,hypolemma/46375
L287519,lemma/24962
L287522,lemma/129999
L287533,lemma/130011
L287547,lemma/130051
L277756,lemma/110371
L267254,lemma/96122
L267256,lemma/97742
L267267,lemma/96130
L267275,lemma/96133
L267278,lemma/96135
L267285,lemma/141733
L267287,lemma/96138
L267302,lemma/97743
L267305,lemma/96151
L267313,lemma/96156
L267339,lemma/96177
L267356,hypolemma/111631
L267358,hypolemma/9151
L267367,lemma/141735
L267379,lemma/96199
L267386,lemma/96206
L267397,lemma/96216
L267471,hypolemma/9253
L267478,hypolemma/9258
L267494,lemma/97662
L267504,lemma/96287
L267507,hypolemma/9276
L267557,lemma/96321
L267571,hypolemma/9329
L267600,lemma/96352
L267624,lemma/96369
L267648,hypolemma/9403
L267666,lemma/96398
L267680,hypolemma/9435
L267694,lemma/96420
L267699,hypolemma/113170
L267703,lemma/96426
L267713,lemma/97816
L267738,lemma/96448
L267754,lemma/96480
L267768,lemma/140832
L267770,lemma/96474
L267874,lemma/96488
L267882,lemma/96493
L267894,lemma/96504
L267914,lemma/96514
L267961,lemma/96526
L268016,lemma/96562
L268027,lemma/44183
L268033,lemma/96573
L268060,lemma/96589
L268064,lemma/96594
L268065,lemma/96593
L268068,lemma/96599
L268095,lemma/96610
L268211,lemma/96617
L268238,lemma/96636
L268260,lemma/96653
L268321,lemma/96697
L268329,lemma/96703
L268337,hypolemma/113113
L268375,lemma/96735
L277684,lemma/110191
L277725,lemma/110284
L277731,lemma/110293
L277747,lemma/11874
L277755,lemma/110367
L277759,hypolemma/113183
L277765,hypolemma/25575
L277767,lemma/110388
L277768,hypolemma/25572
L277778,lemma/110405
L277781,lemma/11926
L277783,lemma/11931
L277803,lemma/11960
L277831,lemma/110469
L277855,lemma/110518
L277898,lemma/140387
L277940,lemma/110735
L277941,lemma/110740
L277959,hypolemma/25949
L277981,lemma/110812
L278002,lemma/110836
L283014,lemma/121333
L271765,lemma/97855
L283026,lemma/121219
L257260,lemma/88558
L257262,lemma/88560
L257265,lemma/88563
L257281,lemma/88581
L257283,lemma/88583
L257329,lemma/29669
L257332,lemma/89370
L257346,lemma/88641
L257347,lemma/88627
L257348,lemma/88642
L257355,lemma/88648
L257371,lemma/14103
L257374,lemma/89714
L257375,lemma/88666
L257379,lemma/88668
L257384,lemma/88670
L257395,lemma/29782
L257427,lemma/88664
L257468,lemma/88696
L257479,lemma/105146
L257505,lemma/88701
L257510,lemma/88706
L257519,lemma/88713
L257525,lemma/88718
L257537,lemma/88728
L257539,lemma/88729
L257567,lemma/88761
L257572,hypolemma/2151
L257575,lemma/88772
L257576,lemma/88787
L257580,lemma/88777
L282671,lemma/120365
L282678,lemma/118039
L282682,lemma/120390
L282686,lemma/120392
L282698,lemma/120410
L282714,hypolemma/101744
L282715,lemma/120448
L282716,lemma/74189
L282744,lemma/120518
L282777,lemma/120526
L282783,lemma/120538
L282784,lemma/120539
L282788,lemma/120549
L282794,lemma/120570
L282799,lemma/120575
L282802,lemma/120579
L282816,lemma/120935
L282829,lemma/120392
L282901,lemma/121009
L282907,hypolemma/101792
L282957,lemma/137665
L282969,lemma/121126
L282987,lemma/121150
L283005,lemma/121171
L283046,lemma/121264
L283052,lemma/121267
L283073,lemma/121347
L283102,lemma/121302
L283103,lemma/139997
L283116,lemma/121304
L283135,lemma/122979
L283136,lemma/121371
L283140,lemma/121378
L283175,lemma/121434
L283185,lemma/121446
L283187,lemma/121453
L283197,lemma/121465
L283222,lemma/122364
L283225,lemma/122371
L283230,lemma/122373
L283238,hypolemma/37242
L283244,lemma/122912
L283252,lemma/121532
L283257,lemma/122391
L283280,lemma/122437
L283283,hypolemma/111624
L283290,lemma/122332
L283294,lemma/121532
L283298,lemma/122442
L283301,lemma/122919
L283324,lemma/121605
L283330,lemma/122476
L283354,lemma/122502
L283393,lemma/122541
L283396,lemma/122545
L283397,lemma/122930
L283409,lemma/122556
L283426,lemma/122564
L283433,lemma/122569
L283441,lemma/122589
L283442,lemma/121737
L283447,lemma/121741
L283452,hypolemma/111643
L283458,lemma/121754
L283461,lemma/122608
L283467,lemma/122991
L284080,lemma/123440
L284043,lemma/123378
L284049,lemma/123349
L283895,lemma/123033
L257989,lemma/89180
L257995,lemma/89187
L258001,lemma/89196
L258007,lemma/89203
L258018,lemma/89213
L258020,lemma/89994
L258021,lemma/89215
L258037,lemma/89227
L258042,lemma/89336
L258052,lemma/89242
L258120,lemma/89297
L258129,lemma/89215
L258134,lemma/89300
L258147,lemma/89312
L258151,lemma/89318
L258170,lemma/30774
L258177,lemma/89339
L258181,lemma/90055
L258185,lemma/137056
L258187,lemma/89350
L258200,lemma/90142
L258244,lemma/89408
L258247,lemma/89413
L258262,lemma/89435
L258271,lemma/89444
L258274,lemma/89451
L258310,lemma/89494
L258322,lemma/89507
L258331,lemma/89518
L258344,lemma/89528
L258346,lemma/89530
L258349,lemma/89535
L258352,lemma/89539
L258370,lemma/89558
L258460,lemma/135716
L283471,lemma/122614
L283503,hypolemma/113500
L283542,lemma/121842
L283549,lemma/121847
L283569,lemma/122704
L283571,lemma/122708
L283583,lemma/121614
L283595,lemma/122728
L283601,lemma/122734
L283606,lemma/122737
L283620,lemma/122750
L283622,lemma/122751
L283631,lemma/122758
L283639,lemma/122771
L283670,lemma/122797
L283680,lemma/122908
L283692,lemma/122004
L283718,lemma/122953
L283721,lemma/122086
L283738,lemma/122101
L283744,lemma/122111
L283754,lemma/122135
L283757,lemma/122139
L283773,lemma/77184
L283776,lemma/77222
L283796,lemma/122183
L283824,lemma/122240
L283830,lemma/122247
L283839,lemma/122878
L283851,lemma/122286
L283854,lemma/122886
L283855,lemma/122885
L283859,lemma/122302
L283867,lemma/122315
L283873,lemma/20439
L283885,lemma/20454
