wd_item,wd_itemLabel,wn31
Q165196,Panicum miliaceum,12156415-n
Q1026217,Calameae,12156909-n
Q2734060,reed,12157237-n
Q332062,Sorghum bicolor,12157637-n
Q332062,Sorghum bicolor,12157854-n
Q332062,Sorghum bicolor,12158308-n
Q12117,cereal,12162012-n
Q15645384,wheat,12162602-n
Q618324,Triticum durum,12162967-n
Q158767,Triticum spelta,12163582-n
Q167339,Triticum dicoccum,12163732-n
Q11575,maize,12164193-n
Q518044,Hordeum,12164634-n
Q506139,caryopsis,12165097-n
Q165112,popcorn,12165994-n
Q5719298,Corn silk,12166155-n
Q1205244,Zoysia,12166828-n
Q35922,Bambuseae,12167743-n
Q670887,Bambusoideae,12168056-n
Q155843,Cyperaceae,12170545-n
Q734727,galangal,12171687-n
Q1281083,Alpinia officinarum,12171687-n
Q158808,Cyperus papyrus,12171882-n
Q1391422,Cyperus rotundus,12172132-n
Q471914,Pandanus,12175290-n
Q471914,Pandanus,12175643-n
Q145707,Typha,12176100-n
Q111912248,Bulrush,12176290-n
Q506139,caryopsis,12177573-n
Q7215110,Secale,12177696-n
Q160571,Cucurbita moschata,12178194-n
Q161180,Cucurbita maxima,12178286-n
Q7370671,gourd,12178548-n
Q7229863,Cucurbita pepo,12178960-n
Q7229863,Cucurbita pepo,12179315-n
Q149006,Bryonia,12183552-n
Q162736,Humulus japonicus,12183973-n
Q5881191,melon,12184341-n
Q41318,Cucumis metuliferus,12184582-n
Q81602,Cucumis melo,12184880-n
Q23425,Cucumis sativus,12185901-n
Q1277255,Lagenaria siceraria,12186645-n
Q232909,loofah,12186941-n
Q232909,loofah,12187310-n
Q232909,loofah,12187592-n
Q158182,Lobelia,12189082-n
Q1396837,Lobelia cardinalis,12189267-n
Q1661351,Indian Tobacco,12189415-n
Q147325,Malva,12191102-n
Q157920,Malva moschata,12191615-n
Q156835,Malva sylvestris,12192020-n
Q866047,Abelmoschus,12192483-n
Q2086536,Abelmoschus moschatus,12192998-n
Q606369,Abutilon theophrasti,12193586-n
Q27682,Alcea rosea,12194181-n
Q157706,Althaea,12194828-n
Q158496,Althaea officinalis,12194828-n
Q310124,Gossypium arboreum,12196795-n
Q159534,Hibiscus rosa-sinensis,12198361-n
Q1137540,Hibiscus cannabinus,12198646-n
Q79817,Cannabis,12198875-n
Q15768656,Hibiscus tiliaceus,12199011-n
Q319390,Hibiscus sabdariffa costanera,12200149-n
Q15768656,Hibiscus tiliaceus,12200685-n
Q157854,Hibiscus trionum,12200973-n
Q3504689,Malope,12203969-n
Q3316083,Pavonia,12205429-n
Q3744036,Sphaeralcea coccinea,12208408-n
Q21468093,tulipwood,12209001-n
Q13399160,Bombax ceiba,12209946-n
Q159165,Adansonia gregorii,12210296-n
Q158742,Adansonia digitata,12210504-n
Q138617,Ceiba pentandra,12210927-n
Q134185,durian,12211386-n
Q12302824,Ochroma,12212104-n
Q12302824,Ochroma,12212330-n
Q151178,Aristotelia serrata,12214182-n
Q1478297,Sterculia,12215908-n
Q907118,Brachychiton acerifolius,12216853-n
Q134041,cola,12217728-n
Q114264,Cola,12217876-n
Q912522,kola nut,12218118-n
Q908118,Dombeya,12218418-n
Q2703645,Fremontodendron,12219310-n
Q42385,Theobroma cacao,12222097-n
Q137952,Triplochiton scleroxylon,12222455-n
Q127849,Tilia,12223453-n
Q158746,Tilia cordata,12223453-n
Q163981,Tilia americana,12223453-n
Q25356,Populus,12224413-n
Q161489,Corchorus,12225063-n
Q161489,Corchorus,12225247-n
Q190903,herbaceous plant,12226211-n
Q11004,vegetable,12232878-n
Q227822,Protea,12235306-n
Q1930962,Protea cynaroides,12235539-n
Q131258,Banksia,12236096-n
Q158538,Lonicera caprifolium,12236341-n
Q4879779,Beefwood,12239007-n
Q2710975,Lomatia,12241346-n
Q310041,Macadamia,12241708-n
Q136760,Telopea,12244086-n
Q136760,Telopea,12244281-n
Q756005,Casuarina,12245495-n
Q1421121,Erica tetralix,12247937-n
Q176647,Erica arborea,12248426-n
Q176647,Erica arborea,12248562-n
Q248958,winter heath,12248746-n
Q742866,Andromeda polifolia,12249960-n
Q430057,Arbutus,12250864-n
Q469695,Arbutus menziesii,12251057-n
Q3287159,Manzanita,12251057-n
Q280566,Arctostaphylos,12251709-n
Q3287159,Manzanita,12252435-n
Q866655,Bryanthus,12253766-n
Q5527672,Gaultheria hispidula,12255996-n
Q386770,Gaultheria procumbens,12256282-n
Q941600,Gaultheria shallon,12256677-n
Q2689896,huckleberry,12257063-n
Q1427635,Kalmia,12258003-n
Q1506945,Leucothoe,12260164-n
Q6709743,Lyonia lucida,12261943-n
Q48677,Oxydendrum arboreum,12262926-n
Q742866,Andromeda polifolia,12263976-n
Q15386421,Leucothoe axillaris,12264210-n
Q189393,Rhododendron,12264670-n
Q5986917,Azalea,12265836-n
Q5079636,Vaccinium,12265989-n
Q13181,cranberry,12266212-n
Q13178,Vaccinium sect. Cyanococcus,12266749-n
Q2689896,huckleberry,12267158-n
Q3249733,Vaccinium arboreum,12267290-n
Q60708120,bilberry,12268876-n
Q60708120,bilberry,12269091-n
Q93235,Vaccinium vitis-idaea,12270059-n
Q150315,Diapensia lapponica,12271518-n
Q166773,Galax urceolata,12271795-n
Q1681735,Shortia,12272685-n
Q2589976,Epacris,12273746-n
Q4811591,Astroloma humifusum,12274685-n
Q1785217,Wintergreen,12276629-n
Q157932,Chimaphila,12278087-n
Q1156848,Monotropa uniflora,12279402-n
Q133288,Monotropa,12279833-n
Q59779138,beech tree,12281316-n
Q59835149,chestnut tree,12283070-n
Q129324,Castanea,12283422-n
Q2967382,Chrysolepis chrysophylla,12285303-n
Q1510340,tanbark,12286257-n
Q3914781,acorn,12288194-n
Q5194591,Cupule,12288448-n
Q12004,Quercus,12288763-n
Q33036816,oak,12288763-n
Q12004,Quercus,12289435-n
Q469555,white oak,12290169-n
Q218155,Quercus ilex,12293167-n
Q4111870,Quercus incana,12293631-n
Q4112143,Quercus laurifolia,12294285-n
Q1633311,Quercus lyrata,12294668-n
Q4112855,Quercus nigra,12296627-n
Q158608,Quercus petraea,12296994-n
Q783224,Quercus phellos,12297667-n
Q2600501,Quercus stellata,12298888-n
Q156137,Quercus suber,12299167-n
Q1001011,Quercus velutina,12299975-n
Q1758722,Quercus virginiana,12300289-n
Q25243,Betula,12301758-n
Q25243,Betula,12302117-n
Q1499241,Betula alleghaniensis,12302305-n
Q1510231,Betula nigra,12303450-n
Q156904,Alnus glutinosa,12304779-n
Q156904,Alnus glutinosa,12305182-n
Q2666303,Alnus rhombifolia,12305886-n
Q59779148,hornbeam,12307343-n
Q605290,Ostrya,12308522-n
Q124969,Corylus avellana,12309340-n
Q145889,Corylus,12309340-n
Q145889,Corylus,12309950-n
Q157703,Centaurium,12311265-n
Q5059029,Centaurium calycosum,12311492-n
Q27989,Campanula rotundifolia,12312476-n
Q144682,Gentiana,12314240-n
Q163785,Gentiana acaulis,12314641-n
Q5533615,Gentiana andrewsii,12314848-n
Q5533620,Gentiana clausa,12315240-n
Q161548,Gentiana pneumonanthe,12315550-n
Q5533630,Gentiana villosa,12315946-n
Q162809,Gentianella,12316077-n
Q159257,Gentianella amarella,12316562-n
Q5533637,Gentianopsis holopetala,12318024-n
Q37083,Olea europaea,12321555-n
Q37083,Olea europaea,12321697-n
Q37083,Olea europaea,12321962-n
Q355080,Forestiera,12323082-n
Q672980,Forsythia,12323600-n
Q59772388,ash,12323979-n
Q156907,Fraxinus excelsior,12324438-n
Q5494017,Fraxinus texensis,12326503-n
Q82014,Jasminum,12327234-n
Q753099,Ligustrum,12328273-n
Q468520,Osmanthus americanus,12330147-n
Q157449,Syringa,12330670-n
Q6565319,Syringa vulgaris,12330866-n
Q76626,plant sap,12332317-n
Q156414,Centaurea,12332627-n
Q8027866,Hamamelidis cortex,12335325-n
Q1400384,Fothergilla,12336335-n
Q1151189,Fothergilla major,12336516-n
Q469652,Liquidambar styraciflua,12336961-n
Q62398912,walnut tree,12338895-n
Q208021,walnut,12339132-n
Q630288,Juglans cinerea,12339482-n
Q142788,Carya,12340527-n
Q672080,Conopodium majus,12341144-n
Q879016,Carya cordiformis,12341323-n
Q333877,Carya illinoinensis,12341594-n
Q333877,Carya illinoinensis,12341821-n
Q4215101,Carya laciniosa,12341912-n
Q5047669,Carya myristiciformis,12342186-n
Q1420126,Pterocarya,12343018-n
Q1777188,Combretum,12344573-n
Q2520560,Conocarpus erectus,12345423-n
Q161042,Elaeagnus,12346304-n
Q81671,Bertholletia excelsa,12348363-n
Q156845,Lythrum,12348915-n
Q157513,Lythrum salicaria,12349084-n
Q1148692,Lagerstroemia indica,12349777-n
Q6122027,Myrtus communis L.,12350986-n
Q133541,Pimenta,12351583-n
Q2359212,Colubrina,12352305-n
Q499671,Acca sellowiana,12353072-n
Q1973619,Plinia cauliflora,12353570-n
Q320179,Psidium,12354047-n
Q2350189,Hevea,12355037-n
Q45669,Eucalyptus,12355408-n
Q598357,stringybark,12356317-n
Q2165298,Eucalyptus pauciflora,12357244-n
Q3024379,Eucalyptus fraxinoides,12357908-n
Q159528,Eucalyptus globulus,12358134-n
Q1542486,Eucalyptus regnans,12359313-n
Q2137116,Eucalyptus viminalis,12359496-n
Q26736,Syzygium aromaticum,12360043-n
Q964952,Nyssa,12360900-n
Q157637,Epilobium,12362816-n
Q2507911,Chamerion,12363015-n
Q161066,fuchsia,12363997-n
Q311743,Fuchsia excorticata,12364468-n
Q157658,Oenothera,12365217-n
Q4959355,Punica,12365797-n
Q19756,mangrove,12366416-n
Q122990,Daphne,12367095-n
Q165166,Daphne mezereum,12367675-n
Q5280175,Dirca palustris,12368156-n
Q2487780,Trapa,12368811-n
Q2487780,Trapa,12369152-n
Q161182,Canna,12371275-n
Q767103,Maranta arundinacea,12371608-n
Q1342315,Maranta,12372117-n
Q767103,Maranta arundinacea,12372307-n
Q25631177,Banana-families,12372804-n
Q161097,Musa textilis,12373948-n
Q147888,Strelitzia,12374891-n
Q35625,Zingiber officinale,12376277-n
Q42562,Curcuma longa,12376912-n
Q734727,galangal,12377477-n
Q2703227,Alpinia zerumbet,12378002-n
Q1503476,Aframomum melegueta,12378485-n
Q14625808,cardamom,12378810-n
Q158617,Begonia,12380625-n
Q138842,Dillenia,12383818-n
Q2697391,Calophyllum,12385121-n
Q15386689,Calophyllum calaba,12385457-n
Q765930,Clusia,12386417-n
Q5136653,Clusia major,12386830-n
Q311454,Garcinia,12387024-n
Q170662,mangosteen,12387192-n
Q848074,Actinidia arguta,12391719-n
Q163522,Actinidia chinensis,12391956-n
Q1357333,Actinidia polygama,12392221-n
Q14550679,Canella,12393037-n
Q34887,Carica papaya,12393617-n
Q206127,Cistus,12394935-n
Q909160,labdanum,12395624-n
Q162895,Helianthemum,12396035-n
Q164232,Helianthemum nummularium,12396590-n
Q3142179,Hudsonia tomentosa,12397257-n
Q3147858,Idesia polycarpa,12400822-n
Q5222959,Xylosma,12401612-n
Q161185,Passiflora,12403919-n
Q25502511,Granadilla,12404554-n
Q128939,Passiflora incarnata,12404744-n
Q161061,Reseda,12405946-n
Q159158,Reseda odorata,12406083-n
Q157927,Reseda luteola,12406347-n
Q164163,Tamarix,12406979-n
Q332788,halophyte,12407620-n
Q146095,Viola,12408356-n
Q494841,Viola cornuta,12409506-n
Q7933077,Viola ocellata,12409647-n
Q16736005,Viola striata,12410616-n
Q12861234,Viola × wittrockiana,12411002-n
Q121671,Urtica,12412587-n
Q750467,Boehmeria nivea,12413786-n
Q163536,Parietaria,12415155-n
Q15945890,Clearweed,12415585-n
Q79817,Cannabis,12417441-n
Q7150699,hemp,12417441-n
Q26726,Cannabis sativa,12417727-n
Q158790,Humulus,12418369-n
Q44789,Morus,12419637-n
Q161040,Morus nigra,12420039-n
Q161085,Artocarpus,12420994-n
Q45757,Artocarpus heterophyllus,12421225-n
Q161085,Artocarpus,12421429-n
Q59798,Ficus,12422189-n
Q465570,Ficus subg. Urostigma,12422853-n
Q3071706,Ficus religiosa,12423101-n
Q406938,Ficus deltoidea,12423580-n
Q750217,Ficus sycomorus,12424018-n
Q414264,Cecropia,12424989-n
Q2998776,Cecropia peltata,12425234-n
Q59779164,elm tree,12426219-n
Q896176,Elm,12426660-n
Q7879431,Ulmus crassifolia,12427407-n
Q147498,Ulmus glabra,12427584-n
Q248582,Celtis,12429736-n
Q1529852,Celtis laevigata,12430345-n
Q21173,Iris pseudacorus,12432427-n
Q156901,Iris,12432427-n
Q21173,Iris pseudacorus,12435107-n
Q157806,Crocus,12436928-n
Q25434,saffron,12437208-n
Q157392,Freesia,12437567-n
Q156207,Gladiolus,12437887-n
Q159792,Amaryllis belladonna,12439542-n
Q757257,Hippeastrum,12441642-n
Q29465,Narcissus,12441972-n
Q27498,Narcissus pseudonarcissus,12442188-n
Q1703489,Narcissus jonquilla,12442634-n
Q7601218,Star grass,12443716-n
Q134486,Lilium auratum,12447128-n
Q159541,Agapanthus,12449653-n
Q2245221,Albuca,12450275-n
Q49391,Allium,12451633-n
Q8000944,Wild onion,12452366-n
Q148995,Allium ampeloprasum,12452861-n
Q23485,Allium cepa,12453313-n
Q23485,Allium cepa,12453586-n
Q193498,Allium cepa var. aggregatum,12453934-n
Q10641333,Allium cernuum,12454274-n
Q1807269,leek,12454744-n
Q61046162,chives,12455657-n
Q127134,Aloe,12457182-n
Q157905,Kniphofia,12458018-n
Q917833,Alstroemeria,12459076-n
Q28367,Asparagus officinalis,12461688-n
Q4807698,Asparagus asparagoides,12462057-n
Q1499312,Asphodeline lutea,12462463-n
Q3239567,Aspidistra elatior,12463828-n
Q1894962,Brodiaea,12465892-n
Q1288804,Calochortus,12466705-n
Q1385456,Calochortus albus,12467413-n
Q578667,Calochortus amabilis,12467626-n
Q5023108,Calochortus luteus,12468641-n
Q1810294,Camassia,12469801-n
Q143756,Erythronium,12470849-n
Q1423048,Erythronium grandiflorum,12471904-n
Q157503,Fritillaria,12472420-n
Q5504774,Fritillaria agrestis,12473178-n
Q30345409,tulip,12474664-n
Q2993897,Hemerocallis lilioasphodelus,12477596-n
Q158758,Hyacinth,12478888-n
Q164013,Hyacinthoides non-scripta,12479780-n
Q161148,Ornithogalum,12480387-n
Q1308104,Ornithogalum thyrsoides,12480813-n
Q157238,Scilla,12481971-n
Q161788,Drimia maritima,12483087-n
Q161788,Drimia maritima,12483310-n
Q161870,Veratrum,12484783-n
Q18667571,Helleboreae,12484981-n
Q2707753,Veratrum viride,12485154-n
Q475629,Trillium,12488748-n
Q162121,Paris,12489877-n
Q1117102,Smilax regelii,12490597-n
Q136034,Clintonia,12492529-n
Q635060,Uvularia grandiflora,12495747-n
Q1577447,Polynesian arrowroot,12496279-n
Q155874,Agave,12497015-n
Q159221,Agave sisalana,12497906-n
Q133690,Dracaena fragrans,12500042-n
Q292609,Nolina microcarpa,12500509-n
Q42729158,Agave amica,12500961-n
Q312160,Sansevieria,12501400-n
Q156317,Yucca,12502536-n
Q882878,Yucca glauca,12504130-n
Q45108,Linum usitatissimum,12507079-n
Q1721924,Physostigma venenosum,12507387-n
Q410595,physostigmine,12507767-n
Q42662614,Paubrasilia,12509773-n
Q42662614,Paubrasilia,12510029-n
Q162882,Cassia,12512131-n
Q204148,Cinnamomum cassia,12512331-n
Q161117,Cassia fistula,12512611-n
Q68763,Ceratonia siliqua,12513713-n
Q159376,Ceratonia,12513713-n
Q68763,Ceratonia siliqua,12513931-n
Q157417,black locust,12515651-n
Q472943,Robinia,12515651-n
Q157417,black locust,12515901-n
Q376320,Haematoxylum campechianum,12517827-n
Q311117,Senna,12519668-n
Q2724356,Senna auriculata,12520262-n
Q1378803,Senna obtusifolia,12521023-n
Q2720961,Senna occidentalis,12521256-n
Q80235,Tamarindus indica,12521707-n
Q1318931,Amorpha,12524599-n
Q157983,Amorpha fruticosa,12525288-n
Q4748227,Amphicarpaea bracteata,12525758-n
Q783956,Aspalathus,12528328-n
Q159210,Astragalus alpinus,12529123-n
Q3314278,Baphia,12529614-n
Q2698539,Baptisia,12529802-n
Q1677262,Canavalia ensiformis,12531744-n
Q5063036,Centrosema virginianum,12533677-n
Q29033,Cercis,12534438-n
Q762857,Cicer,12536216-n
Q81375,Cicer arietinum,12536430-n
Q10865523,Clitoria mariana,12537950-n
Q158849,Coronilla,12539384-n
Q311148,Crotalaria,12540068-n
Q264770,Cyamopsis tetragonoloba,12540911-n
Q157226,Cytisus,12541166-n
Q156696,Genista,12541369-n
Q122421,rosewood,12542693-n
Q1157813,Dalbergia sissoo,12543399-n
Q1105430,cocobolo,12544355-n
Q1768643,Derris,12546018-n
Q1955238,Erythrina caffra,12548614-n
Q162849,Erythrina crista-galli,12549054-n
Q3644036,Erythrina lysistemon,12549273-n
Q162777,Genista tinctoria,12551323-n
Q12549487,Gliricidia,12552232-n
Q11006,Glycine max,12552513-n
Q11006,Glycine max,12552673-n
Q257106,liquorice,12553391-n
Q2714213,Hovea,12556098-n
Q147184,Laburnum,12558493-n
Q157209,Lathyrus,12559579-n
Q232652,Lespedeza bicolor,12563691-n
Q5364126,Lespedeza cuneata,12564331-n
Q148983,Lens,12564532-n
Q131226,Lens culinaris,12564745-n
Q131226,Lens culinaris,12565044-n
Q207427,Nelumbo,12565595-n
Q5492395,Lotus berthelotii,12565934-n
Q156811,Lupinus,12566688-n
Q161372,Lupinus albus,12566925-n
Q4117740,Lupinus arboreus,12567122-n
Q4985913,Buffalo clover,12567720-n
Q159549,Medicago,12568785-n
Q336989,hay,12569925-n
Q2628493,Millettia,12570304-n
Q2574724,Mucuna,12570715-n
Q312710,Tolu balsam,12572174-n
Q156932,Onobrychis,12572814-n
Q160102,Ononis spinosa,12573398-n
Q157354,Ononis,12573619-n
Q157184,Astragalus,12575031-n
Q7116189,Oxytropis lambertii,12575234-n
Q42339,Phaseolus vulgaris,12576812-n
Q310438,Phaseolus,12577569-n
Q310438,Phaseolus,12577943-n
Q159753,Phaseolus coccineus,12578186-n
Q144795,Pisum,12580521-n
Q25237,pea,12580787-n
Q1468260,Psophocarpus tetragonolobus,12584588-n
Q1370281,Dalbergia,12586095-n
Q15525444,Pueraria thomsonii,12587459-n
Q26325,Juniperus communis,12587995-n
Q311305,Sesbania,12589931-n
Q3236409,Tephrosia,12592878-n
Q7783242,Thermopsis macrophylla,12593979-n
Q133205,Trigonella foenum-graecum,12594975-n
Q393278,Ulex,12595371-n
Q163064,Vicia ervilia,12595827-n
Q157071,Vicia sativa,12596184-n
Q131342,broad bean,12596828-n
Q484447,Vigna radiata,12598760-n
Q484447,Vigna radiata,12599160-n
Q498940,Vigna unguiculata,12599664-n
Q159116,Wisteria sinensis,12601205-n
Q14080,palms,12602979-n
Q1088471,Sabal palmetto,12604149-n
Q1882542,Acrocomia aculeata,12604429-n
Q1882542,Acrocomia aculeata,12604603-n
Q156969,Areca catechu,12604939-n
Q310912,Borassus,12606390-n
Q165260,Calamus,12607059-n
Q165260,Calamus,12607260-n
Q5018495,Calamus australis,12607486-n
Q13187,Cocos nucifera,12608564-n
Q1029620,coir,12608815-n
Q1043918,Copernicia prunifera,12609081-n
Q839494,carnauba wax,12609345-n
Q2718997,Copernicia alba,12609541-n
Q16866889,Latanier palm,12610448-n
Q165403,Elaeis guineensis,12610993-n
Q33943,Euterpe oleracea,12611778-n
Q690845,Livistona australis,12612112-n
Q239507,Attalea speciosa,12613305-n
Q797592,babassu oil,12613732-n
Q27685,Phoenix,12614587-n
Q161190,Phytelephas,12614926-n
Q133289,Raphia,12615507-n
Q133289,Raphia,12616066-n
Q164097,Rhapis excelsa,12616909-n
Q1069046,Roystonea regia,12617470-n
Q141233,Roystonea oleracea,12617610-n
Q164686,Plantago,12619587-n
Q147861,Rhamnus cathartica,12619946-n
Q7223832,Fagopyrum,12622255-n
Q2707277,Eriogonum,12623023-n
Q7535,Rhubarberum,12623741-n
Q29951,Rumex acetosella,12624720-n
Q161075,Commelina,12627199-n
Q156674,Commelinaceae,12627306-n
Q1493,Ananas comosus,12628217-n
Q131432,Bromelia,12628478-n
Q159215,Najas,12632401-n
Q21063,Alisma plantago-aquatica,12632931-n
Q157652,Sagittaria,12633171-n
Q158871,Hydrocharis,12634169-n
Q2720105,Hydrilla,12634467-n
Q161728,Potamogeton,12635078-n
Q159760,Elodea canadensis,12635238-n
Q157369,Vallisneria,12635993-n
Q161728,Potamogeton,12636471-n
Q3337247,Potamogeton nodosus,12637391-n
Q157371,Zostera,12639488-n
Q34687,Rosa,12640957-n
Q46740,rose hip,12641307-n
Q159721,Rosa dumalis,12642380-n
Q15546415,Rosa rubiginosa,12642380-n
Q156865,Agrimonia eupatoria,12643636-n
Q158037,Chaenomeles japonica,12645329-n
Q5538,Cotoneaster,12646144-n
Q132557,Crataegus,12646791-n
Q161511,Crataegus monogyna,12647114-n
Q6797256,mayhaw,12648287-n
Q161511,Crataegus monogyna,12648511-n
Q43300,Cydonia oblonga,12649747-n
Q41505,Eriobotrya japonica,12650427-n
Q745,strawberries,12650905-n
Q156771,Geum,12651985-n
Q161621,Dryas octopetala,12652092-n
Q111912248,Bulrush,12652574-n
Q111912248,Bulrush,12653494-n
Q60458657,apple tree,12654399-n
Q104819,Malus,12654627-n
Q158657,Malus pumila,12654755-n
Q47161,Malus sylvestris,12655747-n
Q146186,Mespilus germanica,12656985-n
Q156512,Potentilla,12657466-n
Q130224,Potentilla reptans,12657646-n
Q156512,Potentilla,12657646-n
Q157815,Potentilla anserina,12657884-n
Q157732,Anagallis,12658246-n
Q190545,Prunus,12658979-n
Q2081045,Prunus maritima,12660137-n
Q44120,Prunus domestica,12660345-n
Q4996665,Bullace,12660497-n
Q3011509,Prunus mexicana,12660842-n
Q2722924,Tetriodon,12661196-n
Q3733836,apricot,12661368-n
Q11352785,lone cherry tree,12662174-n
Q158987,Prunus serotina,12663725-n
Q131517,Prunus cerasus,12664449-n
Q131517,Prunus cerasus,12664818-n
Q131517,Prunus cerasus,12665044-n
Q15545507,Prunus amygdalus,12665935-n
Q1249454,Prunus pumila,12669185-n
Q165321,Prunus serrulata,12670078-n
Q129018,Prunus spinosa,12670484-n
Q163070,Prunus × subhirtella,12670799-n
Q1935589,Prunus subg. Padus,12671317-n
Q1935589,Prunus subg. Padus,12671566-n
Q157748,Pyracantha,12671990-n
Q434,Pyrus,12672372-n
Q904653,fruit tree,12672582-n
Q56063086,fruitwood,12673637-n
Q59843,Rubus ulmifolius,12674523-n
Q932314,dewberry,12675148-n
Q3775270,Rubus ursinus,12675420-n
Q896083,boysenberry,12675618-n
Q1505704,loganberry,12675823-n
Q744227,Swamp dewberry,12676366-n
Q12252383,Rubus idaeus,12676630-n
Q158361,Rubus spectabilis,12677670-n
Q2614003,Rubus parviflorus,12677843-n
Q160092,Rubus chamaemorus,12678055-n
Q158365,Rubus odoratus,12678270-n
Q1572544,Rubus phoenicolasius,12678516-n
Q146198,Sorbus aucuparia,12679069-n
Q12646464,Sorbus subg. Sorbus,12679069-n
Q148605,Filipendula,12679964-n
Q148745,Spiraea,12680117-n
Q162108,Rubia,12681362-n
Q163641,Rubia tinctorum,12681988-n
Q157934,Asperula,12682299-n
Q156354,Coffea,12683533-n
Q47532,Coffea canephora,12684120-n
Q160090,Cinchona,12684565-n
Q3091779,Cinchona officinalis,12685471-n
Q148633,Galium,12685809-n
Q161090,Galium odoratum,12686032-n
Q156854,Galium verum,12686618-n
Q161581,Galium aparine,12686920-n
Q740887,Gardenia,12687529-n
Q2345542,Genipa,12688167-n
Q2673632,Hamelia,12688725-n
Q7914865,Vangueria infausta,12691519-n
Q161525,Linnaea borealis,12694089-n
Q156047,Lonicera,12694881-n
Q785106,Lonicera involucrata,12696477-n
Q161584,Lonicera periclymenum,12697295-n
Q468778,Campsis radicans,12697464-n
Q157972,Symphoricarpos,12698373-n
Q131448,Sambucus,12698985-n
Q22701,Sambucus nigra,12699962-n
