20	L6
1	L7
2	L8
3	L9
4	L10
5	L11
6	L12
7	L13
8	L14
9	L15
10	L16
11	L17
12	L18
13	L19
14	L20
15	L21
16	L22
17	L23
18	L24
19	L25
20	L26
21	L27
22	L28
23	L29
24	L30
25	L31
26	L32
27	L33
28	L34
29	L35
30	L36
31	L37
32	L38
33	L39
34	L40
35	L41
36	L42
37	L43
38	L44
39	L45
40	L46
41	L47
42	L48
43	L49
44	L50
45	L51
46	L52
47	L53
48	L54
49	L55
50	L56
51	L57
52	L58
53	L59
54	L60
55	L61
56	L62
57	L63
58	L64
59	L65
60	L66
61	L67
62	L68
63	L69
64	L70
65	L71
66	L72
67	L73
68	L74
69	L75
70	L76
71	L77
72	L78
73	L79
74	L80
75	L81
76	L82
77	L83
78	L84
79	L85
80	L86
81	L87
82	L88
83	L89
84	L90
85	L91
86	L92
87	L93
88	L94
89	L95
90	L96
91	L97
92	L98
93	L99
94	L100
95	L101
96	L102
97	L103
98	L104
99	L105
100	L106
101	L107
102	L108
103	L109
104	L110
105	L111
106	L112
107	L113
108	L114
109	L115
110	L116
111	L117
112	L118
113	L119
114	L120
115	L121
116	L122
117	L123
118	L124
119	L125
120	L126
121	L127
122	L128
123	L129
124	L130
125	L131
126	L132
127	L133
128	L134
129	L135
130	L136
131	L137
132	L138
133	L139
134	L140
135	L141
136	L142
137	L143
138	L144
139	L145
140	L146
141	L147
142	L148
143	L149
144	L150
145	L151
146	L152
147	L153
148	L154
149	L155
150	L156
151	L157
152	L158
153	L159
154	L160
155	L161
156	L162
157	L163
158	L164
159	L165
160	L166
161	L167
162	L168
163	L169
164	L170
165	L171
166	L172
167	L173
168	L174
169	L175
170	L176
171	L177
172	L178
173	L179
174	L180
175	L181
176	L182
177	L183
178	L184
179	L185
180	L186
181	L187
182	L188
183	L189
184	L190
185	L191
186	L192
187	L193
188	L194
189	L195
190	L196
191	L197
192	L198
193	L199
194	L200
195	L201
196	L202
197	L203
198	L204
199	L205
200	L206
201	L207
202	L208
203	L209
204	L210
205	L211
206	L212
207	L213
208	L214
209	L215
210	L216
211	L217
212	L218
213	L219
214	L220
215	L221
216	L222
217	L223
218	L224
219	L225
220	L226
221	L227
222	L228
223	L229
224	L230
225	L231
226	L232
227	L233
228	L234
229	L235
230	L236
