sense,label
https://unidive.wikibase.cloud/entity/L1451-S3,engine → a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks [L1451-S3]
https://unidive.wikibase.cloud/entity/L1451-S4,"engine → an instrument or machine that is used in warfare, such as a battering ram, catapult, artillery piece, etc. [L1451-S4]"
https://unidive.wikibase.cloud/entity/L1452-S1,engineer → a person who uses scientific knowledge to solve practical problems [L1452-S1]
https://unidive.wikibase.cloud/entity/L1452-S2,engineer → the operator of a railway locomotive [L1452-S2]
https://unidive.wikibase.cloud/entity/L1453-S1,engineering → the practical application of technical and scientific knowledge to commerce or industry [L1453-S1]
https://unidive.wikibase.cloud/entity/L1453-S2,engineering → the discipline dealing with the art or science of applying scientific knowledge to practical problems [L1453-S2]
https://unidive.wikibase.cloud/entity/L1453-S3,engineering → a room (as on a ship) in which the engine is located [L1453-S3]
https://unidive.wikibase.cloud/entity/L1454-S1,enhance → increase the level of [L1454-S1]
https://unidive.wikibase.cloud/entity/L1454-S2,enhance → make better or more attractive [L1454-S2]
https://unidive.wikibase.cloud/entity/L1455-S1,enhancement → an improvement that makes something more agreeable [L1455-S1]
https://unidive.wikibase.cloud/entity/L1456-S1,enlargement → the act of increasing (something) in size or volume or quantity or scope [L1456-S1]
https://unidive.wikibase.cloud/entity/L1456-S2,enlargement → the state of being enlarged [L1456-S2]
https://unidive.wikibase.cloud/entity/L1456-S3,enlargement → a discussion that provides additional information [L1456-S3]
https://unidive.wikibase.cloud/entity/L1456-S4,enlargement → a photographic print that has been enlarged [L1456-S4]
https://unidive.wikibase.cloud/entity/L1785-S1,gap → a conspicuous disparity or difference as between two figures [L1785-S1]
https://unidive.wikibase.cloud/entity/L1785-S2,gap → an open or empty space in or between things [L1785-S2]
https://unidive.wikibase.cloud/entity/L1785-S3,gap → a narrow opening [L1785-S3]
https://unidive.wikibase.cloud/entity/L1785-S4,gap → a pass between mountain peaks; geomorphological term for the lowest point on a mountain ridge between two peaks [L1785-S4]
https://unidive.wikibase.cloud/entity/L1785-S5,gap → a difference (especially an unfortunate difference) between two opinions or two views or two situations [L1785-S5]
https://unidive.wikibase.cloud/entity/L1785-S6,gap → an act of delaying or interrupting the continuity [L1785-S6]
https://unidive.wikibase.cloud/entity/L1786-S1,garden → a plot of ground where plants are cultivated [L1786-S1]
https://unidive.wikibase.cloud/entity/L1786-S2,garden → the flowers or vegetables or fruits or herbs that are cultivated in a garden [L1786-S2]
https://unidive.wikibase.cloud/entity/L1786-S3,garden → a yard or lawn adjoining a house [L1786-S3]
https://unidive.wikibase.cloud/entity/L1787-S1,gas → the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container [L1787-S1]
https://unidive.wikibase.cloud/entity/L1787-S2,gas → a fluid in the gaseous state having neither independent shape nor volume and being able to expand indefinitely [L1787-S2]
https://unidive.wikibase.cloud/entity/L1787-S3,gas → a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines [L1787-S3]
https://unidive.wikibase.cloud/entity/L1787-S4,gas → a state of excessive gas in the alimentary canal [L1787-S4]
https://unidive.wikibase.cloud/entity/L1787-S5,gas → a pedal that controls the throttle valve [L1787-S5]
https://unidive.wikibase.cloud/entity/L1787-S6,gas → a fossil fuel in the gaseous state; used for cooking and heating homes [L1787-S6]
https://unidive.wikibase.cloud/entity/L1788-S1,gastric acid → digestive secretions of the stomach glands consisting chiefly of hydrochloric acid and mucin and the enzymes pepsin and rennin and lipase [L1788-S1]
https://unidive.wikibase.cloud/entity/L1789-S1,gastroenteritis → inflammation of the stomach and intestines; can be caused by Salmonella enteritidis [L1789-S1]
https://unidive.wikibase.cloud/entity/L1790-S1,gate → a movable barrier in a fence or wall [L1790-S1]
https://unidive.wikibase.cloud/entity/L1790-S2,gate → a computer circuit with several inputs but only one output that can be activated by particular combinations of inputs [L1790-S2]
https://unidive.wikibase.cloud/entity/L1790-S3,gate → total admission receipts at a sports event [L1790-S3]
https://unidive.wikibase.cloud/entity/L1790-S4,gate → passageway (as in an air terminal) where passengers can embark or disembark [L1790-S4]
https://unidive.wikibase.cloud/entity/L1791-S1,gay → bright and pleasant; promoting a feeling of cheer [L1791-S1]
https://unidive.wikibase.cloud/entity/L1791-S2,gay → full of or showing high-spirited merriment [L1791-S2]
https://unidive.wikibase.cloud/entity/L1791-S3,gay → given to social pleasures often including dissipation [L1791-S3]
https://unidive.wikibase.cloud/entity/L1791-S4,gay → brightly colored and showy [L1791-S4]
https://unidive.wikibase.cloud/entity/L1791-S5,gay → offering fun and gaiety [L1791-S5]
https://unidive.wikibase.cloud/entity/L1791-S6,gay → homosexual or arousing homosexual desires [L1791-S6]
https://unidive.wikibase.cloud/entity/L1792-S1,geisha → a Japanese woman trained to entertain men with conversation and singing and dancing [L1792-S1]
https://unidive.wikibase.cloud/entity/L1793-S1,gender → a grammatical category in inflected languages governing the agreement between nouns and pronouns and adjectives; in some languages it is quite arbitrary but in Indo-European languages it is usually based on sex or animateness [L1793-S1]
https://unidive.wikibase.cloud/entity/L1793-S2,gender → the properties that distinguish organisms on the basis of their reproductive roles [L1793-S2]
https://unidive.wikibase.cloud/entity/L1794-S1,gene → (genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity [L1794-S1]
https://unidive.wikibase.cloud/entity/L1795-S1,general → not specialized or limited to one class of things [L1795-S1]
https://unidive.wikibase.cloud/entity/L1795-S2,general → prevailing among and common to the general public [L1795-S2]
https://unidive.wikibase.cloud/entity/L1795-S3,general → somewhat indefinite [L1795-S3]
https://unidive.wikibase.cloud/entity/L1795-S4,general → of worldwide scope or applicability [L1795-S4]
https://unidive.wikibase.cloud/entity/L1795-S5,general → applying to all or most members of a category or group [L1795-S5]
https://unidive.wikibase.cloud/entity/L1795-S6,general → affecting the entire body [L1795-S6]
https://unidive.wikibase.cloud/entity/L1796-S1,general → a general officer of the highest rank [L1796-S1]
https://unidive.wikibase.cloud/entity/L1796-S2,general → the head of a religious order or congregation [L1796-S2]
https://unidive.wikibase.cloud/entity/L1796-S3,general → a fact about the whole (as opposed to particular) [L1796-S3]
https://unidive.wikibase.cloud/entity/L1797-S1,general relativity → a generalization of special relativity to include gravity (based on the principle of equivalence) [L1797-S1]
https://unidive.wikibase.cloud/entity/L1798-S1,generalize → draw from specific cases for more general cases [L1798-S1]
https://unidive.wikibase.cloud/entity/L1798-S2,generalize → speak or write in generalities [L1798-S2]
https://unidive.wikibase.cloud/entity/L1798-S3,generalize → cater to popular taste to make popular and present to the general public; bring into general or common use [L1798-S3]
https://unidive.wikibase.cloud/entity/L1798-S4,generalize → become systemic and spread throughout the body [L1798-S4]
https://unidive.wikibase.cloud/entity/L1799-S1,generally → usually; as a rule [L1799-S1]
https://unidive.wikibase.cloud/entity/L1799-S2,generally → without distinction of one from others [L1799-S2]
https://unidive.wikibase.cloud/entity/L1799-S3,generally → without regard to specific details or exceptions [L1799-S3]
https://unidive.wikibase.cloud/entity/L1800-S1,generation → all the people living at the same time or of approximately the same age [L1800-S1]
https://unidive.wikibase.cloud/entity/L1800-S2,generation → group of genetically related organisms constituting a single step in the line of descent [L1800-S2]
https://unidive.wikibase.cloud/entity/L1800-S3,generation → the normal time between successive generations [L1800-S3]
https://unidive.wikibase.cloud/entity/L1800-S4,generation → a stage of technological development or innovation [L1800-S4]
https://unidive.wikibase.cloud/entity/L1800-S5,generation → a coming into being [L1800-S5]
https://unidive.wikibase.cloud/entity/L1800-S6,generation → the production of heat or electricity [L1800-S6]
https://unidive.wikibase.cloud/entity/L1800-S7,generation → the act of producing offspring or multiplying by such production [L1800-S7]
https://unidive.wikibase.cloud/entity/L1801-S1,genetic → of or relating to or produced by or being a gene [L1801-S1]
https://unidive.wikibase.cloud/entity/L1801-S2,genetic → pertaining to or referring to origin [L1801-S2]
https://unidive.wikibase.cloud/entity/L1801-S3,genetic → of or relating to the science of genetics [L1801-S3]
https://unidive.wikibase.cloud/entity/L1801-S4,genetic → occurring among members of a family usually by heredity [L1801-S4]
https://unidive.wikibase.cloud/entity/L1802-S1,genetics → the branch of biology that studies heredity and variation in organisms [L1802-S1]
https://unidive.wikibase.cloud/entity/L1803-S1,genial → of or relating to the chin or median part of the lower jaw [L1803-S1]
https://unidive.wikibase.cloud/entity/L1803-S2,genial → diffusing warmth and friendliness [L1803-S2]
https://unidive.wikibase.cloud/entity/L1803-S3,"genial → agreeable, conducive to comfort [L1803-S3]"
https://unidive.wikibase.cloud/entity/L1804-S1,genitals → external sex organ [L1804-S1]
https://unidive.wikibase.cloud/entity/L1805-S1,genius → someone who has exceptional intellectual ability and originality [L1805-S1]
https://unidive.wikibase.cloud/entity/L1805-S2,genius → unusual mental ability [L1805-S2]
https://unidive.wikibase.cloud/entity/L1805-S3,genius → someone who is dazzlingly skilled in any field [L1805-S3]
https://unidive.wikibase.cloud/entity/L1805-S4,genius → exceptional creative ability [L1805-S4]
https://unidive.wikibase.cloud/entity/L1805-S5,genius → a natural talent [L1805-S5]
https://unidive.wikibase.cloud/entity/L1806-S1,genus → a general kind of something [L1806-S1]
https://unidive.wikibase.cloud/entity/L1806-S2,genus → (biology) taxonomic group containing one or more species [L1806-S2]
https://unidive.wikibase.cloud/entity/L1807-S1,geocentric → having the earth as the center [L1807-S1]
https://unidive.wikibase.cloud/entity/L1808-S1,geographer → an expert on geography [L1808-S1]
https://unidive.wikibase.cloud/entity/L1809-S1,geographic → of or relating to the science of geography [L1809-S1]
https://unidive.wikibase.cloud/entity/L1809-S2,geographic → determined by geography [L1809-S2]
https://unidive.wikibase.cloud/entity/L1810-S1,geographical → of or relating to the science of geography [L1810-S1]
https://unidive.wikibase.cloud/entity/L1810-S2,geographical → determined by geography [L1810-S2]
https://unidive.wikibase.cloud/entity/L1811-S1,geological → of or relating to or based on geology [L1811-S1]
https://unidive.wikibase.cloud/entity/L1812-S1,geologist → a specialist in geology [L1812-S1]
https://unidive.wikibase.cloud/entity/L1813-S1,geometric → of or relating to or determined by geometry [L1813-S1]
https://unidive.wikibase.cloud/entity/L1813-S2,geometric → characterized by simple geometric forms in design and decoration [L1813-S2]
https://unidive.wikibase.cloud/entity/L1814-S1,geothermal → of or relating to the heat in the interior of the earth [L1814-S1]
https://unidive.wikibase.cloud/entity/L1815-S1,get → come into the possession of something concrete or abstract [L1815-S1]
https://unidive.wikibase.cloud/entity/L1815-S10,get → cause to do; cause to act in a specified manner [L1815-S10]
https://unidive.wikibase.cloud/entity/L1815-S11,"get → succeed in catching or seizing, especially after a chase [L1815-S11]"
https://unidive.wikibase.cloud/entity/L1815-S12,get → come to have or undergo a change of (physical features and attributes) [L1815-S12]
https://unidive.wikibase.cloud/entity/L1815-S13,"get → be stricken by an illness, fall victim to an illness [L1815-S13]"
https://unidive.wikibase.cloud/entity/L1815-S14,"get → communicate with a place or person; establish communication with, as if by telephone [L1815-S14]"
https://unidive.wikibase.cloud/entity/L1815-S15,get → give certain properties to something [L1815-S15]
https://unidive.wikibase.cloud/entity/L1815-S16,get → move into a desired direction of discourse [L1815-S16]
https://unidive.wikibase.cloud/entity/L1815-S17,get → grasp with the mind or develop an understanding of [L1815-S17]
https://unidive.wikibase.cloud/entity/L1815-S18,get → attract and fix [L1815-S18]
https://unidive.wikibase.cloud/entity/L1815-S19,get → reach with a blow or hit in a particular spot [L1815-S19]
https://unidive.wikibase.cloud/entity/L1815-S2,get → enter or assume a certain state or condition [L1815-S2]
https://unidive.wikibase.cloud/entity/L1815-S20,get → reach by calculation [L1815-S20]
https://unidive.wikibase.cloud/entity/L1815-S21,get → acquire as a result of some effort or action [L1815-S21]
https://unidive.wikibase.cloud/entity/L1815-S22,get → purchase [L1815-S22]
https://unidive.wikibase.cloud/entity/L1815-S23,get → perceive by hearing [L1815-S23]
https://unidive.wikibase.cloud/entity/L1815-S24,get → suffer from the receipt of [L1815-S24]
https://unidive.wikibase.cloud/entity/L1815-S25,get → receive as a retribution or punishment [L1815-S25]
https://unidive.wikibase.cloud/entity/L1941-S2,hierarchy → the organization of people at different ranks in an administrative body [L1941-S2]
https://unidive.wikibase.cloud/entity/L1942-S1,high → standing above others in quality or position [L1942-S1]
https://unidive.wikibase.cloud/entity/L1942-S2,high → happy and excited and energetic [L1942-S2]
https://unidive.wikibase.cloud/entity/L1942-S3,high → (used of the smell of meat) smelling spoiled or tainted [L1942-S3]
https://unidive.wikibase.cloud/entity/L1942-S4,high → slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana) [L1942-S4]
https://unidive.wikibase.cloud/entity/L1942-S5,high → greater than normal in degree or intensity or amount [L1942-S5]
https://unidive.wikibase.cloud/entity/L1942-S6,high → (literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high') [L1942-S6]
https://unidive.wikibase.cloud/entity/L1942-S7,high → used of sounds and voices; high in pitch or frequency [L1942-S7]
https://unidive.wikibase.cloud/entity/L1943-S1,high quality → the quality of being superior [L1943-S1]
https://unidive.wikibase.cloud/entity/L1944-S1,high school → a public secondary school usually including grades 9 through 12 [L1944-S1]
https://unidive.wikibase.cloud/entity/L1945-S1,high-speed → operating at high speed [L1945-S1]
https://unidive.wikibase.cloud/entity/L1946-S1,highland → used of high or hilly country [L1946-S1]
https://unidive.wikibase.cloud/entity/L1947-S1,highlight → move into the foreground to make more visible or prominent [L1947-S1]
https://unidive.wikibase.cloud/entity/L1947-S2,highlight → apply a highlighter to one's cheeks or eyebrows in order to make them more prominent [L1947-S2]
https://unidive.wikibase.cloud/entity/L1948-S1,highly → to a high degree or extent; favorably or with much respect [L1948-S1]
https://unidive.wikibase.cloud/entity/L1948-S2,highly → at a high rate or wage [L1948-S2]
https://unidive.wikibase.cloud/entity/L1948-S3,highly → in a high position or level or rank [L1948-S3]
https://unidive.wikibase.cloud/entity/L1949-S1,highschool → a public secondary school usually including grades 9 through 12 [L1949-S1]
https://unidive.wikibase.cloud/entity/L1950-S1,hilltop → the peak of a hill [L1950-S1]
https://unidive.wikibase.cloud/entity/L1951-S1,hire → engage or hire for work [L1951-S1]
https://unidive.wikibase.cloud/entity/L1951-S2,hire → hold under a lease or rental agreement; of goods and services [L1951-S2]
https://unidive.wikibase.cloud/entity/L1951-S3,hire → engage for service under a term of contract [L1951-S3]
https://unidive.wikibase.cloud/entity/L1952-S1,historian → a person who is an authority on history and who studies it and writes about it [L1952-S1]
https://unidive.wikibase.cloud/entity/L1953-S1,historic → belonging to the past; of what is important or famous in the past [L1953-S1]
https://unidive.wikibase.cloud/entity/L1953-S2,historic → important in history [L1953-S2]
https://unidive.wikibase.cloud/entity/L1954-S1,historical → of or relating to the study of history [L1954-S1]
https://unidive.wikibase.cloud/entity/L1954-S2,historical → used of the study of a phenomenon (especially language) as it changes through time [L1954-S2]
https://unidive.wikibase.cloud/entity/L1954-S3,historical → having once lived or existed or taken place in the real world as distinct from being legendary [L1954-S3]
https://unidive.wikibase.cloud/entity/L1954-S4,historical → belonging to the past; of what is important or famous in the past [L1954-S4]
https://unidive.wikibase.cloud/entity/L1955-S1,history → the aggregate of past events [L1955-S1]
https://unidive.wikibase.cloud/entity/L1955-S2,history → a record or narrative description of past events [L1955-S2]
https://unidive.wikibase.cloud/entity/L1955-S3,history → the discipline that records and interprets past events involving human beings [L1955-S3]
https://unidive.wikibase.cloud/entity/L1955-S4,history → the continuum of events occurring in succession leading from the past to the present and even into the future [L1955-S4]
https://unidive.wikibase.cloud/entity/L1955-S5,history → all that is remembered of the past as preserved in writing; a body of knowledge [L1955-S5]
https://unidive.wikibase.cloud/entity/L1956-S1,hit → (baseball) a successful stroke in an athletic contest (especially in baseball) [L1956-S1]
https://unidive.wikibase.cloud/entity/L1956-S2,hit → the act of contacting one thing with another [L1956-S2]
https://unidive.wikibase.cloud/entity/L1956-S3,hit → a conspicuous success [L1956-S3]
https://unidive.wikibase.cloud/entity/L1956-S4,hit → (physics) a brief event in which two or more bodies come together [L1956-S4]
https://unidive.wikibase.cloud/entity/L1956-S5,hit → a dose of a narcotic drug [L1956-S5]
https://unidive.wikibase.cloud/entity/L1956-S6,hit → a murder carried out by an underworld syndicate [L1956-S6]
https://unidive.wikibase.cloud/entity/L1956-S7,hit → a connection made via the internet to another website [L1956-S7]
https://unidive.wikibase.cloud/entity/L1957-S1,hit → cause to move by striking [L1957-S1]
https://unidive.wikibase.cloud/entity/L1957-S10,"hit → make a strategic, offensive, assault against an enemy, opponent, or a target [L1957-S10]"
https://unidive.wikibase.cloud/entity/L1957-S11,hit → kill intentionally and with premeditation [L1957-S11]
https://unidive.wikibase.cloud/entity/L1957-S12,hit → drive something violently into a location [L1957-S12]
https://unidive.wikibase.cloud/entity/L1957-S13,"hit → reach a point in time, or a certain state or level [L1957-S13]"
https://unidive.wikibase.cloud/entity/L1957-S14,hit → produce by manipulating keys or strings of musical instruments [L1957-S14]
https://unidive.wikibase.cloud/entity/L1957-S15,hit → hit the intended target or goal [L1957-S15]
https://unidive.wikibase.cloud/entity/L1957-S16,hit → pay unsolicited and usually unwanted sexual attention to [L1957-S16]
https://unidive.wikibase.cloud/entity/L1957-S2,hit → hit against; come into sudden contact with [L1957-S2]
https://unidive.wikibase.cloud/entity/L1957-S3,"hit → deal a blow to, either with the hand or with an instrument [L1957-S3]"
https://unidive.wikibase.cloud/entity/L1957-S4,"hit → reach a destination, either real or abstract [L1957-S4]"
https://unidive.wikibase.cloud/entity/L1957-S5,"hit → affect or afflict suddenly, usually adversely [L1957-S5]"
https://unidive.wikibase.cloud/entity/L1957-S6,hit → hit with a missile from a weapon [L1957-S6]
https://unidive.wikibase.cloud/entity/L1957-S7,hit → encounter by chance [L1957-S7]
https://unidive.wikibase.cloud/entity/L1957-S8,hit → gain points in a game [L1957-S8]
https://unidive.wikibase.cloud/entity/L1957-S9,hit → cause to experience suddenly [L1957-S9]
https://unidive.wikibase.cloud/entity/L1958-S1,"hold → cause to continue in a certain state, position, or activity [L1958-S1]"
https://unidive.wikibase.cloud/entity/L1958-S10,hold → be the physical support of; carry the weight of [L1958-S10]
https://unidive.wikibase.cloud/entity/L1958-S11,hold → contain or hold; have within [L1958-S11]
https://unidive.wikibase.cloud/entity/L1958-S12,hold → have room for; hold without crowding [L1958-S12]
https://unidive.wikibase.cloud/entity/L1958-S13,"hold → remain in a certain state, position, or condition [L1958-S13]"
https://unidive.wikibase.cloud/entity/L1958-S14,hold → support or hold in a certain manner [L1958-S14]
https://unidive.wikibase.cloud/entity/L1958-S15,"hold → be valid, applicable, or true [L1958-S15]"
https://unidive.wikibase.cloud/entity/L1958-S16,hold → assert or affirm [L1958-S16]
https://unidive.wikibase.cloud/entity/L1958-S17,hold → have as a major characteristic [L1958-S17]
https://unidive.wikibase.cloud/entity/L1958-S18,hold → be capable of holding or containing [L1958-S18]
https://unidive.wikibase.cloud/entity/L1958-S19,hold → arrange for and reserve (something for someone else) in advance [L1958-S19]
https://unidive.wikibase.cloud/entity/L1958-S2,hold → have or hold in one's hands or grip [L1958-S2]
https://unidive.wikibase.cloud/entity/L1958-S20,hold → protect against a challenge or attack [L1958-S20]
https://unidive.wikibase.cloud/entity/L1958-S21,hold → bind by an obligation; cause to be indebted [L1958-S21]
https://unidive.wikibase.cloud/entity/L1958-S22,hold → hold the attention of [L1958-S22]
https://unidive.wikibase.cloud/entity/L1958-S23,hold → remain committed to [L1958-S23]
https://unidive.wikibase.cloud/entity/L1958-S24,hold → resist or confront with resistance [L1958-S24]
https://unidive.wikibase.cloud/entity/L1958-S25,hold → be pertinent or relevant or applicable [L1958-S25]
https://unidive.wikibase.cloud/entity/L1958-S26,hold → stop dealing with [L1958-S26]
https://unidive.wikibase.cloud/entity/L1958-S27,hold → lessen the intensity of; temper; hold in restraint; hold or keep within limits [L1958-S27]
https://unidive.wikibase.cloud/entity/L1958-S28,hold → keep from departing [L1958-S28]
https://unidive.wikibase.cloud/entity/L1958-S29,"hold → take and maintain control over, often by violent means [L1958-S29]"
https://unidive.wikibase.cloud/entity/L1958-S3,hold → organize or be responsible for [L1958-S3]
https://unidive.wikibase.cloud/entity/L1958-S30,hold → cause to come to an abrupt stop [L1958-S30]
https://unidive.wikibase.cloud/entity/L1958-S31,hold → cover as for protection against noise or smell [L1958-S31]
https://unidive.wikibase.cloud/entity/L1958-S32,hold → drink alcohol without showing ill effects [L1958-S32]
https://unidive.wikibase.cloud/entity/L1958-S33,"hold → aim, point, or direct [L1958-S33]"
https://unidive.wikibase.cloud/entity/L1958-S34,hold → declare to be [L1958-S34]
https://unidive.wikibase.cloud/entity/L1958-S35,hold → be in accord; be in agreement [L1958-S35]
https://unidive.wikibase.cloud/entity/L1958-S36,hold → keep from exhaling or expelling [L1958-S36]
https://unidive.wikibase.cloud/entity/L1958-S4,"hold → have or possess, either in a concrete or an abstract sense [L1958-S4]"
https://unidive.wikibase.cloud/entity/L1958-S5,hold → keep in mind or convey as a conviction or view [L1958-S5]
https://unidive.wikibase.cloud/entity/L1958-S6,"hold → maintain (a theory, thoughts, or feelings) [L1958-S6]"
https://unidive.wikibase.cloud/entity/L1958-S7,"hold → to close within bounds, or otherwise limit or deprive of free movement [L1958-S7]"
https://unidive.wikibase.cloud/entity/L1958-S8,hold → secure and keep for possible future use or application [L1958-S8]
https://unidive.wikibase.cloud/entity/L1958-S9,"hold → have rightfully; of rights, titles, and offices [L1958-S9]"
https://unidive.wikibase.cloud/entity/L1959-S1,hold out → thrust or extend out [L1959-S1]
https://unidive.wikibase.cloud/entity/L1959-S2,hold out → stand up or offer resistance to somebody or something [L1959-S2]
https://unidive.wikibase.cloud/entity/L1959-S3,hold out → last and be usable [L1959-S3]
https://unidive.wikibase.cloud/entity/L1959-S4,hold out → wait uncompromisingly for something desirable [L1959-S4]
https://unidive.wikibase.cloud/entity/L1959-S5,hold out → continue to live and avoid dying [L1959-S5]
https://unidive.wikibase.cloud/entity/L1960-S1,holder → a holding device [L1960-S1]
https://unidive.wikibase.cloud/entity/L1960-S2,holder → a person who holds something [L1960-S2]
https://unidive.wikibase.cloud/entity/L1688-S5,flow → fall or flow in a certain way [L1688-S5]
https://unidive.wikibase.cloud/entity/L1688-S6,flow → cover or swamp with water [L1688-S6]
https://unidive.wikibase.cloud/entity/L1688-S7,flow → undergo menstruation [L1688-S7]
https://unidive.wikibase.cloud/entity/L1689-S1,flower → a plant cultivated for its blooms or blossoms [L1689-S1]
https://unidive.wikibase.cloud/entity/L1689-S2,flower → reproductive organ of angiosperm plants especially one having showy or colorful parts [L1689-S2]
https://unidive.wikibase.cloud/entity/L1689-S3,flower → the period of greatest prosperity or productivity [L1689-S3]
https://unidive.wikibase.cloud/entity/L1690-S1,flower → produce or yield flowers [L1690-S1]
https://unidive.wikibase.cloud/entity/L1691-S1,fluid → a substance that is fluid at room temperature and pressure [L1691-S1]
https://unidive.wikibase.cloud/entity/L1691-S2,fluid → continuous amorphous matter that tends to flow and to conform to the outline of its container: a liquid or a gas [L1691-S2]
https://unidive.wikibase.cloud/entity/L1692-S1,fluoride → a salt of hydrofluoric acid [L1692-S1]
https://unidive.wikibase.cloud/entity/L1693-S1,"flush → turn red, as if in embarrassment or shame [L1693-S1]"
https://unidive.wikibase.cloud/entity/L1693-S2,flush → cause to flow through something [L1693-S2]
https://unidive.wikibase.cloud/entity/L1693-S3,flush → glow or cause to glow with warm color or light [L1693-S3]
https://unidive.wikibase.cloud/entity/L1693-S4,flush → make level or straight [L1693-S4]
https://unidive.wikibase.cloud/entity/L1693-S5,"flush → rinse, clean, or empty with a liquid [L1693-S5]"
https://unidive.wikibase.cloud/entity/L1693-S6,flush → irrigate with water from a sluice [L1693-S6]
https://unidive.wikibase.cloud/entity/L1693-S7,flush → cause to flow or flood with or as if with water [L1693-S7]
https://unidive.wikibase.cloud/entity/L1694-S1,fly → travel through the air; be airborne [L1694-S1]
https://unidive.wikibase.cloud/entity/L1694-S10,fly → display in the air or cause to float [L1694-S10]
https://unidive.wikibase.cloud/entity/L1694-S11,fly → run away quickly [L1694-S11]
https://unidive.wikibase.cloud/entity/L1694-S12,fly → travel over (an area of land or sea) in an aircraft [L1694-S12]
https://unidive.wikibase.cloud/entity/L1694-S13,fly → hit a fly [L1694-S13]
https://unidive.wikibase.cloud/entity/L1694-S14,fly → decrease rapidly and disappear [L1694-S14]
https://unidive.wikibase.cloud/entity/L1694-S2,fly → move quickly or suddenly [L1694-S2]
https://unidive.wikibase.cloud/entity/L1694-S3,fly → operate an airplane [L1694-S3]
https://unidive.wikibase.cloud/entity/L1694-S4,fly → transport by aeroplane [L1694-S4]
https://unidive.wikibase.cloud/entity/L1694-S5,fly → cause to fly or float [L1694-S5]
https://unidive.wikibase.cloud/entity/L1694-S6,fly → be dispersed or disseminated [L1694-S6]
https://unidive.wikibase.cloud/entity/L1694-S7,fly → change quickly from one emotional state to another [L1694-S7]
https://unidive.wikibase.cloud/entity/L1694-S8,fly → pass away rapidly [L1694-S8]
https://unidive.wikibase.cloud/entity/L1694-S9,fly → travel in an airplane [L1694-S9]
https://unidive.wikibase.cloud/entity/L1695-S1,flying → moving swiftly [L1695-S1]
https://unidive.wikibase.cloud/entity/L1695-S2,flying → hurried and brief [L1695-S2]
https://unidive.wikibase.cloud/entity/L1695-S3,flying → That flies or can fly [L1695-S3]
https://unidive.wikibase.cloud/entity/L1696-S1,focus → direct one's attention on something [L1696-S1]
https://unidive.wikibase.cloud/entity/L1696-S2,focus → cause to converge on or toward a central point [L1696-S2]
https://unidive.wikibase.cloud/entity/L1696-S3,focus → bring into focus or alignment; to converge or cause to converge; of ideas or emotions [L1696-S3]
https://unidive.wikibase.cloud/entity/L1696-S4,focus → become focussed or come into focus [L1696-S4]
https://unidive.wikibase.cloud/entity/L1696-S5,focus → put (an image) into focus [L1696-S5]
https://unidive.wikibase.cloud/entity/L1697-S1,folio → the system of numbering pages [L1697-S1]
https://unidive.wikibase.cloud/entity/L1697-S2,folio → a sheet of any written or printed material (especially in a manuscript or book) [L1697-S2]
https://unidive.wikibase.cloud/entity/L1697-S3,folio → a book (or manuscript) consisting of large sheets of paper folded in the middle to make two leaves or four pages [L1697-S3]
https://unidive.wikibase.cloud/entity/L1698-S1,"follow → to travel behind, go after, come after [L1698-S1]"
https://unidive.wikibase.cloud/entity/L1698-S10,follow → to bring something about at a later time than [L1698-S10]
https://unidive.wikibase.cloud/entity/L1698-S11,follow → imitate in behavior; take as a model [L1698-S11]
https://unidive.wikibase.cloud/entity/L1698-S12,"follow → follow, discover, or ascertain the course of development of something [L1698-S12]"
https://unidive.wikibase.cloud/entity/L1698-S13,follow → follow with the eyes or the mind [L1698-S13]
https://unidive.wikibase.cloud/entity/L1698-S14,follow → be the successor (of) [L1698-S14]
https://unidive.wikibase.cloud/entity/L1698-S15,follow → perform an accompaniment to [L1698-S15]
https://unidive.wikibase.cloud/entity/L1698-S16,follow → keep informed [L1698-S16]
https://unidive.wikibase.cloud/entity/L1698-S17,follow → to be the product or result [L1698-S17]
https://unidive.wikibase.cloud/entity/L1698-S18,follow → accept and follow the leadership or command or guidance of [L1698-S18]
https://unidive.wikibase.cloud/entity/L1698-S19,follow → adhere to or practice [L1698-S19]
https://unidive.wikibase.cloud/entity/L1698-S2,follow → be later in time [L1698-S2]
https://unidive.wikibase.cloud/entity/L1698-S20,"follow → work in a specific place, with a specific subject, or in a specific function [L1698-S20]"
https://unidive.wikibase.cloud/entity/L1698-S21,follow → keep under surveillance [L1698-S21]
https://unidive.wikibase.cloud/entity/L1698-S22,follow → follow in or as if in pursuit [L1698-S22]
https://unidive.wikibase.cloud/entity/L1698-S23,follow → grasp the meaning [L1698-S23]
