line	lid	adib	headword	normalized	aftercomma
25492		3	DUINEAN
25493		7	DUINEKO
25494		1	duinbakotasun
25495		1	duineztasun
25496		1	duingabe
25497		2	duinoro
25498		10	duintasun
25499		0	duk
25500		0	1 duka
25501		1	2 duka
25502		1	dukado
25503		23	dukat
25504		1	dukatxo
25505		24	duke
25506		1	dukerri
25507		7	dukesa
25508		0	duketasun
25509		0	duketu
25510		2	duketz
25511		3	dulabre
25512		0	dulebre
25513		3	dultzaina
25514		3	dultzainero
25515		2	dultzatu
25516		15	dultze
25517		2	dultzedura
25518		0	dultzeki
25519		1	dultzero
25520		2	dultzetasun
25521		0	dultzetu
25522		1	dultzezko
25523		0	dultzisimo
25524		7	dultzura
25525		0	dului
25526		5	dulun
25527		1	DULUN-DULUN
25528		0	dulunda
25529		1	dulundari
25530		2	dulundi
25531		0	dulunia
25532		2	dulunka
25533		0	dulureia
25534		3	dum-dum
25535		6	dunba
25536		5	dunbada
25537		0	dunbadako
25538		1	dunba-danba
25539		2	dunbal
25540		0	dunba-hots
25541		0	dunbarran
25542		2	dunbateko
25543		0	dunbatu
25544		0	dunbelari
25545		0	dunbo
25546		1	dunboska
25547		3	dunboslari
25548		10	dunbots
25549		0	dunbuilo
25550		5	dunda
25551		1	DUNDA-HARRI
25552		1	2 dunda
25553		0	dundara
25554		3	dundu
25555		0	DDUNDDU
25556		1	2 dundu
25557		3	dundun
25558		0	dunduriatu
25559		0	dundusko
25560		0	dunduzka
25561		7	dupa
25562		2	dupagin
25563		0	dupagintza
25564		0	duparatu
25565		1	dupatara
25566		0	dupategi
25567		1	dupe
25568		1	dupel
25569		0	1 dupela
25570		0	dupina
25571		0	duraza
25572		0	durdariatu
25573		0	durdatu
25574		0	durdazio
25575		0	durditu
25576		1	1 durdo
25577		2	2 durdo
25578		0	3 durdo
25579		0	durdu
25580		1	durdukatu
25581		0	durdula
25582		0	durdunkatu
25583		1	durdura
25584		0	durduri
25585		1	durdurikatu
25586		0	durdus
25587		0	durdusia
25588		0	durdusiadura
25589		0	durdusiatu
25590		0	durdusiatzaile
25591		4	durduza
25592		4	durduzadura
25593		1	durduzagarri
25594		0	durduzaldi
25595		3	durduzarazi
25596		14	durduzatu
25597		2	DURDUZATUXE
25598		0	durduzia
25599		2	durmienda
25600		10	duro
25601		2	DURO-ERDI
25602		1	DUROTA
25603		0	duroi
25604		1	durotxo
25605		0	durrunda
25606		0	durrundaka
25607		1	durrundaldi
25608		1	durrundarazi
25609		0	durrundatu
25610		1	durrundu
25611		0	durtika
25612		0	durto
25613		2	durun
25614		8	durunda
25615		0	durunda
25616		1	durundada
25617		0	durundatsu
25618		6	durundatu
25619		17	durundi
25620		5	DURUNDI
25621		0	DURUNDI ERAGIN
25622		2	durundika
25623		5	durunditsu
25624		0	durundu
25625		1	durunkor
25626		1	durunlari
25627		0	dusturi
25628		3	dute
25629		0	Duteronoma
25630		0	duti
25631		0	dutor
25632		2	dutxa
25633		8	dutxulu
25634		0	DUTXULO-HARRI
25635		0	duhuru
25636		0	duxulu
25637		0	dxibi
25638		0	dxibita
25639		0	dxibitaka
25640		0	dzabradako
25641		0	dzagadetxu
25642		0	dzanga
25643		0	dzapart
25644		0	dzapartaka
25645		0	dzart
25646		0	dzartalahara
25647		0	dzast
25648		0	dzast
25649		0	dzastada
25650		1	dzauan
25651		0	dzaust
25652		0	dzaustada
25653		0	dzi-dza
25654		0	dzinka
25655		0	dzipo
25656		1	dzir-dzar
25657		0	dzirt-dzart
25658		0	dzirtidzartada
25659		0	dzist
25660		0	DZIST EGIN
25661		1	dzistada
25662		1	dzistadatsu
25663		0	dzist-dzast
25664		1	dzit
25665		45	dzurgatu
25666		53	ea
25667		0	eadan
25668		0	eagotzi
25669		7	ehaile
25670		0	ehaile
25671		0	ehailtegi
25672		0	1 ehain
25673		0	ehainaska
25674		0	ehaintza
25675		3	ehaite
25676		0	eaitste
25677		0	ehaitu
25678		0	ehakin
25679		1	eakinde
25680		0	heakitu
25681		0	eale
25682		0	ehalkadura
25683		0	ehalkatu
25684		0	ealki
25685		0	ehangia
25686		0	ehapazter
25687		0	easo
25688		0	eatzarri
25689		0	eausi
25690		1	ehausika
25691		0	heaztun
25692		0	eba
25693		0	ebagi
25694		0	ebai
25695		0	ebaikatu
25696		14	hebain
25697		4	HEBAIN-HEBAIN EGIN
25698		12	hebaindu
25699		0	hebaindura
25700		0	hebainduria
25701		0	hebaineri
25702		0	hebaingarri
25703		1	ebaingeri
25704		0	hebainki
25705		0	ebakarazi
25706		4	ebakera
25707		3	ebaketa
25708		110	ebaki
25709		0	EBAKI-BELAR
25710		1	EBAKI-EBAKI EGIN
25711		1	EBAKI-EZIN
25712		2	ebakialdi
25713		5	ebakiarazi
25714		5	ebakidura
25715		2	ebakigaitz
25716		1	ebakigia
25717		1	ebakiketatxo
25718		1	ebakile
25719		1	ebakimendu
25720		0	ebakinde
25721		0	ebakintza
25722		3	ebakiondo
25723		0	ebakite
25724		2	ebakitu
25725		2	ebakitza
25726		6	ebakitzaile
25727		1	ebakitzar
25728		11	ebakitze
25729		0	ebakotx
25730		0	ebakun
25731		6	ebakuntza
25732		1	ebalari
25733		11	ebanjelari
25734		2	ebanjeliko
25735		52	ebanjelio
25736		1	EBANJELIOKO
25737		20	ebanjelista
25738		4	ebanjelizatu
25739		2	ebanu
25740		0	ebaraki
25741		0	ebasdura
25742		13	ebaska
25743		0	EPAISKAZ
25744		1	ebaskari
25745		0	ebaskatu
25746		0	ebaskeria
25747		2	ebasketa
25748		0	EBASKETAN
25749		1	ebaskin
25750		18	ebasko
25751		3	EBASKOAN
25752		0	ebaskun
25753		11	ebasle
25754		0	BIDE-EBASLE
25755		4	ebastaile
25756		2	ebaste
25757		0	ebaszale
25758		0	ebate
25759		1	ebatsarazi
25760		37	ebatsi
25761		0	ebatsitzale
25762		0	ebatu
25763		0	ebatzaile
25764		22	ebatzi
25765		0	ebazi
25766		1	ebazkizun
25767		1	ebazkun
25768		1	ebazkuntza
25769		4	ebazle
25770		0	ebazpen
25771		3	ebazpide
25772		0	ebazte
25773		2	ebaztegun
25774		0	eberdi
25775		7	heberkera
25776		7	ebertar
25777		8	ebiakoitz
25778		1	EBIAKOITZ SAINDU
25779		0	ebili
25780		4	ebilla
25781		9	ebitatu
25782		2	ebolika
25783		2	eboluzio
25784		1	eboluzionismo
25785		1	eboluzionista
25786		0	hebrada
25787		2	hebraia
25788		1	hebraiar
25789		2	hebraiera
25790		5	hebraiko
25791		2	hebrau
25792		1	hebrea
25793		7	hebrear
25794		4	hebreera
25795		17	hebreo
25796		5	HEBREOZKO
25797		9	hebreotar
25798		0	ebrizu
25799		0	ebro
25800		2	1 hebro
25801		1	2 hebro
25802		0	3 hebro
25803		2	hebroi
25804		1	hebroka
25805		3	hebrua
25806		3	ebur
25807		0	edaansuge
25808		4	edabe
25809		1	edabezale
25810		21	edade
25811		3	EDADEAN JAUSI, SARTU
25812		4	EDADEKO
25813		0	EDADEZKO
25814		0	edadega
25815		0	edadi
25816		0	edadon
25817		20	hedadura
25818		0	hedaduradun
25819		0	hedaduragabe
25820		0	edaen
25821		0	edaendu
25822		0	edaetxe
25823		2	hedagaitz
25824		1	edagale
25825		0	edagaletu
25826		0	hedagarri
25827		0	edagera
25828		1	hedagia
25829		0	edagile
25830		0	edagiro
25831		0	hedagiro
25832		0	hedago
25833		0	hedagune
25834		0	edaile
25835		4	hedailo
25836		1	hedaka
25837		1	edakai
25838		0	hedakarri
25839		1	edakera
25840		1	hedaketa
25841		2	edaki
25842		0	edakizun
25843		1	hedakor
25844		0	edala
25845		0	edaldi
25846		25	edale
25847		2	edaleku
25848		0	hedaleku
25849		0	edaletasun
25850		4	edalontzi
25851		0	edamats
25852		0	hedame
25853		7	hedamen
25854		70	edan
25855		1	EDAN-ALDI
25856		3	EDANARI EMAN
25857		4	EDANEAN
25858		3	EDAN ERAGIN
25859		0	EDAN GAIZTO
25860		1	EDAN-GRINA
25861		2	EDAN-GURA
25862		0	EDAN-KUIA
25863		1	EDAN-NAHI
25864		0	EDAN-ONTZI
25865		0	EDAN-SARI
25866		3	EDAN-SARRI
25867		1	EDAN TXAR
25868		1	EDANTXE
25869		1	EDATEKO
25870		0	edan
25871		0	hedan
25872		9	edanaldi
25873		23	edanarazi
25874		2	edanari
25875		2	edanetxe
25876		0	edangale
25877		1	edangarri
25878		0	edangio
25879		0	edango
25880		1	edangozo
25881		2	edangu
25882		0	edangura
25883		1	edankeria
25884		2	edanketa
25885		0	edanki
25886		1	edankidin
25887		0	edankizun
25888		1	1 edankor
25889		1	2 edankor
25890		0	edanontzi
25891		2	edansko
25892		2	edantegi
25893		3	edantoki
25894		2	edantza
25895		0	edanuntzi
25896		1	edanxka
25897		2	edanzale
25898		0	hedapen
25899		1	hedapide
25900		0	edar
25901		3	hedar
25902		0	edaraite
25903		3	edarale
25904		12	edaran
25905		0	ERADAN-ASKA
25906		0	edaranarazi
25907		0	edarangu
25908		0	edarantza
25909		0	edarate
25910		0	edaratoki
25911		1	edaratu
25912		1	hedaratzaile
25913		0	edarazi
25914		5	hedarazi
25915		37	edari
25916		1	EDARI ALTXAGARRITU
25917		0	EDARIAN SARTU
25918		3	EDARIARI EMAN
25919		5	EDARI BIZI
25920		0	EDARI-EMAILE
25921		0	EDARI-ONTZI
25922		1	EDARI-SALTZAILE
25923		2	EDARI TXURI
25924		0	JAN-EDARI
25925		0	hedari
25926		1	edarigai
25927		1	edarigailu
25928		0	edarigile
25929		1	edarikeria
25930		0	edarikin
25931		1	edarikoi
25932		5	edaritegi
25933		0	edari-untzi
25934		5	edarizain
25935		6	edarizale
25936		1	edarizalekeria
25937		1	edarizaletu
25938		1	edarizaletxo
25939		8	edarra
25940		0	edarraga
25941		0	edarragin
25942		2	edarrakada
25943		0	edarrakatilu
25944		1	edarrapi
25945		0	edarrol
25946		0	edasi
25947		1	edaska
25948		1	edaski
25949		0	edasle
25950		1	hedaso
25951		1	edataile
25952		1	edatalditxo
25953		1	hedatasun
25954		11	edate
25955		2	EDATE(-DANTZA)
25956		14	edateko
25957		0	edatoki
25958		0	edatsi
25959		6	hedatsu
25960		1	hedatsuki
25961		84	hedatu
25962		2	HEDA-HEDA
25963		1	HEDAGABE
25964		2	HEDATUXE
25965		1	HEDA-ZARTADA
25966		0	EZIN HEDATUZKO
25967		2	hedatuki
25968		3	edatun
25969		7	hedatzaile
25970		0	edatzarri
25971		1	hedatze
25972		1	hedaurri
25973		1	edauzki
25974		0	hedazaile
25975		1	hedazkunde
25976		0	edder
25977		0	1 ede
25978		16	hede
25979		0	HEDE-KOSKA
25980		2	HEDE-XURI
25981		0	GIDA-HEDE
25982		0	edegi
25983		0	1 edegin
25984		0	edei
25985		0	edeinsuge
25986		0	hedeka
25987		0	edekalabaza
25988		41	edeki
25989		1	edekiarazi
25990		14	1 eden
25991		4	eden
25992		1	EZIN-EDEN
25993		0	3 eden
25994		0	4 eden
25995		3	1 edendu
25996		1	2 edendu
25997		0	3 edendu
25998		3	edendun
25999		0	edenehi
26000		0	edensuge
26001		6	edentsu
26002		1	edentzaile
26003		166	eder
26004		11	EDDER
26005		2	EDER-AMETS
26006		3	EDER-BEGI
26007		6	EDERDUN
26008		8	EDER-EDER
26009		12	EDER EGIN
26010		4	EDER EMAN
26011		1	EDER-ERA
26012		1	EDER EZ
26013		11	EDER IRITZI
26014		0	EDER-IRIZTE
26015		2	EDER IRUDITU
26016		0	EDER-ITSUSI
26017		43	EDER IZAN
26018		1	EDER-JAKITE
26019		0	EDER-JANTZI
26020		0	EDER-MINBERA
26021		5	EDERRAGATIK, EDERREZ
26022		0	EDERRAREN EGIN
26023		1	EDERREKO
26024		2	EDERRERAKO
26025		1	EDERRE(T)AN
26026		0	EDERREZ
26027		2	EDERRIK
26028		2	EDERRIK EDERREN
26029		2	EDER-USTE
26030		0	hederazi
26031		3	ederbera
26032		1	ederberatasun
26033		2	ederbide
26034		1	ederdura
26035		0	ederen
26036		0	edergabe
26037		6	edergai
26038		1	edergaidun
26039		30	edergailu
26040		2	edergailukeria
26041		1	edergailuxka
26042		1	edergailuztatu
26043		1	edergainkatu
26044		38	edergarri
26045		0	EDERGARRIZKO
26046		2	edergarridun
26047		1	edergarriro
26048		1	edergarritasun
26049		1	edergarritu
26050		0	ederge
26051		1	edergile
26052		0	edergin
26053		1	edergintza
26054		1	edergura
26055		1	eder-itsusi
26056		2	ederka
26057		0	ederkai
26058		1	ederkari
26059		0	ederkatu
26060		1	ederkatura
26061		2	ederkeria
26062		1	ederketa
26063		47	ederki
26064		2	EDDERKI
26065		1	EDERKI AIPATU
26066		7	EDERKI ASKO
26067		1	EDERKI ATERA
26068		2	EDERKI BAINO EDERKIAGO
26069		0	EDERKI EMAN ERE
26070		1	EDERKI ERE EDERKI
26071		3	ederkiro
26072		3	ederkitasun
26073		1	ederkitu
26074		2	ederkitxo
26075		4	ederkixko
26076		0	ederkizun
26077		3	ederkun
26078		4	ederlan
26079		2	ederlari
26080		6	edermen
26081		2	edermin
26082		1	edernahi
26083		0	hedero
26084		6	ederragotu
26085		3	ederraldi
26086		2	ederrarazi
26087		1	ederrarazle
26088		0	ederrarte
26089		7	ederresgarri
26090		1	ederreskunde
26091		0	ederresle
26092		1	ederresmen
26093		1	ederresmendu
26094		1	ederrespen
26095		2	ederreste
26096		1	ederretsarazi
26097		26	ederretsi
26098		1	EDERRETSI EZINEKO
26099		0	ederritzi
26100		0	edertaratu
26101		61	edertasun
26102		4	edertatu
26103		23	ederto
26104		3	EDERTO BATEN
26105		1	edertosko
26106		1	edertotxu
26107		57	edertu
26108		0	EDER-LAN
26109		0	EJERTU
26110		0	EZIN EDERTUZKO
26111		0	edertura
26112		0	edertxo
26113		1	edertza
26114		2	edertzaile
26115		1	edertzapen
26116		0	ederxki
26117		0	ederxko
26118		16	ederzale
26119		0	ederzale
26120		3	ederzaletasun
26121		1	ederztatu
26122		0	edes
26123		0	EDES-EGIN
26124		0	edesi
26125		1	edeskari
26126		2	edeski
26127		6	edeslari
26128		1	edesle
26129		1	edespen
26130		34	edesti
26131		1	EDESTI-ARAUZKO
26132		1	EDESTI-ARO
26133		7	EDESTI-AURRE
26134		1	EDESTI-AURRELARI
26135		1	EDESTI-DONE
26136		1	EDESTI-GAI
26137		1	EDESTI-GARAI
26138		2	edestilari
26139		1	edestitsu
26140		1	edestitxo
26141		2	edestizun
26142		1	EDESTIZUN-IDAZLE
26143		14	edestu
26144		0	edetsu
26145		3	hedetxe
26146		3	edifikagarri
26147		1	edifikagarriki
26148		5	edifikatu
26149		0	edifikatzaile
26150		2	edifikazio
26151		1	EDIFIKAZIONEZKO
26152		1	edifizio
26153		0	edifiziogile
26154		3	ediktu
26155		0	edin
26156		1	edireile
26157		0	edireintza
26158		1	edireite
26159		3	edireitza
26160		46	ediren
26161		1	IDORO-LEKU
26162		0	EDIREN-SARI
26163		0	edirenarazi
26164		2	edirengu
26165		0	edit
26166		3	editorial
26167		2	edizio
26168		1	EDIZIO-APAINTZAILE
26169		110	edo
26170		0	DELA
26171		3	EDO BAIZEN
26172		2	EDO DELA
26173		4	EDO DELA
26174		3	EDO DELA
26175		16	EDO
26176		1	EDO
26177		4	EDO
26178		1	EDO
26179		1	EDOTA
26180		20	EDOTA, EDO ETA
26181		2	EDOTA
26182		0	hedoi
26183		0	edoitsiki
26184		10	edola ere
26185		7	edolarik
26186		0	edolere
26187		7	edonoiz
26188		0	EDONOIZ ERE
26189		1	EDONOIZKO
26190		2	edonola
26191		6	EDONOLAKO
26192		9	edonon
26193		6	EDONONDIK
26194		0	EDONON ERE
26195		7	EDONONGO
26196		4	EDONORA
26197		1	EDONORANTZ
26198		10	edonor
26199		4	EDONOR ERE
26200		0	edonoraro
26201		23	edontzi
26202		0	EDONTZI-XABAL
26203		0	edontziratu
26204		1	edontzizain
26205		0	edosi
26206		0	edoskai
26207		0	edoskaldi
26208		18	edoski
26209		1	edoskiarazi
26210		0	edoskile
26211		0	edoskinde
26212		0	edoskipen
26213		0	edoskitza
26214		0	edoskitzaile
26215		0	edota
26216		3	edotariko
26217		1	edotasun
26218		50	edozein
26219		0	EDOZEIN BAT
26220		9	EDOZEIN ERE, EDOZEINBERE
26221		1	EDOZEIN MODUTAN DELA
26222		4	EDOZEIN MODUTAN ERE
26223		0	edozeinbeste
26224		1	edozeintzuk
26225		7	edozelan
26226		5	EDOZELAKO, EROZELAKO
26227		7	EDOZELAN ERE, EDOZELA BE
26228		2	EDOZELANGO
26229		2	edozenbat
26230		41	edozer
26231		15	EDOZER GAUZA
26232		1	EDOZERTARA
26233		1	EDOZERTARAKO
26234		4	EDOZERTARA ERE
26235		1	edozertxo
26236		13	edu
26237		1	EDUAN
26238		8	EDUKO
26239		1	EDURA
26240		0	edubio
26241		4	edukatu
26242		8	edukazio
26243		116	eduki
26244		3	EDUKI ERAGIN
26245		0	EDUKI-SARI
26246		0	ESKU EDUKI
26247		1	EZIN EDUKIZKO
26248		0	ON EDUKI
26249		0	edukialdi
26250		4	edukiarazi
26251		2	edukidun
26252		3	edukiez
26253		1	edukigura
26254		2	edukimin
26255		2	edukinahi
26256		1	edukipen
26257		8	edukitsu
26258		5	edukitzaile
26259		1	edukitze
26260		2	EDUKITZE-SARI
26261		5	edun
26262		0	edutezko
26263		2	ehe
26264		0	eheite
26265		1	ehelegagarri
26266		0	ehelegakor
26267		3	ehelegatu
26268		0	ehelegatzaile
26269		0	eheñatu
26270		0	efadatu
26271		1	efazatu
26272		16	efektu
26273		2	EFETUZ
26274		4	EFETUZKO
26275		1	efektuatu
26276		2	efetuzki
26277		1	efikaz
26278		1	efikazio
26279		0	EFIKAZIOZ
26280		5	efort
26281		1	efortaka
26282		2	efraindar
26283		9	hega
26284		0	HEGA BATEAN
26285		5	HEGA EGIN
26286		1	HEGA ETA HEGA
26287		2	HEGA-IRAULKA
26288		1	HEGA-LILI
26289		1	HEGAKO
26290		2	HEGARAKO
26291		0	HEGARI EMAN
26292		1	HEGA-ZALE
26293		0	egaa
26294		3	hegabanatu
26295		0	egabega
26296		5	1 hegabera
26297		1	hegaberatu
26298		0	egabilara
26299		9	hegada
26300		0	HEGADA EGIN
26301		1	HEGADAZ
26302		0	HEGADAZ EGIN
26303		1	hegadaka
26304		0	hegadatu
26305		0	hegaera
26306		0	hegagarri
26307		0	hegagorri
26308		2	hegagurdi
26309		13	hegaka
26310		1	HEGA-HEGAKA
26311		1	HEGAKA EGIN
26312		2	hegakada
26313		1	hegaketa
26314		3	hegaki
26315		0	hegakidun
26316		0	hegakoi
26317		95	hegal
26318		0	ARDI-HEGAL
26319		2	HEGALA HAUTSI
26320		0	HEGAL-HAIZE
26321		0	HEGAL-ALDE
26322		1	HEGAL-BIHURRI
26323		0	HEGAL-HERRI
26324		1	HEGALETAN
26325		5	HEGALEZ
26326		2	HEGAL-KOLPE
26327		3	HEGAL-UKALDI
26328		1	HEGAL-ZABAL
26329		1	hegalabur
26330		12	hegalari
26331		0	egalatea
26332		2	hegalda
26333		17	hegaldaka
26334		1	hegaldakari
26335		1	hegaldakatu
26336		1	hegaldaketa
26337		1	hegaldaldi
26338		1	hegaldan
26339		3	hegaldarazi
26340		4	hegaldari
26341		24	hegaldatu
26342		4	hegaldaz
26343		5	hegaldi
26344		1	hegaldika
26345		1	hegalditxo
26346		9	hegaldun
26347		0	hegalduneria
26348		0	egaletsu
26349		0	egali
26350		2	hegalka
26351		1	HEGALKA EGIN
26352		3	hegalkada
26353		3	hegalño
26354		3	hegalontzi
26355		16	hegalpe
26356		3	hegalper
26357		0	hegaltatu
26358		0	hegaltots
26359		0	hegaltsu
26360		2	hegaltto
26361		1	hegaltxo
26362		1	hegaltzar
26363		3	hegalun
26364		1	hegalundu
26365		3	hegaluze
26366		1	hegaluzeta
26367		0	hegalxuri
26368		1	hegamin
26369		20	hegan
26370		7	HEGAN EGIN
26371		0	HEGAN ERAGIN
26372		2	HEGAN IZAN
26373		1	heganagi
26374		1	heganatu
26375		0	egansuge
26376		2	hegaontzi
26377		14	hegape
26378		0	hegapetu
26379		1	hegapiztia
26380		5	egarbera
26381		0	egarberatasun
26382		0	egardukitu
26383		3	egardun
26384		1	egargailu
26385		20	egari
26386		3	hegari
26387		1	egariarazi
26388		5	hegarin
26389		0	hegario
26390		0	hegarira
26391		0	hegariz
26392		0	egarki
26393		0	egarkitu
26394		2	egarle
26395		0	egarmin
26396		0	egarmindu
26397		53	egarri
26398		7	EGARRIAK EGON
26399		1	EGARRIAK IZAN
26400		0	EGARRIAK HURREN IZAN
26401		2	EGARRIAN EGON
26402		2	EGARRIAREN EGARRIZ
26403		4	EGARRI EGON
26404		26	EGARRI IZAN
26405		1	EGARRI IZAN
26406		1	EGARRIRIK
26407		4	EGARRITAN
26408		0	EGARRI XURI
26409		11	EGARRIZ
26410		1	EGARRIZKO
26411		0	egarri
26412		1	egarrialdi
26413		0	egarriarazi
26414		0	egarridura
26415		0	egarrite
26416		13	egarritu
26417		0	egarrizale
26418		0	egarsari
26419		1	hegarte
26420		2	egarti
26421		16	1 egartsu
26422		0	egartu
26423		0	egartzaile
26424		3	egarzola
26425		14	hegastegi
26426		0	egata
26427		1	hegatan
26428		1	hegati
26429		22	hegats
26430		1	HEGATSA EGIN
26431		0	HEGATS-BIZKAR
26432		0	HEGATS-IRTEN
26433		0	hegatseztatu
26434		12	hegatu
26435		0	egatx
26436		0	hegatxa
26437		0	hegatxabal
26438		0	hegatz
26439		1	hegatzalde
26440		0	hegatzdun
26441		1	hegatze
26442		0	egaxka
26443		0	hegaxti
26444		17	hegaz
26445		7	HEGAZ EGIN
26446		0	HEGAZ ERAGIN
26447		0	hegazabal
26448		1	hegazdun
26449		0	hegazegikor
26450		2	hegazi
26451		7	hegazka
26452		3	hegazkada
26453		1	hegazkadatxo
26454		3	hegazkaldi
26455		3	hegazkari
26456		3	hegazkera
26457		2	hegazketa
26458		0	hegazki
26459		1	hegazkigintza
26460		8	hegazkin
26461		1	OIHAL-HEGAZKIN
26462		1	TXORI-HEGAZKIN
26463		1	hegazkindari
26464		0	hegazkor
26465		1	hegazkunde
26466		1	hegazlari
26467		6	hegazpe
26468		1	hegazpen
26469		0	hegazpi
26470		0	HEGAZPI-ZURI
26471		3	hegaztada
26472		0	1 hegaztegi
26473		0	2 hegaztegi
26474		1	hegaztehiza
26475		1	hegazterren
26476		23	hegazti
26477		0	HEGAZTI HOTZ
26478		0	HEGAZTI URDIN
26479		0	HEGAZTI-ZEZEN
26480		0	HEGAZTI-ZEZENTXO
26481		1	hegaztiki
26482		1	hegaztiño
26483		5	hegaztitxo
26484		2	hegaztitzar
26485		3	hegaztu
26486		1	egi
26487		45	hegi
26488		0	HEGIAZ, EGIEZ
26489		0	HEGITARA
26490		2	HEGIZ HEGI
26491		70	egia
26492		0	ARIMAZ EGIA
26493		0	EGIA BENETAN
26494		1	EGIA-BETEKO
26495		0	EGIA EDUKI
26496		1	EGIA-ERDI
26497		12	EGIA ESAN
26498		15	EGIA ESATEKO
26499		6	EGIA ESATERA
26500		1	EGIA ETA FEDE
26501		0	EGIA-IRUDI
26502		3	EGIAKO
26503		3	EGIAN
26504		2	EGIAN IZAN
26505		1	EGIAPEAN JAUSI
26506		5	EGIATAKO
26507		19	EGIATAN
26508		0	EGIATANGO
26509		1	EGIATIK
26510		33	EGIAZ
26511		1	EGIAZ ERE
26512		2	EGIAZ ETA BEGIAZ
26513		50	EGIAZKO
26514		2	EGI-ITXURA
26515		0	egiaamon
26516		3	egiabide
26517		2	egiagabe
26518		1	egiagarri
26519		5	egiaki
26520		1	egiakide
26521		0	egiakoitz
26522		1	egiakor
26523		0	hegialde
26524		10	egiantz
26525		6	EGIANTZEKO
26526		3	egiaño
26527		1	hegiara
26528		1	egiatar
26529		6	egiatasun
26530		27	egiati
26531		0	egiatiar
26532		3	egiatitasun
26533		5	egiatsu
26534		4	egiatu
26535		19	egiazale
26536		1	EGIAZALEKO, EGIZALEKO
26537		31	1 egiazki
26538		2	egiazkiro
26539		1	egiazkor
26540		2	egiazkotasun
26541		1	egiazkotu
26542		0	egiazta
26543		3	egiaztabide
26544		1	egiaztagarri
26545		1	egiaztakor
26546		2	egiaztamen
26547		2	egiaztaratu
26548		2	egiaztarazi
26549		31	egiaztatu
26550		2	egiaztatzaile
26551		1	egiazti
26552		17	egiaztu
26553		0	egidi
26554		2	egiesale
26555		2	egietsi
26556		1	egiez
26557		0	egiezki
26558		1	egigai
26559		0	egige
26560		2	hegigoa
26561		0	hegigora
26562		0	egika
26563		1	hegika
26564		3	egikai
26565		0	egikara
26566		18	egikari
26567		0	egikari
26568		0	ONGI-EGINKARI
26569		4	egikaritu
26570		1	egikaritza
26571		0	egikarri
26572		1	hegikatu
26573		28	egikera
26574		4	EGIKERAN
26575		1	EGIKERAZKO
26576		2	egiketa
26577		0	egikidin
26578		1	egikin
26579		0	egikintxa
26580		1	egikiratu
26581		0	egiko
26582		1	egikoi
26583		7	egikunde
26584		7	egikune
26585		2	egikuntza
26586		0	egilamu
26587		59	egile
26588		3	egileor
26589		0	egiletxo
26590		1	egilili
26591		0	egilimu
26592		2	hegilla
26593		403	egin
26594		3	EGINA EGIN
26595		1	EGINA EGINDA
26596		3	EGINAK EGIN
26597		19	EGIN BERRI
26598		3	EGIN DA
26599		0	EGINEAN EGINEAN
26600		13	EGIN-EGIN
26601		1	EGIN-EGINA
26602		5	EGIN-EGINEAN
26603		3	EGIN-EGINEKO
26604		0	EGIN EGITE ALDERA
26605		1	EGIN ERAGIN
26606		1	EGIN-ERDI
26607		3	EGIN-ERRAZ
26608		8	EGIN-EZ
26609		1	EGIN-EZEKO
26610		1	EGIN-EZINEKO
26611		2	EGINEZKO
26612		1	EGIN-GOGO
26613		1	EGIN-GURA
26614		1	EGINKE
26615		3	EGIN-MODU
26616		1	EGIN-MOLDE
26617		4	EGIN-NAHI
26618		0	EGIN-NAHI-EZ
26619		1	EGIN-TOKI
26620		7	EGINTXE
26621		2	EGINTZAGA
26622		1	EGIN-XAMARTU
26623		1	EGITEARRIK
26624		10	EGITEKE
26625		5	EZIN EGINEZKO
26626		30	eginahal
26627		15	EGINAHALA
26628		5	EGINAHALAKO
26629		8	EGINAHALAZ
26630		1	EGINAHAL BIZIAN
26631		10	EGINAHALEAN
26632		7	EGINAHALETAN
26633		8	EGINAHAL GUZTIAN
26634		2	EGINAHAL GUZTIAZ
26635		3	eginahalka
26636		9	eginaldi
26637		2	eginandi
26638		16	eginarazi
26639		6	eginarazle
26640		0	eginarindu
26641		0	eginarte
26642		2	EGINARTEKO
26643		20	eginbehar
26644		2	EGINBEHARREAN
26645		51	eginbide
26646		4	EGINBIDETAN EMAN
26647		1	EGINBIDETAN JARRI
26648		1	EGINBIDEZKO
26649		1	eginbideratu
26650		2	eginbidetsu
26651		0	egindari
26652		0	egindazko
26653		0	eginde
26654		13	eginen
26655		0	eginera
26656		3	egineratu
26657		1	egingabetu
26658		4	egingai
26659		1	egingailu
26660		1	egingaitz
26661		1	egingale
26662		14	egingarri
26663		6	1 egingo
26664		0	2 egingo
26665		2	egingu
26666		0	egingura
26667		2	eginka
26668		0	eginkai
26669		1	eginkara
26670		0	eginkari
26671		1	eginkidin
26672		1	eginkintza
26673		44	eginkizun
26674		0	eginkizunde
26675		0	eginkizundu
26676		9	eginkor
26677		0	eginkuntza
26678		1	eginlari
26679		0	eginpide
26680		3	eginsari
26681		1	eginsaritu
26682		3	egintari
26683		1	egintatu
26684		47	egintza
26685		1	EGINTZA-BIDE
26686		2	EGINTZADUN
26687		1	EGINTZAKO
26688		1	EGINTZAZKO
26689		8	egintzaile
26690		0	EGINZALE TXIKI
26691		0	hegiñi
26692		1	hegiño
