wikibase_item,pdf,zot_st,zot
Q35766,https://www.inguma.eus/fso/fitxategia/409-ikergazte.i.160_167.pdf,Q35766-214C2691-5E22-40CC-8EF5-D4CCBAC7DD5E,N2HE5FKE
Q35767,https://www.inguma.eus/fso/fitxategia/407-ikergazte.i.152_159.pdf,Q35767-B7E34F98-13C6-4FD9-90CF-FA14A48AF420,ZZL9JAZU
Q35768,https://www.inguma.eus/fso/fitxategia/406-ikergazte.i.146_151.pdf,Q35768-51BB6D39-6079-49A8-BC1C-DA910440E8A9,CTJMABZN
Q35774,https://www.inguma.eus/fso/fitxategia/400-ikergazte.i.101_107.pdf,Q35774-CC005389-3E68-42AA-BD54-DD739FAAD53E,7MICVVXS
Q35775,https://www.inguma.eus/fso/fitxategia/399-ikergazte.i.95_100.pdf,Q35775-5B83C25C-5A41-443D-A38D-50FBEA9AB8D6,W3J4X5HV
Q35779,https://www.inguma.eus/fso/fitxategia/395-ikergazte.i.70_76.pdf,Q35779-BC350A1E-8C4D-42A9-B5FD-96BED9D1FC38,P54T6KDQ
Q35780,https://www.inguma.eus/fso/fitxategia/394-ikergazte.i.63_69.pdf,Q35780-FD478294-8272-4455-B7BD-C39B8D6150A7,H7KH9T38
Q35784,https://www.inguma.eus/fso/fitxategia/388-ikergazte.i.32_38.pdf,Q35784-6B3AD235-B1AB-4187-B58C-A9E49EA4F424,ZP45Z9I8
Q35785,https://www.inguma.eus/fso/fitxategia/390-ikergazte.i.24-31.pdf,Q35785-4973B612-2035-4B45-BA12-7FFF1E688A16,4UNULXMG
Q35786,https://www.inguma.eus/fso/fitxategia/389-ikergazte.i.15_23.pdf,Q35786-19B28ABC-AD69-4451-8D56-B22F11A3ED13,LFRZSUMP
Q35308,https://www.inguma.eus/fso/fitxategia/156-ikergazte.iv.04.135-142.CB1-hartzaile.pdf,Q35308-FBACCB5D-6C0F-4317-9143-8DE9998B33B6,4ZPS8RDD
Q35309,https://www.inguma.eus/fso/fitxategia/14-ikergazte.iv.04.129-134.EAEko-emakumeek.pdf,Q35309-52806630-292D-4C35-83B6-E580607659D3,M674Q4QK
Q35310,https://www.inguma.eus/fso/fitxategia/13-ikergazte.iv.04.123-128.gibeleko-endotelioaren.pdf,Q35310-B4B35825-63A6-40B5-B638-CD2AD63FC7ED,22YNJYUP
Q35311,https://www.inguma.eus/fso/fitxategia/12-ikergazte.iv.04.115-121.endometriosia-ezaugarri.pdf,Q35311-1387907D-C4E9-413E-8D52-F2539682FB8D,C3N8GGYC
Q35314,https://www.inguma.eus/fso/fitxategia/9-ikergazte.iv.04.93-99.ingurumen-zaratak.pdf,Q35314-BC630F21-ECD8-4954-90C7-4109AB4B5AE7,A8855U52
Q35316,https://www.inguma.eus/fso/fitxategia/7-ikergazte.iv.04.77-84.haur-nerabeen.pdf,Q35316-BBD58C61-E53E-42BE-8A52-880BDE31FD74,SJQ4ES5B
Q35317,https://www.inguma.eus/fso/fitxategia/6-ikergazte.iv.04.69-75.giza-garun.pdf,Q35317-8CE3D1DD-155F-498B-BB54-DD6EE1268A8E,C6UL3LJS
Q35321,https://www.inguma.eus/fso/fitxategia/2-ikergazte.iv.04.37-43.emakumeekiko-sexismo.pdf,Q35321-336F7FAA-D3A2-46B6-8524-7CA9C4DD3595,C7YBG72P
Q35322,https://www.inguma.eus/fso/fitxategia/133-ikergazte.iv.04.29-69.morfinak-eragindako.pdf,Q35322-09A008AF-9641-4223-8721-BB67BC9349CA,Z4TW68T9
Q35324,https://www.inguma.eus/fso/fitxategia/152-ikergazte.iv.04.13-19.MLB-LDLr.pdf,Q35324-0DC918B4-0208-4976-966A-C7FAC1D0440A,9TM69TI6
Q35325,https://www.inguma.eus/fso/fitxategia/129-ikergazte.iv.02.315-322.antzuola-herri.pdf,Q35325-EC2F08C2-1409-42E9-BA19-95E339D33D90,PDI2W2KT
Q35330,https://www.inguma.eus/fso/fitxategia/124-ikergazte.iv.02.275-282.euskal-gatazkaren.pdf,Q35330-C0A916A5-8920-4A9C-A113-2B1EB9F27867,AAGE9A8W
Q35331,https://www.inguma.eus/fso/fitxategia/123-ikergazte.iv.02.269-274.genero-arauak.pdf,Q35331-54964907-98C3-42F4-B93F-F6273F13052D,ANZZ8DB9
Q35333,https://www.inguma.eus/fso/fitxategia/121-ikergazte.iv.02.247-254.unibertsitateko-ikasleen.pdf,Q35333-601896C2-2B91-4DCE-9732-A6DD13F083A5,ZPWRCIKY
Q35334,https://www.inguma.eus/fso/fitxategia/120-ikergazte.iv.02.239-246.bertsolarien-izeberga.pdf,Q35334-1CAEEFEB-819D-49ED-90DC-3947D1BE38F1,NL6C3UTI
Q35336,https://www.inguma.eus/fso/fitxategia/118-ikergazte.iv.02.223-230.bigarren-hezkuntzako.pdf,Q35336-35E4F987-102E-4A75-AE99-43AFE86085BF,VXALCSMN
Q35339,https://www.inguma.eus/fso/fitxategia/115-ikergazte.iv.02.201-208.euskal-autonomia.pdf,Q35339-D8A85F21-09C4-44B2-AD05-C2068A66E5CD,UR3IDN4M
Q35345,https://www.inguma.eus/fso/fitxategia/109-ikergazte.iv.02.153-159.ipar-haizearen.pdf,Q35345-D1A817E9-0451-4F1C-ADDF-C0970200476A,Z9US683H
Q35347,https://www.inguma.eus/fso/fitxategia/107-ikergazte.iv.02.137-144.aitatasunerako-trantzisioa.pdf,Q35347-02645652-454C-4F95-8AB6-53E6C81D5680,V5VIPVT3
Q35348,https://www.inguma.eus/fso/fitxategia/106-ikergazte.iv.02.129-136.4urtaroak-mindfulness.pdf,Q35348-397DE21B-11B7-401B-B8D5-3B1BE47AE782,JGIW38H4
Q35349,https://www.inguma.eus/fso/fitxategia/105-ikergazte.iv.02.121-127.ikten-internet.pdf,Q35349-10699BB7-1682-4645-BD6D-419D15D8A7F6,A48IH4KT
Q35351,https://www.inguma.eus/fso/fitxategia/103-ikergazte.iv.02.103-109.irakaskuntza-publikorako.pdf,Q35351-1DAAFC78-AB79-4EF6-89AA-1A174D0EAA99,W7DP8W2L
Q35352,https://www.inguma.eus/fso/fitxategia/102-ikergazte.iv.02.95-102.iparraldeko-bigarren.pdf,Q35352-9C07B519-8B92-4569-9C15-C8593AE30E73,NAFICVXI
Q35359,https://www.inguma.eus/fso/fitxategia/142-ikergazte.iv.02.41-47.hitzen-indarra.pdf,Q35359-28AD67CE-9A99-4DE3-A538-70B23283A350,A86URBNQ
Q35362,https://www.inguma.eus/fso/fitxategia/141-ikergazte.iv.02.19-26.etb-ingurune.pdf,Q35362-A99FD668-300E-4C85-9AFD-A1116C56A5FA,3LF6294B
Q35363,https://www.inguma.eus/fso/fitxategia/140-ikergazte.iv.02.13-18.30urte-mihigintzan.pdf,Q35363-0CCBF834-56C3-4FFA-A1A8-142C32CFFE8F,DHZQW9UB
Q35365,https://www.inguma.eus/fso/fitxategia/92-ikergazte.iv.01.135-142.euskara-gaztelania.pdf,Q35365-9CF60618-9372-4B2D-9595-F9C24767BF65,FBDRHBEA
Q35370,https://www.inguma.eus/fso/fitxategia/88-ikergazte.iv.01.101-106.down-sindromedun.pdf,Q35370-67F3EF92-8D2D-4AD8-8AA4-CB05E7A2D14B,B79KY8IH
Q35375,https://www.inguma.eus/fso/fitxategia/149-ikergazte.iv.01.59-66.erlazio-erauzketa.pdf,Q35375-760B192C-D2E8-48D2-A55F-8B0A4C787B1F,RG559XZN
Q35381,https://www.inguma.eus/fso/fitxategia/143-ikergazte.iv.01.11-18.bideo-jokoen.pdf,Q35381-CC863970-27E7-4AA8-B8F3-932CDD0121D1,M557PMJK
Q35382,https://www.inguma.eus/fso/fitxategia/62-ikergazte.iv.05.273-280.ATAD3-gene.pdf,Q35382-6837DC5F-292F-480B-8E28-8937ED6BFA50,YD5D99NJ
Q35383,https://www.inguma.eus/fso/fitxategia/61-ikergazte.iv.05.265-272.erretikulu-endoplasmatikoaren.pdf,Q35383-E1000BD5-B976-403B-870A-8999234F65AC,3YD27QP4
Q35386,https://www.inguma.eus/fso/fitxategia/58-ikergazte.iv.05.241-248.fosfato-kontzentrazioaren.pdf,Q35386-CD61CA3A-52B2-48F7-BF66-BD6D9EB62AFB,LXYDEPST
Q35387,https://www.inguma.eus/fso/fitxategia/57-ikergazte.iv.05.235-240.molekulen-elkarrekintzen.pdf,Q35387-13A2EDA9-7CC2-46DC-BCF6-BF4A03B48FB8,RD4PC7CE
Q35391,https://www.inguma.eus/fso/fitxategia/54-ikergazte.iv.05.205-211.fluxu-jarraiko.pdf,Q35391-42F6B2E5-1A13-4B73-B466-1651033129B0,2TQFJQXL
Q35395,https://www.inguma.eus/fso/fitxategia/50-ikergazte.iv.05.313-320.grafeno-oxidoak.pdf,Q35395-4C563E28-48AC-44BF-8523-2F400AB0F1CD,MNWV839L
Q35398,https://www.inguma.eus/fso/fitxategia/48-ikergazte.iv.05.289-295.txakurren-andeetako.pdf,Q35398-6D2FA725-42EF-4A06-8AB6-6F6E3BDE68F1,6JRS28NM
Q35399,https://www.inguma.eus/fso/fitxategia/47-ikergazte.iv.05.281-288.manganeso-dioxidozko.pdf,Q35399-076E33A8-0FEF-4DFB-B748-DB8DBB8E64A9,KY5TKKLX
Q35401,https://www.inguma.eus/fso/fitxategia/46-ikergazte.iv.05.169-174.efektuei-bideratutako.pdf,Q35401-02E7FBC7-3C5A-4699-B5BA-42FEDF62E77E,3334C3YN
Q35403,https://www.inguma.eus/fso/fitxategia/44-ikergazte.iv.05.153-159.kannabinoideak-pilula.pdf,Q35403-01B881A8-8F44-4D5E-BCFE-2142CBE6228E,6LG7ZHBH
Q35410,https://www.inguma.eus/fso/fitxategia/37-ikergazte.iv.05.103-110.aspergillus-nidulans.pdf,Q35410-1895975A-50D8-4F2E-A960-F51399E3DACF,FP6HNI5U
Q35415,https://www.inguma.eus/fso/fitxategia/32-ikergazte.iv.05.67-72.Fe3O4zko-nanopartikulak.pdf,Q35415-9986D843-A3C5-4C4F-B9EA-606B95E86FE6,ES4MCYH6
Q35416,https://www.inguma.eus/fso/fitxategia/31-ikergazte.iv.05.59-65.euskal.kostako.pdf,Q35416-C844B1B6-0AF3-40DF-8D22-24DD537436AB,7EUU7LUD
Q35418,https://www.inguma.eus/fso/fitxategia/29-ikergazte.iv.05.45-52.zamorako-zeramiken.pdf,Q35418-93D4C5AC-4565-424F-A9AC-07257E5869C2,KI6IH9IE
Q35420,https://www.inguma.eus/fso/fitxategia/28-ikergazte.iv.05.29-36.idiazabal-gaztaren.pdf,Q35420-59C82C13-E17A-4962-9661-6F55051767DE,PH3TB9P7
Q35421,https://www.inguma.eus/fso/fitxategia/134-ikergazte.iv.05.21-27.ikusezina-ikusgai.pdf,Q35421-88644BE2-F5D0-4BB8-8FA6-6D40C75FBF59,TV5DULA7
Q35424,https://www.inguma.eus/fso/fitxategia/84-ikergazte.iv.03.185-192.abiadura-handiko.pdf,Q35424-BD053028-C659-40DC-939F-D66012EB32C1,L4P7JU7F
Q35425,https://www.inguma.eus/fso/fitxategia/83-ikergazte.iv.03.177-184.zeharkako-ebaketa.pdf,Q35425-EE209135-545F-4A4A-B3D9-7DDB0260EE68,C258P8RE
Q35428,https://www.inguma.eus/fso/fitxategia/80-ikergazte.iv.03.153-160.itzulpen-automatikoko.pdf,Q35428-F973CC60-C887-4BCB-8759-AC83DAE9C5DB,YCLR95ZT
Q35430,https://www.inguma.eus/fso/fitxategia/78-ikergazte.iv.03.137-144.twitterreko-euskal.pdf,Q35430-DBF1CF0A-D0FE-4CE7-96F0-D3E19366626E,9BQJNUDC
Q35432,https://www.inguma.eus/fso/fitxategia/76-ikergazte.iv.03.123-128.saskigintza-geometriaren.pdf,Q35432-CA8F2A99-B5FD-4326-ACF7-4348A58763E9,NKZDCHNS
Q35434,https://www.inguma.eus/fso/fitxategia/74-ikergazte.iv.03.107-114.errealitate-areagotuko.pdf,Q35434-EA44F5F7-3B46-4E04-9C92-57E9D5CF521D,CIPENMZX
Q35465,https://www.inguma.eus/fso/fitxategia/244-ikergazte.iii.05.23_29.pdf,Q35465-0F8F2613-6E4F-4F0B-A0F9-2421A6BA8353,3F3YUL6E
Q35467,https://www.inguma.eus/fso/fitxategia/242-ikergazte.iii.05.11_15.pdf,Q35467-1CA5B383-6C4A-449A-9F7C-E452CC5835E4,MEAMFNTX
Q35469,https://www.inguma.eus/fso/fitxategia/240-ikergazte.iii.04.172_177.pdf,Q35469-F2EBD063-79C2-45FA-A643-F1E669AE1880,2S3UBF3N
Q35470,https://www.inguma.eus/fso/fitxategia/239-ikergazte.iii.04.166_171.pdf,Q35470-294FF096-2720-49CB-9DC0-B81207569FDB,ZBKWXNTB
Q35476,https://www.inguma.eus/fso/fitxategia/233-ikergazte.iii.04.114_121.pdf,Q35476-9F0FDA57-B5FC-43ED-843F-06080EF05B6E,IUVP9BQW
Q35477,https://www.inguma.eus/fso/fitxategia/232-ikergazte.iii.04.106_113.pdf,Q35477-8D546ED7-26CD-4676-903A-13E6E5777D9A,25ACESBW
Q35480,https://www.inguma.eus/fso/fitxategia/229-ikergazte.iii.04.84_91.pdf,Q35480-58924561-51B0-4710-A4AD-E81F92F2B26E,GASAI9LH
Q35483,https://www.inguma.eus/fso/fitxategia/226-ikergazte.iii.04.63_69.pdf,Q35483-44805F6E-3EF0-44AC-B5B7-448E30181925,HB2A6UIG
Q35485,https://www.inguma.eus/fso/fitxategia/224-ikergazte.iii.04.49_56.pdf,Q35485-B208F072-4F9C-45D2-A77F-73B4B973664A,5S6RZCIR
Q35486,https://www.inguma.eus/fso/fitxategia/223-ikergazte.iii.04.38_48.pdf,Q35486-7C4DD7CC-9B5F-4CC2-88AC-2FC4982F2339,XG2MRVMH
Q35487,https://www.inguma.eus/fso/fitxategia/222-ikergazte.iii.04.31_37.pdf,Q35487-1C8CDA9A-CFDA-45C7-8AC6-5620A9A11592,74CJKDZB
Q35488,https://www.inguma.eus/fso/fitxategia/221-ikergazte.iii.04.24_30.pdf,Q35488-E893C90B-4341-4710-B4E6-E7D940652D50,7UP3WVSG
Q35492,https://www.inguma.eus/fso/fitxategia/216-ikergazte.iii.03.148_155.pdf,Q35492-F8EE6A8D-29BF-4664-8BA5-0FE2E34E2DD2,KE3XRN6Y
Q35493,https://www.inguma.eus/fso/fitxategia/215-ikergazte.iii.03.141_147.pdf,Q35493-95286C4E-2240-4B0E-97AF-7B54650616D2,KVKXDXKH
Q35502,https://www.inguma.eus/fso/fitxategia/207-ikergazte.iii.03.72_78.pdf,Q35502-866422AC-2832-4221-97C4-793F1D38E53F,7QPUIAIK
Q35507,https://www.inguma.eus/fso/fitxategia/202-ikergazte.iii.03.34_41.pdf,Q35507-597DEB60-C20C-4422-94A2-F096B6060339,UJP743YN
Q35509,https://www.inguma.eus/fso/fitxategia/63-ikergazte.iv.03.17-24.sic-erdieroaleak.pdf,Q35509-0C6CD13C-D9FE-4738-87B3-DA5509C0828D,CPXEJGNY
Q35517,https://www.inguma.eus/fso/fitxategia/172-ikergazte.iii.02.97_102.pdf,Q35517-DDB56600-5C5A-427A-AAF5-7B425CEB1FDF,SIHPJF2N
Q35521,https://www.inguma.eus/fso/fitxategia/168-ikergazte.iii.02.68_74.pdf,Q35521-8D403AE4-E544-48DF-9618-093ED370CF8D,4FDWLB29
Q35523,https://www.inguma.eus/fso/fitxategia/163-ikergazte.iii.02.56_60.pdf,Q35523-E6C551F5-2178-4067-8D85-8AECF3F43244,Y9ZXG76T
Q35525,https://www.inguma.eus/fso/fitxategia/161-ikergazte.iii.02.44_49.pdf,Q35525-BE204A8C-435F-402E-B2AB-C14C670F325F,F47LHEUX
Q35527,https://www.inguma.eus/fso/fitxategia/159-ikergazte.iii.02.27_35.pdf,Q35527-89B67F9D-168E-4C5B-8B45-6E61DCAD6D79,Z8IN4WD4
Q35528,https://www.inguma.eus/fso/fitxategia/158-ikergazte.iii.02.19_26.pdf,Q35528-835A2E25-9293-4A12-9B56-50779AC7B3B4,HSLVBV34
Q35530,https://www.inguma.eus/fso/fitxategia/198-ikergazte.iii.01.148_152.pdf,Q35530-70F4C787-5CE3-42DA-9583-6E8CE3555633,S7EH2NRF
Q35531,https://www.inguma.eus/fso/fitxategia/197-ikergazte.iii.01.139_147.pdf,Q35531-EE51DA69-36BF-493A-9CE2-2142B5088B55,FDECPV3X
Q35537,https://www.inguma.eus/fso/fitxategia/191-ikergazte.iii.01.91_98.pdf,Q35537-76C6C340-B420-460E-9575-3C1C0D6681D0,CLZI9PPH
Q35538,https://www.inguma.eus/fso/fitxategia/190-ikergazte.iii.01.83_90.pdf,Q35538-E19FBBA5-1847-46A2-B968-E661B80EE94C,DHCEL2IY
Q35541,https://www.inguma.eus/fso/fitxategia/187-ikergazte.iii.01.59_68.pdf,Q35541-9C9BF677-F6C2-4109-AB21-0F8FEDAB5CCC,T2VFV8LK
Q35546,https://www.inguma.eus/fso/fitxategia/181-ikergazte.iii.01.18_24.pdf,Q35546-EAC80B52-4D27-405A-8E66-655A32F6E5CA,XIWZJN6I
Q35548,https://www.inguma.eus/fso/fitxategia/179-ikergazte.iii.01.11_17.pdf,Q35548-CA61DE86-9762-46AC-A12A-DABB892021D9,GWKNY62J
Q35550,https://www.inguma.eus/fso/fitxategia/385-ikergazte.ii.05.177_183.pdf,Q35550-56992D17-30DA-43EB-8CCA-47BACFB63360,DEQD9P3G
Q35555,https://www.inguma.eus/fso/fitxategia/380-ikergazte.ii.05.146_151.pdf,Q35555-77C680A1-7D1E-4385-96DC-BDAC9AAD8BBB,QMVHRVPY
Q35560,https://www.inguma.eus/fso/fitxategia/375-ikergazte.ii.05.110_115.pdf,Q35560-842A45E3-7B1F-4BEB-84A0-250AE29AE8DF,KJCVRXKS
Q35561,https://www.inguma.eus/fso/fitxategia/374-ikergazte.ii.05.103_109.pdf,Q35561-6D8827D4-4743-4A8A-B1E3-DCA5DFCE08A6,K63WRP92
Q35564,https://www.inguma.eus/fso/fitxategia/371-ikergazte.ii.05.82_87.pdf,Q35564-C13C4703-FC7C-4FBB-84D0-64B8F9D10FF8,PYTF8798
Q35565,https://www.inguma.eus/fso/fitxategia/370-ikergazte.ii.05.74_81.pdf,Q35565-79048434-FB6A-4782-83B5-7E75D1C850BE,FXKFMS4W
Q35567,https://www.inguma.eus/fso/fitxategia/368-ikergazte.ii.05.60_66.pdf,Q35567-EADA8EF2-7BA8-43EE-857C-6F109C8985A5,LR5C9EHV
Q35569,https://www.inguma.eus/fso/fitxategia/366-ikergazte.ii.05.45_52.pdf,Q35569-52356214-DB66-415C-AB16-AD57680E3188,49JFL2XC
Q35573,https://www.inguma.eus/fso/fitxategia/362-ikergazte.ii.05.22_27.pdf,Q35573-A6E0ACEA-B776-4512-95F1-4A731751D792,EK8G9EWL
Q35575,https://www.inguma.eus/fso/fitxategia/359-ikergazte.ii.04.10_17.pdf,Q35575-32EB72D3-7A40-4BF3-8F7E-1AE54F8F6782,6YUXHZUR
Q35576,https://www.inguma.eus/fso/fitxategia/335-ikergazte.ii.03.165_172.pdf,Q35576-0E85563F-E059-43AD-8C1D-A494D0010A84,J27FA2MK
Q35577,https://www.inguma.eus/fso/fitxategia/334-ikergazte.ii.03.157_164.pdf,Q35577-A212006C-B216-43EA-B401-8F92C3FD12FD,TT7UFC8R
Q35578,https://www.inguma.eus/fso/fitxategia/333-ikergazte.ii.03.149_156.pdf,Q35578-93045446-D3AE-4373-8AFC-C8B682945DC5,8I7CKTKA
Q35611,https://www.inguma.eus/fso/fitxategia/277-ikergazte.ii.02.125_130.pdf,Q35611-C5C90A41-193F-4DAB-B718-47966756AE77,YA3ESYH9
Q35621,https://www.inguma.eus/fso/fitxategia/267-ikergazte.ii.02.42_49.pdf,Q35621-253DBFA8-8BF6-4DD5-A001-4CCDD50FFAD3,83C3ALEQ
Q35497,https://www.inguma.eus/fso/fitxategia/211-ikergazte.iii.03.110_116.pdf,Q35497-858E8BE6-8D0B-4B2E-B2D8-84908DC6A743,PJLVAWUQ
Q35499,https://www.inguma.eus/fso/fitxategia/209-ikergazte.iii.03.94_101.pdf,Q35499-6AFF8C60-60BD-4B62-BC78-673755ABD034,BN52AKPA
Q35500,https://www.inguma.eus/fso/fitxategia/218-ikergazte.iii.03.87_93.pdf,Q35500-689E2967-89F6-468E-AA3C-3C978A0DE0FF,CXVGFGU7
Q35297,https://www.inguma.eus/fso/fitxategia/25-ikergazte.iv.04.227-233.1motako-kannabidoide.pdf,Q35297-56C3268C-1C9B-4FA1-9649-44B852F5D4A7,BF63DGAR
Q35298,https://www.inguma.eus/fso/fitxategia/155-ikergazte.iv.04.219-226.erizaintza-euskaraz.pdf,Q35298-833B9744-E376-4602-81CD-A75FC4D1D6D2,9SXJI8ES
Q35299,https://www.inguma.eus/fso/fitxategia/130-ikergazte.iv.04.211-218.nerabezaroko-gehiegizko.pdf,Q35299-039FBB52-3D5F-485F-A53C-29E500E71212,DCQJQUVL
Q35300,https://www.inguma.eus/fso/fitxategia/23-ikergazte.iv.04.203-210.hipokanpoaren-mendeko.pdf,Q35300-F0975FF0-71FA-47DB-8540-C330151DF518,X9X3XU5E
Q35301,https://www.inguma.eus/fso/fitxategia/22-ikergazte.iv.04.193-201.nutrizio-irakasgaiaren.pdf,Q35301-A71F3F2D-8242-4E61-9EE3-2468D8D87653,VGJC5KIL
Q35304,https://www.inguma.eus/fso/fitxategia/18-ikergazte.iv.04.167-175.erizaintzako-ikasleen.pdf,Q35304-C8C3744D-CA83-4868-8912-C8631E54FE6F,WP5XKBP5
Q35305,https://www.inguma.eus/fso/fitxategia/19-ikergazte.iv.04.159-165.omega3-gantz.pdf,Q35305-6836CC5B-C312-4123-BD6E-8149DFEB05B4,6XMVAT6H
Q35306,https://www.inguma.eus/fso/fitxategia/17-ikergazte.iv.04.151-157.RNAren-M6metiladenosina.pdf,Q35306-741688C9-FDB5-4449-962A-55563978E3FD,5WA4ET22
Q35307,https://www.inguma.eus/fso/fitxategia/15-ikergazte.iv.04.143-150.hezkuntza-nutrizionala.pdf,Q35307-A21055F5-D6B2-436B-A7B5-8995C8FF3929,7KBS47ST
Q35312,https://www.inguma.eus/fso/fitxategia/11-ikergazte.iv.04.107-113.RNA-zirkular.pdf,Q35312-C2F31171-42FA-498E-8B3C-A2A815D7F6B9,VF7MAQ8W
Q35313,https://www.inguma.eus/fso/fitxategia/10-ikergazte.iv.04.101-106.hiriko-gune.pdf,Q35313-9F737A57-FC05-44DF-90B3-46F4C31CC84F,YQ92FXVW
Q35315,https://www.inguma.eus/fso/fitxategia/8-ikergazte.iv.04.85-92.SLUG-genearen.pdf,Q35315-B123C4DE-C563-48FC-A984-D060E1664FEA,689A9IDA
Q35318,https://www.inguma.eus/fso/fitxategia/5-ikergazte.iv.04.61-67.gernutik-lortutako.pdf,Q35318-2285055F-E7F2-4143-98D3-CC1641C67270,7XBIYIHF
Q35319,https://www.inguma.eus/fso/fitxategia/4-ikergazte.iv.04.53-60.paziente-eskizofreniko.pdf,Q35319-2CB6984D-9DB8-4C19-A643-1B1F0C0CB74F,LYXNNRSR
Q35320,https://www.inguma.eus/fso/fitxategia/3-ikergazte.iv.04.45-51.aurresan-ezin.pdf,Q35320-FA7924E6-6E7B-428B-9803-3D495036C077,SGAPYRZB
Q35327,https://www.inguma.eus/fso/fitxategia/127-ikergazte.iv.02.299-305.autodeterminazioa-erabakitzeko.pdf,Q35327-84D07984-DE62-4F7D-B00B-76D659502125,IAQU332L
Q35328,https://www.inguma.eus/fso/fitxategia/126-ikergazte.iv.02.291-298.langileen-parte.pdf,Q35328-BEE1CDE2-7FA3-496E-9185-84106877DF9D,CU95DH69
Q35329,https://www.inguma.eus/fso/fitxategia/125-ikergazte.iv.02.283-290.abestiak-sinbolismoa.pdf,Q35329-7EA5059C-720E-45B0-8EDB-51880D2BBED6,AL3F7DAT
Q35337,https://www.inguma.eus/fso/fitxategia/117-ikergazte.iv.02.217-222.lehen-hezkuntzako.pdf,Q35337-7BEDFC2A-7A60-4D03-B1A5-FA92496CBE27,CYRIFQKT
Q35340,https://www.inguma.eus/fso/fitxategia/114-ikergazte.iv.02.193-200.derrigorrezko-bigarren.pdf,Q35340-D13C677A-75D4-40BD-8BAB-5F6725513540,3K88DQUK
Q35341,https://www.inguma.eus/fso/fitxategia/113-ikergazte.iv.02.185-192.elkar-laguntza.pdf,Q35341-54FE0564-9292-44A9-BA11-998FD023FFEF,APWF4LCV
Q35343,https://www.inguma.eus/fso/fitxategia/111-ikergazte.iv.02.169-176.ezeztapena-identifikatzeko.pdf,Q35343-841C69F4-B5B3-4033-B5A5-52F79CB30762,R4D5J58X
Q35344,https://www.inguma.eus/fso/fitxategia/110-ikergazte.iv.02.161-167.identitatearen-eraikuntza.pdf,Q35344-36032931-68E2-4617-83AD-079ED66644BE,8CCV7IFF
Q35353,https://www.inguma.eus/fso/fitxategia/101-ikergazte.iv.02.87-94.komunitarioa-gizarte.pdf,Q35353-974C04CE-DA8B-4BB9-B786-9DD085F7D772,8FGNBTIB
Q35358,https://www.inguma.eus/fso/fitxategia/96-ikergazte.iv.02.49-55.kooperatibismoaren-hariak.pdf,Q35358-1E134151-8435-4E16-A2CC-D4CD0DD3F592,69J5E93A
Q35361,https://www.inguma.eus/fso/fitxategia/94-ikergazte.iv.02.27-32.zuzenbideak-genero.pdf,Q35361-838789CA-456E-42D3-866D-3C5AC9AB175F,I4ESJFC3
Q35369,https://www.inguma.eus/fso/fitxategia/150-ikergazte.iv.01.107-112.euskararen-belaunaldiz.pdf,Q35369-94E88A0D-6A2C-4390-A22E-E46AED63D8B9,77WS6V5A
Q35372,https://www.inguma.eus/fso/fitxategia/86-ikergazte.iv.01.85-92.gorputza-edertasun.pdf,Q35372-9301A2B2-71F3-45DB-9712-EAC21CD21BD1,BBI2CP2C
Q35377,https://www.inguma.eus/fso/fitxategia/147-ikergazte.iv.01.43-50.intonazio-kontornu.pdf,Q35377-7B314F7C-35FB-4B0B-85D2-BF9B75F8E967,TCFE7U9Y
Q35378,https://www.inguma.eus/fso/fitxategia/146-ikergazte.iv.01.35-41.itzulpena-interpretazioa.pdf,Q35378-923B641C-B399-4E3D-AA3B-50920172AA41,5QCH2ZVF
Q35379,https://www.inguma.eus/fso/fitxategia/145-ikergazte.iv.01.27-33.ahal-mugaz.pdf,Q35379-0319971B-AEDC-4554-9E94-CD91AD04213D,2WVGQTMG
Q35384,https://www.inguma.eus/fso/fitxategia/60-ikergazte.iv.05.257-264.presa-handi.pdf,Q35384-077C60BB-BA4B-49AC-A94A-54A8C2D751EF,BWM3CPTN
Q35385,https://www.inguma.eus/fso/fitxategia/59-ikergazte.iv.05.249-255.nanopartikulen-lipido.pdf,Q35385-98C845E1-AC67-4F41-AEFD-1E1C64D5F51A,PRWTWTUB
Q35408,https://www.inguma.eus/fso/fitxategia/39-ikergazte.iv.05.115-122.maneiu-estentsibopean.pdf,Q35408-069CCA56-F605-4470-BCC5-772DE350B3BA,ET9NXLKS
Q35409,https://www.inguma.eus/fso/fitxategia/38-ikergazte.iv.05.111-114.BM15-BM18.pdf,Q35409-2A3936DB-41A8-4209-BD0E-E1804ACE5028,CCMTBZAH
Q35412,https://www.inguma.eus/fso/fitxategia/34-ikergazte.iv.05.87-93.infusioen-ahalmen.pdf,Q35412-6552D197-C129-43A7-8D92-AE0A3C08FAEE,23ZELYNV
Q35414,https://www.inguma.eus/fso/fitxategia/33-ikergazte.iv.05.73-77.polimero-biobateragarrien.pdf,Q35414-172EDAE3-9226-4D0E-92AD-77DEFEFAC0FF,UNG2WQFZ
Q35419,https://www.inguma.eus/fso/fitxategia/27-ikergazte.iv.05.37-44.glisofato-herbizidak.pdf,Q35419-D0F1D834-89FE-4110-BB6E-0195B6FF7F3B,ETPV2GKY
